
[00:00:00.000 --> 00:00:03.000]  今天跟大家分享神的話語
[00:00:03.000 --> 00:00:07.800]  題目是讓過去成為讚美的起點
[00:00:07.800 --> 00:00:13.440]  說過去就說回憶
[00:00:13.440 --> 00:00:17.400]  說以前的事大家應該有很多回憶
[00:00:17.400 --> 00:00:18.600]  我想問問大家
[00:00:18.600 --> 00:00:22.800]  你覺得自己是否一個很寄性的人
[00:00:22.800 --> 00:00:25.400]  你是否記得以前的事
[00:00:25.400 --> 00:00:29.400]  我聽到前面的很多都記得很多
[00:00:29.400 --> 00:00:33.400]  你現在馬上想起以往的一件事
[00:00:33.400 --> 00:00:35.400]  你會馬上想起什麼
[00:00:35.400 --> 00:00:37.400]  想起開心的事
[00:00:37.400 --> 00:00:39.400]  想起不開心的事
[00:00:39.400 --> 00:00:41.400]  還是什麼事你會想起
[00:00:41.400 --> 00:00:42.400]  通常
[00:00:42.400 --> 00:00:44.400]  你想一下
[00:00:44.400 --> 00:00:45.400]  今天有很多回憶
[00:00:45.400 --> 00:00:47.400]  你要自己去想一下
[00:00:47.400 --> 00:00:49.400]  又問一下你
[00:00:49.400 --> 00:00:53.400]  有沒有一些過去的經歷或者回憶
[00:00:53.400 --> 00:00:58.400]  仍然影響著你今天
[00:00:58.400 --> 00:01:01.400]  或者其實我都沒有回憶
[00:01:01.400 --> 00:01:06.400]  我分享一件過去的經歷
[00:01:06.400 --> 00:01:08.400]  其實只是一句說話
[00:01:08.400 --> 00:01:11.400]  給我一個很大的影響
[00:01:11.400 --> 00:01:13.400]  我記得我小時候
[00:01:13.400 --> 00:01:17.400]  聽著歌跟著一起唱
[00:01:17.400 --> 00:01:19.400]  我姐姐突然說了一句
[00:01:19.400 --> 00:01:21.400]  很難聽
[00:01:21.400 --> 00:01:26.400]  然後整個人呆了
[00:01:26.400 --> 00:01:30.400]  你沒有想過突然有人說這樣的話
[00:01:30.400 --> 00:01:34.400]  然後就不再唱了
[00:01:34.400 --> 00:01:37.400]  不單止不是那一刻不再唱
[00:01:37.400 --> 00:01:39.400]  是怎樣
[00:01:39.400 --> 00:01:42.400]  是之後都不是很想唱
[00:01:42.400 --> 00:01:46.400]  到今天我都覺得我唱歌不好聽
[00:01:46.400 --> 00:01:50.400]  這有分事實和自我感覺
[00:01:50.400 --> 00:01:54.400]  我都覺得我自己唱歌不是很好聽
[00:01:54.400 --> 00:01:58.400]  但是我聽了我姐姐這句說話之後
[00:01:58.400 --> 00:02:01.400]  其實這句說話一直影響著我
[00:02:01.400 --> 00:02:03.400]  到我信主的時候
[00:02:03.400 --> 00:02:05.400]  要唱詩的
[00:02:05.400 --> 00:02:07.400]  會唱
[00:02:07.400 --> 00:02:09.400]  你都會覺得
[00:02:09.400 --> 00:02:11.400]  幸好這麼多人唱
[00:02:11.400 --> 00:02:13.400]  多一個自己不好聽
[00:02:13.400 --> 00:02:15.400]  我記得有一次
[00:02:15.400 --> 00:02:17.400]  領唱的弟兄說
[00:02:17.400 --> 00:02:19.400]  我們敬拜
[00:02:19.400 --> 00:02:22.400]  不是在乎我們唱得好不好聽
[00:02:22.400 --> 00:02:24.400]  這句說話
[00:02:24.400 --> 00:02:28.400]  就令我一個釋懷
[00:02:28.400 --> 00:02:33.400]  可能太釋懷就會馬上唱
[00:02:33.400 --> 00:02:35.400]  但是原來
[00:02:35.400 --> 00:02:37.400]  我分享這個經歷是怎樣
[00:02:37.400 --> 00:02:39.400]  到今天
[00:02:39.400 --> 00:02:41.400]  這句話都會在我腦海裡
[00:02:41.400 --> 00:02:43.400]  不過不是太受它影響
[00:02:43.400 --> 00:02:44.400]  還是怎樣
[00:02:44.400 --> 00:02:45.400]  我都照唱
[00:02:45.400 --> 00:02:46.400]  我覺得我OK
[00:02:46.400 --> 00:02:50.400]  不是心理陰影那種
[00:02:50.400 --> 00:02:54.400]  但是其實有時候我們過去裡
[00:02:54.400 --> 00:02:56.400]  都有很多的經歷或者事情
[00:02:56.400 --> 00:02:59.400]  其實是影響著自己的
[00:02:59.400 --> 00:03:02.400]  你剛才問你的時候
[00:03:02.400 --> 00:03:04.400]  不知道你有沒有想起
[00:03:04.400 --> 00:03:06.400]  當你回想你過去的時候
[00:03:06.400 --> 00:03:08.400]  你想起的是開心
[00:03:08.400 --> 00:03:10.400]  想起的是不開心
[00:03:10.400 --> 00:03:11.400]  想起的是懊悔
[00:03:11.400 --> 00:03:14.400]  還是怎樣不同的事情都好
[00:03:14.400 --> 00:03:17.400]  今天和大家去分享這一段
[00:03:17.400 --> 00:03:19.400]  這一篇詩篇
[00:03:19.400 --> 00:03:21.400]  詩篇66篇
[00:03:21.400 --> 00:03:26.400]  詩篇66篇其實是一篇讚美神的詩篇
[00:03:26.400 --> 00:03:29.400]  整個詩篇其實是充滿著
[00:03:29.400 --> 00:03:31.400]  一種很興奮
[00:03:31.400 --> 00:03:34.400]  經歷神很多的事情
[00:03:34.400 --> 00:03:35.400]  很想
[00:03:35.400 --> 00:03:37.400]  其實你會感覺到
[00:03:37.400 --> 00:03:39.400]  是從心底裡那種
[00:03:39.400 --> 00:03:42.400]  對神的一種讚美
[00:03:42.400 --> 00:03:44.400]  而他在說的
[00:03:44.400 --> 00:03:46.400]  不單是他自己去讚美
[00:03:46.400 --> 00:03:48.400]  是他整個族群要去讚美
[00:03:48.400 --> 00:03:50.400]  他不單是他自己的族群
[00:03:50.400 --> 00:03:53.400]  他覺得全世界都要去讚美神
[00:03:53.400 --> 00:03:55.400]  在這一個詩篇裡面
[00:03:55.400 --> 00:03:56.400]  你會發覺
[00:03:56.400 --> 00:03:58.400]  為什麼一個人可以這樣
[00:03:58.400 --> 00:04:02.400]  來去讚美我們的主呢
[00:04:02.400 --> 00:04:07.400]  我們一起先去看第一至四節
[00:04:07.400 --> 00:04:08.400]  我們一起讀好不好
[00:04:08.400 --> 00:04:12.400]  全地當向神歡呼
[00:04:12.400 --> 00:04:14.400]  歌頌他的名的榮耀
[00:04:14.400 --> 00:04:18.400]  讚美他的話大有榮耀
[00:04:18.400 --> 00:04:19.400]  當對神說
[00:04:19.400 --> 00:04:22.400]  你的作為何等可為
[00:04:22.400 --> 00:04:23.400]  因你的大能
[00:04:23.400 --> 00:04:26.400]  愁的要投降你
[00:04:26.400 --> 00:04:28.400]  全地要敬拜你
[00:04:28.400 --> 00:04:29.400]  歌頌你
[00:04:29.400 --> 00:04:31.400]  要歌頌你的名
[00:04:31.400 --> 00:04:35.400]  你看到整個一到四節
[00:04:35.400 --> 00:04:36.400]  我興奮了
[00:04:36.400 --> 00:04:38.400]  都是一些歡呼
[00:04:38.400 --> 00:04:39.400]  歌頌
[00:04:39.400 --> 00:04:40.400]  要去讚美
[00:04:40.400 --> 00:04:44.400]  其實整個他圍繞著的就是在第三節
[00:04:44.400 --> 00:04:45.400]  你的作為
[00:04:45.400 --> 00:04:47.400]  你的大能
[00:04:47.400 --> 00:04:51.400]  他想起的就是神做過的事情
[00:04:51.400 --> 00:04:54.400]  其實整個篇章裡面
[00:04:54.400 --> 00:04:56.400]  就是六十六篇裡面
[00:04:56.400 --> 00:04:58.400]  不單是一到四節
[00:04:58.400 --> 00:05:00.400]  其實是第八節
[00:05:00.400 --> 00:05:01.400]  第二十節
[00:05:01.400 --> 00:05:05.400]  都是在說對神那種讚頌
[00:05:05.400 --> 00:05:07.400]  那種讚美
[00:05:07.400 --> 00:05:09.400]  而中間裡面夾雜著的
[00:05:09.400 --> 00:05:12.400]  其實就是詩人去說
[00:05:12.400 --> 00:05:15.400]  究竟他覺得你的作為
[00:05:15.400 --> 00:05:16.400]  神的作為
[00:05:16.400 --> 00:05:17.400]  神的大能
[00:05:17.400 --> 00:05:20.400]  是一些什麼事情呢?
