
[00:00:00.000 --> 00:00:09.000]  我想問大家,你對人性的了解或動機知道多少呢?
[00:00:09.000 --> 00:00:18.000]  你覺得自己是一個很明白人性或看得通人的動機的人嗎?
[00:00:18.000 --> 00:00:21.000]  如果你認為你是看得通動機的話,可以舉手嗎?
[00:00:21.000 --> 00:00:27.000]  咦,不是很多手,大家都覺得看不到人的動機,節目看到的。
[00:00:27.000 --> 00:00:34.000]  其實我們都看得到人的動機,同意嗎?
[00:00:34.000 --> 00:00:39.000]  為什麼呢?因為有時候有些人會刮起眉毛,對不對?
[00:00:39.000 --> 00:00:46.000]  其實是很明顯的,不會看不到的,但有些時候就真的很難看。
[00:00:46.000 --> 00:00:54.000]  舉個例子,如果你看到一個嬰兒哭,他是在鬧彆扭,還是真正需要呢?
[00:00:54.000 --> 00:01:00.000]  媽媽應該比我們更加清楚,對不對?
[00:01:00.000 --> 00:01:09.000]  另外再舉個例子,有時候你見到有人幫人,或者找人幫的時候,
[00:01:09.000 --> 00:01:14.000]  特別是幫人,幫人可不可以有動機?
[00:01:14.000 --> 00:01:17.000]  可以,當然可以有動機。
[00:01:17.000 --> 00:01:23.000]  但其實我們去幫人的動機是什麼呢?
[00:01:23.000 --> 00:01:29.000]  或者反過來,你去找人幫你,也可以有動機的。
[00:01:29.000 --> 00:01:33.000]  對不對?不要說幫,是侍奉我們高級一點。
[00:01:33.000 --> 00:01:37.000]  你找人侍奉的時候,你有什麼動機呢?
[00:01:37.000 --> 00:01:41.000]  可以甩爛,多一個人來做,我就少做一點。
[00:01:41.000 --> 00:01:43.000]  可以有很多動機的。
[00:01:43.000 --> 00:01:47.000]  但人生諷刺的地方是什麼呢?
[00:01:47.000 --> 00:01:54.000]  很多時候我們看到別人的動機,但卻看不到自己的動機。
[00:01:54.000 --> 00:01:59.000]  我們永遠都給我們一個原因來justify我們,
[00:01:59.000 --> 00:02:02.000]  這就是我們叫的盲點。
[00:02:02.000 --> 00:02:11.000]  所以今天想和大家反思,究竟有多少人認識以利亞的,可不可以舉手?
[00:02:11.000 --> 00:02:15.000]  沒有什麼,這些小人物我們不太看他。
[00:02:15.000 --> 00:02:20.000]  今天其實應該弄一個小人物系列也不錯,
[00:02:20.000 --> 00:02:26.000]  讀一下小人物,小人物可能有大教訓,不是睡覺的訓。
[00:02:26.000 --> 00:02:32.000]  今天我們來看動機的時候,為什麼這樣說呢?
[00:02:32.000 --> 00:02:34.000]  因為我們這個世界越來越複雜,同意嗎?
[00:02:34.000 --> 00:02:40.000]  那些騙案越來越多,所以我們不太敢幫人。
[00:02:40.000 --> 00:02:42.000]  我們不知道他的動機是什麼。
[00:02:42.000 --> 00:02:47.000]  所以今天想和大家在以利亞反思人性。
[00:02:47.000 --> 00:02:52.000]  人性是human nature,我經常說我們敵不過人性。
[00:02:52.000 --> 00:02:57.000]  第二樣東西我們敵不過的就是我們內心的動機,
[00:02:57.000 --> 00:03:00.000]  而是連我們自己都騙了。
[00:03:00.000 --> 00:03:04.000]  這裡分四點來看,其實只是三節經文。
[00:03:04.000 --> 00:03:09.000]  第一就是探討憤怒回應的深層原因。
[00:03:09.000 --> 00:03:11.000]  故事是什麼呢?
[00:03:11.000 --> 00:03:12.000]  以利亞是誰呢?
[00:03:12.000 --> 00:03:14.000]  以利亞是大衛的大哥。
[00:03:14.000 --> 00:03:19.000]  大衛的大哥打哥利亞的時候,
[00:03:19.000 --> 00:03:22.000]  耶西就是大衛的爸爸,
[00:03:22.000 --> 00:03:29.000]  就差派大衛送食物做food panda給他的哥哥,
[00:03:29.000 --> 00:03:31.000]  就在戰場上。
[00:03:31.000 --> 00:03:34.000]  大衛就問人,
[00:03:34.000 --> 00:03:41.000]  「數羅重賞戰俘,打贏哥利亞又重賞。」
[00:03:41.000 --> 00:03:44.000]  大衛就問有什麼賞賜,
[00:03:44.000 --> 00:03:46.000]  誰知道被以利亞聽到,
[00:03:46.000 --> 00:03:48.000]  以利亞非常憤怒。
[00:03:48.000 --> 00:03:53.000]  所以第一節經文就是看以利亞憤怒的深層原因,
[00:03:53.000 --> 00:03:54.000]  為什麼憤怒呢?
[00:03:54.000 --> 00:03:58.000]  第二就是來自憤怒的挑戰。
[00:03:58.000 --> 00:04:00.000]  他因為憤怒去挑戰大衛。
[00:04:00.000 --> 00:04:03.000]  我們有沒有試過在生氣的時候挑戰別人呢?
[00:04:03.000 --> 00:04:05.000]  當然有。
[00:04:05.000 --> 00:04:08.000]  第三就是以自我辯護回應挑戰。
[00:04:08.000 --> 00:04:12.000]  大衛如何回應哥哥來挑戰他呢?
[00:04:12.000 --> 00:04:15.000]  最後就是他如何堅持神的託付。
[00:04:15.000 --> 00:04:17.000]  這些就是鴨崩叫狗。
[00:04:17.000 --> 00:04:19.000]  他罵完大衛之後,
[00:04:19.000 --> 00:04:22.000]  他還繼續問有什麼賞賜。
[00:04:22.000 --> 00:04:24.000]  我們在大衛身上,
[00:04:24.000 --> 00:04:26.000]  雖然幾次經文,
[00:04:26.000 --> 00:04:28.000]  我覺得幾次經文真的很精彩,
[00:04:28.000 --> 00:04:30.000]  所以就要和大家分享。
[00:04:30.000 --> 00:04:33.000]  背景的經文是什麼呢?
[00:04:33.000 --> 00:04:36.000]  背景的經文就是大衛送完外賣之後,
[00:04:36.000 --> 00:04:38.000]  應該回家了。
[00:04:38.000 --> 00:04:40.000]  他沒有回家。
[00:04:40.000 --> 00:04:41.000]  經文告訴我們,
[00:04:41.000 --> 00:04:43.000]  以色列人彼此說,
[00:04:43.000 --> 00:04:47.000]  和以色列人之間自自浸。
[00:04:47.000 --> 00:04:48.000]  為什麼呢?
[00:04:48.000 --> 00:04:49.000]  因為用了一個引句。
[00:04:49.000 --> 00:04:55.000]  引句在聖經裡面是非常重要的位置才用引句。
[00:04:55.000 --> 00:04:57.000]  這個人上來,
[00:04:57.000 --> 00:04:59.000]  這個上來的人,
[00:04:59.000 --> 00:05:01.000]  你們看見了嗎?
[00:05:01.000 --> 00:05:03.000]  這個就是哥利亞。
[00:05:03.000 --> 00:05:07.000]  他上來是要向以色列人罵陣的。
[00:05:07.000 --> 00:05:09.000]  如果有人能夠擊殺他,
[00:05:09.000 --> 00:05:12.000]  王必賞賜他大財富,
[00:05:12.000 --> 00:05:15.000]  把自己的女兒給他作妻子,
[00:05:15.000 --> 00:05:21.000]  並且使他富家在以色列人中免納稅免服役。
[00:05:21.000 --> 00:05:24.000]  這個就是引句的賞賜。
[00:05:24.000 --> 00:05:29.000]  之後大衛就回應。
[00:05:29.000 --> 00:05:32.000]  不過我們單看這句話的時候,
[00:05:32.000 --> 00:05:35.000]  寫作的鋪排,
[00:05:35.000 --> 00:05:37.000]  他講完這句話之後,
[00:05:37.000 --> 00:05:41.000]  大衛就問他站在旁邊的人,
[00:05:41.000 --> 00:05:43.000]  他說什麼呢?
[00:05:43.000 --> 00:05:45.000]  如果有人擊殺這個非利士人,
[00:05:45.000 --> 00:05:47.000]  除去以色列人的恥辱,
[00:05:47.000 --> 00:05:49.000]  那人會得到什麼對待呢?
[00:05:49.000 --> 00:05:52.000]  這未受割禮的非利士人是誰呢?
[00:05:52.000 --> 00:05:57.000]  竟敢向永活的神的軍隊去罵陣呢?
[00:05:57.000 --> 00:06:07.000]  於是眾民就用以上的話來回答他,
[00:06:07.000 --> 00:06:09.000]  說如果有人能夠擊殺他,
[00:06:09.000 --> 00:06:12.000]  那人必得這樣的對待。
[00:06:12.000 --> 00:06:14.000]  如何去讀這幾次的經文呢?
[00:06:14.000 --> 00:06:16.000]  這幾次的經文我們讀序事文的時候,
[00:06:16.000 --> 00:06:19.000]  很奇怪,我覺得是作者特意的。
[00:06:19.000 --> 00:06:21.000]  其實如果讓我寫,
[00:06:21.000 --> 00:06:25.000]  應該是大衛再問他旁邊的人,
[00:06:25.000 --> 00:06:27.000]  有什麼賞賜的時候,
[00:06:27.000 --> 00:06:29.000]  他沒有將賞賜重覆,
[00:06:29.000 --> 00:06:32.000]  他就說這樣的對待他。
[00:06:32.000 --> 00:06:34.000]  為什麼不是呢?
[00:06:34.000 --> 00:06:40.000]  大衛聽到蘇羅賞賜人擊殺哥尼亞,
[00:06:40.000 --> 00:06:42.000]  之後他就問旁邊的人,
[00:06:42.000 --> 00:06:44.000]  有什麼賞賜?
[00:06:44.000 --> 00:06:50.000]  旁邊的人就將前面第25節的經文再說出來。
[00:06:50.000 --> 00:06:51.000]  知道我說什麼嗎?
[00:06:51.000 --> 00:06:54.000]  這樣就正路,他聽到別人說。
[00:06:54.000 --> 00:06:56.000]  這樣的寫作方法是代表什麼呢?
[00:06:56.000 --> 00:06:59.000]  是代表大衛聽聞,
[00:06:59.000 --> 00:07:01.000]  他不太清楚有什麼賞賜,
[00:07:01.000 --> 00:07:06.000]  然後就拿旁邊的人問有什麼賞賜,
[00:07:06.000 --> 00:07:09.000]  然後他就詳細將賞賜說出來。
[00:07:09.000 --> 00:07:12.000]  這個就是如果調轉寫的解讀。
[00:07:12.000 --> 00:07:15.000]  但是他將次序調轉了,
[00:07:15.000 --> 00:07:17.000]  就完全不同了讀法。
[00:07:17.000 --> 00:07:20.000]  大衛已經很清楚聽到賞賜,
[00:07:20.000 --> 00:07:22.000]  如果他聽到賞賜的時候,
[00:07:22.000 --> 00:07:23.000]  我們就問一個問題,
[00:07:23.000 --> 00:07:25.000]  為什麼他還要問呢?
[00:07:25.000 --> 00:07:27.000]  他問的時候,
[00:07:27.000 --> 00:07:30.000]  如果他要再問的時候,
[00:07:30.000 --> 00:07:32.000]  就教我們應該怎麼讀。
[00:07:32.000 --> 00:07:34.000]  我們就將大衛的說話,
[00:07:34.000 --> 00:07:36.000]  他問的話,
[00:07:36.000 --> 00:07:39.000]  和原本講賞賜的話,
[00:07:39.000 --> 00:07:41.000]  來做一個對照,
[00:07:41.000 --> 00:07:45.000]  比較一下大衛是否單是重複賞賜呢?
[00:07:45.000 --> 00:07:46.000]  為什麼要這樣說呢?
[00:07:46.000 --> 00:07:50.000]  因為很多比較自由派的學者,
[00:07:50.000 --> 00:07:53.000]  是定位大衛很奸詐的。
