
[00:00:00.000 --> 00:00:06.000]  早前看了一篇文章
[00:00:06.000 --> 00:00:10.000]  是一位中大的退休教授寫的
[00:00:10.000 --> 00:00:12.000]  題目叫《那年的噩夢》
[00:00:12.000 --> 00:00:16.000]  五十歲後才恍然大悟
[00:00:16.000 --> 00:00:19.000]  在文章中他講述了他一生的經歷
[00:00:19.000 --> 00:00:22.000]  他1979年入大學
[00:00:22.000 --> 00:00:24.000]  考進了中文大學
[00:00:24.000 --> 00:00:26.000]  之後他覺得神呼召他
[00:00:26.000 --> 00:00:29.000]  毅然放棄中文大學
[00:00:29.000 --> 00:00:31.000]  報讀建道
[00:00:31.000 --> 00:00:33.000]  在建道讀了一年的時候
[00:00:33.000 --> 00:00:35.000]  發覺課程太淺
[00:00:35.000 --> 00:00:37.000]  還有老師要他抄聖經
[00:00:37.000 --> 00:00:39.000]  他不明白為什麼要抄聖經
[00:00:39.000 --> 00:00:41.000]  於是他回頭問
[00:00:41.000 --> 00:00:43.000]  中大可不可以收我?
[00:00:43.000 --> 00:00:45.000]  誰知道有八個教授圍住他
[00:00:45.000 --> 00:00:47.000]  你以為來就來,走就走嗎?
[00:00:47.000 --> 00:00:49.000]  你知不知道你浪費了別人的位置?
[00:00:49.000 --> 00:00:53.000]  之後很沮喪之餘
[00:00:53.000 --> 00:00:55.000]  他轉讀浸會神學院
[00:00:55.000 --> 00:00:58.000]  完成了他BTH的課程
[00:00:58.000 --> 00:01:00.000]  他完成了BTH之後
[00:01:00.000 --> 00:01:02.000]  他發覺不適合做傳達
[00:01:02.000 --> 00:01:06.000]  因為BTH的課程震撼了他的信仰
[00:01:06.000 --> 00:01:08.000]  他對聖經也產生懷疑
[00:01:08.000 --> 00:01:10.000]  他怎麼可以宣講呢?
[00:01:10.000 --> 00:01:13.000]  於是他就做了一些翻譯的工作
[00:01:13.000 --> 00:01:15.000]  然後儲了一點錢
[00:01:15.000 --> 00:01:19.000]  毅然去美國取回他的大學學位
[00:01:19.000 --> 00:01:21.000]  若干年之後
[00:01:21.000 --> 00:01:23.000]  他完成了他的博士學位
[00:01:23.000 --> 00:01:27.000]  回去中文大學成為教授
[00:01:27.000 --> 00:01:29.000]  是否很幽默呢?
[00:01:29.000 --> 00:01:31.000]  到他退休的時候
[00:01:31.000 --> 00:01:33.000]  他發惡夢
[00:01:33.000 --> 00:01:39.000]  他考博士論文考考試的時候
[00:01:39.000 --> 00:01:41.000]  原來他的論文還未寫完
[00:01:41.000 --> 00:01:43.000]  然後他驚醒了
[00:01:43.000 --> 00:01:46.000]  他回想起原來在人生裡
[00:01:46.000 --> 00:01:48.000]  他曾經這一段經歷
[00:01:48.000 --> 00:01:50.000]  他走錯了
[00:01:50.000 --> 00:01:52.000]  然後他走對了
[00:01:52.000 --> 00:01:54.000]  原來神不是要他做傳達
[00:01:54.000 --> 00:01:57.000]  原來神在他生命裡的路上找回的時候
[00:01:57.000 --> 00:02:00.000]  他突然間醒覺的時候
[00:02:00.000 --> 00:02:02.000]  原來五十多歲才醒來
[00:02:02.000 --> 00:02:05.000]  原來這件事在他生命裡
[00:02:05.000 --> 00:02:07.000]  還未能夠放下
[00:02:07.000 --> 00:02:09.000]  我非常欣賞這個教授
[00:02:09.000 --> 00:02:13.000]  因為他安住神在他生命裡
[00:02:13.000 --> 00:02:14.000]  不等於他不信主
[00:02:14.000 --> 00:02:17.000]  他在他生命裡的帶領
[00:02:17.000 --> 00:02:20.000]  去做神要他做的事
[00:02:20.000 --> 00:02:22.000]  不過這件事要付出代價
[00:02:22.000 --> 00:02:25.000]  他付出了很沉重的代價
[00:02:25.000 --> 00:02:26.000]  他用了八年的時間
[00:02:26.000 --> 00:02:29.000]  去完成他的大學學位
[00:02:29.000 --> 00:02:31.000]  你以為我不知道在你的生命裡
[00:02:31.000 --> 00:02:33.000]  有沒有一些東西
[00:02:33.000 --> 00:02:36.000]  是在你的生命裡追尋
[00:02:36.000 --> 00:02:39.000]  縱使你以為你是追尋這件事
[00:02:39.000 --> 00:02:41.000]  其實原來神不是要你做這件事
[00:02:41.000 --> 00:02:43.000]  今天想跟大家分享一件事
[00:02:43.000 --> 00:02:45.000]  我覺得可能在人生裡
[00:02:45.000 --> 00:02:47.000]  如果有一件事是值得
[00:02:47.000 --> 00:02:50.000]  我們每一個基督徒都追尋的
[00:02:50.000 --> 00:02:52.000]  那件事可能是智慧
[00:02:52.000 --> 00:02:54.000]  我不知道大家是否同意
[00:02:54.000 --> 00:02:56.000]  今天想跟大家分享
[00:02:56.000 --> 00:02:57.000]  智慧的追尋
[00:02:57.000 --> 00:02:59.000]  《針研》第二章的經文
[00:02:59.000 --> 00:03:02.000]  想分三點來跟大家看
[00:03:02.000 --> 00:03:03.000]  雖然是幾節的經文
[00:03:03.000 --> 00:03:06.000]  第一點是覺悟智慧的價值
[00:03:06.000 --> 00:03:08.000]  我們追求智慧的起步點
[00:03:08.000 --> 00:03:10.000]  就是我們突然發覺
[00:03:10.000 --> 00:03:13.000]  原來這件事在我們人生裡
[00:03:13.000 --> 00:03:16.000]  是最有意義最有價值的
[00:03:16.000 --> 00:03:17.000]  那又如何呢
[00:03:17.000 --> 00:03:19.000]  那就開始追求
[00:03:19.000 --> 00:03:22.000]  《針研》第二章告訴我們
[00:03:22.000 --> 00:03:25.000]  追求智慧的態度和動力
[00:03:25.000 --> 00:03:28.000]  有什麼可以驅使我們
[00:03:28.000 --> 00:03:33.000]  願意付上代價來追求智慧
[00:03:33.000 --> 00:03:35.000]  第三點就是
[00:03:35.000 --> 00:03:38.000]  那如何才能得到智慧呢
[00:03:38.000 --> 00:03:41.000]  這三點要跟大家分享
[00:03:41.000 --> 00:03:46.000]  但其實第二章有上文
[00:03:46.000 --> 00:03:49.000]  這裡說留心聽智慧智力求聰明
[00:03:49.000 --> 00:03:51.000]  其實上文是什麼呢
[00:03:51.000 --> 00:03:53.000]  上文我做了一個濃縮版
[00:03:53.000 --> 00:03:55.000]  讓大家可以去明白
[00:03:55.000 --> 00:03:57.000]  智慧在街上呼喊
[00:03:57.000 --> 00:03:59.000]  不是很多《針研》的經文
[00:03:59.000 --> 00:04:01.000]  頭八章就可以的
[00:04:01.000 --> 00:04:03.000]  就好像一個故事
[00:04:03.000 --> 00:04:05.000]  前面一開始的時候
[00:04:05.000 --> 00:04:06.000]  介紹完《針研》之後
[00:04:06.000 --> 00:04:09.000]  智慧在街上叫人來拿智慧
[00:04:09.000 --> 00:04:10.000]  結果怎樣呢
[00:04:10.000 --> 00:04:11.000]  沒有人偷
[00:04:11.000 --> 00:04:13.000]  沒有人理他
[00:04:13.000 --> 00:04:15.000]  然後他說在廣場上揚聲
[00:04:15.000 --> 00:04:17.000]  智慧說我呼喚你們
[00:04:17.000 --> 00:04:19.000]  不肯聽從我伸手
[00:04:19.000 --> 00:04:20.000]  沒有人理我
[00:04:20.000 --> 00:04:23.000]  你們既然輕忽我一切的勸告
[00:04:23.000 --> 00:04:26.000]  不接受我的責備
[00:04:26.000 --> 00:04:29.000]  當然不會接受智慧的責備
[00:04:29.000 --> 00:04:31.000]  所以你們遭難的時候我就發笑
[00:04:31.000 --> 00:04:33.000]  原來會撞板
[00:04:33.000 --> 00:04:35.000]  人生不學智慧的時候
[00:04:35.000 --> 00:04:37.000]  到我們撞板的時候
[00:04:37.000 --> 00:04:39.000]  已經太遲了
[00:04:39.000 --> 00:04:41.000]  他們必呼求什麼
[00:04:41.000 --> 00:04:42.000]  我是誰
[00:04:42.000 --> 00:04:43.000]  智慧
[00:04:43.000 --> 00:04:45.000]  撞板的時候
[00:04:45.000 --> 00:04:47.000]  很想要得到智慧的時候
[00:04:47.000 --> 00:04:50.000]  我卻不回答
[00:04:50.000 --> 00:04:52.000]  這是人生的經歷
[00:04:52.000 --> 00:04:55.000]  撞板想回頭
[00:04:55.000 --> 00:04:57.000]  已經回不了頭
[00:04:57.000 --> 00:04:58.000]  太遲了
[00:04:58.000 --> 00:05:00.000]  切切尋找我
[00:05:00.000 --> 00:05:02.000]  卻尋不見
[00:05:02.000 --> 00:05:04.000]  原來人生有些東西
[00:05:04.000 --> 00:05:06.000]  我們去找的時候
[00:05:06.000 --> 00:05:08.000]  可以找的時候我們不找
[00:05:08.000 --> 00:05:11.000]  到我們想要去找的時候
[00:05:11.000 --> 00:05:12.000]  已經找不到
[00:05:12.000 --> 00:05:14.000]  所以這裡告訴我們有兩種人
[00:05:14.000 --> 00:05:15.000]  一種是愚昧人
[00:05:15.000 --> 00:05:19.000]  愚昧人在街上不會回應智慧的呼喊
[00:05:19.000 --> 00:05:21.000]  不過智慧人就會回應
[00:05:21.000 --> 00:05:23.000]  所以第二章是說
[00:05:23.000 --> 00:05:26.000]  第二章一開始是對照第一章
