
[00:00:00.000 --> 00:00:02.820]  我想問下呢,大家知唔知道呢
[00:00:02.820 --> 00:00:07.680]  聽日係一年一度嘅大日子係咩盛事呢?
[00:00:07.680 --> 00:00:10.220]  馬拉松
[00:00:10.220 --> 00:00:11.320]  馬拉松係咪呀?
[00:00:11.320 --> 00:00:17.880]  我想問下呢,呢度有冇人聽日要去跑馬拉松喺度?
[00:00:17.880 --> 00:00:20.000]  有冇呀?喂,有喎真係,都有喎
[00:00:20.000 --> 00:00:24.080]  嘩,好正呀你哋,今日都仲要坐喺度喎真係
[00:00:24.080 --> 00:00:27.560]  因為呢我聽到好多話,返去早啲瞓早啲準備喎
[00:00:27.560 --> 00:00:30.120]  其實係咪真係需要咁早㗎呢?
[00:00:30.120 --> 00:00:31.920]  真係需要呀
[00:00:31.920 --> 00:00:37.080]  我覺得係馬拉松真係講緊一年一度嘅盛事
[00:00:37.080 --> 00:00:41.120]  我諗係咪練習咗好耐㗎?
[00:00:41.120 --> 00:00:43.280]  跑馬拉松係咪都要練習好耐㗎?
[00:00:43.280 --> 00:00:48.000]  有冇半年時間,有冇人跑馬拉松練習咗半年㗎?
[00:00:48.000 --> 00:00:49.280]  有冇?
[00:00:49.280 --> 00:00:50.640]  有冇半年時間?
[00:00:50.640 --> 00:00:53.680]  一枕住都練習㗎應該,係咪呀?
[00:00:53.680 --> 00:00:58.520]  咁我覺得係,跑馬拉松呢今年成日都聽到人哋問
[00:00:58.520 --> 00:01:04.520]  喂你跑步,即係我早半年都學人跑步啦
[00:01:04.520 --> 00:01:07.760]  咁我又唔係參加馬拉松嘅,不過我係純粹跑步嘅
[00:01:07.760 --> 00:01:11.080]  咁成日都,即係跑步嗰啲人都會講話
[00:01:11.080 --> 00:01:13.520]  抽唔抽到呀?抽唔抽到呀?
[00:01:13.520 --> 00:01:18.160]  咁其實好緊張㗎喎,即係每年都要計劃定
[00:01:18.160 --> 00:01:23.080]  即係要跑幾多啦,要自己參與邊一個組別啦
[00:01:23.080 --> 00:01:25.920]  即係有好多,好多CAT要去預備㗎喎
[00:01:25.920 --> 00:01:30.240]  即係同埋有啲跑開嗰啲仲要跑個人紀錄㗎嘛
[00:01:30.240 --> 00:01:34.800]  即係我唔知道唔跑馬拉松嘅人
[00:01:34.800 --> 00:01:39.720]  即係唔跑步嘅人會唔會覺得,即係咩嚟㗎呢?
[00:01:39.720 --> 00:01:41.880]  咁其實我原初都唔知咩嚟㗎
[00:01:41.880 --> 00:01:44.960]  不過跑步聽佢哋講得多就知道
[00:01:44.960 --> 00:01:50.640]  我記得好似上年呢跑馬拉松前一日呢
[00:01:50.640 --> 00:01:52.240]  我都係講到,我都覺得係
[00:01:52.240 --> 00:01:56.640]  即係係咪同馬拉松有啲關係呢?
[00:01:56.640 --> 00:01:59.760]  下次,下年我參加馬拉松可能唔使跑
[00:01:59.760 --> 00:02:02.760]  唔使講到,跑馬拉松唔使講到
[00:02:02.760 --> 00:02:07.160]  不過呢,好想問下,即係調返轉頭問
[00:02:07.160 --> 00:02:12.080]  呢度有冇人練習咗好耐,但係今年抽唔中跑馬拉松㗎先?
[00:02:12.080 --> 00:02:14.400]  有冇呀?有冇呢啲弟兄姊妹喺度呀?
[00:02:14.400 --> 00:02:18.240]  無喎,有喎,後面有一個
[00:02:18.240 --> 00:02:23.360]  即係我諗唔喺度嗰啲應該都係準備緊跑馬拉松
[00:02:23.360 --> 00:02:27.760]  即係我諗,如果你準備咗好耐,計劃咗好多嘢
[00:02:27.760 --> 00:02:32.240]  又買哂裝備咁樣,原來今年抽唔到
[00:02:32.240 --> 00:02:33.920]  都好可惜
[00:02:33.920 --> 00:02:37.720]  可能今年,馬拉松係一月舉行
[00:02:37.720 --> 00:02:43.960]  可能今年就係你第一個要達成嘅第一個目標
[00:02:43.960 --> 00:02:47.000]  但係又抽唔到,冇得去準備
[00:02:47.000 --> 00:02:49.920]  可能連第一個目標都準備唔到
[00:02:49.920 --> 00:02:55.920]  即係普羅都成日講,人生好似跑步咁
[00:02:55.920 --> 00:03:00.440]  我唔知幾耐,我都冇乜研究馬拉松幾時出現
[00:03:00.440 --> 00:03:04.240]  不過普羅都有講,人生好似一個跑步嘅賽事
[00:03:04.240 --> 00:03:06.160]  向住標桿直跑
[00:03:06.160 --> 00:03:09.840]  有時候都係咁樣,即係準備咗好多嘢
[00:03:09.840 --> 00:03:15.120]  計劃咗好多,人生裏面好多嘅準備,好多嘅計劃
[00:03:15.120 --> 00:03:20.920]  但係事情的而且確未必好似我哋預期之中咁樣出現
[00:03:20.920 --> 00:03:25.360]  我哋以為好多嘢能夠掌握到,能夠去準備到
[00:03:25.360 --> 00:03:30.560]  但現實話畀我哋聽,好多嘢唔係我哋自己控制得到
[00:03:30.560 --> 00:03:33.960]  可能就係咁樣,連馬拉松跑步練習咗好耐
[00:03:33.960 --> 00:03:36.680]  但係連參賽資格都抽唔到
[00:03:36.680 --> 00:03:40.440]  可能你好努力,為咗計劃將來
[00:03:40.440 --> 00:03:42.840]  但係突如其來有啲變動
[00:03:42.840 --> 00:03:45.920]  可能都令到你好努力所安排嘅嘢
[00:03:45.920 --> 00:03:51.280]  因為一啲意外,一啲唔係掌握以來嘅事去發生
[00:03:51.280 --> 00:03:52.720]  打亂晒成個計劃
[00:03:52.720 --> 00:03:55.840]  頭先勁敗隊嘅主席都有講
[00:03:55.840 --> 00:03:59.640]  我哋好為自己去plan好多嘅嘢
[00:03:59.640 --> 00:04:01.400]  聽唔聽到主席咁講
[00:04:01.400 --> 00:04:05.120]  好多嘢我哋自己去計劃,好努力咁樣去進行
[00:04:05.120 --> 00:04:11.400]  今年啱啱踏入第一個月,新嘅一年
[00:04:11.400 --> 00:04:14.840]  我諗我哋都會定下好多唔同嘅計劃
[00:04:14.840 --> 00:04:17.920]  我哋好多唔同嘅目標去達成
[00:04:17.920 --> 00:04:21.800]  我哋呢個群體裏面可能會有啱啱出嚟做嘢
[00:04:21.800 --> 00:04:26.000]  啱啱轉工,可能準備進入婚姻
[00:04:26.000 --> 00:04:32.080]  今日要睇嘅經文同樣都會同婚姻有關
[00:04:32.080 --> 00:04:34.640]  耶穌出席一個婚宴所發生嘅事
[00:04:34.640 --> 00:04:38.640]  今日我哋要睇嘅經文係《讓復音》第二章1至11節
[00:04:38.640 --> 00:04:41.000]  我哋一齊去讀下呢段經文好唔好
[00:04:41.000 --> 00:04:43.240]  好,《讓復音》第二章1至11節
[00:04:43.240 --> 00:04:44.240]  1 2 3
[00:04:44.240 --> 00:04:48.600]  (教會聖詩)
[00:04:48.600 --> 00:04:50.000]  我哋一齊祈禱
[00:04:50.000 --> 00:04:52.400]  慈悲人天父感謝祢
[00:04:52.400 --> 00:04:55.240]  感謝祢俾到我哋返到去你嘅教會裏面
[00:04:55.240 --> 00:04:56.640]  我哋一齊去敬拜祢
[00:04:56.640 --> 00:04:59.000]  就讓聖靈去帶領我哋
[00:04:59.000 --> 00:05:03.080]  我哋一即間去用你嘅說話作為我哋生命嘅提醒
[00:05:03.080 --> 00:05:05.640]  俾到孩子所宣講所準備嘅
[00:05:05.640 --> 00:05:07.920]  求主你俾聖靈去帶領我哋
[00:05:07.920 --> 00:05:09.240]  感謝你,復主明救
[00:05:09.240 --> 00:05:10.080]  阿們
[00:05:10.080 --> 00:05:11.240]  頭先都講
[00:05:11.240 --> 00:05:13.000]  今日要講嘅經文
[00:05:13.000 --> 00:05:16.680]  係耶穌參加一個婚宴所經歷嘅事
[00:05:16.680 --> 00:05:17.920]  呢個婚宴
[00:05:17.920 --> 00:05:20.040]  喺經文裏面有講到
[00:05:20.040 --> 00:05:23.000]  係喺一個加拿大嘅小村落去舉行
[00:05:23.000 --> 00:05:24.800]  加拿大係咩地方呢
[00:05:24.800 --> 00:05:29.680]  加拿大其實係一個喺加利利附近一個小村落
[00:05:29.680 --> 00:05:31.440]  人口唔係好多
[00:05:31.440 --> 00:05:34.800]  估計大約有2至300人
[00:05:35.120 --> 00:05:39.800]  而加拿亦都唔係一個好著名嘅地方
[00:05:39.800 --> 00:05:43.960]  我哋唔係成日喺聖經嘅經文裏面所睇到
[00:05:43.960 --> 00:05:47.880]  因為大多數情況其實都係喺約翰福音裏面出現
[00:05:47.880 --> 00:05:49.520]  出現過幾次
[00:05:49.520 --> 00:05:50.640]  有趣嘅係
[00:05:50.640 --> 00:05:52.080]  原來睇返上文
[00:05:52.080 --> 00:05:55.160]  原來第一章裏面其實都有提過
[00:05:55.160 --> 00:06:00.200]  一個出現喺加拿出生嘅一個人
[00:06:00.200 --> 00:06:01.600]  係拿旦葉
[00:06:01.600 --> 00:06:04.040]  喺第一章嗰度所出現過
[00:06:04.040 --> 00:06:05.920]  上一個禮拜
[00:06:05.920 --> 00:06:10.600]  Cody傳道其實有講過拿旦葉呢一個人
[00:06:10.600 --> 00:06:15.760]  正正喺加利利嘅加拿人
[00:06:15.760 --> 00:06:17.320]  就係拿旦葉其中一個
[00:06:17.320 --> 00:06:19.600]  可能呢場婚宴裏面
[00:06:19.600 --> 00:06:22.640]  可能都會同拿旦葉有啲關係
[00:06:22.640 --> 00:06:26.560]  就喺經文開始裏面提及第三日
[00:06:26.560 --> 00:06:30.880]  其實就係講緊啱啱遇見咗拿旦葉之後嘅第三日
[00:06:30.880 --> 00:06:32.720]  而經文你會睇到
[00:06:32.720 --> 00:06:36.960]  其實冇講到新郎新娘嘅身份個名係邊個
[00:06:36.960 --> 00:06:40.200]  你會見到其實究竟新郎新娘係邊個呢
[00:06:40.200 --> 00:06:40.960]  其實冇人會知道
[00:06:40.960 --> 00:06:44.320]  不過我哋可以喺經文裏面去推斷下
[00:06:44.320 --> 00:06:47.080]  除咗加拿村民之外
[00:06:47.080 --> 00:06:47.880]  仲有邊個
[00:06:47.880 --> 00:06:51.280]  耶穌仲有耶穌母親瑪利亞
[00:06:51.280 --> 00:06:53.280]  仲有多個門徒
[00:06:53.280 --> 00:06:55.800]  去被邀請去參加婚宴
[00:06:55.800 --> 00:06:58.080]  從呢一度可以推斷
[00:06:58.080 --> 00:07:00.480]  原來新郎新娘嘅主人家
[00:07:00.480 --> 00:07:04.040]  其實可能同耶穌有啲密切嘅關係
[00:07:04.040 --> 00:07:07.160]  好可能係佢嘅親戚或者係好友
[00:07:07.160 --> 00:07:09.920]  因為加拿這個地方
[00:07:09.920 --> 00:07:14.320]  嚟耶穌嘅故鄉
[00:07:14.320 --> 00:07:15.640]  其實唔係嚟好遠
[00:07:15.640 --> 00:07:17.880]  記唔記得耶穌嘅故鄉係邊度
[00:07:17.880 --> 00:07:19.760]  拿撒勒
[00:07:19.760 --> 00:07:21.400]  其實大概係邊度呢
[00:07:21.400 --> 00:07:25.200]  我諗喺荔枝角去到油塘咁上下
[00:07:25.200 --> 00:07:26.240]  即係十零公里
[00:07:26.240 --> 00:07:28.920]  其實又話遠唔遠話近唔近
[00:07:28.920 --> 00:07:30.600]  不過喺古代嚟講
[00:07:30.600 --> 00:07:32.280]  其實都唔算一個好遠嘅地方
[00:07:32.280 --> 00:07:33.360]  可能就係咁樣
[00:07:33.360 --> 00:07:36.120]  門徒都認識主人家
[00:07:36.120 --> 00:07:39.760]  你會見到喺婚宴裏面所出現嘅
[00:07:39.760 --> 00:07:41.080]  除咗村民之外
[00:07:41.080 --> 00:07:42.240]  仲有耶穌同埋
[00:07:42.240 --> 00:07:45.480]  耶穌嘅家人同埋門徒一齊去赴宴
[00:07:45.480 --> 00:07:47.720]  當時猶太人嘅婚禮
[00:07:47.720 --> 00:07:49.240]  唔係好似我哋咁樣
[00:07:49.240 --> 00:07:51.040]  我哋係會點樣
[00:07:51.040 --> 00:07:52.720]  我哋會發請鑑畀人
[00:07:52.720 --> 00:07:54.360]  而家仲勁
[00:07:54.360 --> 00:07:57.400]  發whatsapp就whatsapp請人
[00:07:57.400 --> 00:08:01.080]  以前猶太人嘅婚禮
[00:08:01.080 --> 00:08:03.480]  唔係一個私人嘅聚會
[00:08:03.480 --> 00:08:05.760]  佢直情係成個村落
[00:08:05.760 --> 00:08:08.760]  係一個公開嘅盛事
[00:08:08.760 --> 00:08:10.400]  唔係淨係自己條村
[00:08:10.400 --> 00:08:12.280]  可能隔離條村佢都請埋
[00:08:12.280 --> 00:08:15.520]  隔離條村嗰啲朋友嗰啲親戚
[00:08:15.520 --> 00:08:16.560]  一齊都請嚟
[00:08:16.560 --> 00:08:19.120]  一齊去慶祝好開心
[00:08:19.120 --> 00:08:22.040]  不過佢哋唔係我哋去慶祝一晚
[00:08:22.040 --> 00:08:23.480]  或者兩晚咁簡單
[00:08:23.480 --> 00:08:25.520]  請得咁多人梗係點
[00:08:25.520 --> 00:08:28.000]  一嚟就可能五至六日
[00:08:28.000 --> 00:08:29.320]  可能成個禮拜
[00:08:29.320 --> 00:08:31.920]  而猶太人嘅文化裏面
[00:08:31.920 --> 00:08:34.680]  非常去重視款待客人
