
[00:00:00.000 --> 00:00:02.320]  我講題是因何而聚
[00:00:02.320 --> 00:00:05.320]  大家看到封面會不會有些奇怪
[00:00:05.320 --> 00:00:08.720]  我想你也想問我為何加了按摩池
[00:00:08.720 --> 00:00:12.320]  一群人穿得很高貴的
[00:00:12.320 --> 00:00:14.160]  跳進水裡浸
[00:00:14.160 --> 00:00:15.360]  我看他們的樣子
[00:00:15.360 --> 00:00:17.120]  相信連鞋子也沒有脫
[00:00:17.120 --> 00:00:18.400]  搞甚麼呢
[00:00:18.400 --> 00:00:20.800]  其實這是外國人
[00:00:20.800 --> 00:00:25.920]  外國有些人形容我們很多的基督教會
[00:00:25.920 --> 00:00:27.440]  他們說我們是一個甚麼
[00:00:28.160 --> 00:00:29.960]  Hutub Religion
[00:00:29.960 --> 00:00:32.560]  按摩池式的宗教
[00:00:32.560 --> 00:00:33.840]  即是說甚麼呢
[00:00:33.840 --> 00:00:38.560]  即是說你們這群基督徒回來是享受的
[00:00:38.560 --> 00:00:45.000]  可能認為一個星期的生活壓力已經夠大
[00:00:45.000 --> 00:00:47.600]  不需要再給自己多一點
[00:00:47.600 --> 00:00:50.720]  所以只想來到一些心靈慰藉
[00:00:50.720 --> 00:00:53.520]  喝一些靈性的雞湯
[00:00:53.520 --> 00:00:55.400]  紓解一下壓力
[00:00:55.400 --> 00:00:56.760]  充一下電
[00:00:57.160 --> 00:01:01.000]  完全是一種來教會消費的態度
[00:01:01.000 --> 00:01:06.960]  不知道你記不記得你第一次回來教會
[00:01:06.960 --> 00:01:09.000]  其實是懷著甚麼目的
[00:01:09.000 --> 00:01:10.720]  不用說了
[00:01:10.720 --> 00:01:12.320]  當然是為了認識耶穌
[00:01:12.320 --> 00:01:14.920]  如果你是這樣的
[00:01:14.920 --> 00:01:17.440]  就比我好很多了
[00:01:17.440 --> 00:01:19.520]  說回我自己
[00:01:19.520 --> 00:01:21.520]  我當年身處外地
[00:01:21.520 --> 00:01:23.320]  既空虛又寂寞
[00:01:23.320 --> 00:01:25.960]  就走去教會
[00:01:26.160 --> 00:01:28.520]  真的希望喝一些心靈雞湯
[00:01:28.520 --> 00:01:30.000]  得一點慰藉
[00:01:30.000 --> 00:01:33.280]  否則人生真的會很苦
[00:01:33.280 --> 00:01:37.680]  對於信耶穌來說
[00:01:37.680 --> 00:01:39.280]  其實我沒有想那麼多
[00:01:39.280 --> 00:01:41.960]  因為自小我由幼稚園開始
[00:01:41.960 --> 00:01:44.040]  去基督教學校長大
[00:01:44.040 --> 00:01:46.320]  聖經裏面的知識
[00:01:46.320 --> 00:01:49.760]  老實說我比很多人都知道很多
[00:01:49.760 --> 00:01:52.520]  比上教會的人都知道
[00:01:52.520 --> 00:01:55.680]  不用那些牧者多說了
[00:01:56.400 --> 00:02:00.320]  我也自稱自己是半個基督徒
[00:02:00.320 --> 00:02:01.280]  半個就行了
[00:02:01.280 --> 00:02:02.600]  不用投入那麼多
[00:02:02.600 --> 00:02:05.960]  當時我就是這樣開始我的教會生活
[00:02:05.960 --> 00:02:08.120]  我認識一位仁兄
[00:02:08.120 --> 00:02:11.120]  他比我更胸懷大志
[00:02:11.120 --> 00:02:12.760]  他很坦白
[00:02:12.760 --> 00:02:16.520]  他說來教會就是要認識女孩子
[00:02:16.520 --> 00:02:18.720]  找一個賢行淑德的
[00:02:18.720 --> 00:02:21.480]  持家有道的未來太太
[00:02:21.480 --> 00:02:24.200]  結果是怎樣呢?
[00:02:24.200 --> 00:02:26.480]  我相信大神的恩典和憐憫
[00:02:26.480 --> 00:02:29.280]  他和我的目的都達到了
[00:02:29.280 --> 00:02:34.920]  但是回教會是不是就是這樣呢?
[00:02:34.920 --> 00:02:38.520]  如果我們只是停留在這些原因
[00:02:38.520 --> 00:02:39.360]  而出現在教會
[00:02:39.360 --> 00:02:41.840]  我相信我們都會很快消失
[00:02:41.840 --> 00:02:43.720]  在座各位
[00:02:43.720 --> 00:02:47.200]  無論你們是為了什麼而開始回教會
[00:02:47.200 --> 00:02:48.480]  有沒有問過自己
[00:02:48.480 --> 00:02:51.320]  我今時今日仍然坐在這裡
[00:02:51.320 --> 00:02:54.400]  仍然出席團契是什麼原因呢?
[00:02:54.400 --> 00:02:59.480]  今天五堂是我們五堂的專題系列
[00:02:59.480 --> 00:03:01.120]  《士徒行傳》第二章
[00:03:01.120 --> 00:03:03.200]  就由第二章去看看
[00:03:03.200 --> 00:03:06.680]  我們你和我為什麼仍然在教會呢?
[00:03:06.680 --> 00:03:10.160]  原本我只是想集中在
[00:03:10.160 --> 00:03:12.720]  二章一至四十七節
[00:03:12.720 --> 00:03:15.160]  但是再看整章的經文的時候
[00:03:15.160 --> 00:03:18.320]  如果不說一點前面一至四十節
[00:03:18.320 --> 00:03:22.360]  就好像有些像核子魔像一樣
[00:03:22.360 --> 00:03:26.240]  好像不是完全看不完整幅圖畫
[00:03:26.240 --> 00:03:30.920]  那麼全章第二章
[00:03:30.920 --> 00:03:33.120]  總共其實可以分三個部分
[00:03:33.120 --> 00:03:37.320]  一至十三節就是五重節聖靈降臨
[00:03:37.320 --> 00:03:40.720]  十四至四十節就是士徒彼得的宣講
[00:03:40.720 --> 00:03:44.720]  四十一至四十七節是初代教會的生活
[00:03:46.000 --> 00:03:49.520]  第三部分才是我今天主要講到的經文
[00:03:49.520 --> 00:03:53.080]  裡面有初代教會的生活實況
[00:03:53.080 --> 00:03:58.080]  也是我們今天心裡面一個理想教會的形象
[00:03:58.080 --> 00:04:01.440]  講到教會
[00:04:01.440 --> 00:04:05.200]  今天主要講到教會
[00:04:05.200 --> 00:04:07.200]  所以我必然會分享一些
[00:04:07.200 --> 00:04:09.280]  個人的所見所聞
[00:04:09.280 --> 00:04:12.080]  所以先戴好頭盔
[00:04:12.080 --> 00:04:15.600]  大部分都不是發生在恩福的
[00:04:16.400 --> 00:04:18.400]  千萬不要對號入座
[00:04:18.400 --> 00:04:21.000]  不是搞到等一會崇拜完了之後
[00:04:21.000 --> 00:04:22.600]  你追著我來罵
[00:04:22.600 --> 00:04:27.680]  還有我只是講一些一般性的所見所聞
[00:04:27.680 --> 00:04:29.680]  絕對不是針對的
[00:04:29.680 --> 00:04:31.920]  只是陳述事件
[00:04:31.920 --> 00:04:35.600]  如有雷同就實在不幸
[00:04:35.600 --> 00:04:38.080]  其實幸與不幸
[00:04:38.080 --> 00:04:43.720]  很視乎你在聖靈裡面有什麼個人領受或者思考
[00:04:45.120 --> 00:04:46.640]  兩個星期前
[00:04:46.640 --> 00:04:47.880]  阿主
[00:04:47.880 --> 00:04:51.320]  還傳道已經講了《少林行傳》第一章
[00:04:51.320 --> 00:04:52.840]  「靈的突破」
[00:04:52.840 --> 00:04:55.640]  這次第二章
[00:04:55.640 --> 00:04:59.760]  既是聖靈來幫我們在靈性上的突破
[00:04:59.760 --> 00:05:06.600]  也實在是教會從數字的零開始突破
[00:05:06.600 --> 00:05:10.280]  開始從無到有建立起來
[00:05:10.280 --> 00:05:13.840]  二章一至十三節的聖靈降臨
[00:05:13.840 --> 00:05:18.040]  通常我們會統稱為教會的誕生
[00:05:18.040 --> 00:05:21.720]  但這裡我只是簡單一至十三節
[00:05:21.720 --> 00:05:23.520]  我只是講神的工作
[00:05:23.520 --> 00:05:27.600]  尤其是聖靈的工作和人的回應
[00:05:27.600 --> 00:05:30.000]  首先我要明白
[00:05:30.000 --> 00:05:33.800]  聖靈降臨、聖靈的工作一開始
[00:05:33.800 --> 00:05:36.960]  就是超自然的事
[00:05:36.960 --> 00:05:40.120]  經文裡面你看到
[00:05:40.120 --> 00:05:41.960]  從聲響到大風
[00:05:41.960 --> 00:05:45.560]  到有舌頭如火焰落在使徒身上
[00:05:45.560 --> 00:05:50.280]  到最後使徒能夠講出不同地方的謊言
[00:05:50.280 --> 00:05:53.240]  這些都是不自然的事
[00:05:53.240 --> 00:05:57.160]  聖靈的工作是超自然的事
[00:05:57.160 --> 00:06:00.320]  不是我們人所能夠做到
[00:06:00.320 --> 00:06:03.880]  也不是我們所能強求的事
[00:06:03.880 --> 00:06:08.000]  主動權完全在神那裡
[00:06:09.720 --> 00:06:12.480]  使徒忽然會講謊言
[00:06:12.480 --> 00:06:15.760]  這個邏輯上是不可能的事
[00:06:15.760 --> 00:06:17.760]  看看第七節
[00:06:17.760 --> 00:06:22.440]  那群外地猶太人的反應
[00:06:22.440 --> 00:06:24.720]  他們冷言冷語就知道
[00:06:24.720 --> 00:06:29.000]  嘲諷這群使徒只是一群加利利人
[00:06:29.000 --> 00:06:33.120]  其實是暗示他們的知識水平有限
[00:06:33.120 --> 00:06:36.800]  怎麼可能會講我們生出來
[00:06:36.800 --> 00:06:39.600]  可以用的所用的語言呢?
[00:06:40.600 --> 00:06:44.280]  這個絕對是只有聖靈的工作
[00:06:44.280 --> 00:06:47.480]  是聖靈賜下的能力
[00:06:47.480 --> 00:06:50.720]  是的,很多時候
[00:06:50.720 --> 00:06:53.360]  人真的確實我們不能夠自誇的
[00:06:53.360 --> 00:06:55.600]  一切都是神主動的賜予
[00:06:55.600 --> 00:06:57.600]  主動的恩典
[00:06:57.600 --> 00:07:02.720]  人從來都是被動地去領受神的恩典的
[00:07:02.720 --> 00:07:06.600]  另外經文所講的使徒
[00:07:06.600 --> 00:07:10.000]  講謊言是講「別國的話」
[00:07:10.000 --> 00:07:13.200]  當中有沒有包括保羅在
[00:07:13.200 --> 00:07:17.440]  臨前十三章一節所講的天使的話語
[00:07:17.440 --> 00:07:20.080]  這裡我不知道
[00:07:20.080 --> 00:07:23.320]  也不是我今天要講的焦點
[00:07:23.320 --> 00:07:25.880]  不是主題,所以我不會深究
[00:07:25.880 --> 00:07:29.000]  但是「別國的話」
[00:07:29.000 --> 00:07:33.440]  「別國的話」這裡是包括什麼?
[00:07:35.840 --> 00:07:41.040]  帕提、馬黛、伊蘭、米索不達米等
[00:07:41.040 --> 00:07:43.320]  直至殺到羅馬
[00:07:43.320 --> 00:07:46.360]  你看到是
[00:07:46.360 --> 00:07:49.120]  由東到西
[00:07:49.120 --> 00:07:50.640]  由南到北
[00:07:50.640 --> 00:07:53.000]  天下各國的說話
[00:07:53.000 --> 00:07:55.040]  這個代表什麼?
[00:07:55.040 --> 00:07:57.360]  就是聖靈的工作是普世性的
[00:07:57.360 --> 00:08:00.560]  也意味著聖靈一開始
[00:08:00.560 --> 00:08:03.640]  我們教會的工作
[00:08:03.640 --> 00:08:07.200]  教會的開始必然是普世性的
[00:08:07.200 --> 00:08:10.480]  我們不只是留在當地
[00:08:10.480 --> 00:08:12.920]  我們是要走出去的
[00:08:12.920 --> 00:08:16.480]  在這裡我們可以歸納出
[00:08:16.480 --> 00:08:20.840]  在五重之國臨了聖靈
[00:08:20.840 --> 00:08:23.400]  它的工作和目的主要是
[00:08:23.400 --> 00:08:26.040]  一、賜能力給人
[00:08:26.040 --> 00:08:28.720]  二、叫這些帶著能力
[00:08:28.720 --> 00:08:32.040]  聖靈能力的每一個信徒
[00:08:32.040 --> 00:08:35.320]  開始普世性地去見證
[00:08:35.320 --> 00:08:37.920]  為我們主耶穌基督作見證
[00:08:37.920 --> 00:08:41.400]  這個也是教會展行大使命的開始
[00:08:41.400 --> 00:08:49.240]  當時眾人對聖靈有什麼感覺?
[00:08:49.240 --> 00:08:50.640]  有什麼回應呢?
[00:08:50.640 --> 00:08:55.720]  首先就是驚奇、困惑
[00:08:55.720 --> 00:08:59.760]  甚至有些嘲笑那些使徒是喝醉酒的
[00:08:59.760 --> 00:09:01.400]  這是正常的
[00:09:01.400 --> 00:09:04.720]  當你突然間見到一些你不能解釋的事情
[00:09:04.720 --> 00:09:06.040]  稀奇古怪的事情
[00:09:06.040 --> 00:09:08.400]  首先你會感到驚訝
[00:09:08.400 --> 00:09:11.480]  然後就開始質疑、不信
[00:09:11.480 --> 00:09:12.800]  甚至嘲笑
[00:09:12.800 --> 00:09:16.920]  但是不管你是驚奇、困惑
[00:09:16.920 --> 00:09:18.320]  又或者嘲笑
[00:09:18.320 --> 00:09:22.560]  這些都是我們人開始意識到聖靈的工作
[00:09:22.560 --> 00:09:24.560]  這是一個好的開始
[00:09:24.560 --> 00:09:26.920]  但是這只是開始
[00:09:26.920 --> 00:09:28.920]  之後又如何呢?
[00:09:29.400 --> 00:09:31.920]  之後經文就進入第二部分
[00:09:31.920 --> 00:09:35.480]  十四至四十次
[00:09:35.480 --> 00:09:39.080]  彼得是帶著聖靈的能力去宣講的
[00:09:39.080 --> 00:09:40.600]  這部分比較長
[00:09:40.600 --> 00:09:44.240]  我只是集中講幾點
[00:09:44.240 --> 00:09:47.200]  就是彼得的宣講
[00:09:47.200 --> 00:09:48.600]  它的內容是什麼?
[00:09:48.600 --> 00:09:50.560]  離不開這幾個主題
[00:09:50.560 --> 00:09:51.400]  第一就是
[00:09:51.400 --> 00:09:55.160]  舊約尼塞亞英已經應驗在耶穌的身上
[00:09:55.160 --> 00:09:57.160]  第二就是
