
[00:00:00.000 --> 00:00:04.380]  再次歡迎大家來到今天北區堂的崇拜
[00:00:04.380 --> 00:00:10.280]  今天我們的講道會繼續講到聖靈果子的系列
[00:00:10.280 --> 00:00:13.160]  考考大家我們講了多少個果子呢?
[00:00:13.160 --> 00:00:15.440]  兩個,是嗎?
[00:00:15.440 --> 00:00:17.020]  第一個是
[00:00:17.020 --> 00:00:21.500]  第一個,仁愛
[00:00:21.500 --> 00:00:24.320]  之前Evan牧師講了誰呢?
[00:00:24.320 --> 00:00:25.680]  喜樂
[00:00:25.680 --> 00:00:29.240]  所以我們今天會講第三個的面向
[00:00:29.240 --> 00:00:31.360]  聖靈果子的第三個面向
[00:00:31.360 --> 00:00:33.660]  就是和平
[00:00:33.660 --> 00:00:37.860]  剛才敬拜隊打我們唱的兩首詩歌都很有意思
[00:00:37.860 --> 00:00:42.120]  都是講到和平是一件什麼事
[00:00:42.120 --> 00:00:45.140]  我想大家對和平都不會陌生
[00:00:45.140 --> 00:00:47.920]  因為我們每一年
[00:00:47.920 --> 00:00:49.920]  特別是問你願望的時候
[00:00:49.920 --> 00:00:51.920]  通常是什麼願望?
[00:00:51.920 --> 00:00:53.420]  世界和平
[00:00:53.420 --> 00:00:55.420]  每個人都很想世界和平
[00:00:55.420 --> 00:00:58.120]  但是又是否真的和平呢?
[00:00:58.120 --> 00:01:00.120]  又似乎不是
[00:01:00.120 --> 00:01:04.440]  我想人的心裏很想和平其實都有原因的
[00:01:04.440 --> 00:01:08.620]  因為和平的狀況令人感覺到怎樣呢?
[00:01:08.620 --> 00:01:10.120]  感覺到安全
[00:01:10.120 --> 00:01:12.120]  感覺到穩定
[00:01:12.120 --> 00:01:15.120]  有和平才可以怎樣呢?
[00:01:15.120 --> 00:01:17.620]  才可以發展
[00:01:17.620 --> 00:01:20.320]  或者建立其他的東西
[00:01:20.320 --> 00:01:24.320]  所以人內心裏追求一種和平
[00:01:24.320 --> 00:01:27.480]  都是一種人很天然的一種追求
[00:01:27.480 --> 00:01:32.120]  因為有和平才能夠穩定地做其他的事
[00:01:32.120 --> 00:01:34.120]  但是很可惜我們見到
[00:01:34.120 --> 00:01:36.120]  無論在歷史裏面
[00:01:36.120 --> 00:01:40.120]  我們都見到和平的時間多不多的?
[00:01:40.120 --> 00:01:42.120]  其實真的不是很多的
[00:01:42.120 --> 00:01:46.320]  我爸爸都是在不是和平的時間
[00:01:46.320 --> 00:01:48.320]  走下來香港避難
[00:01:48.320 --> 00:01:50.320]  不要說得遠
[00:01:50.320 --> 00:01:54.820]  我們上一代其實都已經在一個很不和平的環境下
[00:01:54.820 --> 00:01:58.720]  來到香港這個小小的地方
[00:01:58.720 --> 00:02:00.720]  去建立他們的生活
[00:02:00.720 --> 00:02:03.720]  在座當中如果你是上一代
[00:02:03.720 --> 00:02:06.720]  或者是比較早期的
[00:02:06.720 --> 00:02:10.720]  來香港你都會很深體會這件事
[00:02:10.720 --> 00:02:15.720]  所以其實在歷史裏面和平都不是一件必然的事
[00:02:15.720 --> 00:02:21.720]  世界很多地方今日仍然都處於一種不是很和平的狀態裏面
[00:02:21.720 --> 00:02:24.720]  我們見到在世界裏面有很多的戰亂
[00:02:24.720 --> 00:02:30.720]  有很多的疫症、饑荒、天災、人禍
[00:02:30.720 --> 00:02:33.720]  仍然都在世界不同的地方發生
[00:02:33.720 --> 00:02:35.720]  在第二次世界大戰之後
[00:02:35.720 --> 00:02:40.720]  其實我們都見到在世界各地都不是絕對很和平
[00:02:40.720 --> 00:02:42.720]  可能我們身處在香港
[00:02:42.720 --> 00:02:46.720]  相對地是和平的狀態可能長一點
[00:02:46.720 --> 00:02:47.720]  但是在第二次世界大戰之後
[00:02:47.720 --> 00:02:50.720]  其實都是有很長的時間
[00:02:50.720 --> 00:02:53.720]  我們都是在一個不和平的一種狀態底下
[00:02:53.720 --> 00:03:01.720]  無論是冷戰、對立、內戰、種族的衝突、恐怖主義、中東的危機
[00:03:01.720 --> 00:03:02.720]  到今日我們見到甚麼?
[00:03:02.720 --> 00:03:07.720]  俄烏的戰爭、美國和伊朗的戰爭等等
[00:03:07.720 --> 00:03:11.720]  其實都是不時在這個世界裏面都在發生
[00:03:11.720 --> 00:03:15.720]  原來今日我們講和平都不是一件那麼容易的事
[00:03:15.720 --> 00:03:17.720]  不要講得太遠
[00:03:17.720 --> 00:03:20.720]  其他的國家,講回我們自己
[00:03:20.720 --> 00:03:23.720]  其實有很多時候都不是那麼和平
[00:03:23.720 --> 00:03:26.720]  在你家裏面和不和平?
[00:03:26.720 --> 00:03:32.720]  希望和平,希望大家在家裏面都和平
[00:03:32.720 --> 00:03:36.720]  但事實上在家裏面都可以很不和平
[00:03:36.720 --> 00:03:40.720]  人與人之間都可以有很多衝突
[00:03:40.720 --> 00:03:42.720]  在工作的地方和不和平?
[00:03:42.720 --> 00:03:46.720]  在社會上,甚至在教會裏面
[00:03:46.720 --> 00:03:50.720]  是否經常都在一種和平的狀態?
[00:03:50.720 --> 00:03:52.720]  其實你想深一層
[00:03:52.720 --> 00:03:57.720]  其實很多時候在我們自己的人際關係裏面
[00:03:57.720 --> 00:03:59.720]  剛才講到不同的處境裏面
[00:03:59.720 --> 00:04:02.720]  很多時候都有不和平的時候
[00:04:02.720 --> 00:04:08.720]  究竟和平這件事我們的追求是一種烏托邦
[00:04:08.720 --> 00:04:11.720]  還是一種我們很想追求
[00:04:11.720 --> 00:04:17.720]  但原來我們內心裏面發現永遠都不能夠到達的一個狀態
[00:04:17.720 --> 00:04:22.720]  今日我們繼續講關於聖靈果子系列的講道
[00:04:22.720 --> 00:04:25.720]  而今日我們集中會去思想
[00:04:25.720 --> 00:04:27.720]  當我們每一個信了主的人
[00:04:27.720 --> 00:04:29.720]  聖靈內住之後
[00:04:29.720 --> 00:04:34.720]  我們生命裏面其中的一種生命的質素就是和平
[00:04:34.720 --> 00:04:36.720]  我們一齊進入經文之前
[00:04:36.720 --> 00:04:38.720]  我們都一齊低頭禱告
[00:04:38.720 --> 00:04:40.720]  我們一齊祈禱
[00:04:40.720 --> 00:04:43.720]  親愛的天父
[00:04:43.720 --> 00:04:45.720]  我們求真理的聖靈
[00:04:45.720 --> 00:04:47.720]  教導我們去明白你的說話
[00:04:47.720 --> 00:04:52.720]  又讓你的說話成為我們今日行事為人的一個準則
[00:04:52.720 --> 00:04:56.720]  引導我們並且賜智慧給我們
[00:04:56.720 --> 00:04:59.720]  因為我們見到在這個世代裏面
[00:04:59.720 --> 00:05:01.720]  確實是充滿著不安
[00:05:01.720 --> 00:05:03.720]  充滿著衝突
[00:05:03.720 --> 00:05:07.720]  甚至在我們的人際關係裏面
[00:05:07.720 --> 00:05:13.720]  其實我們都見到很多的不和平的一些時間
[00:05:13.720 --> 00:05:15.720]  所以我們求你的說話
[00:05:15.720 --> 00:05:17.720]  讓我們幫助我們
[00:05:17.720 --> 00:05:20.720]  能夠在我們不同的處境裏面
[00:05:20.720 --> 00:05:24.720]  我們能夠成為真正的和平之子
[00:05:24.720 --> 00:05:26.720]  我們以上的禱告
[00:05:26.720 --> 00:05:28.720]  是奉靠耶穌基督得性命治而祈求
[00:05:28.720 --> 00:05:29.720]  阿們
[00:05:29.720 --> 00:05:32.720]  今日我們看的經文不是迦太太書
[00:05:32.720 --> 00:05:35.720]  我們看的經文是馬太福音的一段經文
[00:05:35.720 --> 00:05:40.720]  是記載在第五章的三十八至四十八節
[00:05:40.720 --> 00:05:43.720]  第一段的經文我用了一個題目
[00:05:43.720 --> 00:05:46.720]  就是惡人和和平是共存的
[00:05:46.720 --> 00:05:49.720]  就是第五章三十八至四十二節
[00:05:49.720 --> 00:05:53.720]  這五節經文我們都可以一起先去讀一讀
[00:05:53.720 --> 00:05:55.720]  這五節經文我們一起讀一下
[00:05:55.720 --> 00:05:58.720]  你們聽過有話說
[00:05:58.720 --> 00:06:01.720]  以眼還眼 以牙還牙
[00:06:01.720 --> 00:06:05.720]  但是我告訴你們 不要與惡人作對
[00:06:05.720 --> 00:06:08.720]  有人打你的右面
[00:06:08.720 --> 00:06:11.720]  連另一邊也轉過去由他打
[00:06:11.720 --> 00:06:15.720]  有人想要告你 要拿你的女衣
[00:06:15.720 --> 00:06:18.720]  連外衣也由他拿去
[00:06:18.720 --> 00:06:21.720]  有人強迫你走一里路
[00:06:21.720 --> 00:06:23.720]  你就跟他走兩里
[00:06:23.720 --> 00:06:26.720]  有求你的就吸他
[00:06:26.720 --> 00:06:30.720]  有向你借貸的不可推辭
[00:06:30.720 --> 00:06:34.720]  不知道弟兄姊妹有沒有讀過這段經文
[00:06:34.720 --> 00:06:35.720]  我想很多人都讀過
[00:06:35.720 --> 00:06:37.720]  就是耶穌教導我們
[00:06:37.720 --> 00:06:39.720]  有人打你右邊
[00:06:39.720 --> 00:06:42.720]  給你左邊面去打
[00:06:42.720 --> 00:06:45.720]  我想很多朋友弟兄姊妹都聽過這段經文
[00:06:45.720 --> 00:06:49.720]  可能你會發覺 為什麼耶穌會這樣去教導呢
[00:06:49.720 --> 00:06:53.720]  給人打右邊又要給左邊面去打
[00:06:53.720 --> 00:06:57.720]  似乎都是一個不容易的事情
[00:06:57.720 --> 00:07:00.720]  其實在經文裏面
[00:07:00.720 --> 00:07:05.720]  以眼還眼 以牙還牙這個要求
[00:07:05.720 --> 00:07:08.720]  其實在舊約裏面已經出現
[00:07:08.720 --> 00:07:11.720]  摩西五經裏面的初埃及記
[00:07:11.720 --> 00:07:13.720]  利未記和生命記
[00:07:13.720 --> 00:07:17.720]  其實已經在舊約的誡命裏面
[00:07:17.720 --> 00:07:19.720]  很清楚地表達出來
[00:07:19.720 --> 00:07:20.720]  我們讀一段
[00:07:20.720 --> 00:07:23.720]  我們讀初埃及記21章的23到25節
[00:07:23.720 --> 00:07:24.720]  我們一起讀
[00:07:24.720 --> 00:07:28.720]  若有別的傷害 就要以命抵命
[00:07:28.720 --> 00:07:31.720]  以眼還眼 以牙還牙
[00:07:31.720 --> 00:07:34.720]  以手還手 以腳還腳
[00:07:34.720 --> 00:07:38.720]  以灼傷還灼傷 以損傷還損傷
[00:07:38.720 --> 00:07:40.720]  以鞭打還鞭打
[00:07:40.720 --> 00:07:42.720]  我們只讀這段
[00:07:42.720 --> 00:07:45.720]  大家讀的時候已經看到
[00:07:45.720 --> 00:07:48.720]  其實是一種怎樣的做法
[00:07:48.720 --> 00:07:53.720]  總之你有什麼損失
