
[00:00:00.000 --> 00:00:04.000]  我們在聽道之先,我們一起來祈禱吧
[00:00:05.000 --> 00:00:13.000]  慈愛的天父上帝,多謝你帶領我們的腳步回到神里的家,來敬拜你
[00:00:13.000 --> 00:00:22.000]  外面的天氣雖然很侷熱,但神里就是這樣吸引我們的心,引領我們的腳步平安地回來
[00:00:22.000 --> 00:00:30.000]  求主帶領我們在這裡的敬拜,也有在網上的家中的敬拜
[00:00:30.000 --> 00:00:38.000]  願你親自來祝福,讓詩歌,讓信息進入我們眾人的心里
[00:00:38.000 --> 00:00:47.000]  也求聖靈在我們心靈里工作,按我們各人不同的情況需要對我們心靈說話
[00:00:47.000 --> 00:00:55.000]  觸摸我們,讓我們信心的手也觸摸主耶穌,願主帶領我們以下的時間
[00:00:55.000 --> 00:01:00.000]  我們獻上禱告,奉靠耶穌基督的名求,阿們
[00:01:00.000 --> 00:01:18.000]  各位電影姐妹,每一次回來禮堂,見到大家可以實體崇拜,大家開心嗎?開心,真的非常感恩
[00:01:18.000 --> 00:01:35.000]  在疫情很嚴峻的期間,大家的心情是怎樣的?有沒有很懼怕,驚慌,好像很受威脅的感受?有沒有?
[00:01:35.000 --> 00:01:40.000]  我見到有人點頭,也有人轉頭
[00:01:40.000 --> 00:01:57.000]  我想問問大家,在什麼情況你會覺得懼怕和驚慌?又或者有什麼是叫你不懼怕的呢?
[00:01:57.000 --> 00:02:15.000]  記得在今年年初,第五波疫情來勢洶洶,叫我們有一種措手不及的感受,而且帶來連串的恐慌
[00:02:15.000 --> 00:02:31.000]  接著聽到幾百萬人染疫,院舍是重災區,很多長者敵不過病菌而離開世界
[00:02:31.000 --> 00:02:41.000]  醫療系統又崩潰,電視新聞我們見到的那些景象真的很慘不忍睹,是不是?
[00:02:41.000 --> 00:02:57.000]  記得在第五波疫情爆發的時候,有位姐妹跟我分享,她有一天收到一個檢疫的短信,有紅色的標示在她的手機上
[00:02:57.000 --> 00:03:07.000]  她一見到就說全身都發熱,臉都紅了,她以為自己中招
[00:03:07.000 --> 00:03:21.000]  因為她曾經去過公展會,在這個時候她就定一定神,向主祈禱,信靠神的看顧,她就再看清楚那個短信
[00:03:21.000 --> 00:03:36.000]  原來不是說她中招,是通知她要去做檢測,這位姐妹就留意到自己有這些恐慌的反應
[00:03:36.000 --> 00:03:52.000]  接著在三月疫情更加嚴峻,很多人紛紛染疫,我們身邊也有很多人收到消息說他又染疫了
[00:03:52.000 --> 00:04:03.000]  有另一位團友經常去幫她兒子看小孩,她兒子每天都去她家接送小孩
[00:04:03.000 --> 00:04:20.000]  有一天我的團友收到她兒子的短信,說她確診了,這個團友頓時發抖,她想不到自己會有這樣的反應
[00:04:20.000 --> 00:04:26.000]  於是她又去向主祈禱,用信心來交代,然後她就能夠安定下來
[00:04:26.000 --> 00:04:36.000]  我知道她兒子染疫,我就打電話問候她,這位姐妹就告訴我她的以上驚慌情況
[00:04:36.000 --> 00:04:42.000]  經過禱告以求主,她的心靈就很有平安穩妥
[00:04:42.000 --> 00:05:01.000]  各位姐妹,疫情反反覆覆已經兩年多了,這個病毒趕不走,而且不斷變種,我們還要在疫症毒菌陰影下多久呢?
[00:05:01.000 --> 00:05:17.000]  我們要怎樣面對長期的恐懼和驚嚇呢?在聖經裡有一個女人長期活在病苦困境裡,她怎樣得到釋放呢?
[00:05:17.000 --> 00:05:26.000]  我們看看馬阿福音五章二十五到三十四節,我們一起讀這段經文
[00:05:26.000 --> 00:05:40.000]  有一個女人患了十二年的血流,在好些醫生手裡受了許多苦,又花盡了她所有的一點也不見好
[00:05:40.000 --> 00:05:52.000]  病勢反倒更重了,她聽見耶穌的事,就從後頭來集在眾人中間摸耶穌的衣裳
[00:05:52.000 --> 00:06:06.000]  意思說,我只摸他的衣裳,就別痊癒,於是他血流的源頭立刻乾了,他便覺得身上的災病好了
[00:06:06.000 --> 00:06:18.000]  耶穌頓時心裡覺得有能力從自己身上出去,就在眾人中間轉過來說,誰摸我的衣裳?
[00:06:18.000 --> 00:06:26.000]  門徒對她說,你看眾人擁擠你,還說誰摸我嗎?
[00:06:26.000 --> 00:06:44.000]  耶穌周圍觀看要見做這事的女人,那女人知道在自己身上所成的事,就恐懼戰驚,來伏伏在耶穌跟前,將實情全告訴她
[00:06:44.000 --> 00:06:56.000]  耶穌對她說,女兒,你的信救了你,平平安安地回去吧,你的災病痊癒了
[00:06:56.000 --> 00:07:09.000]  說起病苦困擾,我就想起有時這些很小意思的病,都可能令我們頭疼頭顫
[00:07:09.000 --> 00:07:16.000]  最近家人吃飯時,我弟弟提起一件雞腳生肌眼的事
[00:07:16.000 --> 00:07:26.000]  我弟弟幾年前去看醫生,因為他生了雞眼
[00:07:26.000 --> 00:07:36.000]  醫生說要做冷凍,冷凍完就割,他就照醫生的做法
[00:07:36.000 --> 00:07:43.000]  你知道這樣的步驟都要看幾次醫生,當然每一次都要付醫生費
[00:07:43.000 --> 00:07:51.000]  做完冷凍,切割了壞死的雞眼
[00:07:51.000 --> 00:08:02.000]  但沒多久,我弟弟說,雞眼又再生出來,又要付錢,又要重覆做
[00:08:02.000 --> 00:08:07.000]  怎樣才能斷尾呢?真是令人苦惱
[00:08:07.000 --> 00:08:14.000]  我記得那次,我自己同時也生了雞眼
[00:08:14.000 --> 00:08:23.000]  剛好我身邊有一個皮膚科的中醫師,我就向他諮詢一下
[00:08:23.000 --> 00:08:30.000]  他就叫我給他看看我腳上的雞眼是怎樣
[00:08:30.000 --> 00:08:35.000]  然後他說我去藥房買雞眼膏來貼
[00:08:35.000 --> 00:08:40.000]  照著盒子裡的照做就可以了
[00:08:40.000 --> 00:08:51.000]  於是我去藥房用十幾元買了一盒有六七塊的雞眼膏
[00:08:51.000 --> 00:09:02.000]  我就依照指示貼,貼在雞眼上,藥就滲入雞眼皮
[00:09:02.000 --> 00:09:08.000]  慢慢發脹,一兩天就可以撕掉死皮
[00:09:08.000 --> 00:09:16.000]  我貼了第二片,第二貼,然後就痊癒了,沒有復發
[00:09:16.000 --> 00:09:24.000]  我聽到我弟弟這樣說,我就剩下一兩塊雞眼膏給他
[00:09:24.000 --> 00:09:32.000]  他拿了回去貼,沒多久他就說徹底康復了
[00:09:32.000 --> 00:09:37.000]  我家人在聽的時候就討論
[00:09:37.000 --> 00:09:46.000]  我大哥就說有時候治療很簡單的東西就複雜化
[00:09:46.000 --> 00:09:56.000]  讓病人要花時間,又要用很多錢,搞來搞去,身體受苦
[00:09:56.000 --> 00:10:03.000]  連帶心情都牽動到很多煩惱
[00:10:03.000 --> 00:10:09.000]  今天我們看這段經文,第25節
[00:10:09.000 --> 00:10:13.000]  說到這個女人她患了血瘤
[00:10:13.000 --> 00:10:21.000]  血瘤就是婦女經血不止的病,也是血崩不止的病
[00:10:21.000 --> 00:10:24.000]  她病了12年
[00:10:24.000 --> 00:10:32.000]  在26節說她在很多醫生手裡受了很多苦,又花盡她所有的
[00:10:32.000 --> 00:10:39.000]  一點都不見得好,而且那個病情還越來越嚴重
[00:10:39.000 --> 00:10:42.000]  這個女人苦不苦啊?
[00:10:42.000 --> 00:10:44.000]  你說她苦不苦啊?
[00:10:44.000 --> 00:10:48.000]  給了是你,苦不苦啊?苦啊
[00:10:48.000 --> 00:10:54.000]  我們想她應該都遇過很多黃綠醫生
[00:10:54.000 --> 00:10:58.000]  但我相信她也會遇到一些好醫生
[00:10:58.000 --> 00:11:00.000]  想幫她的
[00:11:00.000 --> 00:11:04.000]  但這些全部都枉然
[00:11:04.000 --> 00:11:07.000]  對付不了她這個病
[00:11:07.000 --> 00:11:12.000]  她身體受苦,錢又用光了
[00:11:12.000 --> 00:11:14.000]  搞來搞去都搞不好
[00:11:14.000 --> 00:11:19.000]  情況只有令到她的病情更加惡化
[00:11:19.000 --> 00:11:24.000]  這個病在她身上成為了一個患疾
[00:11:24.000 --> 00:11:28.000]  聖經形容是災病
[00:11:28.000 --> 00:11:33.000]  她已經花盡了她一切都沒有辦法
[00:11:33.000 --> 00:11:37.000]  她可以說是走投無路
[00:11:37.000 --> 00:11:43.000]  這個女人她怎樣會去找耶穌呢?
[00:11:43.000 --> 00:11:46.000]  在第27節說
[00:11:46.000 --> 00:11:50.000]  她聽見耶穌的事
[00:11:50.000 --> 00:11:56.000]  直到最近她聽到耶穌能夠治病
[00:11:56.000 --> 00:12:03.000]  耶穌幫助人的事蹟在她心裡萌生了一種對耶穌的信心
[00:12:03.000 --> 00:12:06.000]  她有把握耶穌能夠幫助她
[00:12:06.000 --> 00:12:09.000]  很多醫生幫不了她
[00:12:09.000 --> 00:12:13.000]  直到這個時候她聽到耶穌所做的事蹟
[00:12:13.000 --> 00:12:17.000]  她心裡萌生了一種對耶穌的信心
[00:12:17.000 --> 00:12:20.000]  而且很有把握耶穌能夠幫助她
[00:12:20.000 --> 00:12:26.000]  她就懷著一絲的希望去找耶穌
[00:12:26.000 --> 00:12:28.000]  依聖經所說
[00:12:28.000 --> 00:12:33.000]  她不是說我去看看耶穌能不能幫我
[00:12:33.000 --> 00:12:36.000]  這個女人她還沒見到耶穌
[00:12:36.000 --> 00:12:41.000]  她對耶穌的能力有一種信心
[00:12:41.000 --> 00:12:46.000]  她知道耶穌能幫助她
[00:12:46.000 --> 00:12:51.000]  她就懷著這個信心去找耶穌
[00:12:51.000 --> 00:12:54.000]  但另一個遺憾的事
[00:12:54.000 --> 00:12:57.000]  因為她所患的血流病
[00:12:57.000 --> 00:13:04.000]  是當時的宗教界和社會都視為不潔
[00:13:04.000 --> 00:13:13.000]  令患了這種病的人會有一種自覺羞恥的感受
[00:13:13.000 --> 00:13:23.000]  所以患了這個病的人是不能夠隨意走入人群的
[00:13:23.000 --> 00:13:30.000]  她怎樣去接近耶穌呢?
[00:13:30.000 --> 00:13:37.000]  在第28節27下半節和28節說
[00:13:37.000 --> 00:13:46.000]  這個女人從後來就站在眾人中間摸耶穌的衣裳
[00:13:46.000 --> 00:13:49.000]  這個女人就想
[00:13:49.000 --> 00:13:55.000]  等耶穌在人群裡湧湧的時候
[00:13:55.000 --> 00:14:00.000]  她就迫進去接近耶穌
[00:14:00.000 --> 00:14:05.000]  她不潔了,也不理那麼多
[00:14:05.000 --> 00:14:10.000]  總之最重要的是摸,摸到耶穌
[00:14:10.000 --> 00:14:15.000]  她心裡想,只要摸到耶穌的衣裳
[00:14:15.000 --> 00:14:17.000]  就會好了
[00:14:17.000 --> 00:14:19.000]  在馬太福音和馬克福音
[00:14:19.000 --> 00:14:26.000]  同樣的事件就說是摸耶穌的衣裳水紙
[00:14:26.000 --> 00:14:32.000]  就是說耶穌當時穿著一件敬虔的猶太人的外袍
[00:14:32.000 --> 00:14:38.000]  也就是文素記所記載提到的一塊方形的肩部
[00:14:38.000 --> 00:14:42.000]  四個角都有些水紙
[00:14:42.000 --> 00:14:47.000]  她就像螢光幕一樣
[00:14:47.000 --> 00:14:49.000]  肩上有些水紙
[00:14:49.000 --> 00:14:51.000]  這個女人就認為
[00:14:51.000 --> 00:14:58.000]  如果我迫近去,我會碰到耶穌的衣裳水紙
[00:14:58.000 --> 00:15:01.000]  我一定會好
[00:15:01.000 --> 00:15:04.000]  她就下定決心向前迫
[00:15:04.000 --> 00:15:09.000]  終於她迫到耶穌背後碰到了
[00:15:09.000 --> 00:15:14.000]  聖經二十九節說
[00:15:14.000 --> 00:15:21.000]  於是她血流的源頭立刻乾了
