
[00:00:00.000 --> 00:00:03.600]  今天來到大家當中
[00:00:03.600 --> 00:00:05.600]  很少來到六祖
[00:00:05.600 --> 00:00:07.600]  我星期五晚回團契
[00:00:07.600 --> 00:00:09.400]  通常都很晚
[00:00:09.400 --> 00:00:10.600]  能夠來到六祖
[00:00:10.600 --> 00:00:11.800]  都是很開心的
[00:00:11.800 --> 00:00:12.400]  見到大家
[00:00:12.400 --> 00:00:15.400]  我們能夠早上一起見面
[00:00:15.400 --> 00:00:16.600]  我們開始的時候
[00:00:16.600 --> 00:00:18.600]  我們一起有個禱告
[00:00:18.600 --> 00:00:20.600]  耶穌我們求祢自己的靈
[00:00:20.600 --> 00:00:21.600]  繼續與我們同在
[00:00:21.600 --> 00:00:23.600]  讓我們在聖經的說話上
[00:00:23.600 --> 00:00:26.200]  得著祢自己寶貴的教導
[00:00:26.200 --> 00:00:27.000]  我們這樣禱告
[00:00:27.000 --> 00:00:28.600]  奉耶穌基督的名義求
[00:00:28.600 --> 00:00:30.000]  阿們
[00:00:30.000 --> 00:00:32.000]  今天的經文是我一直在說的
[00:00:32.000 --> 00:00:35.000]  加拉太書的系列的其中一部分
[00:00:35.000 --> 00:00:37.000]  我今天是說到第五章
[00:00:37.000 --> 00:00:38.400]  第二到十五節
[00:00:38.400 --> 00:00:40.400]  有三章的投影片
[00:00:40.400 --> 00:00:42.400]  是用來我們讀聖經的
[00:00:42.400 --> 00:00:44.800]  我首先請弟兄讀第一章
[00:00:44.800 --> 00:00:46.800]  請姐妹讀第二章
[00:00:46.800 --> 00:00:48.000]  然後我們一起讀第三章
[00:00:48.000 --> 00:00:49.000]  我們一起讀
[00:00:49.000 --> 00:00:50.400]  我先請弟兄
[00:00:50.400 --> 00:00:51.400]  1、2、3
[00:00:51.400 --> 00:00:54.400]  我保羅告訴你們
[00:00:54.400 --> 00:00:56.800]  你們若受割禮
[00:00:56.800 --> 00:01:00.000]  基督就對你們無益了
[00:01:00.000 --> 00:01:03.200]  我再指著凡受割禮的人
[00:01:03.200 --> 00:01:04.800]  確實地說
[00:01:04.800 --> 00:01:08.800]  他有義務進行全部的律法
[00:01:08.800 --> 00:01:10.800]  你們者要靠律法
[00:01:10.800 --> 00:01:13.800]  輕易地事與基督隔絕
[00:01:13.800 --> 00:01:16.200]  從恩典中墜落了
[00:01:16.200 --> 00:01:17.400]  至於我們
[00:01:17.400 --> 00:01:19.800]  我們是靠著聖靈
[00:01:19.800 --> 00:01:24.000]  憑著愛心等候所盼望的兒
[00:01:24.000 --> 00:01:26.400]  因為在基督耶穌裡
[00:01:26.400 --> 00:01:28.800]  受割禮不受割禮
[00:01:28.800 --> 00:01:30.600]  都沒有功效
[00:01:30.600 --> 00:01:32.800]  唯獨使人發出
[00:01:32.800 --> 00:01:36.200]  仁愛的信心才有功效
[00:01:36.200 --> 00:01:37.200]  請姐妹讀
[00:01:37.200 --> 00:01:38.400]  1、2、3
[00:01:38.400 --> 00:01:41.000]  你們向來跑得好
[00:01:41.000 --> 00:01:43.200]  誰攔阻了你們
[00:01:43.200 --> 00:01:46.200]  使你們不信從真理
[00:01:46.200 --> 00:01:48.000]  這樣的勸導
[00:01:48.000 --> 00:01:50.800]  不是出於那召你們的
[00:01:50.800 --> 00:01:52.400]  一點面教
[00:01:52.400 --> 00:01:55.400]  能使全團都發起來
[00:01:55.400 --> 00:01:57.600]  我再主裡深信
[00:01:57.600 --> 00:02:00.600]  你們必不懷別樣的心
[00:02:00.600 --> 00:02:02.800]  但騷擾你們的
[00:02:02.800 --> 00:02:04.600]  無論是誰
[00:02:04.600 --> 00:02:07.000]  必須承受懲罰
[00:02:07.000 --> 00:02:08.200]  弟兄們
[00:02:08.200 --> 00:02:11.000]  我若認救全割禮
[00:02:11.000 --> 00:02:14.000]  為什麼還受迫害呢
[00:02:14.000 --> 00:02:15.600]  若是這樣
[00:02:15.600 --> 00:02:18.600]  十字架叛倒人的地方
[00:02:18.600 --> 00:02:20.200]  就沒有了
[00:02:20.200 --> 00:02:23.200]  恨不得那騷擾你們的人
[00:02:23.200 --> 00:02:25.600]  把自己閹割了
[00:02:25.600 --> 00:02:26.600]  我們一起讀最後一章
[00:02:26.600 --> 00:02:27.000]  好
[00:02:27.000 --> 00:02:28.000]  1、2、3
[00:02:28.000 --> 00:02:29.200]  弟兄們
[00:02:29.200 --> 00:02:32.600]  你們蒙召是要得自由
[00:02:32.600 --> 00:02:35.200]  只是不可把這自由
[00:02:35.200 --> 00:02:38.400]  當作放縱情慾的機會
[00:02:38.400 --> 00:02:42.000]  總要用愛心互相服侍
[00:02:42.000 --> 00:02:44.000]  因為全部律法
[00:02:44.000 --> 00:02:47.000]  都包括在愛倫如己
[00:02:47.000 --> 00:02:49.400]  這一句話之內了
[00:02:49.400 --> 00:02:51.400]  你們要謹慎
[00:02:51.400 --> 00:02:54.400]  你們若相咬相吞
[00:02:54.400 --> 00:02:58.400]  恐怕要彼此消滅了
[00:02:59.400 --> 00:03:05.400]  近來疫症很多人在家工作
[00:03:05.400 --> 00:03:08.400]  我們都嘗試過
[00:03:08.400 --> 00:03:11.400]  但我發覺原來在家工作未必是最好
[00:03:11.400 --> 00:03:13.400]  我記得早前有八號風球
[00:03:13.400 --> 00:03:15.400]  有沒有人在家工作
[00:03:15.400 --> 00:03:20.400]  我們同工都要在家工作
[00:03:20.400 --> 00:03:21.400]  我也是八號風球
[00:03:21.400 --> 00:03:23.400]  以前八號風球甚麼都不用做
[00:03:23.400 --> 00:03:26.400]  在家開電視、看套周星馳
[00:03:26.400 --> 00:03:29.400]  現在八號風球原來都要工作
[00:03:29.400 --> 00:03:31.400]  所以有個調查
