
[00:00:00.000 --> 00:00:04.400]  謝謝敬拜隊帶領我們一起回到神道
[00:00:04.400 --> 00:00:08.120]  縱然生活可能都很忙碌很疲累
[00:00:08.120 --> 00:00:09.400]  特別是DSE那些
[00:00:09.400 --> 00:00:12.600]  欣賞你們今早考完
[00:00:12.600 --> 00:00:14.200]  都還回來
[00:00:14.200 --> 00:00:16.000]  繼續加油
[00:00:16.000 --> 00:00:20.400]  今天跟大家分享神奇話語
[00:00:20.400 --> 00:00:23.800]  剛才Mercy說幾年前
[00:00:23.800 --> 00:00:28.600]  我二十多年前公開考試
[00:00:28.600 --> 00:00:30.400]  都繼續努力
[00:00:30.400 --> 00:00:32.200]  大家什麼年代都好
[00:00:32.200 --> 00:00:35.800]  今天跟大家分享神奇話語
[00:00:35.800 --> 00:00:37.400]  如果大家有記得
[00:00:37.400 --> 00:00:38.800]  由三月開始
[00:00:38.800 --> 00:00:42.200]  其實我們已經轉變了一個月題
[00:00:42.200 --> 00:00:44.200]  就是每個月開始都會看看
[00:00:44.200 --> 00:00:49.200]  聖經如何看清少部那六個元素
[00:00:49.200 --> 00:00:53.000]  今天是四月初
[00:00:53.000 --> 00:00:55.000]  是一個新的月題
[00:00:55.000 --> 00:00:58.800]  我們很想從聖經探討一下
[00:00:58.800 --> 00:01:04.400]  究竟牧羊是怎樣看的
[00:01:04.400 --> 00:01:07.400]  當我們想起牧羊這個字的時候
[00:01:07.400 --> 00:01:08.400]  可能你就會想
[00:01:08.400 --> 00:01:10.000]  都不關我的事
[00:01:10.000 --> 00:01:11.600]  關導師的事
[00:01:11.600 --> 00:01:12.800]  關組長的事
[00:01:12.800 --> 00:01:14.600]  關童工的事
[00:01:14.600 --> 00:01:16.800]  我又不是一個
[00:01:16.800 --> 00:01:18.200]  可能我是一個no body
[00:01:18.200 --> 00:01:19.000]  沒什麼崗位
[00:01:19.000 --> 00:01:20.400]  關我什麼事呢
[00:01:20.400 --> 00:01:24.200]  不過當我仔細想想牧羊這個字的時候
[00:01:24.200 --> 00:01:27.400]  其實牧羊要去發生
[00:01:27.400 --> 00:01:30.600]  是需要有牧羊人的人
[00:01:30.600 --> 00:01:33.600]  但同樣都需要有被牧羊的人
[00:01:33.600 --> 00:01:36.400]  這個字才能夠去發生
[00:01:36.400 --> 00:01:40.200]  因為其實牧羊都是基於一種關係
[00:01:40.200 --> 00:01:43.000]  就是需要有牧羊人和被牧羊的人
[00:01:43.000 --> 00:01:45.400]  不過進入去想的時候
[00:01:45.400 --> 00:01:47.000]  我都會在問
[00:01:47.000 --> 00:01:49.800]  今天的題目是化繁為簡
[00:01:49.800 --> 00:01:52.200]  我會在想在牧羊的時候
[00:01:52.200 --> 00:01:55.000]  有沒有一些經常出現的情況呢
[00:01:55.000 --> 00:01:57.000]  我想跟大家分享一個
[00:01:57.000 --> 00:01:59.600]  我這幾年出現的一個事例
[00:01:59.600 --> 00:02:03.000]  如果剛好是說中你的話
[00:02:03.000 --> 00:02:04.600]  你身如有雷同
[00:02:04.600 --> 00:02:06.400]  就實屬巧合
[00:02:06.400 --> 00:02:08.800]  你知道我很喜歡和大家
[00:02:08.800 --> 00:02:10.000]  約大家聊天
[00:02:10.000 --> 00:02:11.400]  約大家吃飯
[00:02:11.400 --> 00:02:14.000]  通常約大家第一次的時候
[00:02:14.000 --> 00:02:16.000]  或者聊天的時候
[00:02:16.000 --> 00:02:17.600]  有些人會說
[00:02:17.600 --> 00:02:19.800]  你吃飯我約你聊聊天
[00:02:19.800 --> 00:02:21.600]  通常那些人第一時間
[00:02:21.600 --> 00:02:23.600]  他會回覆我同一個問題
[00:02:23.600 --> 00:02:25.000]  他會回覆我什麼呢
[00:02:25.000 --> 00:02:25.800]  凌峰啊
[00:02:25.800 --> 00:02:26.800]  你找我聊天
[00:02:26.800 --> 00:02:29.400]  是不是有什麼事啊
[00:02:29.400 --> 00:02:30.800]  再釐清多一次
[00:02:30.800 --> 00:02:33.200]  這個是一個很常見的事情
[00:02:33.200 --> 00:02:35.200]  所以如有雷同實屬巧合
[00:02:35.200 --> 00:02:38.600]  不過每一次當被人問回覆我的時候
[00:02:38.600 --> 00:02:40.600]  我都會問一件事
[00:02:40.600 --> 00:02:43.200]  我的形象是這樣的嗎
[00:02:43.200 --> 00:02:45.200]  我都很和藹可親
[00:02:45.200 --> 00:02:47.200]  雖然我沒有阿君那麼兇
[00:02:47.200 --> 00:02:50.200]  雖然阿君都很和藹可親
[00:02:50.200 --> 00:02:52.800]  我的樣子都算是這樣的
[00:02:52.800 --> 00:02:53.600]  是不是
[00:02:53.600 --> 00:02:55.800]  可能你會覺得是樣子的問題
[00:02:55.800 --> 00:02:57.200]  不過我真的會在想
[00:02:57.200 --> 00:02:59.600]  當我多了這個身份
[00:02:59.600 --> 00:03:01.800]  多了這個角色的時候
[00:03:01.800 --> 00:03:04.600]  好像在牧羊的路上
[00:03:04.600 --> 00:03:08.000]  有時候都會好像多了很多這些範例
[00:03:08.000 --> 00:03:10.400]  就是很多阻隔的意思
[00:03:10.400 --> 00:03:12.200]  好像在牧羊
[00:03:12.200 --> 00:03:14.000]  照講牧羊這個字上面
[00:03:14.000 --> 00:03:15.800]  有時候我們都會想一件事
[00:03:15.800 --> 00:03:17.600]  導師去牧羊我們
[00:03:17.600 --> 00:03:21.400]  可能你都會有些東西想告訴你的導師
[00:03:21.400 --> 00:03:23.400]  又或者你可能會想的是
[00:03:23.400 --> 00:03:25.000]  那個是什麼類型的導師
[00:03:25.000 --> 00:03:27.400]  看看值不值得告訴他
[00:03:27.400 --> 00:03:28.800]  去到牧者
[00:03:28.800 --> 00:03:32.000]  就會覺得好像距離再遠一點
[00:03:32.000 --> 00:03:34.000]  有時候我都會想
[00:03:34.000 --> 00:03:36.400]  當他想牧羊這個字的時候
[00:03:36.400 --> 00:03:38.400]  有時候有一些範例
[00:03:38.400 --> 00:03:40.400]  可能是一些階級
[00:03:40.400 --> 00:03:42.000]  可能有一些不同的觀念
[00:03:42.000 --> 00:03:44.200]  令到這個字要講牧羊
[00:03:44.200 --> 00:03:47.400]  其實有很多重的隔閡在裡面
[00:03:47.400 --> 00:03:50.600]  其實牧羊是應該怎樣去發生呢
[00:03:50.600 --> 00:03:53.800]  今天很想和大家從保羅的一段經文
[00:03:53.800 --> 00:03:55.200]  是一段他的自白
[00:03:55.200 --> 00:03:59.800]  去看看究竟其實他和弟兄姊妹的關係又是怎樣
[00:03:59.800 --> 00:04:03.200]  我想都讓我們可能作為牧羊者
[00:04:03.200 --> 00:04:04.400]  有一些提醒
[00:04:04.400 --> 00:04:06.800]  又或者我們是作為被牧羊的
[00:04:06.800 --> 00:04:09.400]  其實我們又有些什麼學習呢
[00:04:09.400 --> 00:04:11.200]  今天和大家看的經文是
[00:04:11.200 --> 00:04:14.800]  帖撒羅尼加前書的二章三至八節
[00:04:14.800 --> 00:04:20.000]  我們先講解一下帖撒羅尼加前書的背景是什麼
[00:04:20.000 --> 00:04:23.200]  其實就是保羅寫給帖撒羅尼加教會的書信
[00:04:23.200 --> 00:04:27.200]  當時教會面對著三個不同的問題
[00:04:27.200 --> 00:04:30.200]  第一個問題就是當時的信徒受逼迫
[00:04:30.200 --> 00:04:34.200]  又是保羅通常都去勉勵他們怎樣去面對這些挑戰
[00:04:34.200 --> 00:04:37.800]  第二個問題是保羅特別去鼓勵一些
[00:04:37.800 --> 00:04:40.000]  他們有一班外邦的信徒
[00:04:40.000 --> 00:04:42.200]  他們由異教去歸信基督的時候
[00:04:42.200 --> 00:04:46.400]  保羅很想鼓勵他們怎樣去持守一個聖潔的生活
[00:04:46.400 --> 00:04:49.800]  第三就是原來當時在教會裏面
[00:04:49.800 --> 00:04:54.200]  有些不同的人對於保羅和他傳道的團隊
[00:04:54.200 --> 00:04:56.600]  有很多他們傳道的動機
[00:04:56.600 --> 00:05:00.400]  甚至他們的人的品格都有很多質疑
[00:05:00.400 --> 00:05:03.200]  所以保羅很想透過這封信
[00:05:03.200 --> 00:05:08.600]  都去澄清其實他傳道牧羊的心是怎樣
[00:05:08.600 --> 00:05:11.400]  很想兼顧他們傳道的心
[00:05:11.400 --> 00:05:16.200]  而最後這個問題正正是我們今天看經文的其中一個焦點
[00:05:16.200 --> 00:05:18.400]  保羅待會讀的經文
[00:05:18.400 --> 00:05:21.000]  你會看到保羅在當中強調
[00:05:21.000 --> 00:05:23.000]  究竟他傳道的動機
[00:05:23.000 --> 00:05:25.000]  他的行為是甚麼
[00:05:25.000 --> 00:05:28.200]  因為當時貼薩羅尼加城裏面
[00:05:28.200 --> 00:05:29.800]  有很多不同的文化
[00:05:29.800 --> 00:05:30.600]  是甚麼文化呢
[00:05:30.600 --> 00:05:33.600]  原來當時有很多江湖的術士
[00:05:33.600 --> 00:05:35.800]  有很多不同的哲學家
[00:05:35.800 --> 00:05:41.000]  他會用很多不同的言語、花言巧語去迷惑不同的信徒
[00:05:41.000 --> 00:05:45.000]  甚至去挑戰保羅所做的事可能是不對的
[00:05:45.000 --> 00:05:47.800]  他們為了爭取自己的名聲
[00:05:47.800 --> 00:05:53.400]  去壓低或打擊保羅傳道的形象
[00:05:53.400 --> 00:05:56.600]  所以保羅在經文裏面很想強調
[00:05:56.600 --> 00:06:00.000]  究竟其實他的心思和意念是甚麼
[00:06:00.000 --> 00:06:02.000]  我們一起讀一下這篇經文
[00:06:02.000 --> 00:06:05.200]  是來自貼薩羅尼加城前書的二章三至八節
[00:06:05.200 --> 00:06:05.800]  我們一起讀吧
[00:06:05.800 --> 00:06:14.200]  準備起,我們的全面不是出於錯誤,不是出於互惠,也不是用詭詐
[00:06:14.200 --> 00:06:19.600]  但上帝既厭重我們,把福音託付我們
[00:06:19.600 --> 00:06:28.400]  我們就照樣講,不是要討人喜歡,乃是要驗我們心的上帝喜歡
[00:06:28.400 --> 00:06:32.600]  因為我們從來沒有用過潛秘的話
[00:06:32.600 --> 00:06:37.000]  這是你們知道的,也沒有藏著貪心
[00:06:37.000 --> 00:06:40.000]  這是上帝可以作證的
[00:06:40.000 --> 00:06:45.800]  我們作基督的使徒,雖然可以叫人尊重要求甚麼
[00:06:45.800 --> 00:06:49.800]  卻沒有向你們或別人求榮耀
[00:06:49.800 --> 00:06:56.400]  旨在你們中間心溫柔,如同母親養自己的孩子
[00:06:56.400 --> 00:07:02.600]  我們既是這樣,不但願意將上帝的福音給你們
[00:07:02.600 --> 00:07:05.800]  連自己的性命也願意給你們
[00:07:05.800 --> 00:07:09.000]  因為你們是我們所同愛的
[00:07:09.000 --> 00:07:12.000]  我們一起讀吧
[00:07:12.000 --> 00:07:14.600]  主願你帶領我們,讓我們藉著你的話語
[00:07:14.600 --> 00:07:17.000]  藉著保羅姐的分享
[00:07:17.000 --> 00:07:22.400]  讓我們透過她的分享和貼薩羅尼加信徒的關係
[00:07:22.400 --> 00:07:27.200]  讓我們思考,無論是做牧養還是被牧養
[00:07:27.200 --> 00:07:28.800]  其實我們當中有甚麼學習
[00:07:28.800 --> 00:07:31.800]  願你的話語光照我們的心
[00:07:31.800 --> 00:07:32.600]  願你帶領我們
[00:07:32.600 --> 00:07:35.200]  祈禱交托,奉主命求,阿們
[00:07:35.200 --> 00:07:37.800]  剛才大家讀的經文中
[00:07:37.800 --> 00:07:41.800]  我猜大家大概知道保羅的說法是甚麼
[00:07:41.800 --> 00:07:44.600]  但你會見到在第三至第五節
