
[00:00:00.000 --> 00:00:01.320]  今天冷嗎?
[00:00:01.320 --> 00:00:03.160]  不冷吧?
[00:00:03.160 --> 00:00:05.000]  大不大風?
[00:00:05.000 --> 00:00:07.920]  不過下星期就要小心點
[00:00:07.920 --> 00:00:10.320]  好,去年十一月中
[00:00:10.320 --> 00:00:12.040]  忽然間起了寒風
[00:00:12.040 --> 00:00:13.920]  我就幫自己換季
[00:00:13.920 --> 00:00:17.960]  誰知有一件雪白的冬天衣服
[00:00:17.960 --> 00:00:21.160]  染了淡淡的紅色
[00:00:21.160 --> 00:00:23.280]  上一個冬季
[00:00:23.280 --> 00:00:27.640]  我花了一二百元買了這件我喜歡的新衣服
[00:00:28.280 --> 00:00:30.040]  到了上次換季
[00:00:30.040 --> 00:00:31.720]  我很小心地
[00:00:31.720 --> 00:00:33.680]  把這件白色衣服
[00:00:33.680 --> 00:00:35.520]  你會怎麼做呢?
[00:00:35.520 --> 00:00:38.040]  包好它
[00:00:38.040 --> 00:00:40.160]  我不是住豪宅
[00:00:40.160 --> 00:00:41.720]  不過也是在山上
[00:00:41.720 --> 00:00:43.600]  所以也有些濕氣
[00:00:43.600 --> 00:00:45.600]  放在儲物袋
[00:00:45.600 --> 00:00:47.440]  還要真空抽空那些
[00:00:47.440 --> 00:00:49.800]  這樣也很保險吧?
[00:00:49.800 --> 00:00:52.200]  不會發霉,不會有濕氣
[00:00:52.200 --> 00:00:53.640]  大半年之後
[00:00:53.640 --> 00:00:55.560]  去年十一月中
[00:00:55.560 --> 00:00:57.400]  我打開儲物袋一看
[00:00:58.360 --> 00:00:59.160]  怎樣?
[00:00:59.160 --> 00:01:03.200]  染了淡淡的紅色
[00:01:03.200 --> 00:01:05.720]  如果你是我
[00:01:05.720 --> 00:01:09.000]  看到這件價值一二百元
[00:01:09.000 --> 00:01:10.400]  又多新淨
[00:01:10.400 --> 00:01:12.600]  又多喜歡的白色衣服
[00:01:12.600 --> 00:01:13.840]  被染污
[00:01:13.840 --> 00:01:15.120]  你覺得可不可惜?
[00:01:15.120 --> 00:01:17.120]  可惜吧?
[00:01:17.120 --> 00:01:18.720]  丁姐妹
[00:01:18.720 --> 00:01:20.800]  創造你
[00:01:20.800 --> 00:01:22.240]  救贖你
[00:01:22.240 --> 00:01:24.680]  很愛你的上帝
[00:01:24.680 --> 00:01:26.960]  看到你無價的生命
[00:01:27.440 --> 00:01:28.680]  被罪污染
[00:01:28.680 --> 00:01:30.440]  以致污染你和神
[00:01:30.440 --> 00:01:31.880]  你和人的關係
[00:01:31.880 --> 00:01:34.080]  神又有什麼感受呢?
[00:01:34.080 --> 00:01:37.880]  你知不知道罪的破壞力
[00:01:37.880 --> 00:01:39.200]  有多麼巨大?
[00:01:39.200 --> 00:01:42.040]  今天晚上讓我們再次
[00:01:42.040 --> 00:01:44.440]  走入創世之初的伊甸園
[00:01:44.440 --> 00:01:47.320]  看看始祖犯罪墮落之後
[00:01:47.320 --> 00:01:49.240]  罪怎樣污染
[00:01:49.240 --> 00:01:51.160]  中向的人神關係
[00:01:51.160 --> 00:01:54.040]  橫向的人和人的關係
[00:01:54.520 --> 00:01:56.960]  讓我們一起讀今天的經文
[00:01:56.960 --> 00:01:58.840]  大家都看到吧?
[00:01:58.840 --> 00:01:59.800]  好
[00:01:59.800 --> 00:02:01.320]  有少許技巧的
[00:02:01.320 --> 00:02:02.600]  大家都習慣了
[00:02:02.600 --> 00:02:04.000]  旁白由我來讀
[00:02:04.000 --> 00:02:05.520]  紅色的字
[00:02:05.520 --> 00:02:06.640]  神說的話
[00:02:06.640 --> 00:02:07.760]  請姐妹讀
[00:02:07.760 --> 00:02:09.240]  藍色的字
[00:02:09.240 --> 00:02:10.640]  男人說的話
[00:02:10.640 --> 00:02:11.600]  請弟兄讀
[00:02:11.600 --> 00:02:13.200]  都明白了吧?
[00:02:13.200 --> 00:02:14.800]  其實看顏色就可以了
[00:02:14.800 --> 00:02:19.320]  因為這個是我讀的
[00:02:19.320 --> 00:02:23.400]  所以未到紅色和藍色
[00:02:23.520 --> 00:02:24.920]  我們一起聽
[00:02:25.440 --> 00:02:26.920]  天起了涼風
[00:02:26.920 --> 00:02:29.240]  那人和他妻子
[00:02:29.240 --> 00:02:32.360]  聽見耶和華神在園中
[00:02:32.360 --> 00:02:34.640]  來回行走的聲音
[00:02:34.640 --> 00:02:37.640]  就藏在園裡的樹木中
[00:02:37.640 --> 00:02:40.200]  躲避耶和華神的面
[00:02:40.200 --> 00:02:43.240]  耶和華神呼喚那人
[00:02:43.240 --> 00:02:44.680]  對他說
[00:02:44.680 --> 00:02:48.000]  他說
[00:02:48.000 --> 00:02:57.000]  (天下無人,無人能救,無人能救)
[00:02:57.000 --> 00:02:59.200]  對,大家都很聰明
[00:02:59.200 --> 00:03:00.880]  在創世之初
