
[00:00:00.000 --> 00:00:03.520]  我相信人生有很多高低起伏
[00:00:03.520 --> 00:00:09.600]  人生總會面對一些無能為力的時刻
[00:00:09.600 --> 00:00:13.480]  有時會面對親人的病患
[00:00:13.480 --> 00:00:15.440]  甚至是重病
[00:00:15.440 --> 00:00:17.560]  甚至是離世
[00:00:17.560 --> 00:00:21.200]  可能在工作上找工作找不到
[00:00:21.200 --> 00:00:23.600]  或者在工作中有很多挫敗
[00:00:23.600 --> 00:00:27.480]  甚至關係破裂等等
[00:00:27.480 --> 00:00:30.360]  很多時在未解決的時候
[00:00:30.360 --> 00:00:32.400]  或者未找到解決的方法
[00:00:32.400 --> 00:00:35.280]  未見到結果的時候
[00:00:35.280 --> 00:00:40.920]  可能剩下的只是一段很漫長而煎熬的等待
[00:00:40.920 --> 00:00:42.080]  在這時候
[00:00:42.080 --> 00:00:44.880]  我猜我們人往往都很想
[00:00:44.880 --> 00:00:46.240]  在這些困境裏面
[00:00:46.240 --> 00:00:47.440]  困難的裏面
[00:00:47.440 --> 00:00:53.520]  這些事情能夠按照我們自己的想法去發生
[00:00:53.520 --> 00:00:55.760]  最好有一個很清晰的時間表
[00:00:55.760 --> 00:00:57.920]  什麼時候能夠完結
[00:00:57.920 --> 00:00:59.080]  下一步是怎樣做
[00:00:59.080 --> 00:01:01.360]  有一個很明確的方法
[00:01:01.360 --> 00:01:07.600]  最好就是一步一步按照我們的期望去發生
[00:01:07.600 --> 00:01:12.400]  不過可惜現實往往都不是如我們所願
[00:01:12.400 --> 00:01:15.840]  在這些艱難和困難的處境裏面
[00:01:15.840 --> 00:01:18.440]  在漫長的等待裏面
[00:01:18.440 --> 00:01:20.200]  作為基督徒的我們
[00:01:20.200 --> 00:01:21.800]  可能有時我們都會問
[00:01:21.800 --> 00:01:25.000]  究竟我們在相信什麼呢?
[00:01:25.000 --> 00:01:29.120]  或者我們的信仰能夠幫助我們什麼呢?
[00:01:29.120 --> 00:01:31.320]  究竟我們的信
[00:01:31.320 --> 00:01:33.280]  或者我們這份信心
[00:01:33.280 --> 00:01:35.760]  是否能夠按照我們的計劃
[00:01:35.760 --> 00:01:37.840]  奇跡地發生
[00:01:37.840 --> 00:01:41.320]  還是我們的信仰仍然擺在那一位
[00:01:41.320 --> 00:01:43.040]  超乎我們想像
[00:01:43.040 --> 00:01:47.720]  一切的主權都是他手裏面的主裏面呢?
[00:01:47.720 --> 00:01:51.200]  今天的經文是講到一位大神
[00:01:51.200 --> 00:01:52.800]  他的兒子病了
[00:01:52.800 --> 00:01:55.600]  都是大家很熟悉的經文
[00:01:55.600 --> 00:01:59.120]  我們看看在耶穌醫治他的兒子的過程裏面
[00:01:59.120 --> 00:02:00.920]  讓我們再一次去思想
[00:02:00.920 --> 00:02:04.760]  究竟我的信是些什麼
[00:02:04.760 --> 00:02:08.280]  在約翰福音的四章46至54節
[00:02:08.280 --> 00:02:10.320]  繼續約翰福音的系列
[00:02:10.320 --> 00:02:12.680]  邀請大家一起讀出經文
[00:02:12.680 --> 00:02:14.000]  預備起
[00:02:14.000 --> 00:02:17.080]  耶穌又到了加利利的加拿
[00:02:17.080 --> 00:02:20.760]  就是他從前變水為走的地方
[00:02:20.760 --> 00:02:22.320]  有一個大神
[00:02:22.320 --> 00:02:25.280]  他的兒子在加伯隆病了
[00:02:25.280 --> 00:02:29.160]  他聽見耶穌從猶大到了加利利
[00:02:29.160 --> 00:02:30.720]  就來見他
[00:02:30.720 --> 00:02:33.720]  求他下去醫治他的兒子
[00:02:33.720 --> 00:02:37.520]  因為他的兒子快要死了
[00:02:37.520 --> 00:02:39.160]  耶穌對他說
[00:02:39.160 --> 00:02:41.640]  若不看見神即其事
[00:02:41.640 --> 00:02:44.120]  你們總不信
[00:02:44.120 --> 00:02:45.840]  那大神對他說
[00:02:45.840 --> 00:02:46.760]  先生
[00:02:46.760 --> 00:02:50.880]  求你趁著我的孩子還沒有死去
[00:02:50.880 --> 00:02:52.280]  就下去吧
[00:02:52.280 --> 00:02:53.840]  耶穌對他說
[00:02:53.840 --> 00:02:54.800]  會去吧
[00:02:54.800 --> 00:02:56.760]  你的兒子會活
[00:02:56.760 --> 00:03:01.280]  那人信耶穌所說的話就回去了
[00:03:01.280 --> 00:03:03.040]  靜下去的時候
[00:03:03.040 --> 00:03:05.240]  他的僕人迎面而來
[00:03:05.240 --> 00:03:07.600]  說他的兒子活了
[00:03:07.600 --> 00:03:10.680]  他就問什麼時候見好的
[00:03:10.680 --> 00:03:12.320]  他們對他說
[00:03:12.320 --> 00:03:17.040]  昨天下午一點鐘熱就退了
[00:03:17.040 --> 00:03:20.640]  他就知道這正是耶穌對他說
[00:03:20.640 --> 00:03:23.480]  你的兒子會活的時候
[00:03:23.480 --> 00:03:27.200]  他自己和全家就都信了
[00:03:27.200 --> 00:03:33.240]  這是耶穌從猶大回到加利利後所行的第二個神蹟
[00:03:33.240 --> 00:03:35.480]  我們低頭禱告
[00:03:35.480 --> 00:03:37.760]  今天上帝我們去祈禱你
[00:03:37.760 --> 00:03:40.120]  求聖靈臨在
[00:03:40.120 --> 00:03:43.120]  願神你的話親自去彰顯
[00:03:43.120 --> 00:03:44.240]  願你的話
[00:03:44.240 --> 00:03:45.960]  進到我們的心裡面
[00:03:45.960 --> 00:03:48.760]  讓我們的信心因你的話得堅固
[00:03:48.760 --> 00:03:51.800]  讓你的話成為我們生命的提醒
[00:03:51.800 --> 00:03:55.920]  更願聖靈讓我們所聽的話能夠有力行出來
[00:03:55.920 --> 00:03:56.880]  我們這樣禱告
[00:03:56.880 --> 00:03:59.000]  奉耶穌基督的名祈求
[00:03:59.000 --> 00:04:00.840]  阿門
[00:04:00.840 --> 00:04:04.400]  如果你還有印象或有記性
[00:04:04.400 --> 00:04:06.800]  上一次這疊講到
[00:04:06.800 --> 00:04:07.960]  關於約翰福音
[00:04:07.960 --> 00:04:12.040]  就是講到第四章的撒瑪利亞井旁婦人的事情
[00:04:12.040 --> 00:04:15.480]  即是井旁婦人信主的經過
[00:04:15.480 --> 00:04:21.040]  現在耶穌從撒瑪利亞回到加利利的迦勒
[00:04:21.040 --> 00:04:25.280]  即是由一個原本不純種的猶太人的地方
[00:04:25.280 --> 00:04:27.160]  因為撒瑪利亞人是混種的
[00:04:27.160 --> 00:04:28.840]  猶太人混合一些外邦人
[00:04:28.840 --> 00:04:31.160]  從一個不純種的猶太人的地方
[00:04:31.160 --> 00:04:34.600]  去到一個血統純正的猶太人的地方
[00:04:34.600 --> 00:04:37.200]  並且作者再一次提到
[00:04:37.200 --> 00:04:43.000]  迦勒是耶穌在加利利行第一次神蹟的地方
[00:04:43.000 --> 00:04:46.640]  這次在迦勒遇到一個大神
[00:04:46.640 --> 00:04:51.720]  估計應該是加利利分封的王希律的下屬
[00:04:51.720 --> 00:04:54.720]  簡單來說他是一個很高級的官員
[00:04:54.720 --> 00:04:56.840]  是一個服侍王的人
[00:04:56.840 --> 00:04:59.160]  有些學者認為他是猶太人
[00:04:59.160 --> 00:05:02.640]  但也有些學者認為他不是猶太人
[00:05:02.640 --> 00:05:04.000]  這個應該不重要
[00:05:04.000 --> 00:05:06.360]  因為重要的話聖經會講得很清楚
[00:05:06.360 --> 00:05:09.720]  這個大神原本是在加伯隆
[00:05:09.720 --> 00:05:17.200]  他從迦伯隆到迦勒去找耶穌
[00:05:17.200 --> 00:05:19.320]  我也給了一個圖給大家
[00:05:19.320 --> 00:05:23.400]  比較大色的藍色點就是迦勒
[00:05:23.400 --> 00:05:29.520]  下面紫色那個大一點的紫色就是撒瑪利亞
[00:05:29.520 --> 00:05:31.280]  讓你有些印象
[00:05:31.280 --> 00:05:34.400]  另外橙色那個就是迦伯隆
[00:05:34.400 --> 00:05:36.560]  從迦伯隆走過去
[00:05:36.560 --> 00:05:40.640]  記得要走去迦勒大概有多遠呢
[00:05:40.640 --> 00:05:44.880]  大概20到30公里左右
[00:05:44.880 --> 00:05:45.920]  是多久呢
[00:05:45.920 --> 00:05:48.320]  當時來說也要走一整天
[00:05:48.320 --> 00:05:50.120]  我又問一下AI
[00:05:50.120 --> 00:05:53.600]  我問一下AI大概30公里有多遠
[00:05:53.600 --> 00:05:59.160]  AI回答我說大概由尖沙咀走到元朗
[00:05:59.160 --> 00:06:00.640]  大概是這樣
[00:06:00.640 --> 00:06:02.320]  如果錯的話
[00:06:02.320 --> 00:06:06.640]  原來比全馬少10公里
[00:06:06.640 --> 00:06:08.080]  我也不懂這些
[00:06:08.080 --> 00:06:11.040]  大概讓大家有個概念
[00:06:11.040 --> 00:06:12.840]  我們看回經文
[00:06:12.840 --> 00:06:17.520]  這個大神很可能在迦伯隆也聽過耶穌
[00:06:17.520 --> 00:06:20.000]  這些神蹟奇事的事情
[00:06:20.000 --> 00:06:22.000]  他就來找耶穌
[00:06:22.000 --> 00:06:23.000]  也很厲害的
[00:06:23.000 --> 00:06:24.600]  走了一整天去找耶穌
[00:06:24.600 --> 00:06:27.080]  一點也不短的路程
[00:06:27.080 --> 00:06:31.480]  他去迦勒很想請耶穌回迦伯隆
[00:06:31.480 --> 00:06:32.920]  去醫治他的兒子
[00:06:32.920 --> 00:06:34.800]  因為他的兒子很嚴重
[00:06:34.800 --> 00:06:36.920]  快要死了
[00:06:36.920 --> 00:06:41.600]  但耶穌對大神請求的回應也很特別
[00:06:41.600 --> 00:06:44.280]  在48節他又這樣說
[00:06:44.280 --> 00:06:46.440]  耶穌對他說
[00:06:46.440 --> 00:06:48.960]  若不看見神蹟奇事
[00:06:48.960 --> 00:06:51.000]  你們總是不信
[00:06:51.000 --> 00:06:55.320]  為什麼語氣好像耶穌責備大神一樣
[00:06:55.320 --> 00:06:56.480]  好像怪責他一樣
[00:06:56.480 --> 00:06:59.560]  其實大神也是慕名而來
[00:06:59.560 --> 00:07:01.560]  或者帶著一個相信
[00:07:01.560 --> 00:07:03.040]  相信耶穌能夠醫病
[00:07:03.040 --> 00:07:04.040]  去找耶穌
[00:07:04.040 --> 00:07:07.680]  為什麼好像責怪大神一樣的語氣
[00:07:07.680 --> 00:07:12.280]  其實這句話不只是跟大神說
[00:07:12.280 --> 00:07:15.480]  因為當時也有很多人跟隨耶穌
[00:07:15.480 --> 00:07:22.080]  耶穌說你們總不信
[00:07:22.080 --> 00:07:25.680]  其實這句話不是只想跟大神說
[00:07:25.680 --> 00:07:28.360]  其實很想跟耶穌身邊的人說
[00:07:28.360 --> 00:07:32.680]  你們這群人好像很多人跟隨我
[00:07:32.680 --> 00:07:35.160]  很多人去擁戴我
[00:07:35.160 --> 00:07:38.960]  但其實你們找我的心
[00:07:38.960 --> 00:07:41.800]  或者動機其實不是那麼純正
[00:07:41.800 --> 00:07:44.720]  耶穌也是看穿了人的心
[00:07:44.720 --> 00:07:47.520]  這群所謂跟著耶穌
[00:07:47.520 --> 00:07:48.520]  擁戴耶穌的人
[00:07:48.520 --> 00:07:50.520]  他們的信未必是真的信
[00:07:50.520 --> 00:07:52.840]  可能純粹是因為看見神蹟
[00:07:52.840 --> 00:07:54.400]  很神奇
[00:07:54.400 --> 00:07:56.000]  很想再八卦一下
[00:07:56.000 --> 00:07:57.600]  看多一點 了解多一點
[00:07:57.600 --> 00:07:59.960]  他們因見神蹟而信
[00:07:59.960 --> 00:08:02.840]  看到一些事情有一個不一樣的結果
[00:08:02.840 --> 00:08:04.360]  甚至是一個好的結果
[00:08:04.360 --> 00:08:06.960]  這些信其實對於上帝來說
[00:08:06.960 --> 00:08:07.680]  對於耶穌來說
[00:08:07.680 --> 00:08:10.480]  是一個很膚淺和很短暫的信
[00:08:10.480 --> 00:08:15.560]  他們未必是真正去看待耶穌是神
[00:08:15.560 --> 00:08:17.680]  可能他們跟著耶穌
[00:08:17.680 --> 00:08:20.200]  都是很想滿足一下自己的慾望
[00:08:20.200 --> 00:08:22.160]  可能就是真的八卦一下
[00:08:22.160 --> 00:08:23.160]  看看神蹟
[00:08:23.160 --> 00:08:25.040]  甚至乎可能他們背後
[00:08:25.040 --> 00:08:27.040]  都是想擁戴耶穌作王
[00:08:27.040 --> 00:08:29.160]  他們要的不是耶穌
[00:08:29.160 --> 00:08:30.880]  他們要的不是救恩
[00:08:30.880 --> 00:08:34.800]  也不是想跟隨上帝的心意
[00:08:34.800 --> 00:08:37.040]  甚至乎可能打從心底
[00:08:37.040 --> 00:08:39.360]  他們未必真正相信
[00:08:39.360 --> 00:08:41.360]  耶穌就是那位彌賽亞
[00:08:41.360 --> 00:08:42.960]  那位獨一真神
[00:08:42.960 --> 00:08:44.960]  唯一的救主
[00:08:44.960 --> 00:08:47.760]  我們又看看大神
[00:08:47.760 --> 00:08:51.280]  雖然耶穌的回應
[00:08:51.280 --> 00:08:53.280]  但大神就說49節
[00:08:53.280 --> 00:08:55.000]  大神就跟耶穌說
[00:08:55.000 --> 00:08:58.480]  先生 求你趁著我的孩子
[00:08:58.480 --> 00:09:02.280]  還沒有死就下去吧
[00:09:02.280 --> 00:09:03.960]  這位大神
[00:09:03.960 --> 00:09:07.640]  他未必親眼見過耶穌行神蹟
[00:09:07.640 --> 00:09:09.480]  他只是憑一個信
[00:09:09.480 --> 00:09:11.280]  覺得耶穌能夠幫他的兒子
[00:09:11.280 --> 00:09:13.840]  他相信耶穌有這個能力
[00:09:13.840 --> 00:09:17.280]  就去請求耶穌去醫治他的兒子
[00:09:17.280 --> 00:09:20.920]  不過對於怎樣醫治他的兒子
[00:09:20.920 --> 00:09:24.000]  這位大神是很有自己的一些計劃
[00:09:24.000 --> 00:09:27.000]  和想法的
[00:09:27.000 --> 00:09:31.360]  他很希望耶穌在指定的地方去醫治他的兒子
[00:09:31.360 --> 00:09:33.640]  一定要去加伯隆
[00:09:33.640 --> 00:09:35.080]  他的家
[00:09:35.080 --> 00:09:37.160]  也用指定的方法
[00:09:37.160 --> 00:09:40.120]  就是耶穌要親自去
[00:09:40.120 --> 00:09:42.120]  還有指定的時間
[00:09:42.120 --> 00:09:44.360]  要趁著我的兒子還沒有死的時候
[00:09:44.360 --> 00:09:48.080]  你就要去
[00:09:48.080 --> 00:09:49.080]  會不會呢
[00:09:49.080 --> 00:09:50.800]  有時我們也會這樣
[00:09:50.800 --> 00:09:54.200]  有很多指定的想法
[00:09:54.200 --> 00:10:00.560]  很多個人規範的期望去找耶穌呢
[00:10:00.560 --> 00:10:02.080]  我們也相信耶穌
[00:10:02.080 --> 00:10:03.120]  我們相信耶穌是神
[00:10:03.120 --> 00:10:06.160]  但會不會有時我們也有一些指定
[00:10:06.160 --> 00:10:07.880]  特定的想法
[00:10:07.880 --> 00:10:10.880]  我不知道大家會不會這樣去祈禱
[00:10:10.880 --> 00:10:13.800]  耶穌 我要找工作
[00:10:13.800 --> 00:10:15.800]  求你幫助我
[00:10:15.800 --> 00:10:18.200]  我只寄一封信
[00:10:18.200 --> 00:10:21.960]  這封信就要去那些請我的人那裡
[00:10:21.960 --> 00:10:25.120]  還有面試一開始就要馬上請我
[00:10:25.120 --> 00:10:26.600]  馬上跟我說
[00:10:26.600 --> 00:10:27.920]  不要打電話給我
[00:10:27.920 --> 00:10:31.120]  因為我是不接陌生的來電顯示的
[00:10:31.120 --> 00:10:33.440]  那些號碼我是不聽的
[00:10:33.440 --> 00:10:34.640]  還有呢
[00:10:34.640 --> 00:10:36.840]  這份工作是不要加班的
[00:10:36.840 --> 00:10:38.920]  加班就不要請我
[00:10:38.920 --> 00:10:40.400]  還有呢
[00:10:40.400 --> 00:10:42.200]  工資就要合乎我的要求
[00:10:42.200 --> 00:10:43.680]  高過是沒有問題的
[00:10:43.680 --> 00:10:47.320]  低過就不要了
[00:10:47.320 --> 00:10:49.000]  心窩
[00:10:49.000 --> 00:10:50.720]  可能這個只是開玩笑的
[00:10:50.720 --> 00:10:53.680]  主啊 我還沒拍拖
[00:10:53.680 --> 00:10:55.040]  我站了很久肚子餓了
[00:10:55.040 --> 00:10:58.080]  主 祢最好今晚就在標青那裡
[00:10:58.080 --> 00:11:00.640]  有個新朋友坐我旁邊
[00:11:00.640 --> 00:11:03.120]  然後他就找團契 找教會
[00:11:03.120 --> 00:11:05.080]  然後他就主動來問我
[00:11:05.080 --> 00:11:06.520]  然後我就認識了他
[00:11:06.520 --> 00:11:07.880]  然後我就帶他回教會
[00:11:07.880 --> 00:11:09.360]  這樣就最好了
[00:11:09.360 --> 00:11:11.160]  所以你現在不要看旁邊那個
[00:11:11.160 --> 00:11:12.040]  可以嗎
[00:11:12.040 --> 00:11:15.120]  那個不是的
[00:11:15.120 --> 00:11:16.440]  我只是開玩笑的
[00:11:16.440 --> 00:11:17.920]  你們不是這樣的
[00:11:17.920 --> 00:11:19.560]  你們不是這樣的人
[00:11:19.560 --> 00:11:21.160]  不過我真的想帶出一件事
[00:11:21.160 --> 00:11:23.480]  就是會不會是
[00:11:23.480 --> 00:11:25.960]  我們有時也有很多自己指定
[00:11:25.960 --> 00:11:27.920]  特定的想法
[00:11:27.920 --> 00:11:29.280]  最好就是這樣
[00:11:29.280 --> 00:11:33.240]  按我的要求去到耶穌面前
[00:11:33.240 --> 00:11:35.800]  但是我們也看不實節
[00:11:35.800 --> 00:11:38.600]  耶穌怎樣回覆這個大神
[00:11:38.600 --> 00:11:39.640]  耶穌說
[00:11:39.640 --> 00:11:40.840]  回去吧
[00:11:40.840 --> 00:11:42.520]  你的兒子活了
[00:11:42.520 --> 00:11:44.280]  即是康復了
[00:11:44.280 --> 00:11:45.280]  然後聖經說什麼
[00:11:45.280 --> 00:11:49.320]  哪人信耶穌所說的話
[00:11:49.320 --> 00:11:51.520]  就會去了
[00:11:51.520 --> 00:11:52.480]  嘩
[00:11:52.480 --> 00:11:55.560]  一個這麼有想法的大神
[00:11:55.560 --> 00:11:57.680]  聽到耶穌這樣說
[00:11:57.680 --> 00:11:59.160]  他就回去
[00:11:59.160 --> 00:12:01.240]  反過來
[00:12:01.240 --> 00:12:02.480]  如果那個是你
[00:12:02.480 --> 00:12:04.480]  你會有什麼反應
[00:12:04.480 --> 00:12:06.440]  一個這麼有想法
[00:12:06.440 --> 00:12:08.440]  高官的大神
[00:12:08.440 --> 00:12:09.080]  耶穌跟他說
[00:12:09.080 --> 00:12:09.800]  你回去吧
[00:12:09.800 --> 00:12:13.040]  你的兒子就沒事了
[00:12:13.040 --> 00:12:14.600]  如果你是一個J人
[00:12:14.600 --> 00:12:15.600]  你應該不太接受到
[00:12:15.600 --> 00:12:17.280]  耶穌這個說話
[00:12:17.280 --> 00:12:18.600]  知道什麼叫J人嗎
[00:12:18.600 --> 00:12:19.800]  NBTI那些
[00:12:19.800 --> 00:12:21.280]  即是很有計劃的那些
[00:12:21.280 --> 00:12:23.560]  即是我是J的
[00:12:23.560 --> 00:12:25.480]  如果J人的你會怎樣
[00:12:25.480 --> 00:12:27.760]  我計劃了
[00:12:27.760 --> 00:12:29.640]  我計劃了去找耶穌
