
[00:00:00.000 --> 00:00:03.400]  可以給點掌聲侍奉的團隊
[00:00:03.400 --> 00:00:07.640]  包括敬拜隊、AV Team 和詩詩隊
[00:00:07.640 --> 00:00:10.440]  可否熱烈一點的掌聲
[00:00:10.440 --> 00:00:14.440]  (掌聲)
[00:00:14.440 --> 00:00:16.920]  這樣也不用歡呼的
[00:00:16.920 --> 00:00:19.920]  不過真的很感謝他們的服侍
[00:00:19.920 --> 00:00:22.720]  不知道剛才敬拜裏面大家有甚麼體會
[00:00:22.720 --> 00:00:26.520]  我覺得第二首歌是親近主
[00:00:26.520 --> 00:00:30.960]  我覺得很想再逗留久一點在同座裏面
[00:00:30.960 --> 00:00:34.720]  在同座裏面是太開心的時間
[00:00:34.720 --> 00:00:36.720]  這是我其中一個體會
[00:00:36.720 --> 00:00:42.840]  好,今天我的講道的講題是
[00:00:42.840 --> 00:00:44.960]  「你好,MM7」
[00:00:44.960 --> 00:00:47.080]  剛才敬拜隊在討論
[00:00:47.080 --> 00:00:48.600]  「這是甚麼來的?」
[00:00:48.600 --> 00:00:50.880]  我以為我在用一個潮語
[00:00:50.880 --> 00:00:54.480]  誰知是一點也不潮語
[00:00:54.480 --> 00:00:58.800]  我都有點害怕,不知道該怎麼說下去
[00:00:58.800 --> 00:01:00.800]  我唯有解釋一下
[00:01:00.800 --> 00:01:06.200]  原來你們已經不會打倉頡和速成
[00:01:06.200 --> 00:01:07.200]  (笑)
[00:01:07.200 --> 00:01:10.440]  你們是用語音輸入法,是嗎?
[00:01:10.440 --> 00:01:12.440]  而且是手寫的
[00:01:12.440 --> 00:01:16.400]  「MM7」其實是一個速成的輸入法
[00:01:16.400 --> 00:01:20.000]  打兩個M,然後按7字
[00:01:20.000 --> 00:01:24.000]  就會出現一個「正」字
[00:01:24.000 --> 00:01:26.000]  沒錯,很厲害
[00:01:26.000 --> 00:01:28.000]  是讀「正」,不是讀「正」
[00:01:28.000 --> 00:01:29.000]  (笑)
[00:01:29.000 --> 00:01:34.000]  所以其實阿森也很有心思
[00:01:34.000 --> 00:01:36.000]  這幅圖是他幫我畫的
[00:01:36.000 --> 00:01:41.000]  你看見綠色的部分是「正」字嗎?
[00:01:41.000 --> 00:01:43.000]  (看不看得到)
[00:01:43.000 --> 00:01:45.000]  如果看得到,證明你試力很不錯
[00:01:45.000 --> 00:01:47.000]  沒有色盲的問題
[00:01:47.000 --> 00:01:49.000]  (笑)
[00:01:50.000 --> 00:01:55.000]  所以這個題目應該是「你好正呀」
[00:01:55.000 --> 00:01:57.000]  這是正確讀音
[00:01:57.000 --> 00:01:59.000]  所以讀一次給旁邊的人聽
[00:01:59.000 --> 00:02:01.000]  跟他說「你好正呀」
[00:02:01.000 --> 00:02:03.000]  (笑)
[00:02:03.000 --> 00:02:10.000]  你們讀得好像很勉強
[00:02:10.000 --> 00:02:16.000]  其實說實話,你覺得自己很正嗎?
[00:02:16.000 --> 00:02:18.000]  你怎麼看自己?
[00:02:19.000 --> 00:02:21.000]  我忘記了是否跟大家說
[00:02:21.000 --> 00:02:25.000]  應該有的,如果你是比較久在青少部的大英姐妹
[00:02:25.000 --> 00:02:28.000]  我記得我講道的時候也說過一次
[00:02:28.000 --> 00:02:30.000]  我很怕照鏡
[00:02:30.000 --> 00:02:32.000]  甚至乎坐地鐵
[00:02:32.000 --> 00:02:34.000]  那些玻璃倒影照到自己的樣子
[00:02:34.000 --> 00:02:36.000]  我也很緊張
[00:02:36.000 --> 00:02:37.000]  因為我經常覺得照鏡
[00:02:37.000 --> 00:02:39.000]  每次都看見自己很醜
[00:02:39.000 --> 00:02:42.000]  只會說「眼睛很小」
[00:02:42.000 --> 00:02:45.000]  現在疫情之後,我胖了20磅
[00:02:45.000 --> 00:02:47.000]  「嘩,臉很腫」
[00:02:47.000 --> 00:02:49.000]  現在年紀大了
[00:02:49.000 --> 00:02:52.000]  又有皺紋,又有白頭髮
[00:02:52.000 --> 00:02:55.000]  總是每次都覺得自己
[00:02:55.000 --> 00:02:59.000]  每次見到的都是不好的地方
[00:02:59.000 --> 00:03:02.000]  或者我不知道你們會否也這樣看自己
[00:03:02.000 --> 00:03:04.000]  「嘩,我運動又差」
[00:03:04.000 --> 00:03:08.000]  「我明天膽子粗粗約了大英姐去行山」
[00:03:08.000 --> 00:03:09.000]  我現在還在害怕
[00:03:09.000 --> 00:03:13.000]  我已經叫好我老公做救援行動
[00:03:13.000 --> 00:03:16.000]  到哪裡都會接我回來
[00:03:16.000 --> 00:03:20.000]  會否覺得自己讀書又差
[00:03:20.000 --> 00:03:22.000]  說話又不擅長
[00:03:22.000 --> 00:03:23.000]  音樂又不懂
[00:03:23.000 --> 00:03:27.000]  會否覺得自己很差,很不行
[00:03:27.000 --> 00:03:30.000]  總覺得自己不夠好
[00:03:30.000 --> 00:03:33.000]  但是聖經又明明告訴我們
[00:03:33.000 --> 00:03:36.000]  一班信徒是新造的人
[00:03:36.000 --> 00:03:39.000]  是地上的鹽,地上的光
[00:03:39.000 --> 00:03:41.000]  今年青少部的主題
[00:03:41.000 --> 00:03:43.000]  記得是甚麼嗎
[00:03:43.000 --> 00:03:46.000]  不記得你讀過一次嗎
[00:03:46.000 --> 00:03:51.000]  你們應該很好才對
[00:03:51.000 --> 00:03:53.000]  為何讀成這樣
[00:03:53.000 --> 00:03:57.000]  「A life in Christ, let's go and shine」
[00:03:57.000 --> 00:04:00.000]  但為何我不覺得自己很差
[00:04:00.000 --> 00:04:02.000]  一點也不光
[00:04:02.000 --> 00:04:04.000]  為甚麼呢
[00:04:04.000 --> 00:04:09.000]  怎樣?
[00:04:09.000 --> 00:04:11.000]  另一個「Shine」
[00:04:11.000 --> 00:04:14.000]  今天我想跟大家分享一段經文
[00:04:14.000 --> 00:04:16.000]  其實不是一段,是一節
[00:04:16.000 --> 00:04:19.000]  彼得前書二章九節
[00:04:19.000 --> 00:04:21.000]  我想透過這段經文
[00:04:21.000 --> 00:04:24.000]  讓天父開我們的眼睛
[00:04:24.000 --> 00:04:25.000]  開我們的眼界
[00:04:25.000 --> 00:04:29.000]  讓我們看見其實你是很棒的
[00:04:29.000 --> 00:04:31.000]  信徒是很棒的
[00:04:31.000 --> 00:04:33.000]  因為我們有一個屬天的身份
[00:04:33.000 --> 00:04:35.000]  不過又讓我們看看
[00:04:35.000 --> 00:04:39.000]  為何我們明明是一個很棒的屬天身份
[00:04:39.000 --> 00:04:42.000]  卻不能活出這個身份呢
[00:04:42.000 --> 00:04:45.000]  我們先邀請大家讀一下經文
[00:04:45.000 --> 00:04:47.000]  彼得前書二章九節
[00:04:47.000 --> 00:04:48.000]  預備起
[00:04:48.000 --> 00:04:52.000]  「不過你們是被揀選的一族」
[00:04:52.000 --> 00:04:54.000]  「是君尊的祭司」
[00:04:54.000 --> 00:04:56.000]  「是神聖的國度」
[00:04:56.000 --> 00:04:58.000]  「是屬上帝的子民」
[00:04:58.000 --> 00:05:01.000]  「要使你們宣揚那召你們出黑暗」
[00:05:01.000 --> 00:05:04.000]  「入奇妙光明者的美德」
[00:05:04.000 --> 00:05:06.000]  讓我們徒低頭禱告
[00:05:06.000 --> 00:05:09.000]  天父上帝我們真的很需要祈禱你
[00:05:09.000 --> 00:05:12.000]  天父我們可能很多事我們都知道
[00:05:12.000 --> 00:05:14.000]  但當我們要在這個世上
[00:05:14.000 --> 00:05:16.000]  要活出上帝給我們的特質
[00:05:16.000 --> 00:05:17.000]  特性
[00:05:17.000 --> 00:05:18.000]  有時真的很難
[00:05:18.000 --> 00:05:20.000]  但天父求你幫助我們
[00:05:20.000 --> 00:05:22.000]  願今日這段經文
[00:05:22.000 --> 00:05:23.000]  成為我們提醒
[00:05:23.000 --> 00:05:25.000]  亦成為我們激勵
[00:05:25.000 --> 00:05:26.000]  最後多謝你聽我們禱告
[00:05:26.000 --> 00:05:27.000]  我們祈禱
[00:05:27.000 --> 00:05:29.000]  奉耶穌基督的名祈求
[00:05:29.000 --> 00:05:30.000]  阿們
[00:05:30.000 --> 00:05:33.000]  經文開始的第一個字
[00:05:33.000 --> 00:05:36.000]  「不過」這個字
[00:05:36.000 --> 00:05:40.000]  「不過」的原文是「爹」
[00:05:40.000 --> 00:05:44.000]  這個字的出現是
[00:05:44.000 --> 00:05:48.000]  上文和下文是一個很強烈的對比意思
[00:05:48.000 --> 00:05:50.000]  上文是說甚麼呢
[00:05:50.000 --> 00:05:54.000]  上文是說一班人是誤信從神的
[00:05:54.000 --> 00:05:56.000]  拒絕福音的人
[00:05:56.000 --> 00:05:58.000]  不接受救恩的人
[00:05:58.000 --> 00:06:00.000]  而他們的結局將會是滅亡
[00:06:00.000 --> 00:06:04.000]  甚至聖經形容這班人的生命
[00:06:04.000 --> 00:06:08.000]  是充滿了惡毒、詭詐、假善和疾到
[00:06:08.000 --> 00:06:11.000]  「不過」來到第九節
[00:06:11.000 --> 00:06:13.000]  「不過」作為基督徒的你們
[00:06:13.000 --> 00:06:15.000]  信了耶穌的你們
[00:06:15.000 --> 00:06:16.000]  是怎樣的
[00:06:16.000 --> 00:06:19.000]  是一班被揀選的一族
[00:06:19.000 --> 00:06:21.000]  是君尊的祭司
[00:06:21.000 --> 00:06:23.000]  是神聖的國度
[00:06:23.000 --> 00:06:25.000]  是屬上帝的子民
[00:06:25.000 --> 00:06:29.000]  而這班人其實有一個共通點
[00:06:29.000 --> 00:06:34.000]  其實這班人是分別為聖歸上帝的人
[00:06:34.000 --> 00:06:36.000]  分別為聖的意思是甚麼呢
[00:06:36.000 --> 00:06:41.000]  即是你和我和那些未信主的人是不一樣的
