
[00:00:00.000 --> 00:00:02.240]  今天為了…
[00:00:02.240 --> 00:00:04.200]  我會說經文
[00:00:04.200 --> 00:00:09.840]  《出埃及記》34章29到35節
[00:00:09.840 --> 00:00:12.600]  後面的部分可以轉一下
[00:00:12.600 --> 00:00:13.800]  打開
[00:00:13.800 --> 00:00:15.600]  好
[00:00:15.600 --> 00:00:19.040]  我不知道大家最近有沒有去過行山
[00:00:19.040 --> 00:00:20.640]  但天氣比較繁複
[00:00:20.640 --> 00:00:23.240]  但前陣子很流行一件事
[00:00:23.240 --> 00:00:24.160]  不知道大家有沒有去
[00:00:24.160 --> 00:00:25.840]  就是Solo Camping
[00:00:25.840 --> 00:00:27.520]  有沒有人試過Solo Camping
[00:00:27.520 --> 00:00:28.640]  一個人上山
[00:00:29.000 --> 00:00:31.000]  有勇士
[00:00:31.000 --> 00:00:31.760]  有
[00:00:31.760 --> 00:00:35.320]  前陣子我中了新冠肺炎
[00:00:35.320 --> 00:00:37.000]  很久很久之前的前陣子
[00:00:37.000 --> 00:00:39.280]  因為我老公去了柬埔寨
[00:00:39.280 --> 00:00:40.320]  所以你今天看不到他
[00:00:40.320 --> 00:00:44.600]  繼續紀念他們在柬埔寨短孫的需要
[00:00:44.600 --> 00:00:46.840]  回到正題
[00:00:46.840 --> 00:00:48.520]  前陣子是Solo Camping
[00:00:48.520 --> 00:00:50.840]  我中了新冠肺炎就看
[00:00:50.840 --> 00:00:52.280]  其實是做什麼的呢
[00:00:52.280 --> 00:00:53.560]  我看到好像大概…
[00:00:53.560 --> 00:00:55.080]  YouTube很多影片都差不多
[00:00:55.080 --> 00:00:56.840]  都是去一個地方
[00:00:56.840 --> 00:00:58.920]  很遠的,好像沒有人一樣
[00:00:59.160 --> 00:01:00.760]  然後搭一個帳篷
[00:01:00.760 --> 00:01:03.080]  然後他做什麼呢
[00:01:03.080 --> 00:01:06.120]  就是帶著一個貓或者狗
[00:01:06.120 --> 00:01:08.200]  去煮飯、洗碗
[00:01:08.200 --> 00:01:10.560]  就是跟我們家裡做的好像差不多
[00:01:10.560 --> 00:01:12.000]  然後他就睡覺
[00:01:12.000 --> 00:01:14.000]  可能那位弟兄又有點不同
[00:01:14.000 --> 00:01:19.760]  但是看很多影片都是說差不多的事情
[00:01:19.760 --> 00:01:23.520]  不知道背後的一個原因
[00:01:23.520 --> 00:01:25.360]  但是我明白到的就是
[00:01:25.360 --> 00:01:27.200]  都市人真的很忙
[00:01:27.200 --> 00:01:30.400]  有些說下班了馬上趕快跑去山上
[00:01:30.400 --> 00:01:33.320]  要搭一個棚去休息
[00:01:33.320 --> 00:01:34.800]  去避世
[00:01:34.800 --> 00:01:35.760]  去安靜
[00:01:35.760 --> 00:01:37.200]  是不是很需要
[00:01:37.200 --> 00:01:39.280]  其實我心裡面
[00:01:39.280 --> 00:01:43.400]  那時候病了也覺得很需要休息的時間
[00:01:43.400 --> 00:01:48.600]  原來聖經裡面也有一個人去了Solo Camping
[00:01:48.600 --> 00:01:50.000]  出了經文
[00:01:50.000 --> 00:01:51.000]  爆了一波
[00:01:51.000 --> 00:01:52.560]  大家可能也猜到了
[00:01:52.560 --> 00:01:53.840]  就是摩西
[00:01:54.000 --> 00:01:58.600]  摩西總共去了40週夜
[00:01:58.600 --> 00:02:00.720]  在當中做什麼呢
[00:02:00.720 --> 00:02:03.000]  他不是為了休息
[00:02:03.000 --> 00:02:04.920]  原來他去上山
[00:02:04.920 --> 00:02:07.280]  他的背景就是
[00:02:07.280 --> 00:02:08.760]  原來他帶領的民族
[00:02:08.760 --> 00:02:12.480]  正處於一個內憂外患的光景裡面
[00:02:12.480 --> 00:02:15.520]  好像外族又要打過來
[00:02:15.520 --> 00:02:19.640]  裡面的人又不聽他的話
[00:02:19.640 --> 00:02:22.520]  之前又做了一個金牛毒
[00:02:22.520 --> 00:02:24.640]  又不聽神的話
[00:02:24.640 --> 00:02:26.920]  又犯了十誡的第四誡
[00:02:26.920 --> 00:02:29.120]  非常煩擾摩西
[00:02:29.120 --> 00:02:31.080]  於是神就叫了他上山
[00:02:31.080 --> 00:02:31.920]  西乃山
[00:02:31.920 --> 00:02:34.000]  去聽神的吩咐
[00:02:34.000 --> 00:02:36.040]  教他怎麼去解決問題
[00:02:36.040 --> 00:02:38.040]  不知道你今天
[00:02:38.040 --> 00:02:40.720]  無論你坐在哪個位置
[00:02:40.720 --> 00:02:44.440]  你今天生命的光景又是怎麼樣呢
[00:02:44.440 --> 00:02:48.440]  記不記得我們上次有一位客席的講師
[00:02:48.440 --> 00:02:49.080]  不是講師
[00:02:49.080 --> 00:02:50.200]  講完來了
[00:02:50.200 --> 00:02:52.080]  記不記得他叫什麼名字
[00:02:53.080 --> 00:02:55.120]  Pastor Jim
[00:02:55.120 --> 00:02:57.400]  他說提醒我們不要
[00:02:57.400 --> 00:03:00.320]  要專心聽到
[00:03:00.320 --> 00:03:03.760]  今天希望大家可以做到
[00:03:03.760 --> 00:03:05.080]  要專心聽到
[00:03:05.080 --> 00:03:06.000]  不要滾手機
[00:03:06.000 --> 00:03:07.560]  突然間很嚴厲
[00:03:07.560 --> 00:03:08.480]  不過是笑著的
[00:03:08.480 --> 00:03:09.080]  OK
[00:03:09.080 --> 00:03:10.760]  還有今天
[00:03:10.760 --> 00:03:12.640]  因為剛才說了拜金牛毒
[00:03:12.640 --> 00:03:13.360]  拜偶像
[00:03:13.360 --> 00:03:14.800]  提醒大家
[00:03:14.800 --> 00:03:16.960]  然後鼓勵大家
[00:03:16.960 --> 00:03:18.480]  繼續
[00:03:18.480 --> 00:03:20.600]  我記得Pastor Jim那天講完
[00:03:20.600 --> 00:03:23.240]  每個人都說很宅心
[00:03:23.240 --> 00:03:24.840]  真的要專心聽到
[00:03:24.840 --> 00:03:26.080]  不要早走
[00:03:26.080 --> 00:03:26.800]  佈局的時候
[00:03:26.800 --> 00:03:28.520]  都是關心教會
[00:03:28.520 --> 00:03:29.360]  群體的時間
[00:03:29.360 --> 00:03:30.360]  不要早走
[00:03:30.360 --> 00:03:33.480]  這些所有都是我們去討神喜悅
[00:03:33.480 --> 00:03:35.960]  以及尊重神
[00:03:35.960 --> 00:03:38.440]  表示我們願意做他的門徒
[00:03:38.440 --> 00:03:40.040]  其中一些素質
[00:03:40.040 --> 00:03:41.160]  挑戰大家
[00:03:41.160 --> 00:03:42.400]  也鼓勵大家
[00:03:42.400 --> 00:03:43.200]  好
[00:03:43.200 --> 00:03:47.640]  不知道大家今天生命的光景又是怎麼樣呢
[00:03:47.640 --> 00:03:49.720]  你的光景怎麼樣呢
[00:03:50.720 --> 00:03:52.480]  我講得好像很文奏
[00:03:52.480 --> 00:03:55.680]  你今天的狀態是怎麼樣的呢
[00:03:55.680 --> 00:03:57.600]  你今天有多少
[00:03:57.600 --> 00:03:59.400]  如果是零到一百
[00:03:59.400 --> 00:04:03.800]  你有多麼愛主耶穌呢
[00:04:03.800 --> 00:04:07.680]  你有多麼愛救你的那個
[00:04:07.680 --> 00:04:09.000]  在十字架上面
[00:04:09.000 --> 00:04:11.880]  剛才小朋友說這個是十字架
[00:04:11.880 --> 00:04:12.560]  聽到嗎
[00:04:12.560 --> 00:04:15.720]  所以有時候我們有些小朋友在當中很好
[00:04:15.720 --> 00:04:17.360]  這個是不是Jesus
[00:04:17.360 --> 00:04:18.520]  十字架
[00:04:19.000 --> 00:04:21.400]  他在那裡為我們的罪釘死
[00:04:21.400 --> 00:04:22.120]  弟兄姊妹
[00:04:22.120 --> 00:04:23.960]  很認真
[00:04:23.960 --> 00:04:25.520]  所以我們今天回來
[00:04:25.520 --> 00:04:26.880]  很想聽他的話
[00:04:26.880 --> 00:04:28.200]  很想被神光照
[00:04:28.200 --> 00:04:28.560]  是不是
[00:04:28.560 --> 00:04:29.120]  對嗎
[00:04:29.120 --> 00:04:32.520]  願意我們進入神的話語之色
[00:04:32.520 --> 00:04:34.400]  我們再一次專心去禱告
[00:04:34.400 --> 00:04:34.800]  好嗎
[00:04:34.800 --> 00:04:35.600]  我們一起禱告
[00:04:35.600 --> 00:04:36.960]  親愛的天父
[00:04:36.960 --> 00:04:39.200]  我再一次為群體禱告
[00:04:39.200 --> 00:04:40.960]  願意祢預備好我們的生命
[00:04:40.960 --> 00:04:45.840]  因為祢的話是每一句不大有能力的時候
[00:04:45.840 --> 00:04:46.560]  願意呢
[00:04:47.640 --> 00:04:49.160]  我們的心被祢校正
[00:04:49.160 --> 00:04:50.440]  聖靈求祢幫助我們
[00:04:50.440 --> 00:04:54.040]  讓我們知道我們回來
[00:04:54.040 --> 00:04:55.920]  是真的去領受祢的話
[00:04:55.920 --> 00:04:58.840]  我們真的相信祢就是那位
[00:04:58.840 --> 00:05:00.880]  願意跟我們同在
[00:05:00.880 --> 00:05:02.720]  真的可以改變我們的生命
[00:05:02.720 --> 00:05:05.520]  就算我們的處境有多黑暗
[00:05:05.520 --> 00:05:07.720]  我們的處境有
[00:05:07.720 --> 00:05:11.000]  可能充滿了很多沒有養分的討論
[00:05:11.000 --> 00:05:13.400]  或者我們的處境已經是
[00:05:13.400 --> 00:05:15.600]  令我們的心很麻木
[00:05:15.600 --> 00:05:16.880]  但是我們知道
[00:05:17.880 --> 00:05:19.160]  我們不靠著祢
[00:05:19.160 --> 00:05:21.160]  我們完全是發不了光
[00:05:21.160 --> 00:05:23.520]  完全是支取不了力量
[00:05:23.520 --> 00:05:24.160]  願意呢
[00:05:24.160 --> 00:05:26.280]  祢幫助我們這裡每一位
[00:05:26.280 --> 00:05:29.560]  去看到祢的好處
[00:05:29.560 --> 00:05:31.680]  幫助我們去就近祢
[00:05:31.680 --> 00:05:32.600]  我們這樣禱告
[00:05:32.600 --> 00:05:34.440]  是奉主明求衙門
[00:05:34.440 --> 00:05:35.320]  好
[00:05:35.320 --> 00:05:38.800]  讓我們首先進入我們的經文背景
[00:05:38.800 --> 00:05:39.880]  34章
[00:05:39.880 --> 00:05:40.480]  記得嗎
[00:05:40.480 --> 00:05:41.680]  之前說什麼
[00:05:41.680 --> 00:05:43.040]  32章開始
[00:05:43.040 --> 00:05:44.960]  說到拜金謀獨
[00:05:44.960 --> 00:05:46.440]  然後33章說什麼
[00:05:47.440 --> 00:05:49.480]  就說神審判
[00:05:49.480 --> 00:05:50.400]  殺了多少人
[00:05:50.400 --> 00:05:52.800]  多少千人
[00:05:52.800 --> 00:05:54.400]  3000人
[00:05:54.400 --> 00:05:56.480]  然後他們有沒有悔改
[00:05:56.480 --> 00:05:57.720]  有還是沒有
[00:05:57.720 --> 00:05:59.840]  有悔改
[00:05:59.840 --> 00:06:01.880]  因為神說不跟他們同在
[00:06:01.880 --> 00:06:04.160]  神不跟我們同在有多大件事
[00:06:04.160 --> 00:06:05.800]  我們死定了
[00:06:05.800 --> 00:06:06.600]  沒有神的同在
[00:06:06.600 --> 00:06:07.280]  你信不信
[00:06:07.280 --> 00:06:09.040]  是的
[00:06:09.040 --> 00:06:10.080]  神不跟我們同在
[00:06:10.080 --> 00:06:11.440]  原來我們也不行
[00:06:11.440 --> 00:06:13.960]  我們靠我們的沙子
[00:06:13.960 --> 00:06:16.200]  靠我們賺多少錢工一個月
[00:06:16.320 --> 00:06:18.400]  靠我們每天靈修多少次
[00:06:18.400 --> 00:06:19.720]  原來也不行
[00:06:19.720 --> 00:06:22.320]  原來我們的心是很重要的
[00:06:22.320 --> 00:06:23.560]  神很看我們的心
[00:06:23.560 --> 00:06:25.200]  我們信服祂
