
[00:00:00.000 --> 00:00:01.360]  早安,弟兄姊妹
[00:00:01.360 --> 00:00:02.360]  早安
[00:00:02.360 --> 00:00:03.640]  今天有些雨
[00:00:03.640 --> 00:00:07.560]  走的時候記得要小心走
[00:00:07.560 --> 00:00:09.320]  特別是老人家
[00:00:09.320 --> 00:00:12.040]  我是老人家準者團契的
[00:00:12.040 --> 00:00:14.160]  我最怕什麼呢?
[00:00:14.160 --> 00:00:15.640]  癱病
[00:00:15.640 --> 00:00:17.440]  為什麼呢?
[00:00:17.440 --> 00:00:19.400]  很多時候老人家一跌
[00:00:19.400 --> 00:00:21.040]  斷腳就很麻煩
[00:00:21.040 --> 00:00:21.920]  然後住院
[00:00:21.920 --> 00:00:23.720]  然後很快就去哪裡?
[00:00:23.720 --> 00:00:24.840]  老人院
[00:00:24.840 --> 00:00:25.920]  很快就去哪裡?
[00:00:25.920 --> 00:00:27.200]  幫他做安息
[00:00:27.200 --> 00:00:29.360]  所以我都提醒老人家
[00:00:29.360 --> 00:00:30.880]  記住下雨的時候
[00:00:30.880 --> 00:00:32.400]  有怪象就用怪象
[00:00:32.400 --> 00:00:33.600]  不要擅襯
[00:00:33.600 --> 00:00:36.880]  去到雨季我都很擔心我的長者
[00:00:36.880 --> 00:00:39.960]  不過我的長者是很有智慧的人
[00:00:39.960 --> 00:00:42.680]  今天我們早堂
[00:00:42.680 --> 00:00:47.760]  繼續《獵王記》上的講道
[00:00:47.760 --> 00:00:51.960]  今天跟大家講的經文很長
[00:00:51.960 --> 00:00:56.920]  在《獵王記》上三章十六至四章三十四節
[00:00:57.800 --> 00:01:00.640]  這裡有幾章的經文
[00:01:00.640 --> 00:01:01.960]  一章半
[00:01:01.960 --> 00:01:04.720]  我給了一個題目
[00:01:04.720 --> 00:01:06.920]  叫做「智慧人的智慧」
[00:01:06.920 --> 00:01:10.840]  我們看看什麼叫智慧
[00:01:10.840 --> 00:01:14.680]  不知道大家有沒有看英超的習慣
[00:01:14.680 --> 00:01:17.520]  有沒有人看足球英超的?
[00:01:17.520 --> 00:01:19.360]  這個早堂很少
[00:01:19.360 --> 00:01:22.800]  錄了很少
[00:01:22.800 --> 00:01:26.680]  有沒有聽過曼聯這個球隊?
[00:01:27.560 --> 00:01:29.720]  沒有看英超就知道了
[00:01:29.720 --> 00:01:31.560]  證明曼聯很出名
[00:01:31.560 --> 00:01:34.240]  有一個領隊叫做費格遜
[00:01:34.240 --> 00:01:35.080]  有沒有聽過?
[00:01:35.080 --> 00:01:37.440]  真的很出名
[00:01:37.440 --> 00:01:39.720]  他在位多少年?
[00:01:39.720 --> 00:01:42.240]  在這裡帶領曼聯27年
[00:01:42.240 --> 00:01:46.560]  在1986年至2013年
[00:01:46.560 --> 00:01:50.680]  27年期間贏了多少場賽事?
[00:01:50.680 --> 00:01:51.920]  895
[00:01:51.920 --> 00:01:53.120]  多少個獎杯?
