
[00:00:00.000 --> 00:00:04.000]  想和頂姐妹分享
[00:00:04.000 --> 00:00:07.000]  動機,motivation
[00:00:07.000 --> 00:00:12.000]  是指人的一種內在的心理狀態
[00:00:12.000 --> 00:00:16.000]  而這種狀態會促使一個人
[00:00:16.000 --> 00:00:19.000]  在特定的時間發起一個行動
[00:00:19.000 --> 00:00:22.000]  甚至會導向他決定繼續
[00:00:22.000 --> 00:00:25.000]  還是終止這個行動
[00:00:25.000 --> 00:00:28.000]  理論可能很難明白,是嗎?
[00:00:28.000 --> 00:00:31.000]  我先給大家看一些例子
[00:00:31.000 --> 00:00:34.000]  我想給大家看兩三張照片
[00:00:34.000 --> 00:00:38.000]  下一張
[00:00:38.000 --> 00:00:42.000]  好,再給一張
[00:00:42.000 --> 00:00:44.000]  謝謝
[00:00:44.000 --> 00:00:46.000]  大家看完這些照片之後
[00:00:46.000 --> 00:00:49.000]  腦海馬上想到什麼?
[00:00:49.000 --> 00:00:52.000]  是不是待會去翠湖?
[00:00:52.000 --> 00:00:55.000]  盈徽?還是星月樓?
[00:00:55.000 --> 00:00:58.000]  當人看到朱古力
[00:00:58.000 --> 00:01:01.000]  就會刺激到喜歡吃朱古力的人
[00:01:01.000 --> 00:01:05.000]  令他馬上想買一盒朱古力來吃
[00:01:05.000 --> 00:01:07.000]  所以簡單來說
[00:01:07.000 --> 00:01:11.000]  動機是會導向我們去做某一件事
[00:01:11.000 --> 00:01:14.000]  所以我們就會明白
[00:01:14.000 --> 00:01:16.000]  我自己,可能你們未必是
[00:01:16.000 --> 00:01:19.000]  為什麼看完一套韓劇之後
[00:01:19.000 --> 00:01:23.000]  我們會這麼想去劇中出現過的地方打卡?
[00:01:23.000 --> 00:01:26.000]  當然吃喝玩樂這些層面
[00:01:26.000 --> 00:01:28.000]  當然是無傷大雅
[00:01:28.000 --> 00:01:31.000]  但是如果侍奉方面
[00:01:31.000 --> 00:01:33.000]  我們又怎麼可以知道
[00:01:33.000 --> 00:01:36.000]  我們的侍奉動機有沒有出錯?
[00:01:36.000 --> 00:01:39.000]  難不難測試出來?
[00:01:39.000 --> 00:01:43.000]  如果萬一真的診斷到歪了的話
[00:01:43.000 --> 00:01:46.000]  又會帶來什麼影響?
[00:01:46.000 --> 00:01:49.000]  最近我跟同工聊天的時候
[00:01:49.000 --> 00:01:54.000]  分享到我在《文素記》十六章裡的一些靈獸
[00:01:54.000 --> 00:01:59.000]  當中都記載著神的僕人摩西和亞倫
[00:01:59.000 --> 00:02:05.000]  面對著一場前所未有的最大規模的叛變
[00:02:05.000 --> 00:02:11.000]  這次的叛變都可以算是整個《文素記》的轉捩點
[00:02:11.000 --> 00:02:14.000]  以色列人的屬靈情況
[00:02:14.000 --> 00:02:18.000]  從《文素記》第十一章開始就走下坡
[00:02:18.000 --> 00:02:23.000]  他們在第一至十章建立出來的聖結秩序
[00:02:23.000 --> 00:02:28.000]  到《文素記》的十一章開始跌
[00:02:28.000 --> 00:02:32.000]  來到十六章可以說是徹底崩潰
[00:02:32.000 --> 00:02:34.000]  不過感恩的是
[00:02:34.000 --> 00:02:36.000]  神的恩典之下
[00:02:36.000 --> 00:02:38.000]  由第十七章開始
[00:02:38.000 --> 00:02:40.000]  秩序又重新被建立
[00:02:40.000 --> 00:02:45.000]  因為大祭司亞倫的積分被肯定
[00:02:45.000 --> 00:02:50.000]  關鍵在於大祭司的功能發揮作用
[00:02:50.000 --> 00:02:54.000]  所以百姓在經歷神給他們的教訓之後
[00:02:54.000 --> 00:02:57.000]  又可以重新上路
[00:02:57.000 --> 00:02:59.000]  神吩咐摩西和亞倫
[00:02:59.000 --> 00:03:03.000]  要百姓好好記住這一場的管教
[00:03:03.000 --> 00:03:04.000]  我相信今時今日
[00:03:04.000 --> 00:03:07.000]  神仍然透過這段經文提醒我們
[00:03:07.000 --> 00:03:09.000]  以此為鑑
[00:03:09.000 --> 00:03:12.000]  我們一起一起祈禱吧
[00:03:13.000 --> 00:03:16.000]  聖結公義的神啊
[00:03:16.000 --> 00:03:22.000]  祢的律法全被使人心甦醒
[00:03:22.000 --> 00:03:28.000]  祢的法道確定使如人得智慧
[00:03:28.000 --> 00:03:31.000]  求祢以正直的分詞
[00:03:31.000 --> 00:03:33.000]  清潔我們的心靈
[00:03:33.000 --> 00:03:35.000]  明亮我們的眼目
[00:03:35.000 --> 00:03:37.000]  將以下正道的時間
[00:03:37.000 --> 00:03:39.000]  恭敬交託
[00:03:39.000 --> 00:03:41.000]  奉主耶穌寶貴的聖名而求
[00:03:41.000 --> 00:03:43.000]  阿門
[00:03:43.000 --> 00:03:50.000]  聽我讀文素記十六章一至二節的經文
[00:03:50.000 --> 00:03:52.000]  第一節
[00:03:52.000 --> 00:03:55.000]  利尾的曾孫 哥核的孫子
[00:03:55.000 --> 00:03:59.000]  以斯哈的兒子可拉放肆起來
[00:03:59.000 --> 00:04:02.000]  與他同伙的有裡邊人
[00:04:02.000 --> 00:04:05.000]  以利亞的兒子達坦和阿比蘭
[00:04:05.000 --> 00:04:08.000]  以及比勒的兒子安
[00:04:08.000 --> 00:04:10.000]  他們起來反抗摩西
[00:04:10.000 --> 00:04:14.000]  環帶和以色列人中的二百五十個人
[00:04:14.000 --> 00:04:17.000]  都是群體的領袖
[00:04:17.000 --> 00:04:21.000]  在集會裡獲選的知名人士
[00:04:21.000 --> 00:04:24.000]  經文一開始先提及可拉
[00:04:24.000 --> 00:04:30.000]  可想而知可拉就是策劃這次叛變的主角
[00:04:30.000 --> 00:04:32.000]  第一至二節讓我們知道
[00:04:32.000 --> 00:04:36.000]  與他一起的有裡邊支派的領袖
[00:04:36.000 --> 00:04:39.000]  達坦 阿比蘭和安
[00:04:39.000 --> 00:04:42.000]  再加上一群由群眾一起選出來的
[00:04:42.000 --> 00:04:46.000]  二百五十位得高望重的領袖
[00:04:46.000 --> 00:04:48.000]  經文似乎是想凸顯出
[00:04:48.000 --> 00:04:51.000]  這群領袖的身份地位
[00:04:51.000 --> 00:04:54.000]  我腦裡浮現的第一個問題是
[00:04:54.000 --> 00:04:57.000]  可拉究竟是誰呢
[00:04:57.000 --> 00:05:00.000]  第一節的詳細介紹讓我們知道
[00:05:00.000 --> 00:05:04.000]  他是利尾的曾孫 哥核的孫子
[00:05:04.000 --> 00:05:06.000]  所以我們就知道
[00:05:06.000 --> 00:05:11.000]  原來他與摩西 阿倫是同一支派
[00:05:11.000 --> 00:05:13.000]  是同一族的人
[00:05:13.000 --> 00:05:17.000]  不過按照家譜上的名字排列去看
[00:05:17.000 --> 00:05:21.000]  可拉是哥核的二兒子 以斯哈的兒子
[00:05:21.000 --> 00:05:26.000]  而摩西 阿倫是哥核的大兒子 暗蘭的兒子
[00:05:26.000 --> 00:05:30.000]  所以他們應該是堂兄弟的關係
[00:05:30.000 --> 00:05:33.000]  如果我們深水清就會發現
[00:05:33.000 --> 00:05:37.000]  原來兄弟姐妹之間對摩西的反對
[00:05:37.000 --> 00:05:40.000]  由文授記十二章開始
[00:05:40.000 --> 00:05:44.000]  延續到十六章都仍然存在
[00:05:44.000 --> 00:05:46.000]  你說灰不灰呀
[00:05:46.000 --> 00:05:50.000]  最親的人往往是最傷自己心的人
[00:05:50.000 --> 00:05:53.000]  這次自己的堂兄弟可拉
[00:05:53.000 --> 00:05:58.000]  竟然與裡面支派的領袖聯手對抗自己
[00:05:58.000 --> 00:06:00.000]  不過我就很好奇
[00:06:00.000 --> 00:06:05.000]  為何可拉會選擇裡面支派的領袖同伙呢
[00:06:05.000 --> 00:06:09.000]  當我看文授記二章十節
[00:06:09.000 --> 00:06:12.000]  裡面是亞國的長子
[00:06:12.000 --> 00:06:16.000]  李英是十二支派裡面的領袖
[00:06:16.000 --> 00:06:21.000]  但可惜神選了亞國的第四兒子猶大
[00:06:21.000 --> 00:06:23.000]  作為眾支派的首領
[00:06:23.000 --> 00:06:27.000]  所以我的推測是支派當中
[00:06:27.000 --> 00:06:32.000]  應該有不少的雜道和紛爭在發酵
[00:06:32.000 --> 00:06:34.000]  而且另一個提示就是
[00:06:34.000 --> 00:06:40.000]  高客族和裡面支派都安營在會幕的南邊
[00:06:40.000 --> 00:06:43.000]  所以可能因為他們有密切的聯繫
[00:06:43.000 --> 00:06:45.000]  住得近
[00:06:45.000 --> 00:06:49.000]  所以兩班動機歪了的人走在一起
[00:06:49.000 --> 00:06:52.000]  一線就動起來了
[00:06:52.000 --> 00:06:54.000]  他們控訴甚麼呢
[00:06:54.000 --> 00:06:56.000]  第三節
[00:06:56.000 --> 00:06:59.000]  他們衝著摩西和亞倫聚集
[00:06:59.000 --> 00:07:02.000]  對他們說你們太過分了
[00:07:02.000 --> 00:07:06.000]  整個群體人人都是分別為勝的
[00:07:06.000 --> 00:07:08.000]  耶和華也在他們當中
[00:07:08.000 --> 00:07:13.000]  你們為甚麼抬高自己超過耶和華的會眾
[00:07:13.000 --> 00:07:16.000]  第三節讓我們知道
[00:07:16.000 --> 00:07:20.000]  可拉控訴摩西和亞倫抬高自己
[00:07:20.000 --> 00:07:24.000]  和合本翻譯為擅自尊權
[00:07:24.000 --> 00:07:29.000]  可拉是在指控摩西壟斷了聖潔的位置
[00:07:29.000 --> 00:07:33.000]  私下委派亞倫做大祭司
[00:07:33.000 --> 00:07:39.000]  當我去嘗試代入可拉的角色的時候
[00:07:39.000 --> 00:07:41.000]  好像很合理
[00:07:41.000 --> 00:07:45.000]  我們今天就說有聖經可以全面看到
[00:07:45.000 --> 00:07:49.000]  亞倫和他的後代被神揀選成為祭司
[00:07:49.000 --> 00:07:52.000]  但是他們昔日沒有聖經
[00:07:52.000 --> 00:07:56.000]  只看到摩西獨自上山朝見神
[00:07:56.000 --> 00:07:59.000]  回到後來就對某些崗位有了定案
[00:07:59.000 --> 00:08:01.000]  換作是我
[00:08:01.000 --> 00:08:03.000]  可能我也有些懷疑
[00:08:03.000 --> 00:08:08.000]  可拉的指控既強烈而且振振有詞
[00:08:08.000 --> 00:08:12.000]  但是這個指控又是不是事實呢
[00:08:12.000 --> 00:08:17.000]  其實第一節聖經已經給了我們答案
[00:08:17.000 --> 00:08:19.000]  經文告訴我們
[00:08:19.000 --> 00:08:23.000]  這次他們的動機是放肆起來了
[00:08:23.000 --> 00:08:28.000]  放肆起來原文這個字在文本上是有些破損的
[00:08:28.000 --> 00:08:31.000]  只是看到他翻譯為「禿」
[00:08:31.000 --> 00:08:34.000]  「起來了」或「拿起了」
[00:08:34.000 --> 00:08:37.000]  但沒有說明拿起了甚麼
[00:08:37.000 --> 00:08:40.000]  無論如何在這件事裡
[00:08:40.000 --> 00:08:45.000]  神已經判斷了他們這次的行動是放肆起來
[00:08:45.000 --> 00:08:50.000]  而第三節整個群體人人都是分別為聖的
[00:08:50.000 --> 00:08:54.000]  這句話可拉可能是指到上文
[00:08:54.000 --> 00:08:58.000]  文數記十五章三十七到四十節
[00:08:58.000 --> 00:09:01.000]  依復睡子的律例
[00:09:01.000 --> 00:09:05.000]  神吩咐他們要在衣裳邊結一條睡子
[00:09:05.000 --> 00:09:09.000]  目的就是神要他們看到這件物件
[00:09:09.000 --> 00:09:13.000]  提醒他們是被神分別為聖
[00:09:13.000 --> 00:09:15.000]  要服侍神的人
[00:09:15.000 --> 00:09:18.000]  但可拉可能誤會了
[00:09:18.000 --> 00:09:22.000]  既然神已經將各個領袖都結正了
[00:09:22.000 --> 00:09:26.000]  所以理所當然在地位上應該都是平等
[00:09:26.000 --> 00:09:30.000]  自己跟摩西跟亞倫應該是沒有分別的
[00:09:30.000 --> 00:09:33.000]  為甚麼只有亞倫可以做祭司
[00:09:33.000 --> 00:09:38.000]  所以可拉就按著這個理由提出異議
[00:09:38.000 --> 00:09:43.000]  不過我們要知道文數記四章四到二十節告訴我們
[00:09:43.000 --> 00:09:47.000]  其實可拉的崗位都不算小
[00:09:47.000 --> 00:09:49.000]  因為在利未人之中
[00:09:49.000 --> 00:09:54.000]  哥核族除了亞倫和他的後裔能夠做祭司之外
[00:09:54.000 --> 00:09:59.000]  相比起百姓他們都算是最近神的人
[00:09:59.000 --> 00:10:06.000]  他們是負責看守、搬運和管理回眸中所有的聖物
[00:10:06.000 --> 00:10:10.000]  所以他們的崗位一點都不少
[00:10:10.000 --> 00:10:14.000]  不過可拉可能是一朝得志
[00:10:14.000 --> 00:10:17.000]  之後就想要更多
[00:10:17.000 --> 00:10:23.000]  再加上我猜他們是第一代的以色列民
[00:10:23.000 --> 00:10:26.000]  他們在埃及長大
[00:10:26.000 --> 00:10:33.000]  他們的成長就眼見埃及的祭司差不多是一人之下萬人之上
[00:10:33.000 --> 00:10:35.000]  在法老的重用下
[00:10:35.000 --> 00:10:40.000]  埃及的祭司既有權力能夠呼風喚雨
[00:10:40.000 --> 00:10:43.000]  又可以有可觀的利益收入
[00:10:43.000 --> 00:10:45.000]  不知道是不是因為這樣
[00:10:45.000 --> 00:10:49.000]  因著世俗的影響動機就歪了
[00:10:49.000 --> 00:10:55.000]  可拉對摩西的指責正正是他自己裡面出現了的問題
[00:10:55.000 --> 00:10:58.000]  不過這班人來到摩西面前
[00:10:58.000 --> 00:11:03.000]  想叛變就已經開始了自取滅亡之路
[00:11:03.000 --> 00:11:08.000]  因為他們正在針對的純選召的僕人
[00:11:08.000 --> 00:11:12.000]  讓我們看看另一班不滿的人
[00:11:12.000 --> 00:11:14.000]  控訴些什麼
[00:11:14.000 --> 00:11:16.000]  12至14節
[00:11:16.000 --> 00:11:21.000]  摩西派人去召喚以利亞的兒子達坦和阿比蘭
[00:11:21.000 --> 00:11:24.000]  他們卻說我們不上去
[00:11:24.000 --> 00:11:28.000]  你把我們從流奶流蜜之地領出來
[00:11:28.000 --> 00:11:31.000]  為了在荒野殺死我們
[00:11:31.000 --> 00:11:33.000]  這是小事嗎
[00:11:33.000 --> 00:11:36.000]  你還真的要做我們的首領嗎
[00:11:36.000 --> 00:11:40.000]  而且你沒有把我們領到流奶流蜜之地
[00:11:40.000 --> 00:11:44.000]  也沒有給我們田地和葡萄園作為產業
[00:11:44.000 --> 00:11:47.000]  這些人的眼睛你想挖掉嗎
[00:11:47.000 --> 00:11:49.000]  我們不上去
[00:11:49.000 --> 00:11:53.000]  裡面支派的領袖指控摩西
[00:11:53.000 --> 00:11:57.000]  未能夠依照承諾帶領百姓進入迦南
[00:11:57.000 --> 00:12:02.000]  他們的指控又為他們掩飾什麼呢
[00:12:02.000 --> 00:12:08.000]  他們說摩西將他們從流奶流蜜之地領出來
[00:12:08.000 --> 00:12:12.000]  又沒有分田地和葡萄園給他們
[00:12:12.000 --> 00:12:15.000]  還誣告摩西誣陷神的子民
[00:12:15.000 --> 00:12:19.000]  我想問你們聽起來有沒有問題
[00:12:19.000 --> 00:12:21.000]  有吧
[00:12:21.000 --> 00:12:25.000]  我告訴你們這件事真是影針大件事
[00:12:25.000 --> 00:12:28.000]  其實他們是直接控訴神
[00:12:28.000 --> 00:12:31.000]  為什麼要帶他們出埃及
[00:12:31.000 --> 00:12:33.000]  裡面為了自己的指控
[00:12:33.000 --> 00:12:35.000]  能夠得到群眾的支持
[00:12:35.000 --> 00:12:39.000]  竟然稱埃及這個壓榨他們的地方
[00:12:39.000 --> 00:12:42.000]  是流奶流蜜之地
[00:12:42.000 --> 00:12:45.000]  向來流奶軟蜜這句話
[00:12:45.000 --> 00:12:50.000]  是用來表達神賜給他們的應許之地迦南的形容
[00:12:50.000 --> 00:12:55.000]  但他們為求達到目的不惜扭曲神的說話
[00:12:55.000 --> 00:12:58.000]  之後還說摩西失信於民
[00:12:58.000 --> 00:13:01.000]  煽動群眾的情緒
[00:13:01.000 --> 00:13:04.000]  還說摩西其實是想在曠野殺死他們
[00:13:04.000 --> 00:13:06.000]  自立為王
[00:13:06.000 --> 00:13:07.000]  第十四節
