
[00:00:00.000 --> 00:00:04.000]  等於你們好,剛才在敬拜中想分享自己的感受
[00:00:04.000 --> 00:00:20.000]  剛才Angela說,敬拜多人和少人,最重要是神在我們中間
[00:00:20.000 --> 00:00:31.000]  今天看起來好像少人,剛才在敬拜中想起什麼?我覺得少人對我來說很有親切感
[00:00:31.000 --> 00:00:36.000]  為什麼呢?因為我的舞會是一間小教會
[00:00:36.000 --> 00:00:45.000]  100人的數目已經是我整個教會的人,包括我媽媽的年紀和我的兒生的年紀
[00:00:45.000 --> 00:00:51.000]  我全部人,不要說我自己成長,可能同年紀很少
[00:00:51.000 --> 00:00:59.000]  剛才坐下來的時候,看起來好像今天沒有那麼虛憾,我們平時很虛憾
[00:00:59.000 --> 00:01:06.000]  想起自己信仰成長的團契生活,想起的時候有一份很大的感動
[00:01:06.000 --> 00:01:23.000]  回應娜媽的一句話,不用很多人,但如何才能一起敬拜我珍惜的呢?
[00:01:23.000 --> 00:01:29.000]  我猜是一班一起成長的同路人,一班信仰的群體
[00:01:29.000 --> 00:01:40.000]  在敬拜中,我想起陪伴我成長的大英姊妹,今天對你來說少了100人
[00:01:40.000 --> 00:01:47.000]  我不知道對你的影響有多大,但我想最大影響就是坐在你旁邊的組員不在你身邊
[00:01:47.000 --> 00:01:59.000]  我猜這個敬拜會有點失色,或者我們回來的時候,原來沒有同伴,沒有我們想在一起的人,沒有可以分享生命的人
[00:01:59.000 --> 00:02:03.000]  我猜這個敬拜,這個聚會,這個群體會令你有點空虛
[00:02:03.000 --> 00:02:11.000]  不過我想剛才在裡面有這樣的感受,上帝讓我們有這個群體,讓我們在一起,其實是一件很感恩的事
[00:02:11.000 --> 00:02:19.000]  是剛才的感受力,進入今天的講道,講道是講題與世界不同的愛
[00:02:19.000 --> 00:02:28.000]  其實我們也在跟隨每一個月的講道主題,今年的主題我們說要全福音
[00:02:28.000 --> 00:02:35.000]  但今個月的主題其實是講什麼呢?講牧養同行和全福音的關係
[00:02:35.000 --> 00:02:45.000]  我就想,什麼來的,怎樣的,其實牧養同行,上個禮拜Watchman也是這樣說,很難說,牧養同行和全福音,全福音會走出去的
[00:02:45.000 --> 00:02:54.000]  牧養同行在裡面的,那有什麼關係呢?我又想起一件事,我想起的事情就是,其實這一次教會裡面
[00:02:54.000 --> 00:03:03.000]  我們經常說邀請人們回教會,邀請新朋友來到我們中間,我會問,其實我們叫他們回來做什麼呢?
[00:03:03.000 --> 00:03:09.000]  如果我又錯問,我明天也會再說一次,所以請你過來糾正我,隨便吧
[00:03:09.000 --> 00:03:16.000]  總之我想問的是,其實外面的群體和裡面教會的群體有什麼分別呢?
[00:03:16.000 --> 00:03:27.000]  不讀了,兩者有什麼分別呢?在教會裡面,我自己畫的圖,我原本想找那些火柴人,我怕你們笑我,所以我也是截圖算數
[00:03:27.000 --> 00:03:37.000]  教會裡面,通常也有一群人,我們群體也是這樣,待會我們開組也是這樣,坐在這裡聊聊天,聊聊天
[00:03:37.000 --> 00:03:50.000]  社區中心也是差不多的,不過可能如果問兩者的分別,可能就是回教會讀聖經,但是可能去社區中心可能是你們的興趣,你們自己的興趣
[00:03:50.000 --> 00:04:01.000]  或者做功課,溫習,那些,我就問,為什麼你邀請新朋友回來教會的時候,或者你自己有沒有這樣理解過
[00:04:01.000 --> 00:04:11.000]  究竟這一群人坐下來,和那一群人坐下來,其實又有什麼分別呢?今天我的講題叫做與世界不同的愛
[00:04:11.000 --> 00:04:25.000]  我的理解是,其實這兩個群體,這些群體的不一樣,應該是從我們裡面的關係會有些不一樣,究竟怎樣不一樣呢?很想從今天的經文裡面去找,或者去提,去學習
[00:04:25.000 --> 00:04:41.000]  今天選的經文是出埃及記第二章一至十節,不如我們一起先讀今天我們會去看的經文,不如你幫我讀,準備好,一二三,有一個
[00:04:41.000 --> 00:05:00.000]  那女人懷孕,生一個兒子,見他進尾,就藏了他三個月。後來不能再藏,就取了一個葡草箱,抹上石漆和石油,將孩子放在裡頭,把箱子葛在河邊的奴隸中
[00:05:00.000 --> 00:05:19.000]  孩子的姐姐遠遠站著,要他怎麼樣?法老的女兒來到河邊洗澡,他的侍女們在河邊行走,他看見箱子在奴隸中,就打發一個婢女拿來
[00:05:19.000 --> 00:05:42.000]  他打開箱子,看見孩子哭了,他就可憐他說,這是希伯來的一個孩子,孩子的姐姐,我在希伯來府人中叫一個奶媽來,為你奶姐孩子,可以不可以?
[00:05:42.000 --> 00:06:07.000]  法老的女兒說,可以,同侶就去叫了孩子的母親來。法老的女兒對他說,你把這孩子抱去,為我奶他,我必給你公價,抱孩子去奶他,孩子漸漲,府人就…
[00:06:07.000 --> 00:06:14.000]  他起名叫摩西,二師說,因我把他從…
[00:06:14.000 --> 00:06:26.000]  好,謝謝各位,可不可以給點掌聲施示,我覺得我今天聽到他們讀得很好,非常好,都給點掌聲給你們自己,因為我覺得你們讀得比我好
[00:06:26.000 --> 00:06:38.000]  我們進入今天的經文,不如我們一起祈禱,等一下,我們多謝你讓我們在教會裡面有大兄姊妹,我們在裡面可以實踐一份愛,一份從你而來的愛
[00:06:38.000 --> 00:06:56.000]  主要我們今天去看,去看更多這份愛和外面的關係,外面也有愛,但這件事有什麼不同,有什麼分別,幫助我們去認識你的說話,去明白你的說話,並且去經歷那份不一樣的愛,幫助我們,我們禱告奉主耶穌的五字旗及
[00:06:56.000 --> 00:07:07.000]  好,先看看背景,看的是出埃及記,出埃及記是技術神拯救以色列人這個民族的歷史記錄
[00:07:07.000 --> 00:07:17.000]  這本書之前的一本是創世紀,這是我們今天看出埃及記的第二章,跟隨一下故事說到哪裡
[00:07:17.000 --> 00:07:27.000]  在前一本書創世紀最後的故事裡面,約瑟,一個叫約瑟的人,將他父親,即是亞國,即是以色列,我們經常說以色列人
[00:07:27.000 --> 00:07:40.000]  即是約瑟將他父親亞國的一家人帶入埃及,他們為什麼會帶入埃及呢,因為要避開他們足以滅族的饑荒災難危機
[00:07:40.000 --> 00:07:51.000]  他們原本在那個地方,其實他們的家族面對的就是快沒東西吃了,所以約瑟作為埃及的宰相,他就帶了他一家來到這裡
[00:07:51.000 --> 00:08:08.000]  他們以色列的全家就開始在埃及寄居生活,因為那時候約瑟是德令的埃及宰相,在他的保護下,其實以色列的一家在埃及的生活是很得到保障
[00:08:08.000 --> 00:08:18.000]  以至以色列人在埃及地,其實他都說是生養眾多,極其強盛,是一個這樣的狀況,初頭他們在埃及的時候是過得不錯
[00:08:18.000 --> 00:08:30.000]  但是隨著約瑟和他的兄弟那一代人的死亡,有一些不認識約瑟的埃及王開始上任
[00:08:30.000 --> 00:08:43.000]  以色列人的處境在埃及就出現了一個很大的變化,以色列民族的人數繼續抗爭
[00:08:43.000 --> 00:08:56.000]  埃及王擔心,他說他們這麼多人,他們寄居在這裡,但是埃及王很擔心的是他們人多的時候,他比我多,他會反我
[00:08:56.000 --> 00:09:07.000]  他害怕的時候,埃及王就決定要俘害以色列人,逼他們做苦工,不給他們草,什麼都不給他們,叫他們要做很多工程
[00:09:07.000 --> 00:09:25.000]  他逼他們做苦工的目標是想阻止這個民族的擴大,不過在神的眷顧下,埃及王雖然虎待以色列人,但是他們的人數,以色列人的人數卻越多越來越多,生養眾多很快
