
[00:00:00.000 --> 00:00:06.000]  多謝敬拜隊帶領我們一起在崇拜裡面去敬拜他
[00:00:06.000 --> 00:00:09.000]  剛才我不知道你在敬拜裡面
[00:00:09.000 --> 00:00:12.000]  主席他的帶領給你有什麼體會
[00:00:12.000 --> 00:00:15.000]  我聽到一句很深刻的就是
[00:00:15.000 --> 00:00:18.000]  其實第一次會你有沒有什麼困擾
[00:00:18.000 --> 00:00:20.000]  在生命裡面有什麼困擾
[00:00:20.000 --> 00:00:25.000]  回到上帝面前去仰望他呢
[00:00:25.000 --> 00:00:28.000]  我不知道你們最近發生什麼事
[00:00:28.000 --> 00:00:32.000]  如果DSC應該是水深火熱
[00:00:32.000 --> 00:00:35.000]  有沒有人DSC近的
[00:00:35.000 --> 00:00:37.000]  有喔
[00:00:37.000 --> 00:00:40.000]  感謝你們在這裡
[00:00:40.000 --> 00:00:43.000]  很難得有一個
[00:00:43.000 --> 00:00:47.000]  多謝服事團隊在這裡幫忙
[00:00:47.000 --> 00:00:49.000]  我們一起專心去敬拜
[00:00:49.000 --> 00:00:52.000]  多謝敬拜隊 多謝CC隊 多謝AV隊
[00:00:52.000 --> 00:00:54.000]  說起困擾
[00:00:54.000 --> 00:00:57.000]  其實我近來應該是早前
[00:00:57.000 --> 00:00:59.000]  其實都有一些困擾
[00:00:59.000 --> 00:01:02.000]  我身體有些軟弱
[00:01:02.000 --> 00:01:04.000]  有一段時間
[00:01:04.000 --> 00:01:07.000]  背脊頸經常很痛
[00:01:07.000 --> 00:01:11.000]  開始手臂很擔心自己身體的狀況
[00:01:11.000 --> 00:01:13.000]  去看醫生
[00:01:13.000 --> 00:01:16.000]  看醫生裡面
[00:01:16.000 --> 00:01:19.000]  他就說陳先生
[00:01:19.000 --> 00:01:22.000]  我姓陳的 大家好
[00:01:22.000 --> 00:01:26.000]  陳先生你的頸椎突出了
[00:01:26.000 --> 00:01:28.000]  你是不是
[00:01:28.000 --> 00:01:31.000]  經常要坐辦公室工作
[00:01:31.000 --> 00:01:33.000]  我心想也不是
[00:01:33.000 --> 00:01:35.000]  我個人也坐不定
[00:01:35.000 --> 00:01:37.000]  可能玩手機多
[00:01:37.000 --> 00:01:39.000]  你注意一下
[00:01:39.000 --> 00:01:42.000]  這件事令我很困擾
[00:01:42.000 --> 00:01:46.000]  雖然是一個表面身體的傷痛
[00:01:46.000 --> 00:01:48.000]  因為最主要是什麼
[00:01:48.000 --> 00:01:50.000]  他說我生活習慣的問題
[00:01:50.000 --> 00:01:52.000]  很難去改
[00:01:52.000 --> 00:01:54.000]  最重要是什麼
[00:01:54.000 --> 00:01:58.000]  最重要是我不要做運動
[00:01:58.000 --> 00:02:00.000]  先休息一下
[00:02:00.000 --> 00:02:02.000]  都經歷了三四個月
[00:02:02.000 --> 00:02:04.000]  最近好一點
[00:02:04.000 --> 00:02:07.000]  在準備天經文裡面
[00:02:07.000 --> 00:02:09.000]  有一句話令我很深刻
[00:02:09.000 --> 00:02:12.000]  就是耶穌向病了的人說
[00:02:12.000 --> 00:02:15.000]  你想不想痊癒
[00:02:15.000 --> 00:02:20.000]  我馬上肚子痛
[00:02:20.000 --> 00:02:22.000]  我不知道你到來
[00:02:22.000 --> 00:02:24.000]  近來弟兄姊妹
[00:02:24.000 --> 00:02:26.000]  很認真問你
[00:02:26.000 --> 00:02:29.000]  我不知道你們近來心中
[00:02:29.000 --> 00:02:31.000]  有沒有一些東西
[00:02:31.000 --> 00:02:34.000]  同樣困擾著你
[00:02:34.000 --> 00:02:36.000]  可能你心裡面
[00:02:36.000 --> 00:02:38.000]  有些事情發生了
[00:02:38.000 --> 00:02:41.000]  有些關係發生了
[00:02:41.000 --> 00:02:43.000]  甚至有些長久以來的傷痛
[00:02:43.000 --> 00:02:45.000]  在你心裡面
[00:02:45.000 --> 00:02:48.000]  一直纏繞著你
[00:02:48.000 --> 00:02:50.000]  你也很想耶穌幫助你
[00:02:50.000 --> 00:02:52.000]  不知道你心裡面
[00:02:52.000 --> 00:02:54.000]  有沒有一些事情
[00:02:54.000 --> 00:02:56.000]  最記掛著什麼
[00:02:56.000 --> 00:02:58.000]  今天我剛才也說了
[00:02:58.000 --> 00:03:00.000]  醫治一個病人
[00:03:00.000 --> 00:03:02.000]  歷史的故事裡面
[00:03:02.000 --> 00:03:04.000]  究竟耶穌和這個病人
[00:03:04.000 --> 00:03:06.000]  發生了什麼事
[00:03:06.000 --> 00:03:08.000]  今天是約翰福音裡面
[00:03:08.000 --> 00:03:10.000]  五章一至十八節裡面
[00:03:10.000 --> 00:03:12.000]  我們就會再提一次
[00:03:12.000 --> 00:03:14.000]  究竟這段經文在說什麼
[00:03:14.000 --> 00:03:16.000]  我們一起去讀一下
[00:03:16.000 --> 00:03:18.000]  1 2 3起
[00:03:18.000 --> 00:03:20.000]  感謝祢讓我們能夠回到教會裡面
