
[00:00:00.000 --> 00:00:03.000]  親愛的弟兄姊妹平安
[00:00:03.000 --> 00:00:04.000]  早安
[00:00:04.000 --> 00:00:06.000]  先介紹一下自己
[00:00:06.000 --> 00:00:08.000]  因為我剛才都不知道原來我上來了
[00:00:08.000 --> 00:00:10.000]  我還以為有介紹新朋友
[00:00:10.000 --> 00:00:11.000]  我還想起身
[00:00:11.000 --> 00:00:13.000]  原來我要上來了
[00:00:13.000 --> 00:00:14.000]  大家好
[00:00:14.000 --> 00:00:16.000]  我第一次在中堂
[00:00:16.000 --> 00:00:18.000]  恩福堂這裡講道
[00:00:18.000 --> 00:00:21.000]  但其實我也是恩福堂的傳道人
[00:00:21.000 --> 00:00:23.000]  我叫阿君 大家好
[00:00:23.000 --> 00:00:24.000]  我是青少部
[00:00:24.000 --> 00:00:26.000]  最近也去了兒童部
[00:00:26.000 --> 00:00:29.000]  我是青少部加兒童部的傳道童工
[00:00:29.000 --> 00:00:40.000]  剛才在敬拜裡面也有點感動
[00:00:40.000 --> 00:00:44.000]  所以突然間上來就有點不安
[00:00:44.000 --> 00:00:47.000]  多謝大家的鼓勵
[00:00:47.000 --> 00:00:51.000]  今天想跟大家思想一個在教會裡面
[00:00:51.000 --> 00:00:54.000]  比較少公開去談論的話題
[00:00:54.000 --> 00:00:58.000]  這個話題其實也跟很多人的生命息息相關
[00:00:58.000 --> 00:01:00.000]  這個話題是什麼呢?
[00:01:00.000 --> 00:01:02.000]  在PowerPoint的時候就看到了
[00:01:02.000 --> 00:01:05.000]  這類有一個需要福音的人
[00:01:05.000 --> 00:01:07.000]  但他有一個小的題目
[00:01:07.000 --> 00:01:09.000]  叫做與同性戀者同行
[00:01:09.000 --> 00:01:14.000]  這個小的題目我不敢放在程序表上
[00:01:14.000 --> 00:01:16.000]  總之就是不敢
[00:01:16.000 --> 00:01:21.000]  今天我們就想談論這個題目
[00:01:21.000 --> 00:01:22.000]  為什麼要談論這個題目呢?
[00:01:22.000 --> 00:01:25.000]  其實也跟我自己很有關係
[00:01:25.000 --> 00:01:30.000]  因為我過去在讀神學之前
[00:01:30.000 --> 00:01:32.000]  在剛上完教會的時候
[00:01:32.000 --> 00:01:34.000]  其實我過去也是一個同性戀者
[00:01:34.000 --> 00:01:36.000]  也有一段很長的時間
[00:01:36.000 --> 00:01:38.000]  在同性戀的關係裡面
[00:01:38.000 --> 00:01:39.000]  當然我進了神學院
[00:01:39.000 --> 00:01:40.000]  來了恩福堂
[00:01:40.000 --> 00:01:41.000]  他也請我
[00:01:41.000 --> 00:01:44.000]  我也離開了同性戀的關係
[00:01:44.000 --> 00:01:48.000]  不過我自己心裡也很想讓教會
[00:01:48.000 --> 00:01:50.000]  一起去認識同性戀這個議題
[00:01:50.000 --> 00:01:54.000]  所以今天能夠在這裡跟大家分享這個題目
[00:01:54.000 --> 00:01:57.000]  也很感謝大家
[00:01:57.000 --> 00:01:59.000]  讓我有這個機會
[00:01:59.000 --> 00:02:00.000]  不過我剛才也說了
[00:02:00.000 --> 00:02:03.000]  這個議題其實也不只跟我有關
[00:02:03.000 --> 00:02:05.000]  也跟很多人有關
[00:02:05.000 --> 00:02:06.000]  那怎麼樣呢?
[00:02:06.000 --> 00:02:09.000]  我想試一下帶大家進入一個場景
[00:02:09.000 --> 00:02:10.000]  試一下想一下
[00:02:10.000 --> 00:02:12.000]  那是怎樣的呢?
[00:02:12.000 --> 00:02:14.000]  我想你先去想一下一個人
[00:02:14.000 --> 00:02:17.000]  這個人是一個女生
[00:02:17.000 --> 00:02:20.000]  這個女生是你的家人
[00:02:20.000 --> 00:02:22.000]  你的親友
[00:02:22.000 --> 00:02:24.000]  可能你很熟悉的
[00:02:24.000 --> 00:02:26.000]  你很掛念她的一個人
[00:02:26.000 --> 00:02:31.000]  這個人我想是年輕一點
[00:02:31.000 --> 00:02:33.000]  也不年輕不是最重要的
[00:02:33.000 --> 00:02:36.000]  最重要的是她還沒結婚
[00:02:36.000 --> 00:02:38.000]  她還沒拍拖
[00:02:38.000 --> 00:02:40.000]  那她就是
[00:02:40.000 --> 00:02:42.000]  你有沒有一個家人呢?
[00:02:42.000 --> 00:02:44.000]  可能你的女兒
[00:02:44.000 --> 00:02:45.000]  可能是女兒
[00:02:45.000 --> 00:02:47.000]  你先想起這個人
[00:02:47.000 --> 00:02:48.000]  她是上了教會的
[00:02:48.000 --> 00:02:50.000]  她是信耶穌的
[00:02:50.000 --> 00:02:51.000]  那你想起這個人
[00:02:51.000 --> 00:02:52.000]  場景是怎樣呢?
[00:02:52.000 --> 00:02:53.000]  某個主日
[00:02:53.000 --> 00:02:55.000]  你作為家長
[00:02:55.000 --> 00:02:57.000]  作為我們團契
[00:02:57.000 --> 00:02:59.000]  或者可能是你的團友
[00:02:59.000 --> 00:03:02.000]  也是你很親愛的姐妹
[00:03:02.000 --> 00:03:04.000]  她帶了一個新朋友
[00:03:04.000 --> 00:03:05.000]  那個新朋友
[00:03:05.000 --> 00:03:07.000]  跟我差不多樣子
[00:03:07.000 --> 00:03:08.000]  短頭髮
[00:03:08.000 --> 00:03:10.000]  你一眼看上去
[00:03:10.000 --> 00:03:11.000]  外表
[00:03:11.000 --> 00:03:13.000]  她的朋友帶回來的時候
[00:03:13.000 --> 00:03:14.000]  你看上去
[00:03:14.000 --> 00:03:16.000]  好像外表中性一點
[00:03:16.000 --> 00:03:18.000]  你一時間也想不起
[00:03:18.000 --> 00:03:20.000]  難以分辨她的性別
[00:03:20.000 --> 00:03:22.000]  但是很好
[00:03:22.000 --> 00:03:23.000]  你這個親人
[00:03:23.000 --> 00:03:24.000]  這個家人
[00:03:24.000 --> 00:03:25.000]  帶了一個新朋友來
[00:03:25.000 --> 00:03:26.000]  認識福音
[00:03:26.000 --> 00:03:28.000]  認識教會也很好
[00:03:28.000 --> 00:03:31.000]  你看到他們團契
[00:03:31.000 --> 00:03:32.000]  主日崇拜之後
[00:03:32.000 --> 00:03:33.000]  就沒事了
[00:03:33.000 --> 00:03:34.000]  你好阿姨
[00:03:34.000 --> 00:03:37.000]  他們就一起離開了禮堂
[00:03:37.000 --> 00:03:38.000]  離開了禮堂之後
[00:03:38.000 --> 00:03:40.000]  你就如常去喝茶
[00:03:40.000 --> 00:03:41.000]  怎知道
[00:03:41.000 --> 00:03:43.000]  你走著走著的時候
