
[00:00:00.000 --> 00:00:02.360]  感謝勁敗隊帶領我們勁敗
[00:00:02.360 --> 00:00:04.280]  感謝我們侍奉團隊
[00:00:04.280 --> 00:00:05.480]  AV Team CC
[00:00:05.480 --> 00:00:07.000]  不如給他們一點掌聲
[00:00:07.000 --> 00:00:08.680]  鼓勵一下他們
[00:00:08.680 --> 00:00:10.600]  他們很早回來服侍
[00:00:10.600 --> 00:00:12.600]  其實都是很值得欣賞的
[00:00:12.600 --> 00:00:15.520]  勁敗裏面有首歌我覺得很好
[00:00:15.520 --> 00:00:17.440]  那首Make Room
[00:00:17.440 --> 00:00:20.160]  其中有一句可能唱下去會突然之間
[00:00:20.160 --> 00:00:21.560]  咦?在說什麼呢?
[00:00:21.560 --> 00:00:24.280]  就是說為什麼要shake up the traditions
[00:00:24.280 --> 00:00:25.440]  我們的傳統
[00:00:25.440 --> 00:00:26.320]  我們的宗教
[00:00:26.320 --> 00:00:29.080]  為什麼要動搖或者搖動它
[00:00:29.080 --> 00:00:31.320]  其實那首歌裏面在說什麼
[00:00:31.320 --> 00:00:34.320]  很多時候我們回來教會
[00:00:34.320 --> 00:00:36.520]  可能很多都是很殷純
[00:00:36.520 --> 00:00:38.920]  或者是不斷重複做
[00:00:38.920 --> 00:00:41.480]  然後可能做著做著都變成麻木
[00:00:41.480 --> 00:00:44.480]  所以其實那首歌不斷在提醒我們
[00:00:44.480 --> 00:00:46.960]  不要好像為做而做
[00:00:46.960 --> 00:00:48.320]  很想我們可以去
[00:00:48.320 --> 00:00:50.920]  同神去建立一份美好的關係
[00:00:50.920 --> 00:00:52.520]  大家今天坐在這裏
[00:00:52.520 --> 00:00:54.600]  我也經歷過初中的時期
[00:00:54.600 --> 00:00:55.360]  去回教會
[00:00:55.360 --> 00:00:56.800]  哇很辛苦很累
[00:00:56.800 --> 00:00:58.400]  究竟是為了什麼
[00:00:58.400 --> 00:01:02.600]  但是當你慢慢和天父建立那份關係的時候
[00:01:02.600 --> 00:01:05.280]  其實一切都很值得很有意義的
[00:01:05.280 --> 00:01:08.960]  這個也是我們心底裏很想為你們禱告
[00:01:08.960 --> 00:01:12.200]  盼望你們可以和天父建立這份關係
[00:01:12.200 --> 00:01:13.360]  好了
[00:01:13.360 --> 00:01:15.480]  不如我們開始有個祈禱好不好?
[00:01:15.480 --> 00:01:17.320]  天父我們感謝你
[00:01:17.320 --> 00:01:20.960]  帶領我們從小可以認識到你
[00:01:20.960 --> 00:01:22.920]  主在我們生命裏面
[00:01:22.920 --> 00:01:25.720]  很多忙碌可能都佔據了我們的心
[00:01:25.720 --> 00:01:28.920]  但是主我們很想認識你更多
[00:01:28.920 --> 00:01:31.560]  求你進入我們的心房裏面
[00:01:31.560 --> 00:01:33.560]  去成為我們內心的主
[00:01:33.560 --> 00:01:35.560]  讓我們可以體會到你好
[00:01:35.560 --> 00:01:38.040]  以致我們可以重新依法
[00:01:38.040 --> 00:01:39.080]  很想去跟隨你的
[00:01:39.080 --> 00:01:41.800]  主求你的話語幫助我們提醒我們
[00:01:41.800 --> 00:01:42.560]  祈禱教託
[00:01:42.560 --> 00:01:44.200]  奉主耶穌基督的名義祈求
[00:01:44.200 --> 00:01:44.680]  阿們
[00:01:44.680 --> 00:01:46.520]  我們
[00:01:46.520 --> 00:01:47.520]  咦沒有了是嗎?
[00:01:47.520 --> 00:01:51.240]  等一下
[00:01:51.240 --> 00:01:53.520]  不好意思我要處理一下這個
[00:01:54.520 --> 00:01:56.520]  (字幕:我以為是在說什麼)
[00:01:56.520 --> 00:01:57.520]  有了有了
[00:01:57.520 --> 00:01:58.520]  不好意思
[00:01:58.520 --> 00:02:02.040]  OK
[00:02:02.040 --> 00:02:02.520]  對了
[00:02:02.520 --> 00:02:06.920]  這個月靈峰給了我一個月題
[00:02:06.920 --> 00:02:08.280]  就叫信心
[00:02:08.280 --> 00:02:11.520]  可能你們都聽了一段時間了
[00:02:11.520 --> 00:02:12.200]  信心
[00:02:12.200 --> 00:02:13.680]  大家信心有沒有強了?
[00:02:13.680 --> 00:02:15.280]  突然覺得很厲害
[00:02:15.280 --> 00:02:16.280]  神很好
[00:02:16.280 --> 00:02:22.240]  信心其實是我們信仰裏面很重要的一個環節
[00:02:22.240 --> 00:02:24.240]  但不知道你們會不會有想
[00:02:24.240 --> 00:02:25.960]  其實信心信了就行了
[00:02:25.960 --> 00:02:26.960]  搞定了
[00:02:26.960 --> 00:02:27.440]  我信了
[00:02:27.440 --> 00:02:29.720]  然後我將來上天堂搞定
[00:02:29.720 --> 00:02:31.280]  為什麼要一直說呢?
[00:02:31.280 --> 00:02:36.680]  為什麼我們要一直說要怎樣去增加信心
[00:02:36.680 --> 00:02:39.480]  究竟信心為什麼要多一點少一點呢?
[00:02:39.480 --> 00:02:40.880]  我也在想
[00:02:40.880 --> 00:02:41.600]  慢慢地
[00:02:41.600 --> 00:02:43.080]  我有一個發現
[00:02:43.080 --> 00:02:48.360]  其實信心和關係是一個很連貫的東西
[00:02:48.360 --> 00:02:50.760]  當你的信心大的時候
[00:02:50.760 --> 00:02:52.480]  你和他的關係就會好
[00:02:52.480 --> 00:02:53.600]  我給一個例子
[00:02:53.600 --> 00:02:55.000]  這樣很抽象
[00:02:55.000 --> 00:02:57.000]  譬如在街上
[00:02:57.000 --> 00:02:58.680]  有一個人突然走過來
[00:02:58.680 --> 00:02:59.440]  說給你一顆糖
[00:02:59.440 --> 00:03:00.440]  你會不會要呢?
[00:03:00.440 --> 00:03:02.240]  有沒有人要呢?
[00:03:02.240 --> 00:03:04.080]  不要要
[00:03:04.080 --> 00:03:05.080]  記住
[00:03:05.080 --> 00:03:06.320]  如果有人給你也不要要
[00:03:06.320 --> 00:03:07.880]  你對他沒有信心
[00:03:07.880 --> 00:03:08.880]  你也不知道他是誰
[00:03:08.880 --> 00:03:10.080]  他給你一顆糖
[00:03:10.080 --> 00:03:11.880]  你會覺得這個人很危險
[00:03:11.880 --> 00:03:12.880]  所以你就不會要
[00:03:12.880 --> 00:03:15.840]  其實你對他沒有信心的時候
[00:03:15.840 --> 00:03:17.160]  你也不會建立關係
[00:03:17.160 --> 00:03:19.160]  並且在裡面你很難說
[00:03:19.160 --> 00:03:23.840]  就算他對你有什麼善意的表達
[00:03:23.840 --> 00:03:26.320]  其實也未必一定你會信得過
[00:03:26.320 --> 00:03:30.040]  相反當你的BFF請你吃一顆巧克力
[00:03:30.040 --> 00:03:31.160]  拿著你的手指說
[00:03:31.160 --> 00:03:33.040]  這個BFF真的好
[00:03:33.040 --> 00:03:34.640]  這個好朋友真的好
[00:03:34.640 --> 00:03:39.160]  很多時候我們的信心會定義我們怎樣去看待一份關係
[00:03:39.160 --> 00:03:41.240]  但是通常
[00:03:41.240 --> 00:03:43.240]  我上網也看過了
