
[00:00:00.000 --> 00:00:07.000]  不過我們今天已經來到《史騰傳》系列第十二講
[00:00:07.000 --> 00:00:12.000]  今天我們要思想的主題是「使命必達」
[00:00:12.000 --> 00:00:19.000]  我想邀請大家一起和我讀出《史騰傳》十四章一至二十八節
[00:00:19.000 --> 00:00:25.000]  我邀請弟兄和我們讀出第一至第七節
[00:00:25.000 --> 00:00:29.000]  姐妹就讀第八至第二十節
[00:00:29.000 --> 00:00:32.000]  最後一個部分就是二十一至二十八節
[00:00:32.000 --> 00:00:34.000]  由我讀出
[00:00:34.000 --> 00:00:37.000]  PowerPoint的左上角會有顏色的提示
[00:00:37.000 --> 00:00:39.000]  輪到誰讀
[00:00:39.000 --> 00:00:44.000]  我邀請大家讀的時候留心黃色highlight的部分
[00:00:44.000 --> 00:00:50.000]  看看保羅和巴拿巴去過哪幾個城市傳福音
[00:00:50.000 --> 00:00:55.000]  保羅和巴拿巴對那城裡的人傳了福音
[00:00:55.000 --> 00:00:59.000]  有些人成為門徒後又回到路斯德
[00:00:59.000 --> 00:01:01.000]  以歌念「安提阿許」
[00:01:01.000 --> 00:01:03.000]  堅固門徒的心
[00:01:03.000 --> 00:01:06.000]  勸他們持守他們的信仰
[00:01:06.000 --> 00:01:11.000]  說「我們進入神的國必須經歷許多的艱難」
[00:01:11.000 --> 00:01:14.000]  二人在各教會中選立了長老
[00:01:14.000 --> 00:01:16.000]  禁食禱告後
[00:01:16.000 --> 00:01:19.000]  把他們交託給他們所信的主
[00:01:19.000 --> 00:01:23.000]  二人經過比西底來到蓬菲利亞
[00:01:23.000 --> 00:01:25.000]  再別家港了道
[00:01:25.000 --> 00:01:27.000]  就下亞大利去
[00:01:27.000 --> 00:01:30.000]  從那裡坐船回安提阿許
[00:01:30.000 --> 00:01:33.000]  當初眾人就在這地方
[00:01:33.000 --> 00:01:36.000]  把他們交託在神的恩典中
[00:01:36.000 --> 00:01:39.000]  要完成現在所做的功
[00:01:39.000 --> 00:01:42.000]  他們一到那裡就聚集了會眾
[00:01:42.000 --> 00:01:45.000]  述說神藉他們所行的一切事
[00:01:45.000 --> 00:01:49.000]  並且神怎樣為愛邦人開了信道的門
[00:01:49.000 --> 00:01:53.000]  二人在那裡和門徒住了一些日子
[00:01:53.000 --> 00:01:55.000]  我們同心禱告
[00:01:55.000 --> 00:01:58.000]  親愛的天父
[00:01:58.000 --> 00:02:02.000]  今晚我們聚集在你的面前
[00:02:02.000 --> 00:02:05.000]  求真理的聖靈引導我們
[00:02:05.000 --> 00:02:09.000]  致我們有柔軟的心聽到你的說話
[00:02:09.000 --> 00:02:11.000]  並且樂以遵行
[00:02:11.000 --> 00:02:13.000]  你所吩咐的
[00:02:13.000 --> 00:02:16.000]  奉主耶穌基督得聖人名字祈求
[00:02:16.000 --> 00:02:17.000]  阿們
[00:02:17.000 --> 00:02:19.000]  大英姐妹在在
[00:02:19.000 --> 00:02:24.000]  有多少人看過這部小B大任務?
[00:02:24.000 --> 00:02:26.000]  有沒有人看過?
[00:02:26.000 --> 00:02:28.000]  有的舉手吧
[00:02:28.000 --> 00:02:29.000]  嗯
[00:02:29.000 --> 00:02:31.000]  這個小B大任務
[00:02:31.000 --> 00:02:33.000]  大英姐妹也看過
[00:02:33.000 --> 00:02:35.000]  是說什麼呢?
[00:02:35.000 --> 00:02:38.000]  是說日本電視台
[00:02:38.000 --> 00:02:41.000]  由1991年就開始播放
[00:02:41.000 --> 00:02:42.000]  1991年
[00:02:42.000 --> 00:02:44.000]  現在已經超過多少年了?
[00:02:44.000 --> 00:02:46.000]  30年有多了
[00:02:46.000 --> 00:02:49.000]  是一個實景的節目
[00:02:49.000 --> 00:02:53.000]  記錄了一群從兩歲到五歲的日本小朋友
[00:02:53.000 --> 00:02:56.000]  第一次自己出門
[00:02:56.000 --> 00:02:59.000]  去辦事
[00:02:59.000 --> 00:03:02.000]  讓我們看的人深刻感受到
[00:03:02.000 --> 00:03:07.000]  小朋友成長的艱難和喜悅
[00:03:07.000 --> 00:03:09.000]  記得有一集說到
[00:03:09.000 --> 00:03:14.000]  住在北海道咸館的半山腰
[00:03:14.000 --> 00:03:17.000]  一家四口
[00:03:17.000 --> 00:03:20.000]  原本嬌生慣養的
[00:03:20.000 --> 00:03:23.000]  動不動就哭的涅太
[00:03:23.000 --> 00:03:24.000]  半年前
[00:03:24.000 --> 00:03:27.000]  妹妹出生之後
[00:03:27.000 --> 00:03:29.000]  她很想做大哥哥
[00:03:29.000 --> 00:03:31.000]  就像這幅圖一樣
[00:03:31.000 --> 00:03:36.000]  有一天爸爸交了一個任務給她
[00:03:36.000 --> 00:03:37.000]  給涅太
[00:03:37.000 --> 00:03:40.000]  她說要將這些魚
[00:03:40.000 --> 00:03:45.000]  爸爸通宵釣了一些很新鮮很大的魚
[00:03:45.000 --> 00:03:47.000]  回家後
[00:03:47.000 --> 00:03:50.000]  要涅太從山腰的家
[00:03:50.000 --> 00:03:53.000]  拿到山下的魚販那裡
[00:03:53.000 --> 00:03:54.000]  做什麼呢?
[00:03:54.000 --> 00:03:56.000]  魚生
[00:03:56.000 --> 00:04:00.000]  同時媽媽又叫涅太幫妹妹
[00:04:00.000 --> 00:04:04.000]  買一罐西裝大小的奶粉
[00:04:04.000 --> 00:04:07.000]  記住是一罐西裝大小的奶粉
[00:04:07.000 --> 00:04:09.000]  還有兩個蘋果
[00:04:09.000 --> 00:04:11.000]  做晚餐
[00:04:11.000 --> 00:04:15.000]  涅太一開始也不太想
[00:04:15.000 --> 00:04:17.000]  因為有點害怕
[00:04:17.000 --> 00:04:19.000]  從來沒有試過一個人出門
[00:04:19.000 --> 00:04:20.000]  但最後也好
[00:04:20.000 --> 00:04:21.000]  媽媽不斷叫
[00:04:21.000 --> 00:04:22.000]  爸爸又鼓勵
[00:04:22.000 --> 00:04:24.000]  於是答應了她
[00:04:24.000 --> 00:04:28.000]  完成她第一次人生的任務
[00:04:28.000 --> 00:04:31.000]  她就從家裡勇往直前
[00:04:31.000 --> 00:04:32.000]  不斷跑
[00:04:32.000 --> 00:04:33.000]  不斷跑
[00:04:33.000 --> 00:04:35.000]  你看到途中不斷跑
[00:04:35.000 --> 00:04:37.000]  誰知道
[00:04:37.000 --> 00:04:39.000]  一出門走了幾分鐘
[00:04:39.000 --> 00:04:41.000]  下斜坡的時候
[00:04:41.000 --> 00:04:43.000]  那個藍色的保冷箱
[00:04:43.000 --> 00:04:45.000]  繩子掉了
[00:04:45.000 --> 00:04:49.000]  幾條大魚就掉在地上
[00:04:49.000 --> 00:04:51.000]  其實五歲的涅太
[00:04:51.000 --> 00:04:54.000]  一向只負責吃刺身
[00:04:54.000 --> 00:04:57.000]  從來沒有碰過一條完整的魚
[00:04:57.000 --> 00:05:00.000]  更何況這條魚是很大條
[00:05:00.000 --> 00:05:03.000]  現在所有的魚都掉在地上
[00:05:03.000 --> 00:05:05.000]  涅太情急之下
[00:05:05.000 --> 00:05:07.000]  就哭了起來
[00:05:07.000 --> 00:05:08.000]  很想放棄
[00:05:08.000 --> 00:05:13.000]  想回家找媽媽
[00:05:13.000 --> 00:05:15.000]  說時遲那時快
[00:05:15.000 --> 00:05:18.000]  她聽到有貓叫聲
[00:05:18.000 --> 00:05:20.000]  喵
[00:05:20.000 --> 00:05:23.000]  她知道她不可以離開現場
[00:05:23.000 --> 00:05:28.000]  否則這隻貓虎視眈眈地看著魚
[00:05:28.000 --> 00:05:31.000]  她回家應該會失去魚
[00:05:31.000 --> 00:05:33.000]  於是她深呼吸
[00:05:33.000 --> 00:05:35.000]  鼓起勇氣
[00:05:35.000 --> 00:05:37.000]  涅太唯有硬撐著
[00:05:37.000 --> 00:05:39.000]  用盡她所有懂得的方法
[00:05:39.000 --> 00:05:40.000]  你要知道
[00:05:40.000 --> 00:05:42.000]  涅太只有五歲
[00:05:42.000 --> 00:05:47.000]  她試過用木板撈魚
[00:05:47.000 --> 00:05:49.000]  其實撈不到
[00:05:49.000 --> 00:05:52.000]  她知道用兩隻手合起來
[00:05:52.000 --> 00:05:53.000]  就可以撈到魚
[00:05:53.000 --> 00:05:55.000]  不過她覺得很滑不敢碰
[00:05:55.000 --> 00:05:56.000]  於是她很精靈
[00:05:56.000 --> 00:05:58.000]  她想出另一個方法
[00:05:58.000 --> 00:06:01.000]  把樹枝撕開兩邊
[00:06:01.000 --> 00:06:03.000]  然後夾住
[00:06:03.000 --> 00:06:05.000]  又拖又拉
[00:06:05.000 --> 00:06:08.000]  那條魚其實是用來做Sashimi的
[00:06:08.000 --> 00:06:10.000]  在地上磨
[00:06:10.000 --> 00:06:14.000]  終於把這幾條滑溜溜的魚
[00:06:14.000 --> 00:06:17.000]  放回冷凍箱裡
[00:06:17.000 --> 00:06:19.000]  繼續她的旅程
[00:06:19.000 --> 00:06:21.000]  怎知走著走著
[00:06:21.000 --> 00:06:23.000]  中途繩子又斷了
[00:06:23.000 --> 00:06:25.000]  幾番波折
[00:06:25.000 --> 00:06:26.000]  她都變得厲害了
[00:06:26.000 --> 00:06:29.000]  這次用兩隻手撿起魚
[00:06:29.000 --> 00:06:31.000]  來到魚檔
[00:06:31.000 --> 00:06:35.000]  當魚販幫她弄好Sashimi
[00:06:35.000 --> 00:06:39.000]  那幾條魚都變形了
[00:06:39.000 --> 00:06:40.000]  又很熱
[00:06:40.000 --> 00:06:43.000]  之後涅太不負所託
[00:06:43.000 --> 00:06:46.000]  再去買兩個大蘋果
[00:06:46.000 --> 00:06:48.000]  由於已經忘記了
[00:06:48.000 --> 00:06:49.000]  需要買什麼
[00:06:49.000 --> 00:06:52.000]  結果買了兩罐大瓶奶粉
[00:06:52.000 --> 00:06:54.000]  和幾個金
[00:06:54.000 --> 00:06:56.000]  要知道
[00:06:56.000 --> 00:06:58.000]  涅太只有五歲
[00:06:58.000 --> 00:07:01.000]  重得幾乎拿不起
[00:07:01.000 --> 00:07:04.000]  搖搖擺擺地向著家裡進發
[00:07:04.000 --> 00:07:05.000]  上山了
[00:07:05.000 --> 00:07:09.000]  怎知在上家斜坡的途中
[00:07:09.000 --> 00:07:10.000]  論論進進
[00:07:10.000 --> 00:07:12.000]  那兩個蘋果
[00:07:12.000 --> 00:07:15.000]  又掉到山坡裡
[00:07:15.000 --> 00:07:17.000]  滾到山腳裡
[00:07:17.000 --> 00:07:20.000]  於是她很努力地撿起來找
[00:07:20.000 --> 00:07:21.000]  糟了
[00:07:21.000 --> 00:07:22.000]  找不找得到
[00:07:22.000 --> 00:07:24.000]  第一次撿完
[00:07:24.000 --> 00:07:25.000]  因為太重
[00:07:25.000 --> 00:07:26.000]  她經常放下那袋東西
[00:07:26.000 --> 00:07:28.000]  蘋果就掉出來了
[00:07:28.000 --> 00:07:32.000]  於是那兩道蘋果掉了出來
[00:07:32.000 --> 00:07:33.000]  都被她撿起來
[00:07:33.000 --> 00:07:35.000]  已經全部都瘀了
[00:07:35.000 --> 00:07:37.000]  經過幾番努力
[00:07:37.000 --> 00:07:42.000]  涅太終於都撿回那些瘀了的蘋果
[00:07:42.000 --> 00:07:44.000]  好 弟兄姊妹
[00:07:44.000 --> 00:07:47.000]  若果你是涅太的爸爸媽媽
[00:07:47.000 --> 00:07:51.000]  眼前幾乎出水的魚片
[00:07:51.000 --> 00:07:55.000]  還有買了多一罐的大奶粉
[00:07:55.000 --> 00:07:58.000]  一堆金和瘀了的蘋果
[00:07:58.000 --> 00:08:03.000]  你會有什麼反應呢?
[00:08:03.000 --> 00:08:04.000]  你會不會說
[00:08:04.000 --> 00:08:05.000]  你這麼沒用
[00:08:05.000 --> 00:08:07.000]  叫你做一點點事
[00:08:07.000 --> 00:08:08.000]  你都這麼不小心
[00:08:08.000 --> 00:08:11.000]  還是作為父母的你
[00:08:11.000 --> 00:08:14.000]  直接感動到說不出話
[00:08:14.000 --> 00:08:16.000]  因為太感動 哭了
[00:08:16.000 --> 00:08:18.000]  因為你的孩子聽著你的吩咐
[00:08:18.000 --> 00:08:21.000]  嘗試走出他的安書區
[00:08:21.000 --> 00:08:23.000]  即使他論論盡盡
[00:08:23.000 --> 00:08:26.000]  中間又錯漏百出
[00:08:26.000 --> 00:08:30.000]  你的孩子卻在他的限制裡
[00:08:30.000 --> 00:08:31.000]  忠於所託
[00:08:31.000 --> 00:08:34.000]  盡力地去完成這個使命
[00:08:34.000 --> 00:08:35.000]  弟兄姊妹
[00:08:35.000 --> 00:08:37.000]  不知道你們有沒有想過
[00:08:37.000 --> 00:08:40.000]  今天神給了你什麼使命
[00:08:40.000 --> 00:08:42.000]  可能你們心裡會說
[00:08:42.000 --> 00:08:43.000]  使命?
[00:08:43.000 --> 00:08:47.000]  當然是留給傳道 牧師 執事
[00:08:47.000 --> 00:08:48.000]  組長
[00:08:48.000 --> 00:08:50.000]  我只不過是一個組員
[00:08:50.000 --> 00:08:52.000]  甚至可能你會說
[00:08:52.000 --> 00:08:54.000]  我連團契生活都沒有
[00:08:54.000 --> 00:08:56.000]  我只是翻崇拜
[00:08:56.000 --> 00:09:00.000]  怎麼會想到有什麼使命呢?
[00:09:00.000 --> 00:09:01.000]  弟兄姊妹
[00:09:01.000 --> 00:09:05.000]  使命不是由我們去想出來的
[00:09:05.000 --> 00:09:08.000]  相反 使命是神給我們的
[00:09:08.000 --> 00:09:11.000]  神其實給了我們每一個信主的人
[00:09:11.000 --> 00:09:13.000]  都有一個使命
[00:09:13.000 --> 00:09:15.000]  就是要透過我們的生命
[00:09:15.000 --> 00:09:17.000]  讓人看到神的愛
[00:09:17.000 --> 00:09:18.000]  當然了
[00:09:18.000 --> 00:09:20.000]  實踐這個使命的場景
[00:09:20.000 --> 00:09:22.000]  每個人都可以不同
[00:09:22.000 --> 00:09:24.000]  若果是宣教士
[00:09:24.000 --> 00:09:25.000]  實踐使命的場景
[00:09:25.000 --> 00:09:29.000]  當然是海外未聽聞福音的人
[00:09:29.000 --> 00:09:31.000]  若果是本地的牧者
[00:09:31.000 --> 00:09:35.000]  實踐場景就是香港未認識福音的人
[00:09:35.000 --> 00:09:38.000]  若果是別人的子女
[00:09:38.000 --> 00:09:41.000]  實踐使命的場景
[00:09:41.000 --> 00:09:43.000]  可能就是你家裡
[00:09:43.000 --> 00:09:45.000]  未信主的父母、親友
[00:09:45.000 --> 00:09:47.000]  若果你是上班一族
[00:09:47.000 --> 00:09:50.000]  實踐場景就是你辦公室
[00:09:50.000 --> 00:09:53.000]  未認識福音的同事
[00:09:53.000 --> 00:09:56.000]  即使你是全職家庭主婦
[00:09:56.000 --> 00:09:58.000]  實踐使命的場景
[00:09:58.000 --> 00:10:00.000]  可能就是學校
[00:10:00.000 --> 00:10:03.000]  未認識福音的學生家長
[00:10:03.000 --> 00:10:05.000]  若果你是退休人士
[00:10:05.000 --> 00:10:07.000]  這個場景就是家裡附近
[00:10:07.000 --> 00:10:09.000]  未認識福音的街坊
[00:10:09.000 --> 00:10:11.000]  行山的朋友
[00:10:11.000 --> 00:10:13.000]  頂姐妹
[00:10:13.000 --> 00:10:15.000]  我們不是要問
[00:10:15.000 --> 00:10:17.000]  神啊,你給了我什麼使命
[00:10:17.000 --> 00:10:19.000]  而是要問
[00:10:19.000 --> 00:10:21.000]  神啊,我在什麼場景
[00:10:21.000 --> 00:10:23.000]  實踐你給我的使命
[00:10:23.000 --> 00:10:25.000]  透過我的生命
[00:10:25.000 --> 00:10:27.000]  讓人看到神你的愛
[00:10:27.000 --> 00:10:30.000]  要實踐使命一點都不簡單
[00:10:30.000 --> 00:10:33.000]  就好像一開始獵胎一樣
[00:10:33.000 --> 00:10:37.000]  他要實踐父母給他的使命
[00:10:37.000 --> 00:10:39.000]  並不是一帆風順
[00:10:39.000 --> 00:10:43.000]  過程中遇到很多的艱難
[00:10:43.000 --> 00:10:45.000]  是他出生以來都沒有遇過
[00:10:45.000 --> 00:10:48.000]  同樣在初期的教會
[00:10:48.000 --> 00:10:51.000]  基督信仰被猶太人攻擊
[00:10:51.000 --> 00:10:53.000]  加上政治很多的變化
[00:10:53.000 --> 00:10:57.000]  信耶穌要面對很多的艱難
[00:10:57.000 --> 00:11:01.000]  甚至有時候會被排擠和逼迫
[00:11:01.000 --> 00:11:04.000]  於是有信徒選擇離開原居地
[00:11:04.000 --> 00:11:08.000]  四散在亞細亞不同的城市
[00:11:08.000 --> 00:11:11.000]  亦有信徒選擇留在耶路撒冷
[00:11:11.000 --> 00:11:14.000]  就像今天很多人都會選擇移民
[00:11:14.000 --> 00:11:16.000]  去不同的國家
[00:11:16.000 --> 00:11:19.000]  亦有人選擇留在香港
[00:11:19.000 --> 00:11:21.000]  頂姐妹
[00:11:21.000 --> 00:11:24.000]  我們身處在一個流散世代的旅途
[00:11:24.000 --> 00:11:29.000]  面對著充滿挑戰和很多的不確定
[00:11:29.000 --> 00:11:34.000]  若果你是當時第一世紀的信徒
[00:11:34.000 --> 00:11:38.000]  究竟可以怎樣回應這個使命呢?
[00:11:38.000 --> 00:11:41.000]  若果大家細心留意
[00:11:41.000 --> 00:11:44.000]  由《使徒行傳》的十三章開始
[00:11:44.000 --> 00:11:47.000]  彼得的角色漸漸淡出
[00:11:47.000 --> 00:11:51.000]  之後最主要的聖經人物
[00:11:51.000 --> 00:11:53.000]  就圍繞著保羅和巴拿巴
