
[00:00:00.000 --> 00:00:03.000]  頂智慧日再同多一次大家打招呼
[00:00:03.000 --> 00:00:04.600]  頂智慧平安
[00:00:04.600 --> 00:00:07.120]  我是兒童部的童工Esther
[00:00:07.120 --> 00:00:10.600]  很開心也很榮幸能夠在兒童主日
[00:00:10.600 --> 00:00:12.600]  跟大家分享訊息
[00:00:12.600 --> 00:00:14.200]  今天是兒童主日
[00:00:14.200 --> 00:00:17.400]  剛才Iris也有說
[00:00:17.400 --> 00:00:20.200]  你們進來的時候也看到有很多小朋友歡迎大家
[00:00:20.200 --> 00:00:22.600]  又派了兒童特刊
[00:00:22.600 --> 00:00:24.600]  送了一張貼紙給大家
[00:00:24.600 --> 00:00:26.000]  還有一張心意卡
[00:00:26.000 --> 00:00:30.600]  如果完成了也請你們寫一些心意鼓勵小朋友
[00:00:30.600 --> 00:00:32.600]  鼓勵我們的導師
[00:00:32.600 --> 00:00:37.000]  稍後中堂和五堂也有小師班的獻師
[00:00:37.000 --> 00:00:41.600]  其實BB君中堂也會幫忙做師事
[00:00:41.600 --> 00:00:45.000]  也很感謝一班導師和兒童
[00:00:45.000 --> 00:00:47.000]  一起在今天的服侍中
[00:00:47.000 --> 00:00:49.200]  還有剛才也有說
[00:00:49.200 --> 00:00:52.800]  Agent傳導和剛才大敬拜的頂智妹
[00:00:52.800 --> 00:00:54.800]  她們已經出來工作了幾年
[00:00:54.800 --> 00:00:56.000]  有些已經結婚了
[00:00:56.000 --> 00:00:59.200]  但是她們從小就在兒童部成長
[00:00:59.200 --> 00:01:00.600]  是不是很驚訝
[00:01:00.600 --> 00:01:03.600]  到今天她們仍然跟隨上帝
[00:01:03.600 --> 00:01:07.600]  我也很想在這裡值大家的掌聲
[00:01:07.600 --> 00:01:12.400]  很想你們去感謝一班在兒童部服侍的導師
[00:01:12.400 --> 00:01:16.000]  可不可以給一班在兒童部服侍的導師掌聲
[00:01:16.000 --> 00:01:18.000]  我不知道在座當中有沒有坐在這裡
[00:01:18.000 --> 00:01:20.000]  甚至是小聯軍的一班導師
[00:01:20.000 --> 00:01:22.800]  他們真的付出很多
[00:01:22.800 --> 00:01:27.400]  每個星期無間斷地回來照顧小朋友
[00:01:27.400 --> 00:01:29.400]  我也很想藉這個機會
[00:01:29.400 --> 00:01:32.400]  感謝媽媽團契和哥哥團契的頂智妹
[00:01:32.400 --> 00:01:34.800]  因為你們看到很多報紙都很漂亮
[00:01:34.800 --> 00:01:36.800]  其實是她們幫忙的
[00:01:36.800 --> 00:01:38.800]  我也很想感謝她們
[00:01:38.800 --> 00:01:39.800]  很感受
[00:01:39.800 --> 00:01:41.800]  大掌聲感謝她們
[00:01:41.800 --> 00:01:43.800]  很感受恩福家
[00:01:43.800 --> 00:01:45.800]  上下一心
[00:01:45.800 --> 00:01:46.800]  也不是兒童主人
[00:01:46.800 --> 00:01:47.800]  不只是兒童部的事
[00:01:47.800 --> 00:01:50.400]  其實也是頂智妹有關的事
[00:01:50.400 --> 00:01:53.800]  也很感謝你們願意去付出這一份力量
[00:01:53.800 --> 00:01:57.800]  今天的講題是擁抱神的話
[00:01:57.800 --> 00:01:59.800]  成為小門徒
[00:01:59.800 --> 00:02:02.800]  在這個時代要成為主的門徒
[00:02:02.800 --> 00:02:06.800]  跟隨上帝其實也不是一件容易的事
[00:02:06.800 --> 00:02:09.800]  我們活在一個前所未有的時代
[00:02:09.800 --> 00:02:12.800]  是一個什麼都是AI的時代
[00:02:12.800 --> 00:02:15.800]  AI這個人工智慧的崛起
[00:02:15.800 --> 00:02:18.800]  讓很多事情都變得簡單了很多
[00:02:18.800 --> 00:02:20.800]  無論是小孩子的功課
[00:02:20.800 --> 00:02:22.800]  甚至是大學生的論文
[00:02:22.800 --> 00:02:24.800]  現在都不用太困難了
[00:02:24.800 --> 00:02:27.800]  上網 滾滾手機
[00:02:27.800 --> 00:02:29.800]  就可以有很多答案出來了
[00:02:29.800 --> 00:02:33.800]  甚至我們日常生活要解決一些問題
[00:02:33.800 --> 00:02:35.800]  都不用問人了
[00:02:35.800 --> 00:02:37.800]  可能熬湯不用打給媽媽
[00:02:37.800 --> 00:02:39.800]  媽媽怎麼熬這個湯
[00:02:39.800 --> 00:02:42.800]  可能你上網已經有很多答案給我們
[00:02:42.800 --> 00:02:46.800]  AI的確提供了很多方法
[00:02:46.800 --> 00:02:47.800]  解決的方法
[00:02:47.800 --> 00:02:50.800]  還有AI很強大的地方是什麼
[00:02:50.800 --> 00:02:53.800]  就是它不打盹也不睡覺
[00:02:53.800 --> 00:02:55.800]  隨時找它都可以
[00:02:55.800 --> 00:02:58.800]  其實我們不要說小朋友
[00:02:58.800 --> 00:02:59.800]  我們大人都一樣
[00:02:59.800 --> 00:03:02.800]  我們都很追貼這些科技
[00:03:02.800 --> 00:03:04.800]  我不知道會不會在座當中
[00:03:04.800 --> 00:03:07.800]  有沒有人已經在養龍蝦
[00:03:07.800 --> 00:03:09.800]  龍蝦是Open Core
[00:03:09.800 --> 00:03:12.800]  是一個AI的代理
[00:03:12.800 --> 00:03:14.800]  我們都很害怕
[00:03:14.800 --> 00:03:16.800]  會不會學少了一些東西
[00:03:16.800 --> 00:03:20.800]  會不會被這個世界淘汰
[00:03:20.800 --> 00:03:23.800]  當這個世界不斷在變
[00:03:23.800 --> 00:03:25.800]  也不斷在進步的時候
[00:03:25.800 --> 00:03:29.800]  身為父母或者屬靈前輩的我們
[00:03:29.800 --> 00:03:32.800]  或者是教會一份子的我們
[00:03:32.800 --> 00:03:34.800]  我們有沒有想過一條問題
[00:03:34.800 --> 00:03:38.800]  其實我們究竟要給什麼我們的下一代
[00:03:38.800 --> 00:03:41.800]  究竟要給什麼我們的孩子
[00:03:41.800 --> 00:03:44.800]  究竟什麼才是對我們的孩子
