
[00:00:00.000 --> 00:00:04.000]  大兄姊妹,早安!
[00:00:04.000 --> 00:00:09.000]  感恩今早能夠在大家當中一同來敬拜
[00:00:09.000 --> 00:00:14.000]  也能夠一同來思念我們主的恩典
[00:00:14.000 --> 00:00:19.000]  剛才的詩歌很能夠提醒鼓勵我們
[00:00:19.000 --> 00:00:22.000]  主啊,我們能夠呼求祢
[00:00:22.000 --> 00:00:26.000]  稱祢為我們天上的爸爸
[00:00:26.000 --> 00:00:28.000]  其實真是很大的恩典
[00:00:28.000 --> 00:00:32.000]  願今早我們來親近主的時候
[00:00:32.000 --> 00:00:36.000]  求主的靈也幫助我們來親近祂
[00:00:36.000 --> 00:00:41.000]  不知道等大家來到這個禮堂敬拜的時候
[00:00:41.000 --> 00:00:45.000]  你會留意些什麼呢?
[00:00:45.000 --> 00:00:51.000]  可能大家都會看到在我頭上的十字架
[00:00:51.000 --> 00:00:56.000]  十字架是我們時時都在敬拜的場所裡面看到的
[00:00:56.000 --> 00:00:59.000]  可能都不會覺得很奇怪
[00:00:59.000 --> 00:01:03.000]  但試想一下,假如擺在這裡
[00:01:03.000 --> 00:01:07.000]  是一個在法國大革命時的斷頭台
[00:01:07.000 --> 00:01:12.000]  或者今天我們用的一個行死刑的工具
[00:01:12.000 --> 00:01:16.000]  就好像電椅一樣擺在我們的禮拜堂裡面
[00:01:16.000 --> 00:01:20.000]  不知道你會有些什麼感覺呢?
[00:01:20.000 --> 00:01:24.000]  在羅馬人統治猶大地的時候
[00:01:24.000 --> 00:01:28.000]  十字架是一個已經有幾百年歷史
[00:01:28.000 --> 00:01:31.000]  很可怕的行死刑工具
[00:01:31.000 --> 00:01:35.000]  但因為耶穌基督的受苦
[00:01:35.000 --> 00:01:37.000]  這個可怕的刑具
[00:01:37.000 --> 00:01:42.000]  今天就成為了上帝的愛和恩典的象徵
[00:01:42.000 --> 00:01:45.000]  很快,受苦節就要來了
[00:01:45.000 --> 00:01:47.000]  希望我們每年都有機會
[00:01:47.000 --> 00:01:51.000]  去紀念主為我們所施的恩典
