
[00:00:00.000 --> 00:00:02.000]  (掌聲)
[00:00:02.000 --> 00:00:04.000]  多謝陳牧師的介紹
[00:00:04.000 --> 00:00:07.000]  感謝神讓我有機會跟大家分享神的話
[00:00:07.000 --> 00:00:11.000]  今天的題目叫做「成為發光的教會」
[00:00:11.000 --> 00:00:14.000]  這已經是兩年前的事了
[00:00:14.000 --> 00:00:16.000]  港島區停電,你記得嗎?
[00:00:16.000 --> 00:00:20.000]  可能是設備的故障,跳了一會兒
[00:00:20.000 --> 00:00:22.000]  其實現在很少會停電
[00:00:22.000 --> 00:00:24.000]  以前我們小時候
[00:00:24.000 --> 00:00:28.000]  偶爾會停電,很重要是有蠟燭的
[00:00:28.000 --> 00:00:30.000]  或者有電筒的
[00:00:30.000 --> 00:00:32.000]  當停電的時候
[00:00:32.000 --> 00:00:35.000]  你會發現有燈是很重要的
[00:00:35.000 --> 00:00:39.000]  平時我們一打開燈,一打開燈有光
[00:00:39.000 --> 00:00:41.000]  我們覺得很正常
[00:00:41.000 --> 00:00:43.000]  但當停電的時候,你會發現
[00:00:43.000 --> 00:00:46.000]  有光是很重要的
[00:00:46.000 --> 00:00:50.000]  其實人的生命都很需要神的光
[00:00:50.000 --> 00:00:52.000]  這個世界很需要光
[00:00:52.000 --> 00:00:56.000]  所以耶穌說「你們是世上的光」
[00:00:56.000 --> 00:00:58.000]  每一個基督徒
[00:00:58.000 --> 00:01:00.000]  我們心裡有耶穌
[00:01:00.000 --> 00:01:02.000]  就有生命的光
[00:01:02.000 --> 00:01:04.000]  然後我們聚集在一起
[00:01:04.000 --> 00:01:06.000]  「你們是世界的光」
[00:01:06.000 --> 00:01:09.000]  兄弟姐妹走在一起就是教會
[00:01:09.000 --> 00:01:15.000]  走在一起就是為上帝在那個地方發光
[00:01:15.000 --> 00:01:19.000]  這是我們教會在九龍灣的地方
[00:01:19.000 --> 00:01:22.000]  我們都很想有一個負擔
[00:01:22.000 --> 00:01:26.000]  就是在那區成為為主發光的教會
[00:01:26.000 --> 00:01:29.000]  今天跟大家分享三點
[00:01:29.000 --> 00:01:32.000]  不是分享到三點鐘
[00:01:32.000 --> 00:01:34.000]  只是分享三點
[00:01:34.000 --> 00:01:38.000]  初期教會是怎樣成立的呢?
[00:01:38.000 --> 00:01:43.000]  當天使預告耶穌誕生的時候
[00:01:43.000 --> 00:01:46.000]  祂和瑪利亞說「聖靈要臨到你身上」
[00:01:46.000 --> 00:01:48.000]  類似的字眼
[00:01:48.000 --> 00:01:50.000]  預告教會的誕生
[00:01:50.000 --> 00:01:55.000]  同樣說「但聖靈要降臨在你身上」
[00:01:55.000 --> 00:01:58.000]  教會是基督在地上的身體
[00:01:58.000 --> 00:02:00.000]  當教會成立的時候
[00:02:00.000 --> 00:02:05.000]  同樣是聖靈要降臨在你和我身上
[00:02:05.000 --> 00:02:09.000]  教會是接續耶穌基督的工作
[00:02:09.000 --> 00:02:13.000]  我們說耶穌是成就福音
[00:02:13.000 --> 00:02:16.000]  教會就是傳揚福音
[00:02:16.000 --> 00:02:19.000]  耶穌在十字架上為我們寫生流血
[00:02:19.000 --> 00:02:21.000]  成就了福音
[00:02:21.000 --> 00:02:24.000]  然後福音放在這裡就要我們去傳
[00:02:24.000 --> 00:02:28.000]  所以在史律行傳第一章
[00:02:28.000 --> 00:02:30.000]  說到耶穌升天
[00:02:30.000 --> 00:02:32.000]  然後聖靈降臨
[00:02:32.000 --> 00:02:34.000]  然後教會誕生
[00:02:34.000 --> 00:02:37.000]  今天提到第一點
[00:02:37.000 --> 00:02:41.000]  原來上帝是揀選平凡的小群眾
[00:02:41.000 --> 00:02:43.000]  來成為教會
[00:02:43.000 --> 00:02:45.000]  我想大家幫我讀這幾節
[00:02:45.000 --> 00:02:47.000]  預備起
