
[00:00:00.000 --> 00:00:04.000]  主啊,我們感恩,主啊,因為我們來到祢面前
[00:00:04.000 --> 00:00:09.000]  我們看到我們自己是無助的罪人
[00:00:09.000 --> 00:00:11.000]  主啊,祢拯救我們
[00:00:11.000 --> 00:00:16.000]  教會是無論來什麼背景都好
[00:00:16.000 --> 00:00:18.000]  我們都是祢一個肢體
[00:00:18.000 --> 00:00:21.000]  我們來到祢面前,大家都這麼開心
[00:00:21.000 --> 00:00:26.000]  因為我們知道神,祢不會拒絕任何人來到祢面前
[00:00:26.000 --> 00:00:30.000]  我們都是得贖的罪人
[00:00:30.000 --> 00:00:31.000]  求主於我們同在
[00:00:31.000 --> 00:00:34.000]  讓我們看到祢建立我們的教會
[00:00:34.000 --> 00:00:36.000]  無論是什麼背景都好
[00:00:36.000 --> 00:00:39.000]  我們大家都同心彼此鼓勵
[00:00:39.000 --> 00:00:43.000]  或者是能夠幫其他人
[00:00:43.000 --> 00:00:46.000]  讓我們能夠成為一個燈光
[00:00:46.000 --> 00:00:50.000]  在荔枝角香港,祈禱奉主耶穌名求
[00:00:50.000 --> 00:00:56.000]  這個地球很大,很闊,很美
[00:00:56.000 --> 00:01:00.000]  有很多不同地理的地方
[00:01:00.000 --> 00:01:05.000]  本地的人,或者有很多不同文化的習俗
[00:01:05.000 --> 00:01:07.000]  我們都很欣賞
[00:01:07.000 --> 00:01:12.000]  大家如果認識我,就知道我是第三代的唐人
[00:01:12.000 --> 00:01:15.000]  我叫唐人,剛回到吉隆坡
[00:01:15.000 --> 00:01:18.000]  那些人叫唐人,我說是喔,我是唐人
[00:01:18.000 --> 00:01:21.000]  我們很少說中國人是唐人
[00:01:21.000 --> 00:01:24.000]  我爸爸在馬來西亞長大的
[00:01:24.000 --> 00:01:27.000]  我爺爺是在東莞來的
[00:01:27.000 --> 00:01:32.000]  我在馬來西亞讀神學的時候
[00:01:32.000 --> 00:01:39.000]  我分享的宿舍是印度人來的
[00:01:39.000 --> 00:01:45.000]  所以我很習慣很多不同的文化混合在一起
[00:01:45.000 --> 00:01:49.000]  我曾經有一個室友,也是西人來的
[00:01:49.000 --> 00:01:56.000]  所以對我來說,這樣的交往是很正常的
[00:01:56.000 --> 00:02:01.000]  我二十多歲的時候就去了丹麥士神學院讀神學
[00:02:01.000 --> 00:02:05.000]  到那個時候,我都沒有見過越南人
[00:02:05.000 --> 00:02:08.000]  去美國之前,但那裡有很多人
[00:02:08.000 --> 00:02:10.000]  我沒有見過墨西哥人
[00:02:10.000 --> 00:02:14.000]  我沒有見過阿美尼人
[00:02:14.000 --> 00:02:19.000]  美國到處都見到很多不同文化的人
[00:02:19.000 --> 00:02:24.000]  最後十年,我2008年,我老婆帶我來香港
[00:02:24.000 --> 00:02:29.000]  最後十年,我目仰了一個七十人的教會
[00:02:29.000 --> 00:02:33.000]  七十人的教會有十二個國家來的
[00:02:33.000 --> 00:02:38.000]  為什麼呢?因為很多中國人和本地人結婚
[00:02:38.000 --> 00:02:43.000]  那裡教會有香港人、大陸人、台灣人、馬來西亞人
[00:02:43.000 --> 00:02:48.000]  新加坡人、African American
[00:02:48.000 --> 00:02:52.000]  因為我們是中國人一起結婚的
[00:02:52.000 --> 00:02:56.000]  我見到西人,很多不同的人
[00:02:56.000 --> 00:03:01.000]  慢慢地,我都習慣了學習怎樣去目仰
[00:03:01.000 --> 00:03:04.000]  當然,我在那裡認識了我太太
[00:03:04.000 --> 00:03:12.000]  我太太是香港人,但中學的時候就去了加拿大
[00:03:12.000 --> 00:03:16.000]  那時候很流行的,去了加拿大讀書
[00:03:16.000 --> 00:03:25.000]  讀完之後,就來美國讀心理學和博士
[00:03:25.000 --> 00:03:26.000]  我在那裡認識她
[00:03:26.000 --> 00:03:30.000]  那天我老婆跟我說,我想回香港
[00:03:30.000 --> 00:03:34.000]  說了兩年,最後那年她跟我說,你不走,我走了
[00:03:34.000 --> 00:03:37.000]  我沒辦法,就跟著一起來這裡
[00:03:37.000 --> 00:03:41.000]  那時候結婚十年了
[00:03:41.000 --> 00:03:47.000]  你看我的背景,你都知道很豐富
[00:03:47.000 --> 00:03:51.000]  我不會說複雜的,其實我會說很豐富
[00:03:51.000 --> 00:03:55.000]  因為認識了很多不同的人
[00:03:55.000 --> 00:03:59.000]  保羅今天在《意忽所書》第二章
[00:03:59.000 --> 00:04:02.000]  我講的是《意忽所書》,因為這個星期是講
[00:04:02.000 --> 00:04:08.000]  保羅在這裡說,教會是很多各行各行
[00:04:08.000 --> 00:04:11.000]  很多不同的人成為一個教會
[00:04:11.000 --> 00:04:17.000]  不是單單中東人、亞洲人、美國人、拉丁美洲人
[00:04:17.000 --> 00:04:18.000]  不是這樣的
[00:04:18.000 --> 00:04:23.000]  那時候的教會意忽所,是有很多不同的人
[00:04:23.000 --> 00:04:28.000]  為什麼呢?因為它是近海邊的一個城市
[00:04:28.000 --> 00:04:34.000]  所以吸引很多遊客,吸引很多留下的居民
[00:04:34.000 --> 00:04:37.000]  吸引很多生意的,很多人做商人
[00:04:37.000 --> 00:04:42.000]  所以教會慢慢,保羅宣教的時候
[00:04:42.000 --> 00:04:49.000]  教會就有猶太人和外邦人,很不同
[00:04:49.000 --> 00:04:53.000]  保羅就寫了很多《意忽所書》
[00:04:53.000 --> 00:04:58.000]  寫了六章給他們講,教會是怎樣能夠建立這個教會
[00:04:58.000 --> 00:05:03.000]  無論你是年輕也好,年長也好,東也好,西也好
[00:05:03.000 --> 00:05:07.000]  無論你是猶太人也好,外邦人也好
[00:05:07.000 --> 00:05:10.000]  我們每個人都有責任來建立這個教會
[00:05:10.000 --> 00:05:14.000]  我們都是,我們知道教會也是
[00:05:14.000 --> 00:05:19.000]  香港也是,有些人像我這樣去讀英校
[00:05:19.000 --> 00:05:23.000]  我爸爸在馬來西亞長大,什麼都能說
[00:05:23.000 --> 00:05:27.000]  黑家、福建、海南、馬來話都能說
[00:05:27.000 --> 00:05:30.000]  我不是那麼行的,唯一不會說英文
[00:05:30.000 --> 00:05:33.000]  所以就猜拳我讀英文校
[00:05:33.000 --> 00:05:39.000]  所以我們看到教會人士都有很多不同的背景
[00:05:39.000 --> 00:05:42.000]  這個令到教會更豐富
[00:05:42.000 --> 00:05:45.000]  我們看《意忽所書》第二章
[00:05:45.000 --> 00:05:50.000]  保羅來形容一個真正的教會是怎樣的
[00:05:50.000 --> 00:05:53.000]  第一點我想說的就是
[00:05:53.000 --> 00:05:58.000]  教會有同一個得救的經歷
[00:05:58.000 --> 00:06:02.000]  第一章,我們得救
[00:06:02.000 --> 00:06:07.000]  我們不是看教會為種族的
[00:06:07.000 --> 00:06:11.000]  是說我們全部一起領受的恩典
[00:06:11.000 --> 00:06:14.000]  我們大家屬於領受的恩典
[00:06:14.000 --> 00:06:16.000]  雖然我們種族背景不同
[00:06:16.000 --> 00:06:20.000]  但是領受的救恩經驗是一樣的
[00:06:20.000 --> 00:06:24.000]  我請大家一起跟我讀第一至第十節
[00:06:24.000 --> 00:06:26.000]  一二三
[00:06:26.000 --> 00:06:31.000]  你們死在過犯之中,他叫你們活過來
[00:06:31.000 --> 00:06:35.000]  那是你們在其中行事為人
[00:06:35.000 --> 00:06:37.000]  誰從今世的風俗
[00:06:37.000 --> 00:06:40.000]  信服空中掌權者的首領
[00:06:40.000 --> 00:06:45.000]  就是如今在孤逆之子中行的邪靈
[00:06:45.000 --> 00:06:48.000]  我們從前也在你們中間
[00:06:48.000 --> 00:06:50.000]  放縱肉體的私慾
[00:06:50.000 --> 00:06:55.000]  隨著肉體和心中的行為
[00:06:55.000 --> 00:06:58.000]  本為可怒之子和別人一樣
[00:06:58.000 --> 00:07:01.000]  現以神既豐富的憐憫
[00:07:01.000 --> 00:07:04.000]  因他愛我們的大愛
[00:07:04.000 --> 00:07:07.000]  當我們死在犯中
[00:07:07.000 --> 00:07:11.000]  便叫我們要基督一同過來
[00:07:11.000 --> 00:07:14.000]  他叫我們活過來
[00:07:14.000 --> 00:07:17.000]  那是你們在其中行事為人
[00:07:17.000 --> 00:07:20.000]  誰從今世的風俗
[00:07:20.000 --> 00:07:23.000]  要將他豐富的恩義
[00:07:23.000 --> 00:07:28.000]  就是所施的恩賜
[00:07:28.000 --> 00:07:31.000]  顯明給後來的世代看
[00:07:31.000 --> 00:07:34.000]  你們得救是本乎恩
[00:07:34.000 --> 00:07:35.000]  也因著信
[00:07:35.000 --> 00:07:37.000]  這本乎是出於自己
[00:07:37.000 --> 00:07:41.000]  乃是也不是出於行為
[00:07:41.000 --> 00:07:43.000]  免得有人自誇
[00:07:43.000 --> 00:07:46.000]  你們於是
[00:07:46.000 --> 00:07:51.000]  為所欲為所欲
[00:07:51.000 --> 00:07:55.000]  為所欲為所欲
