
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹平安!
[00:00:02.000 --> 00:00:08.000]  今個星期是我們主耶穌的壽難週
[00:00:08.000 --> 00:00:11.000]  昨晚是教會壽苦節聚會
[00:00:11.000 --> 00:00:14.000]  藉著認識貧窮這個主題
[00:00:14.000 --> 00:00:18.000]  帶我們去看見淪舍
[00:00:18.000 --> 00:00:20.000]  看見自己
[00:00:20.000 --> 00:00:23.000]  最重要的是看見基督
[00:00:23.000 --> 00:00:27.000]  今晚的講題都和壽苦節有關
[00:00:27.000 --> 00:00:30.000]  就是壽苦的教會
[00:00:30.000 --> 00:00:32.000]  主基督受苦
[00:00:32.000 --> 00:00:34.000]  我們是基督的身體
[00:00:34.000 --> 00:00:37.000]  難免都會有受苦的時候
[00:00:37.000 --> 00:00:40.000]  相信沒有人會想受苦
[00:00:40.000 --> 00:00:43.000]  但卻必然會發生
[00:00:43.000 --> 00:00:48.000]  因此今晚想和大家一起思考一個課題
[00:00:48.000 --> 00:00:50.000]  在基督的信仰中
[00:00:50.000 --> 00:00:53.000]  我們可以如何解釋苦難
[00:00:53.000 --> 00:00:56.000]  這個生命難題呢?
[00:00:58.000 --> 00:01:03.000]  在當中再思考一個方向
[00:01:03.000 --> 00:01:05.000]  在受苦的時候
[00:01:05.000 --> 00:01:07.000]  教會真的需要什麼呢?
[00:01:07.000 --> 00:01:09.000]  或者我們問自己
[00:01:09.000 --> 00:01:11.000]  我們自己這個人
[00:01:11.000 --> 00:01:13.000]  自身又需要什麼呢?
[00:01:13.000 --> 00:01:17.000]  在進入經文前
[00:01:17.000 --> 00:01:19.000]  我們一起有個祈禱
[00:01:19.000 --> 00:01:21.000]  請大家低頭
[00:01:21.000 --> 00:01:26.000]  主耶穌感謝你
[00:01:26.000 --> 00:01:27.000]  讚美你
[00:01:27.000 --> 00:01:29.000]  一直都在
[00:01:29.000 --> 00:01:31.000]  你是教會的元首
[00:01:31.000 --> 00:01:35.000]  是你帶領著教會的發展
[00:01:35.000 --> 00:01:38.000]  你將福音傳來中國
[00:01:38.000 --> 00:01:39.000]  傳來香港
[00:01:39.000 --> 00:01:41.000]  傳到我們耳中
[00:01:41.000 --> 00:01:44.000]  讓我們能夠領受人生最大的福氣
[00:01:44.000 --> 00:01:46.000]  最大的祝福
[00:01:46.000 --> 00:01:49.000]  也繼續在你的家中成長
[00:01:49.000 --> 00:01:51.000]  求你帶領我們一時間
[00:01:51.000 --> 00:01:53.000]  進入你話語的時間
[00:01:53.000 --> 00:01:55.000]  開我們心靈眼睛
[00:01:55.000 --> 00:01:57.000]  看我們所看到的
[00:01:57.000 --> 00:01:58.000]  聽我們同心禱告
[00:01:58.000 --> 00:01:59.000]  奉耶穌基督的名求
[00:01:59.000 --> 00:02:00.000]  阿們
[00:02:01.000 --> 00:02:03.000]  一起讀今晚的正道經文
[00:02:03.000 --> 00:02:07.000]  在啟示錄2章8至11節
[00:02:07.000 --> 00:02:09.000]  看到我們一起讀
[00:02:09.000 --> 00:02:38.000]  (主席發言)
[00:02:38.000 --> 00:03:07.000]  (主席發言)
[00:03:07.000 --> 00:03:14.000]  (主席發言)
[00:03:14.000 --> 00:03:16.000]  第一點我們一起來思考
[00:03:16.000 --> 00:03:18.000]  就是恩著信
[00:03:18.000 --> 00:03:22.000]  我們看到主基督是活著的
[00:03:22.000 --> 00:03:26.000]  在第8節形容我們的耶穌基督
[00:03:26.000 --> 00:03:28.000]  說的是一個形象
[00:03:28.000 --> 00:03:30.000]  讓我們看得清楚
[00:03:30.000 --> 00:03:32.000]  但同時這個形象
[00:03:32.000 --> 00:03:33.000]  是直接回應了
[00:03:33.000 --> 00:03:35.000]  是美娜這個教會
[00:03:35.000 --> 00:03:39.000]  我們看看是甚麼意思
[00:03:39.000 --> 00:03:42.000]  大家知道是甚麼意思嗎?
[00:03:42.000 --> 00:03:45.000]  就是沒藥
[00:03:45.000 --> 00:03:48.000]  當基督降臨的時候
[00:03:48.000 --> 00:03:50.000]  三位博士來探望耶穌的時候
[00:03:50.000 --> 00:03:52.000]  他也送上其中一份禮物
[00:03:52.000 --> 00:03:53.000]  就是沒藥
[00:03:53.000 --> 00:03:55.000]  沒藥翻出來的意思
[00:03:55.000 --> 00:03:57.000]  就是代表著受苦
[00:03:57.000 --> 00:03:59.000]  基督受苦
[00:03:59.000 --> 00:04:01.000]  是真的為我們受苦
[00:04:01.000 --> 00:04:02.000]  而我們是基督身體
[00:04:02.000 --> 00:04:03.000]  是美娜的教會
[00:04:03.000 --> 00:04:05.000]  而是美娜這個名字
[00:04:05.000 --> 00:04:07.000]  就是受苦的意思
[00:04:07.000 --> 00:04:09.000]  在美娜這個城市
[00:04:09.000 --> 00:04:11.000]  也有一個故事
[00:04:11.000 --> 00:04:16.000]  這是一個地理上非常舒適
[00:04:16.000 --> 00:04:19.000]  非常便利的一個海港
[00:04:19.000 --> 00:04:21.000]  在這幾個海港裡
[00:04:21.000 --> 00:04:23.000]  我會講七教會系列
[00:04:23.000 --> 00:04:24.000]  上一次講了二佛所
[00:04:24.000 --> 00:04:26.000]  這次講美娜
[00:04:26.000 --> 00:04:27.000]  大家看到嗎?
[00:04:27.000 --> 00:04:28.000]  在地圖上
[00:04:28.000 --> 00:04:29.000]  是一個海港
[00:04:29.000 --> 00:04:30.000]  很近的
[00:04:30.000 --> 00:04:31.000]  就像香港一樣
[00:04:31.000 --> 00:04:33.000]  通常海港的地方
[00:04:33.000 --> 00:04:34.000]  是比較繁榮
[00:04:34.000 --> 00:04:35.000]  比較先進
[00:04:35.000 --> 00:04:37.000]  比較多人聚居的地方
[00:04:37.000 --> 00:04:39.000]  多文化的地方
[00:04:39.000 --> 00:04:40.000]  也有很多有政權
[00:04:40.000 --> 00:04:42.000]  或者有經濟活動的地方
[00:04:42.000 --> 00:04:45.000]  在這個城市發生
[00:04:45.000 --> 00:04:48.000]  這個故事是講什麼呢?
[00:04:48.000 --> 00:04:52.000]  就是在公元前的六百年
[00:04:52.000 --> 00:04:54.000]  已經被毀了
[00:04:54.000 --> 00:04:56.000]  但到了希臘大帝的時候
[00:04:56.000 --> 00:04:58.000]  亞歷山大繼承者
[00:04:58.000 --> 00:05:00.000]  就將它再一次重建起來
[00:05:00.000 --> 00:05:02.000]  在主前四百年左右
[00:05:02.000 --> 00:05:04.000]  就是說它已經經歷了
[00:05:04.000 --> 00:05:07.000]  可以說是沒有了
[00:05:07.000 --> 00:05:09.000]  然後又復建
[00:05:09.000 --> 00:05:12.000]  他們有一個傳說
[00:05:12.000 --> 00:05:15.000]  就是大家都聽過鳳凰
[00:05:15.000 --> 00:05:17.000]  鳳凰就是鳥
[00:05:17.000 --> 00:05:19.000]  就是從廢墟中
[00:05:19.000 --> 00:05:21.000]  在灰燼裡
