
[00:00:00.000 --> 00:00:01.600]  不知道大家還記不記得
[00:00:01.600 --> 00:00:03.600]  教會有五年的計劃
[00:00:03.600 --> 00:00:08.680]  主題是「藉真理轉化生命
[00:00:08.680 --> 00:00:10.960]  用行動回應時代
[00:00:10.960 --> 00:00:13.240]  以見證成全福音」
[00:00:13.240 --> 00:00:15.560]  在2022年的時候
[00:00:15.560 --> 00:00:18.920]  我們在當中以西傑書
[00:00:18.920 --> 00:00:21.320]  分享在轉變中的盼望
[00:00:21.320 --> 00:00:24.160]  2023年也藉著《馬學福音》
[00:00:24.160 --> 00:00:26.800]  去分享真理轉化生命
[00:00:26.800 --> 00:00:29.080]  命名根生的復興
[00:00:29.400 --> 00:00:30.760]  來到2024年
[00:00:30.760 --> 00:00:32.960]  我們會用「以不所書」
[00:00:32.960 --> 00:00:36.240]  因此運用回應這個時代
[00:00:36.240 --> 00:00:40.440]  盼望大家能夠在裏面藉著
[00:00:40.440 --> 00:00:42.680]  不同書卷內容的分享
[00:00:42.680 --> 00:00:45.800]  也更加明白神對我們的吩咐
[00:00:45.800 --> 00:00:48.120]  今天開始分享神的話之前
[00:00:48.120 --> 00:00:49.240]  我們有一個祈禱
[00:00:49.240 --> 00:00:50.600]  親愛的天父
[00:00:50.600 --> 00:00:52.720]  我們獻上感謝和讚美
[00:00:52.720 --> 00:00:55.000]  多謝祢自己寶貴的救恩
[00:00:55.000 --> 00:00:58.000]  使我們能夠在祢面前能夠站立
[00:00:58.000 --> 00:01:00.000]  也能夠在今天裏面
[00:01:00.000 --> 00:01:02.120]  可以去敬拜讚美祢自己
[00:01:02.120 --> 00:01:04.320]  願聖靈在我們中間
[00:01:04.320 --> 00:01:08.120]  能夠讓我們心裏面開我們的心
[00:01:08.120 --> 00:01:11.440]  讓我們更加去思想祢的話的寶貴
[00:01:11.440 --> 00:01:13.880]  更加明白祢對我們的吩咐
[00:01:13.880 --> 00:01:14.920]  多謝讚美祢
[00:01:14.920 --> 00:01:15.600]  如常禱告
[00:01:15.600 --> 00:01:16.520]  奉主命求
[00:01:16.520 --> 00:01:17.320]  阿門
[00:01:17.320 --> 00:01:21.200]  首先我們先讀出今天的經文
[00:01:21.200 --> 00:01:24.280]  我們會先讀一到第三節
[00:01:24.280 --> 00:01:26.640]  如果看見的話我們一起讀
[00:01:26.920 --> 00:01:31.040]  「奉神旨意作基督耶穌使徒的保羅
[00:01:31.040 --> 00:01:34.240]  寫信給在已乏所的眾聖徒
[00:01:34.240 --> 00:01:37.800]  就是在基督耶穌裡忠心的人
[00:01:37.800 --> 00:01:39.640]  願因為平安
[00:01:39.640 --> 00:01:42.840]  從我們的父神和主耶穌基督
[00:01:42.840 --> 00:01:44.200]  歸給你們
[00:01:44.200 --> 00:01:48.520]  願眾讚歸給我們主耶穌基督的父神
[00:01:48.520 --> 00:01:50.040]  他在基督裡
[00:01:50.040 --> 00:01:54.600]  曾把天上各樣屬靈的福氣賜給我們」
[00:01:55.240 --> 00:01:59.880]  首先要簡單介紹一下已乏所書背景和內容
[00:01:59.880 --> 00:02:04.040]  已乏所是羅馬帝國裡面最大的一個城市
[00:02:04.040 --> 00:02:06.960]  位於今天土耳其的西岸
[00:02:06.960 --> 00:02:09.640]  是一個商業文化交流的重鎮
[00:02:09.640 --> 00:02:11.600]  敬拜諸神的中心
[00:02:11.600 --> 00:02:14.160]  最出名的有一座神廟
[00:02:14.160 --> 00:02:16.360]  敬拜亞底米女神
[00:02:16.360 --> 00:02:20.960]  是當時古代世界七大奇觀
[00:02:20.960 --> 00:02:24.480]  因為它的建築的偉大實在很震撼
[00:02:24.480 --> 00:02:26.800]  保羅在已乏所裡
[00:02:26.800 --> 00:02:29.880]  用了兩年的時間在當中傳福音
[00:02:29.880 --> 00:02:32.680]  帶領了很多人去認識耶穌
[00:02:32.680 --> 00:02:34.400]  經過了很多年之後
[00:02:34.400 --> 00:02:36.960]  保羅被羅馬軟禁
[00:02:36.960 --> 00:02:41.120]  大約在公元60至62年間
[00:02:41.120 --> 00:02:44.600]  在監獄裡寫下已乏所書
[00:02:44.600 --> 00:02:48.720]  整卷書可大致分為兩大部分
[00:02:48.720 --> 00:02:50.320]  第一到第三章
[00:02:50.320 --> 00:02:53.280]  講到教會的本質和使命
[00:02:53.280 --> 00:02:55.600]  第四到第六章
[00:02:55.600 --> 00:02:59.160]  講到今天我們如何在當中生活裡
[00:02:59.160 --> 00:03:03.760]  去運用和實踐神的吩咐
[00:03:03.760 --> 00:03:07.160]  今天會先和大家看第一部分
[00:03:07.160 --> 00:03:09.680]  一到十四節的內容
[00:03:09.680 --> 00:03:13.080]  這段經文非常非常重要
[00:03:13.080 --> 00:03:15.880]  充滿了很多神學的信息
[00:03:15.880 --> 00:03:17.400]  對於我們來說
[00:03:17.400 --> 00:03:19.600]  更加去明白要認識的
[00:03:19.600 --> 00:03:22.000]  基督的計劃的重要性
[00:03:22.000 --> 00:03:24.120]  所以經文一開始的時候
[00:03:24.120 --> 00:03:31.280]  保羅就介紹自己是耶穌基督的使徒
[00:03:31.280 --> 00:03:33.600]  使徒是被差派的意思
[00:03:33.600 --> 00:03:36.600]  是耶穌基督親自去差派
[00:03:36.600 --> 00:03:40.720]  保羅還指出是奉神的旨意
[00:03:40.720 --> 00:03:43.640]  即是說他是帶著神的權柄
[00:03:43.640 --> 00:03:46.200]  他說的話是很重要
[00:03:46.200 --> 00:03:49.960]  很希望能夠寫給已乏所的信徒
[00:03:49.960 --> 00:03:53.560]  讓他們能夠在當中細心聆聽
[00:03:53.560 --> 00:03:57.160]  原來一章一節有一些抄本
[00:03:57.160 --> 00:03:59.160]  沒有提及已乏所
[00:03:59.160 --> 00:04:01.480]  或者再已乏所這幾個字
[00:04:01.480 --> 00:04:04.480]  所以有方派學者都認為已乏所書
[00:04:04.480 --> 00:04:07.560]  除了寫給已乏所教會之外
[00:04:07.560 --> 00:04:11.880]  還寫給當時小亞細亞其他的教會
[00:04:11.880 --> 00:04:13.440]  因此我們要明白
[00:04:13.440 --> 00:04:16.360]  為什麼保羅在信開始的時候
[00:04:16.360 --> 00:04:20.520]  沒有向其他的信徒去問案呢?
[00:04:20.520 --> 00:04:23.680]  不像其他書卷的寫法
[00:04:23.680 --> 00:04:27.120]  因為他關心的不是一間教會
[00:04:27.120 --> 00:04:31.360]  而是其他一帶當地的教會
[00:04:31.360 --> 00:04:34.360]  特別是他要向一班外邦的信徒
[00:04:34.360 --> 00:04:38.320]  指出他們在神的救贖計劃裡面
[00:04:38.320 --> 00:04:41.080]  他們的地位和身份
[00:04:41.080 --> 00:04:42.880]  並且要勸勉他們
[00:04:42.880 --> 00:04:46.520]  要活出與福音相稱的生活
[00:04:46.520 --> 00:04:48.520]  想問問大家
[00:04:48.520 --> 00:04:50.800]  如果提及教會的時候
[00:04:50.800 --> 00:04:54.920]  如果用一幅圖畫或者一些想像
[00:04:54.920 --> 00:04:57.000]  你會想起什麼呢?
[00:04:57.000 --> 00:04:58.640]  通常大家會想起什麼呢?
[00:04:58.640 --> 00:05:01.520]  提及教會
[00:05:01.520 --> 00:05:04.440]  會不會都像這幅圖一樣
[00:05:04.440 --> 00:05:05.640]  很多建築物
[00:05:05.640 --> 00:05:08.720]  最重要的是有一個十字架在上面
[00:05:08.720 --> 00:05:10.040]  可能也是
[00:05:10.040 --> 00:05:12.640]  這些都是我們通常會想起的東西
[00:05:12.640 --> 00:05:16.240]  但是對於我們上一輩的信徒來說
[00:05:16.240 --> 00:05:18.640]  會不會都想起這個呢?
[00:05:18.640 --> 00:05:22.240]  「快點來吧,教會派奶粉了」
[00:05:22.240 --> 00:05:25.440]  有沒有人經歷過這些?
[00:05:25.440 --> 00:05:27.640]  有的
[00:05:27.640 --> 00:05:30.640]  有啊,真的有人經歷過
[00:05:30.640 --> 00:05:33.160]  在那個年代就是教會派奶粉
[00:05:33.160 --> 00:05:36.800]  可能也很深刻在我們的腦海當中
[00:05:36.800 --> 00:05:38.800]  但是原來
[00:05:38.800 --> 00:05:41.320]  在保羅告訴我們
[00:05:41.320 --> 00:05:45.440]  原來在教會的名字
[00:05:45.440 --> 00:05:47.240]  在原文裡面的意思
[00:05:47.240 --> 00:05:49.920]  就是被呼召出來的人
[00:05:49.920 --> 00:05:53.040]  原文的讀音叫做Ecclesia
[00:05:53.040 --> 00:05:57.000]  是說教會被呼召的一群走出來
[00:05:57.000 --> 00:06:01.440]  所以今天我們這裡全部都是Ecclesia
[00:06:01.440 --> 00:06:03.200]  不如我們讀一次
[00:06:03.200 --> 00:06:05.040]  Ecclesia
[00:06:05.040 --> 00:06:06.520]  你跟旁邊的人說
[00:06:06.520 --> 00:06:08.520]  你跟我都是Ecclesia
[00:06:08.720 --> 00:06:13.120]  (大家說Ecclesia)
[00:06:13.120 --> 00:06:15.120]  所以保羅在一章一節的時候
[00:06:15.120 --> 00:06:18.320]  他稱呼教會這個群體是甚麼呢?
[00:06:18.320 --> 00:06:20.240]  他稱我們為「聖徒」
[00:06:20.240 --> 00:06:22.320]  保羅很想告訴我們
[00:06:22.320 --> 00:06:24.400]  他想起教會的時候
[00:06:24.400 --> 00:06:26.440]  他不是想起建築物
[00:06:26.440 --> 00:06:29.360]  他也不是想起教會的架構
[00:06:29.360 --> 00:06:32.840]  他想起是一群人
[00:06:32.840 --> 00:06:34.720]  能夠被神呼召出來
[00:06:34.720 --> 00:06:36.840]  在當中去組成教會
[00:06:36.840 --> 00:06:38.840]  而這群人在當中
[00:06:38.840 --> 00:06:42.240]  如何去領受從神來的賜福
[00:06:42.240 --> 00:06:43.560]  所以在第三節
[00:06:43.560 --> 00:06:44.880]  保羅指出
[00:06:44.880 --> 00:06:47.920]  各樣天上的屬靈的福氣
[00:06:47.920 --> 00:06:51.320]  都賜了給這群聖徒
[00:06:51.320 --> 00:06:55.520]  這群聖徒要一起來在當中去讚美神
[00:06:55.520 --> 00:07:00.040]  英文翻譯更加貼近原文的意思
[00:07:00.040 --> 00:07:02.600]  說到有三個福氣
[00:07:02.600 --> 00:07:03.640]  第一
[00:07:03.640 --> 00:07:05.320]  神是一個賜福的神
[00:07:05.320 --> 00:07:07.840]  第二,神賜福了給教會
[00:07:07.840 --> 00:07:11.600]  第三,各樣屬靈的福氣都給過我們
[00:07:11.600 --> 00:07:14.960]  究竟神賜下甚麼福氣給教會呢?
[00:07:14.960 --> 00:07:16.880]  首先保羅要指出
[00:07:16.880 --> 00:07:21.880]  教會在父神創造世界之前
[00:07:21.880 --> 00:07:23.640]  已經有他的計劃
[00:07:23.640 --> 00:07:27.240]  我們一起讀第四到第六節
[00:07:27.240 --> 00:07:29.720]  「因為祂從創世以前
[00:07:29.720 --> 00:07:32.560]  在基督裡揀選了我們
[00:07:32.560 --> 00:07:35.760]  使我們在祂面前成為聖傑
[00:07:35.760 --> 00:07:38.760]  沒有瑕疵、沒有愛心
[00:07:38.760 --> 00:07:41.840]  祂按著自己的旨意所喜悅的
[00:07:41.840 --> 00:07:46.240]  預定我們藉著耶穌基督得而至的名分
[00:07:46.240 --> 00:07:49.760]  使祂榮耀的恩典得到稱讚
[00:07:49.760 --> 00:07:52.280]  這個恩典是差在愛子類
[00:07:52.280 --> 00:07:54.800]  八百次給我們的」
[00:07:54.800 --> 00:07:58.520]  神賜下的福氣在第四到第六節
[00:07:58.520 --> 00:08:00.960]  保羅指出有三樣
[00:08:00.960 --> 00:08:02.960]  第一是揀選
[00:08:02.960 --> 00:08:05.160]  第二是分別為聖
[00:08:05.160 --> 00:08:08.040]  第三是得著子女的名分
[00:08:08.040 --> 00:08:12.200]  在第四節我們看見神在當中的揀選
[00:08:12.200 --> 00:08:15.240]  原來今天我們能夠信耶穌
[00:08:15.240 --> 00:08:18.520]  很多時候我們以為自己去揀選神
[00:08:18.520 --> 00:08:21.080]  但從經文給我們看見
[00:08:21.080 --> 00:08:23.920]  早在我們認識神之前
[00:08:23.920 --> 00:08:27.720]  或者早在我們連自己都不認識自己的時候
[00:08:27.720 --> 00:08:29.960]  更加我們未出世的時候
[00:08:29.960 --> 00:08:32.640]  神已經揀選了我們
[00:08:32.640 --> 00:08:34.160]  這裡要強調的是
[00:08:34.160 --> 00:08:38.080]  神很想很想和我們建立這份關係
[00:08:38.080 --> 00:08:40.360]  是一個永恆的關係
[00:08:40.360 --> 00:08:41.400]  弟子妹妹
[00:08:41.400 --> 00:08:45.600]  你覺不覺得這是一個很不可思議的事情呢?
[00:08:45.600 --> 00:08:46.600]  不僅如此
[00:08:46.600 --> 00:08:50.160]  神揀選我們並不是因為我們
[00:08:50.160 --> 00:08:51.760]  我們已經是聖潔
[00:08:51.760 --> 00:08:54.520]  不是因為我們沒有瑕疵
[00:08:54.520 --> 00:08:56.960]  使得神不揀選我們
[00:08:56.960 --> 00:08:58.440]  反而神揀選他們
[00:08:58.440 --> 00:09:01.400]  是因為按照祂自己美好的旨意
[00:09:01.400 --> 00:09:02.440]  在第五節
[00:09:02.440 --> 00:09:05.600]  完完全全是出於神的愛
[00:09:05.600 --> 00:09:07.040]  有時候我們會想
[00:09:07.040 --> 00:09:09.640]  神怎麼會選自己呢?
[00:09:09.640 --> 00:09:12.040]  不知道大家有沒有這樣想過
[00:09:12.040 --> 00:09:13.600]  有沒有想過?
[00:09:13.600 --> 00:09:15.840]  可能也曾經想過
[00:09:15.840 --> 00:09:17.960]  如果人去選的話
[00:09:17.960 --> 00:09:19.440]  人一定會選什麼?
[00:09:19.440 --> 00:09:20.960]  選一些最好的
[00:09:20.960 --> 00:09:24.280]  最好不要頂嘴的
[00:09:24.280 --> 00:09:25.920]  最好是很乖的
[00:09:25.920 --> 00:09:26.960]  你說什麼他做什麼
[00:09:26.960 --> 00:09:28.880]  是不是最好的那些?
[00:09:28.880 --> 00:09:31.440]  或者選最好的那些最好
[00:09:31.440 --> 00:09:34.200]  最近我有一次去買水果
[00:09:34.200 --> 00:09:36.160]  這個經驗也很特別
[00:09:36.160 --> 00:09:38.640]  我看到十塊五個小蘋果
[00:09:38.640 --> 00:09:40.000]  很划算
[00:09:40.000 --> 00:09:41.480]  很久沒見過了
[00:09:41.480 --> 00:09:42.680]  但是寫明什麼?
[00:09:42.680 --> 00:09:45.640]  不可以選
[00:09:45.640 --> 00:09:47.880]  有一位女士就走過去
[00:09:47.880 --> 00:09:50.280]  和我一起去買十塊蘋果
[00:09:50.280 --> 00:09:51.840]  她先買
[00:09:51.840 --> 00:09:54.160]  老闆就給她五個蘋果
[00:09:54.160 --> 00:09:56.600]  很快就交給這位女士
[00:09:56.600 --> 00:10:00.040]  這位女士收到這五個蘋果之後
[00:10:00.040 --> 00:10:03.320]  她就在檢查這五個蘋果
[00:10:03.320 --> 00:10:04.880]  逐一在檢查
[00:10:04.880 --> 00:10:07.720]  看見這個蘋果的皮
[00:10:07.720 --> 00:10:10.440]  顏色不太均勻
[00:10:10.440 --> 00:10:13.000]  這個有花的
[00:10:13.000 --> 00:10:14.960]  她就跟老闆說要換
[00:10:14.960 --> 00:10:16.400]  老闆也很好
[00:10:16.400 --> 00:10:17.840]  換了兩次給她
[00:10:17.840 --> 00:10:22.120]  但是這位女士好像還沒檢查完
[00:10:22.120 --> 00:10:23.560]  還很想再換
[00:10:23.560 --> 00:10:25.560]  你猜老闆有什麼反應?
[00:10:25.560 --> 00:10:27.440]  開始有點生氣
[00:10:27.440 --> 00:10:29.560]  跟這位女士說
[00:10:29.560 --> 00:10:30.680]  你再換
[00:10:30.680 --> 00:10:33.760]  我給你十塊
[00:10:33.760 --> 00:10:34.760]  可能
[00:10:34.760 --> 00:10:35.400]  弟子妹妹
[00:10:35.400 --> 00:10:36.800]  你有沒有試過這些?
[00:10:36.800 --> 00:10:37.800]  可能我們也是這樣
[00:10:37.800 --> 00:10:39.040]  我們很喜歡選什麼?
[00:10:39.040 --> 00:10:40.640]  選最好看的
[00:10:40.640 --> 00:10:42.560]  最沒問題的
[00:10:42.560 --> 00:10:44.080]  又要最便宜的
[00:10:44.080 --> 00:10:44.840]  又最甜的
[00:10:44.840 --> 00:10:46.120]  又最大的
[00:10:46.120 --> 00:10:47.640]  通常都是這樣的
[00:10:47.640 --> 00:10:48.840]  但是如果
[00:10:48.840 --> 00:10:51.880]  神像這位女士這樣去選的話
[00:10:51.880 --> 00:10:54.280]  我相信沒有人會合格
[00:10:54.280 --> 00:10:56.200]  因為我們生命裏面
[00:10:56.200 --> 00:10:58.280]  都有很多瑕疵
[00:10:58.280 --> 00:11:02.040]  都有很多破碎
[00:11:02.040 --> 00:11:03.880]  很多問題
[00:11:03.880 --> 00:11:05.600]  又不是最聽話
[00:11:05.600 --> 00:11:08.240]  還有很多有時候會頂嘴
[00:11:08.240 --> 00:11:10.960]  所以今天我們看見神的揀選
[00:11:10.960 --> 00:11:12.760]  其實是無條件的
[00:11:12.760 --> 00:11:15.120]  是出於祂的恩典
[00:11:15.120 --> 00:11:16.960]  出於祂的主權
[00:11:16.960 --> 00:11:18.760]  而這份揀選
[00:11:18.760 --> 00:11:19.720]  是定義的
[00:11:19.720 --> 00:11:23.000]  是要藉著耶穌基督救贖的工作
[00:11:23.000 --> 00:11:25.920]  與基督和耶穌聯合這份關係
[00:11:25.920 --> 00:11:29.240]  以此這個揀選才能夠成就
[00:11:29.240 --> 00:11:30.600]  我們要問的是
[00:11:30.600 --> 00:11:33.040]  為什麼神揀選我們呢?
[00:11:33.040 --> 00:11:34.840]  有什麼目的呢?
[00:11:34.840 --> 00:11:37.160]  在第四節告訴我們
[00:11:37.160 --> 00:11:38.840]  第二個福氣就是
[00:11:38.840 --> 00:11:42.240]  神要我們成聖
[00:11:42.240 --> 00:11:43.840]  成為聖傑
[00:11:43.840 --> 00:11:46.120]  沒有瑕疵
[00:11:46.120 --> 00:11:49.400]  成為聖傑是在地位上的聖傑
[00:11:49.400 --> 00:11:52.840]  是神在我們身上所成就的恩典
[00:11:52.840 --> 00:11:54.000]  沒有瑕疵
[00:11:54.000 --> 00:11:58.040]  意思是我們不能再被人指控
[00:11:58.040 --> 00:12:00.600]  沒有可以定罪的地方
[00:12:00.600 --> 00:12:05.320]  因為成聖並不是靠我們的努力
[00:12:05.320 --> 00:12:07.000]  才能夠達到
[00:12:07.000 --> 00:12:09.160]  是靠著神的恩典才能夠做到
[00:12:09.160 --> 00:12:12.560]  我們人沒有辦法令自己去成聖
[00:12:12.560 --> 00:12:15.080]  完完全全是神的恩典
[00:12:15.080 --> 00:12:18.560]  神與我們去建立這份新的關係
[00:12:18.560 --> 00:12:23.400]  並且很想分享祂自己的聖潔和完全
[00:12:23.400 --> 00:12:26.160]  正如耶穌基督在《馬太福音》
[00:12:26.160 --> 00:12:28.320]  五章四十八節裡面說
[00:12:28.320 --> 00:12:33.360]  「你們要完全像天父完全的一樣」
[00:12:33.360 --> 00:12:35.360]  從另一個角度來看的話
[00:12:35.360 --> 00:12:37.360]  神揀選我們
[00:12:37.360 --> 00:12:39.360]  其實我們是不聖潔
[00:12:39.360 --> 00:12:40.480]  有瑕疵
[00:12:40.480 --> 00:12:43.000]  是不配被神接納
[00:12:43.000 --> 00:12:46.120]  反而應該接受審判
[00:12:46.120 --> 00:12:47.520]  神就是這樣
[00:12:47.520 --> 00:12:50.240]  呼召我們一群不完美的人
[00:12:50.240 --> 00:12:51.360]  走在一起
[00:12:51.360 --> 00:12:54.200]  要在這個軸勢裡面去分別出來
[00:12:54.200 --> 00:12:55.840]  要組成教會
[00:12:55.840 --> 00:12:58.160]  要一同去成聖
[00:12:58.160 --> 00:12:59.680]  沒有瑕疵
