
[00:00:00.000 --> 00:00:03.000]  各位頂智媒早晨
[00:00:03.000 --> 00:00:07.000]  再次感恩來到大家當中
[00:00:07.000 --> 00:00:09.000]  我們一起用神的話
[00:00:09.000 --> 00:00:14.000]  在現在這個動亂不安的世界
[00:00:14.000 --> 00:00:18.000]  用祂的話成為我們的指南針
[00:00:18.000 --> 00:00:20.000]  成為我們的路標
[00:00:20.000 --> 00:00:22.000]  成為我們的方向
[00:00:22.000 --> 00:00:24.000]  最近大家都看到
[00:00:24.000 --> 00:00:34.000]  在以色列人正正在一個贖罪日
[00:00:34.000 --> 00:00:37.000]  連續七天在沙漠
[00:00:37.000 --> 00:00:43.000]  他們舉行一個叫帳棚
[00:00:43.000 --> 00:00:47.000]  即是住在帳棚裡面紀念這些日子的時候
[00:00:47.000 --> 00:00:52.000]  突然之間就出現巴勒斯坦那邊來的
[00:00:52.000 --> 00:00:57.000]  哈馬斯那些人的火箭
[00:00:57.000 --> 00:00:59.000]  那些飛彈
[00:00:59.000 --> 00:01:01.000]  帶來的結果
[00:01:01.000 --> 00:01:04.000]  死傷沉寂
[00:01:04.000 --> 00:01:07.000]  這個衝突到現在為止
[00:01:07.000 --> 00:01:09.000]  還沒有完結
[00:01:09.000 --> 00:01:11.000]  我們是因為這樣的緣故
[00:01:11.000 --> 00:01:12.000]  播道神學院
[00:01:12.000 --> 00:01:13.000]  恩福神學院
[00:01:13.000 --> 00:01:15.000]  和播道總會決定
[00:01:15.000 --> 00:01:18.000]  開一個特別的討論會
[00:01:18.000 --> 00:01:20.000]  就在明天下午的四點
[00:01:20.000 --> 00:01:24.000]  我明天會跟大家分享這個訊息
[00:01:24.000 --> 00:01:30.000]  這種撕裂不只是在巴勒斯坦
[00:01:30.000 --> 00:01:35.000]  現在的撕裂已經到了各個不同的國家
[00:01:35.000 --> 00:01:39.000]  支持巴勒斯坦和支持以色列
[00:01:39.000 --> 00:01:41.000]  兩邊不同陣營的人
[00:01:41.000 --> 00:01:45.000]  互相各種不同的方法來出現
[00:01:45.000 --> 00:01:47.000]  我心裡面最擔心的
[00:01:47.000 --> 00:01:50.000]  由這個時候開始
[00:01:50.000 --> 00:01:52.000]  更多的恐襲
[00:01:52.000 --> 00:01:55.000]  無辜的人會越來越多
[00:01:55.000 --> 00:01:56.000]  來受害
[00:01:56.000 --> 00:01:59.000]  這個是我們明天討論會
[00:01:59.000 --> 00:02:02.000]  最重要的焦點
[00:02:02.000 --> 00:02:05.000]  我都會跟大家分享一下
[00:02:05.000 --> 00:02:08.000]  到底以巴這些衝突
[00:02:08.000 --> 00:02:11.000]  聖經有多少年前
[00:02:11.000 --> 00:02:14.000]  有多少次有提及
[00:02:14.000 --> 00:02:18.000]  另外一方面也告訴我們出路到底在哪裡
[00:02:18.000 --> 00:02:20.000]  我鼓勵大家
[00:02:20.000 --> 00:02:26.000]  能夠用禱告紀念兩邊無辜受苦的人
[00:02:26.000 --> 00:02:29.000]  我們低頭做一個禱告
[00:02:29.000 --> 00:02:33.000]  聽我的天父感謝你的恩典
[00:02:33.000 --> 00:02:39.000]  我們經歷沒有火箭
[00:02:39.000 --> 00:02:41.000]  沒有飛彈
[00:02:41.000 --> 00:02:43.000]  沒有槍炮
[00:02:43.000 --> 00:02:47.000]  原來已經是一個恩典
[00:02:47.000 --> 00:02:51.000]  在這個動盪不安的世代
[00:02:51.000 --> 00:02:56.000]  原來這些不是必然可以有的
[00:02:56.000 --> 00:03:00.000]  但我們都需要為整個世界來禱告
[00:03:00.000 --> 00:03:03.000]  特別是以巴各方面來禱告
[00:03:03.000 --> 00:03:07.000]  死傷的人每天都不斷增加
[00:03:07.000 --> 00:03:10.000]  我懇求你
[00:03:10.000 --> 00:03:13.000]  自己讓他們看見
[00:03:13.000 --> 00:03:16.000]  怨怨相報
[00:03:16.000 --> 00:03:19.000]  結果就是兩敗俱傷
[00:03:19.000 --> 00:03:21.000]  求你保守我們的心
[00:03:21.000 --> 00:03:24.000]  也知道我們到底應該怎樣
[00:03:24.000 --> 00:03:27.000]  回應一些人的問題
[00:03:27.000 --> 00:03:30.000]  又懂得怎樣去禱告
[00:03:30.000 --> 00:03:32.000]  奉耶穌基督的名
[00:03:32.000 --> 00:03:34.000]  阿門
[00:03:34.000 --> 00:03:38.000]  我今天
[00:03:38.000 --> 00:03:42.000]  因為早就預備了一個訊息
[00:03:42.000 --> 00:03:46.000]  是能看得見的信仰
[00:03:46.000 --> 00:03:51.000]  這個信仰你怎樣有一種說服力呢?
[00:03:51.000 --> 00:03:54.000]  我們對我們的子女
[00:03:54.000 --> 00:03:57.000]  我們的信仰怎樣有說服力呢?
[00:03:57.000 --> 00:03:59.000]  我們對我們的親友
[00:03:59.000 --> 00:04:03.000]  我們的信仰怎樣有一種說服力
[00:04:03.000 --> 00:04:06.000]  我們對社會上的人
[00:04:06.000 --> 00:04:09.000]  老闆對僱員,僱員對老闆
[00:04:09.000 --> 00:04:12.000]  學生對老師,老師對學生
[00:04:12.000 --> 00:04:14.000]  我們對任何人
[00:04:14.000 --> 00:04:16.000]  不認識我們的人
[00:04:16.000 --> 00:04:17.000]  我們的信
[00:04:17.000 --> 00:04:23.000]  怎樣才能帶給他們一個影響力
[00:04:23.000 --> 00:04:25.000]  一個說服力
[00:04:25.000 --> 00:04:29.000]  除非他們在我們身上
[00:04:29.000 --> 00:04:31.000]  在我們身上
[00:04:31.000 --> 00:04:33.000]  他們在聖經
[00:04:33.000 --> 00:04:35.000]  他們在大自然
[00:04:35.000 --> 00:04:37.000]  在每一樣發生的事
[00:04:37.000 --> 00:04:42.000]  能夠看得見這個信仰的真實
[00:04:42.000 --> 00:04:44.000]  我是因為這樣的緣故
[00:04:44.000 --> 00:04:47.000]  我就很想讓大家
