
[00:00:00.000 --> 00:00:08.000]  今天的講題是3D人生中的得勝攻略
[00:00:08.000 --> 00:00:11.000]  嘩,真是很3D,突然間嚇一跳
[00:00:11.000 --> 00:00:14.000]  究竟甚麼是3D呢?
[00:00:14.000 --> 00:00:16.000]  大家知不知道?
[00:00:16.000 --> 00:00:19.000]  立體,是吧?
[00:00:19.000 --> 00:00:23.000]  所以剛才一開始的時候,Ariane牧師也很好
[00:00:23.000 --> 00:00:24.000]  她說,是否寫錯了?
[00:00:24.000 --> 00:00:28.000]  應該是大街D,不是細街D,是吧?
[00:00:28.000 --> 00:00:32.000]  究竟為甚麼我寫3D的人生中的細街D呢?
[00:00:32.000 --> 00:00:34.000]  聽到最後就一定知道了
[00:00:34.000 --> 00:00:36.000]  所以大家留心一點
[00:00:36.000 --> 00:00:38.000]  先不開估
[00:00:38.000 --> 00:00:42.000]  前陣子偶然聽到一個新聞報道
[00:00:42.000 --> 00:00:44.000]  傳運會即將舉行
[00:00:44.000 --> 00:00:46.000]  現在已經舉行了
[00:00:46.000 --> 00:00:51.000]  警務處爆炸品處理課要加強人員訓練
[00:00:51.000 --> 00:00:57.000]  特別是經常發現爆炸品的污渠、地盤和山邊
[00:00:57.000 --> 00:01:02.000]  就是他們行內所說的3D的位置
[00:01:02.000 --> 00:01:09.000]  是吧
[00:01:09.000 --> 00:01:12.000]  究竟這個3D位置代表甚麼呢?
[00:01:12.000 --> 00:01:19.000]  其實是指一些污穢的、困難的
[00:01:19.000 --> 00:01:23.000]  以及很危險的英文縮寫
[00:01:23.000 --> 00:01:26.000]  就是那些爆炸品很多時候都在這些位置
[00:01:26.000 --> 00:01:29.000]  我突然靈機一觸
[00:01:29.000 --> 00:01:31.000]  想起今天我們這段經文
[00:01:31.000 --> 00:01:35.000]  其實保羅的經歷也很3D
[00:01:35.000 --> 00:01:38.000]  他先被一些不信的猶太人
[00:01:38.000 --> 00:01:44.000]  用一些污穢的手段去誣衊他
[00:01:44.000 --> 00:01:50.000]  他終日又要擔心他牧羊教會的信徒的淑寧光景
[00:01:50.000 --> 00:01:53.000]  怕他們的信仰根基不夠扎實
[00:01:53.000 --> 00:01:57.000]  會動搖心靈裡很多的艱難
[00:01:57.000 --> 00:01:59.000]  不單止這樣
[00:01:59.000 --> 00:02:02.000]  保羅的肉身上經常要捱甚麼?
[00:02:02.000 --> 00:02:05.000]  棍打、鞭打
[00:02:05.000 --> 00:02:09.000]  甚至今天這段連生命都受到威脅
[00:02:09.000 --> 00:02:12.000]  真是一個很危險的生命
[00:02:12.000 --> 00:02:14.000]  所以弟兄姊妹
[00:02:14.000 --> 00:02:17.000]  我想想保羅主耶穌呼召他這份工作
[00:02:17.000 --> 00:02:22.000]  真的比擦彈專家更危險
[00:02:22.000 --> 00:02:24.000]  弟兄姊妹
[00:02:24.000 --> 00:02:29.000]  我相信你們每天在家庭、職場
[00:02:29.000 --> 00:02:32.000]  包括在教會的侍奉裡
[00:02:32.000 --> 00:02:36.000]  可能都面對一波未平一波又起的3D
[00:02:36.000 --> 00:02:41.000]  不知道你們身邊有沒有一些陰險小人
[00:02:41.000 --> 00:02:45.000]  用一些骯髒的手段去為求上位
[00:02:45.000 --> 00:02:46.000]  不擇手段?
[00:02:46.000 --> 00:02:47.000]  有沒有?
[00:02:47.000 --> 00:02:49.000]  有啊
[00:02:49.000 --> 00:02:52.000]  又或者有忙不完的工作
[00:02:52.000 --> 00:02:54.000]  寫不完的報告
[00:02:54.000 --> 00:02:58.000]  甚至看不完的功課
[00:02:58.000 --> 00:03:00.000]  心靈上我們有時都有一種
[00:03:00.000 --> 00:03:04.000]  說不出口的孤單感和無力感
[00:03:04.000 --> 00:03:07.000]  又或者我們隨著年紀有上下
[00:03:07.000 --> 00:03:09.000]  那些甚麼高甚麼高
[00:03:09.000 --> 00:03:11.000]  開始找上門
[00:03:11.000 --> 00:03:13.000]  終日都會有時想想
[00:03:13.000 --> 00:03:16.000]  究竟身體出了甚麼問題?
[00:03:16.000 --> 00:03:19.000]  就讓我們藉著保羅
[00:03:19.000 --> 00:03:22.000]  學習如何在這個3D的人生裡
[00:03:22.000 --> 00:03:24.000]  找到一個得勝的攻略
[00:03:24.000 --> 00:03:26.000]  讓我們在進入經文之先
[00:03:26.000 --> 00:03:28.000]  我們一起用祈禱
[00:03:28.000 --> 00:03:30.000]  將以下的時間交給我們的神
[00:03:30.000 --> 00:03:33.000]  我們一起低頭祈禱
[00:03:33.000 --> 00:03:35.000]  抽起主耶穌
[00:03:35.000 --> 00:03:37.000]  我們一班弟兄姊妹
[00:03:37.000 --> 00:03:39.000]  坐在這裡來敬拜祢
[00:03:39.000 --> 00:03:41.000]  來聽祢的話
[00:03:41.000 --> 00:03:43.000]  我們知道我們在生命裡
[00:03:43.000 --> 00:03:45.000]  有祢真的很滿足
[00:03:45.000 --> 00:03:47.000]  但在我們人生的旅途裡
[00:03:47.000 --> 00:03:50.000]  都難免有很多困難
[00:03:50.000 --> 00:03:51.000]  有說不出口
[00:03:51.000 --> 00:03:54.000]  沒有人知道的掙扎
[00:03:54.000 --> 00:03:56.000]  可能都會令我們很受傷
[00:03:56.000 --> 00:03:58.000]  或者很困惱
[00:03:58.000 --> 00:04:01.000]  主啊,祢知道我們每個弟兄姊妹
[00:04:01.000 --> 00:04:03.000]  我們面對的挑戰和艱難
[00:04:03.000 --> 00:04:06.000]  我們的眼淚,祢都知道
[00:04:06.000 --> 00:04:07.000]  主啊,就求祢
[00:04:07.000 --> 00:04:09.000]  藉著孩子的口
[00:04:09.000 --> 00:04:11.000]  用今天祢自己的說話
[00:04:11.000 --> 00:04:13.000]  來對弟兄姊妹說話
[00:04:13.000 --> 00:04:16.000]  讓我們的心得著力量
[00:04:16.000 --> 00:04:18.000]  讓我們的心得著盼望
[00:04:18.000 --> 00:04:20.000]  祝福以下這段時間
[00:04:20.000 --> 00:04:21.000]  我們的祈禱
[00:04:21.000 --> 00:04:24.000]  奉靠救主耶穌基督得勝的名祈求
[00:04:24.000 --> 00:04:25.000]  阿們
[00:04:25.000 --> 00:04:27.000]  我們今天會繼續
[00:04:27.000 --> 00:04:29.000]  我們五堂的講道系列
[00:04:29.000 --> 00:04:30.000]  試圖行傳
[00:04:30.000 --> 00:04:34.000]  經文我們已經講到23章了
[00:04:34.000 --> 00:04:36.000]  上文我們提到
[00:04:36.000 --> 00:04:39.000]  從亞細亞去到耶路撒冷的猶太人
[00:04:39.000 --> 00:04:41.000]  他們就煽動那些以色列人
[00:04:41.000 --> 00:04:43.000]  抓住保羅
[00:04:43.000 --> 00:04:44.000]  毆打他
[00:04:44.000 --> 00:04:46.000]  簡直想要他的命
[00:04:46.000 --> 00:04:49.000]  即使千夫長介入
[00:04:49.000 --> 00:04:52.000]  保羅又很詳細地解釋
[00:04:52.000 --> 00:04:56.000]  以前自己為何會由迫不得已基督徒
[00:04:56.000 --> 00:04:57.000]  到現在
[00:04:57.000 --> 00:05:00.000]  他到處為主做見證
[00:05:00.000 --> 00:05:05.000]  全因為他親身和復活的主耶穌
[00:05:05.000 --> 00:05:07.000]  在大馬色路上相遇
[00:05:07.000 --> 00:05:08.000]  這樣講完
[00:05:08.000 --> 00:05:11.000]  但那些群情洶湧的猶太人的情緒
[00:05:11.000 --> 00:05:13.000]  不單止沒有緩和度
[00:05:13.000 --> 00:05:15.000]  他們還越來越激動
[00:05:15.000 --> 00:05:17.000]  誓死要除掉保羅
[00:05:17.000 --> 00:05:21.000]  又說這樣的人應該死
[00:05:21.000 --> 00:05:24.000]  千夫長原本都想著
[00:05:24.000 --> 00:05:26.000]  鞭打敲問保羅
[00:05:26.000 --> 00:05:27.000]  但當他知道
[00:05:27.000 --> 00:05:31.000]  原來保羅有羅馬公民身份的時候
[00:05:31.000 --> 00:05:32.000]  他立即害怕
[00:05:32.000 --> 00:05:35.000]  因為保羅身為羅馬公民
[00:05:35.000 --> 00:05:37.000]  如果千夫長他未經過審訊
[00:05:37.000 --> 00:05:41.000]  就被抓去綁住
[00:05:41.000 --> 00:05:44.000]  其實是抵觸了羅馬的法律
[00:05:44.000 --> 00:05:47.000]  所以在經文22章30節
[00:05:47.000 --> 00:05:50.000]  他召集了祭司長和公議會
[00:05:50.000 --> 00:05:53.000]  希望查明猶太人
[00:05:53.000 --> 00:05:57.000]  為何一定要將保羅置諸死地的原因
[00:05:57.000 --> 00:05:59.000]  讓我們一起看看
[00:05:59.000 --> 00:06:03.000]  保羅如何見招拆招
[00:06:03.000 --> 00:06:06.000]  第一個在3D人生中的得勝攻略
[00:06:06.000 --> 00:06:11.000]  就是保羅憑著無愧清白的良心
[00:06:11.000 --> 00:06:13.000]  我也很想邀請弟兄姊妹
[00:06:13.000 --> 00:06:17.000]  跟我讀一讀《使徒行傳》22章30節
[00:06:17.000 --> 00:06:19.000]  至23章5節
[00:06:19.000 --> 00:06:21.000]  1、2、3
[00:06:21.000 --> 00:06:28.000]  第二天千夫長要知道猶太人控告保羅的實情
[00:06:28.000 --> 00:06:29.000]  就解開他
[00:06:29.000 --> 00:06:34.000]  下令祭司長們和全議會的人都聚集
[00:06:34.000 --> 00:06:37.000]  然後將保羅帶下來
[00:06:37.000 --> 00:06:40.000]  叫他站在他們面前
[00:06:40.000 --> 00:06:43.000]  保羅定睛看著議會的人
[00:06:43.000 --> 00:06:45.000]  說「諸位弟兄
[00:06:45.000 --> 00:06:48.000]  我在神面前行事為人
[00:06:48.000 --> 00:06:51.000]  都是憑著清白的良心
[00:06:51.000 --> 00:06:53.000]  直到今天」
[00:06:53.000 --> 00:06:56.000]  阿拿尼亞大祭司就吩咐
[00:06:56.000 --> 00:06:59.000]  旁邊站著的人打他的嘴
[00:06:59.000 --> 00:07:02.000]  這時保羅對他說
[00:07:02.000 --> 00:07:06.000]  「聖的長 神要打你
[00:07:06.000 --> 00:07:09.000]  你座堂事案律法審問我
[00:07:09.000 --> 00:07:14.000]  你竟違背這法命令人打我嗎?」
[00:07:14.000 --> 00:07:16.000]  站在旁邊的人說
[00:07:16.000 --> 00:07:20.000]  「你竟敢辱罵神的大祭司嗎?」
[00:07:20.000 --> 00:07:21.000]  保羅說
[00:07:21.000 --> 00:07:25.000]  「弟兄們 我不知道他是大祭司
[00:07:25.000 --> 00:07:27.000]  因為經常記著
[00:07:27.000 --> 00:07:31.000]  不可違背你百姓的觀賞」
[00:07:31.000 --> 00:07:32.000]  謝謝
[00:07:32.000 --> 00:07:35.000]  在23章一節
[00:07:35.000 --> 00:07:39.000]  保羅一個人在公議會上
[00:07:39.000 --> 00:07:42.000]  面對著一群有權有勢
[00:07:42.000 --> 00:07:43.000]  敵對他
[00:07:43.000 --> 00:07:48.000]  很想置諸死地的祭司長和宗教領袖
[00:07:48.000 --> 00:07:52.000]  大經文形容保羅是定睛
[00:07:52.000 --> 00:07:53.000]  定睛即是怎樣
[00:07:53.000 --> 00:07:56.000]  專注睜大眼睛
[00:07:56.000 --> 00:07:59.000]  看著要審問他的人
[00:07:59.000 --> 00:08:02.000]  表達出保羅的勇氣
[00:08:02.000 --> 00:08:04.000]  一點也不怯場
[00:08:04.000 --> 00:08:10.000]  之後保羅如何稱呼這群想置他於死地的人
[00:08:10.000 --> 00:08:11.000]  弟兄
[00:08:11.000 --> 00:08:14.000]  稱呼他們為諸位弟兄
[00:08:14.000 --> 00:08:17.000]  他沒有視他們為仇敵
[00:08:17.000 --> 00:08:20.000]  從保羅的書信中
[00:08:20.000 --> 00:08:22.000]  我們都可以體會到
[00:08:22.000 --> 00:08:26.000]  保羅一直很愛這群猶太人
[00:08:26.000 --> 00:08:28.000]  他的同胞
[00:08:28.000 --> 00:08:32.000]  在《羅馬書》9章2-3節說
[00:08:32.000 --> 00:08:34.000]  「我是大有憂愁
[00:08:34.000 --> 00:08:36.000]  心裡時常傷痛
[00:08:36.000 --> 00:08:39.000]  為我弟兄 為我骨肉之親
[00:08:39.000 --> 00:08:42.000]  就使自己被咒詛
[00:08:42.000 --> 00:08:43.000]  與基督分離
[00:08:43.000 --> 00:08:45.000]  我也願意」
[00:08:45.000 --> 00:08:49.000]  就是因著保羅對同胞的愛
[00:08:49.000 --> 00:08:52.000]  即使面對扭曲的指控
[00:08:52.000 --> 00:08:56.000]  他也可以冷靜地面對
[00:08:56.000 --> 00:08:58.000]  就是因為一份愛
[00:08:58.000 --> 00:09:02.000]  接著保羅開始為自己辯護
[00:09:02.000 --> 00:09:03.000]  他說
[00:09:03.000 --> 00:09:06.000]  「我在神面前行事為人
[00:09:06.000 --> 00:09:09.000]  都是憑著清白的良心
[00:09:09.000 --> 00:09:11.000]  直到今天」
[00:09:11.000 --> 00:09:13.000]  他所說的就是
[00:09:13.000 --> 00:09:15.000]  直到我現在站在這裡作供這一刻
[00:09:15.000 --> 00:09:17.000]  我在神面前
[00:09:17.000 --> 00:09:19.000]  無論我心裡想的
[00:09:19.000 --> 00:09:20.000]  口說的
[00:09:20.000 --> 00:09:21.000]  手所做的
[00:09:21.000 --> 00:09:22.000]  全部
[00:09:22.000 --> 00:09:23.000]  全部
