
[00:00:00.000 --> 00:00:03.000]  各位大兄姐妹大家好,我是Marcus
[00:00:03.000 --> 00:00:09.000]  很開心這次可以再次分到青少報來跟大家分享一下華語
[00:00:09.000 --> 00:00:15.000]  在開始之前,我想跟大家介紹一個在YouTube上的一個很特別的節目
[00:00:15.000 --> 00:00:16.000]  叫做Shark Tank
[00:00:16.000 --> 00:00:21.000]  在香港的節目應該叫做「創戰贏家」
[00:00:21.000 --> 00:00:25.000]  這個節目是讓年輕人都可以上去的
[00:00:25.000 --> 00:00:30.000]  只要你有好的想法,你都可以上去,上這個節目看看
[00:00:30.000 --> 00:00:35.000]  有沒有人願意支持你的想法或支持你的公司
[00:00:35.000 --> 00:00:41.000]  在這個節目上,你可以看到有些人很開心的可以獲得支持
[00:00:41.000 --> 00:00:44.000]  可以獲得金錢去製造他們的想法
[00:00:44.000 --> 00:00:48.000]  可以辦一個公司,或者是賣產品
[00:00:48.000 --> 00:00:53.000]  但你也可以看到有很多人是拿不到錢的
[00:00:53.000 --> 00:00:56.000]  所以他們就發脾氣離開了
[00:00:56.000 --> 00:01:05.000]  我特別在這個Shark Tank很喜歡看到年輕人的想法被他們支持
[00:01:05.000 --> 00:01:10.000]  他們可以拿到一筆錢去完成他們的夢想
[00:01:10.000 --> 00:01:18.000]  所以當我看到這些年輕人很開心,願意支持這群年輕人的時候
[00:01:18.000 --> 00:01:19.000]  我自己也很開心
[00:01:19.000 --> 00:01:25.000]  可以看到這群年輕人願意支持下一個世代的人去完成他們的夢想
[00:01:25.000 --> 00:01:27.000]  所以我也很開心
[00:01:27.000 --> 00:01:29.000]  當我看到這個節目的時候
[00:01:29.000 --> 00:01:41.000]  我自己也想到一個我之前在同青少年部出去傳福音的時候認識的一個青年人
[00:01:41.000 --> 00:01:44.000]  這個青年人是我的小組裡的
[00:01:44.000 --> 00:01:49.000]  在這個小組裡,他分享很多自己的夢想
[00:01:49.000 --> 00:01:54.000]  他很清楚他的夢想就是賺大錢
[00:01:54.000 --> 00:01:57.000]  他想買房子、買股票,他想賺大錢
[00:01:57.000 --> 00:02:02.000]  我看到這個Shark Tank的節目的時候,我就想到他
[00:02:02.000 --> 00:02:06.000]  這個青年人應該看這個節目
[00:02:06.000 --> 00:02:13.000]  有可能他拿到一些想法之後,他也可以成為一個很成功的商務人之後
[00:02:13.000 --> 00:02:18.000]  我也很想介紹他去看這個Shark Tank
[00:02:18.000 --> 00:02:23.000]  不過我之後再想多一點的時候
[00:02:23.000 --> 00:02:31.000]  我就突然想到,我也開始好奇他跟家人是有什麼關係的
[00:02:31.000 --> 00:02:36.000]  為什麼他這麼清楚就知道自己的目標是賺大錢呢?
[00:02:36.000 --> 00:02:40.000]  為什麼他有這麼強烈的想法想賺大錢呢?
[00:02:40.000 --> 00:02:45.000]  我開始思考他跟父母的關係是不是真的好呢?
[00:02:45.000 --> 00:02:51.000]  父母是不是花了很多時間在工作上、在賺錢上
[00:02:51.000 --> 00:02:55.000]  但是花了很少時間在這個青年人身上
[00:02:55.000 --> 00:03:02.000]  雖然這個青年人可能家庭背景有錢,但是他的心裡是如何呢?
[00:03:02.000 --> 00:03:04.000]  我真的很好奇,我想知道
[00:03:04.000 --> 00:03:07.000]  這個青年人可能覺得有錢就是成功
[00:03:07.000 --> 00:03:13.000]  但是他可能沒有看到成功的背後其實是要犧牲很多東西的
[00:03:13.000 --> 00:03:21.000]  可能是家庭,可能是自己的健康,可能是跟其他人的關係
[00:03:21.000 --> 00:03:24.000]  所以要犧牲很多東西才可以成功的
[00:03:24.000 --> 00:03:28.000]  為什麼有很多人用盡全力去賺錢?
[00:03:28.000 --> 00:03:32.000]  為什麼?可能不單單是為了錢
[00:03:32.000 --> 00:03:39.000]  可能是想透過錢買回他們以前小時候沒有的東西
[00:03:39.000 --> 00:03:43.000]  可能在小時候沒有錢買玩具
[00:03:43.000 --> 00:03:49.000]  他們長大之後有錢想買回一些玩具,買回來玩
[00:03:49.000 --> 00:03:58.000]  也有可能有些人想賺錢的目標是想透過錢去找回一些朋友的關係
[00:03:58.000 --> 00:04:02.000]  想用錢吸引一些人來做他的朋友
[00:04:02.000 --> 00:04:07.000]  每一個人想賺錢的真正原因是不同的
[00:04:07.000 --> 00:04:15.000]  換句話說,很多人賺錢的目的是為了滿足自己心裡的心魔
[00:04:15.000 --> 00:04:20.000]  這個心魔都可能影響到他們的一生
[00:04:20.000 --> 00:04:25.000]  說到這裡,我想問你一個問題
[00:04:25.000 --> 00:04:33.000]  你覺得這種事情是否可能只發生在非基督徒的家庭裡面?
[00:04:33.000 --> 00:04:36.000]  有沒有可能發生在基督徒的家庭?
[00:04:36.000 --> 00:04:39.000]  基督徒的家庭是否一定是完美的呢?
[00:04:39.000 --> 00:04:41.000]  完全沒有家庭的問題
[00:04:41.000 --> 00:04:45.000]  爸爸媽媽和子女都很好,很親密
[00:04:45.000 --> 00:04:49.000]  這是不是基督徒家庭的真實的陽謀呢?
[00:04:49.000 --> 00:04:54.000]  基督徒家庭是否完美呢?
[00:04:54.000 --> 00:04:57.000]  基督徒家庭不一定是好的
[00:04:57.000 --> 00:05:02.000]  甚至是更加難看的
[00:05:02.000 --> 00:05:06.000]  為什麼會這樣呢?
[00:05:06.000 --> 00:05:16.000]  如果真的這樣,我們基督徒會怎樣長久的在困難當中去釋放神呢?
[00:05:16.000 --> 00:05:20.000]  在偵殺的世界裡面去釋放神呢?
[00:05:20.000 --> 00:05:23.000]  我今天的經文就要回答這個問題
[00:05:23.000 --> 00:05:28.000]  幫助你去明白基督徒在這個世界的角色
[00:05:28.000 --> 00:05:34.000]  還有要明白怎樣在這個偵殺的世界裡面去釋放神
[00:05:34.000 --> 00:05:37.000]  是全心的去釋放神
[00:05:37.000 --> 00:05:41.000]  我今天的主題叫做打不倒的養者
[00:05:41.000 --> 00:05:45.000]  我將會探討三個問題,三個點
[00:05:45.000 --> 00:05:51.000]  第一個點就是要肯定自己的身份
[00:05:51.000 --> 00:05:55.000]  第二個點就是要建立成長年的心態
[00:05:55.000 --> 00:06:00.000]  第三個就是要教導生命中的心魔
[00:06:00.000 --> 00:06:03.000]  交給你的心魔
[00:06:03.000 --> 00:06:05.000]  希望透過今天的三點
[00:06:05.000 --> 00:06:09.000]  可以幫助你成為一個打不倒的養者
[00:06:09.000 --> 00:06:15.000]  在真實的世界裡面去繼續去釋放神
[00:06:15.000 --> 00:06:19.000]  我們今天的經文就好像剛剛Marchman幫我讀的
[00:06:19.000 --> 00:06:23.000]  就是彼得前書第四章的12-19節
[00:06:23.000 --> 00:06:27.000]  這封書信是被困住在小亞西亞的基督徒
[00:06:27.000 --> 00:06:29.000]  因為他們做了一個決定
[00:06:29.000 --> 00:06:32.000]  他們決心要追隨耶穌基督
[00:06:32.000 --> 00:06:38.000]  所以這個決定讓他們遭受到羅馬政府的迫害
[00:06:38.000 --> 00:06:43.000]  因為他們身處於一個很困難的處境裡面
[00:06:43.000 --> 00:06:46.000]  所以彼得寫了這封信給這群基督徒
[00:06:46.000 --> 00:06:49.000]  鼓勵他們在困難當中可以起落
[00:06:49.000 --> 00:06:54.000]  可以繼續在困難當中當一個健全的基督徒
[00:06:54.000 --> 00:06:56.000]  希望透過彼得今天的教導
[00:06:56.000 --> 00:07:02.000]  我們可以學習到怎樣成為一個打不倒的養者
[00:07:02.000 --> 00:07:06.000]  繼續在困難當中起落的經歷
[00:07:06.000 --> 00:07:08.000]  第一個東西我們要學習的
[00:07:08.000 --> 00:07:12.000]  就是要做到肯定自我的身份
[00:07:12.000 --> 00:07:14.000]  肯定自己的身份
[00:07:14.000 --> 00:07:16.000]  在經文的開頭
[00:07:16.000 --> 00:07:18.000]  彼得提到第12節講道
[00:07:18.000 --> 00:07:22.000]  親愛的啊!有伙伴的試驗臨到你們
[00:07:22.000 --> 00:07:24.000]  不如覺得奇怪
[00:07:24.000 --> 00:07:27.000]  好像遭遇到奇怪的事的
[00:07:27.000 --> 00:07:31.000]  彼得訓練這群受難的基督徒成為打不倒的養者
[00:07:31.000 --> 00:07:34.000]  第一件事就是要他們很清楚
[00:07:34.000 --> 00:07:36.000]  很明白的
[00:07:36.000 --> 00:07:40.000]  明白「基督徒」當一個基督徒是甚麼意思
[00:07:40.000 --> 00:07:44.000]  彼得特別選用第12節「奇怪」這個字
[00:07:44.000 --> 00:07:48.000]  來提醒這群基督徒你們自己的身份是甚麼
[00:07:48.000 --> 00:07:52.000]  在希臘文「奇怪」這個字是叫
[00:07:52.000 --> 00:07:54.000]  "stranger, alien"
[00:07:54.000 --> 00:07:57.000]  "one who comes as a stranger, alien"這個意思
[00:07:57.000 --> 00:08:00.000]  彼得用了這個字來提醒這群基督徒
[00:08:00.000 --> 00:08:03.000]  你們的身份不是屬於這個世界的
[00:08:03.000 --> 00:08:06.000]  人家對你不好你不會覺得很奇怪
[00:08:06.000 --> 00:08:10.000]  當一個基督徒在你的生活中提到你的世界觀
[00:08:10.000 --> 00:08:13.000]  一定跟這個世界是不同的
[00:08:13.000 --> 00:08:17.000]  你身為基督徒自然會引起其他人對你的反感
[00:08:17.000 --> 00:08:21.000]  你自然會成為撒旦攻擊的目標
[00:08:21.000 --> 00:08:23.000]  這是很肯定的
[00:08:23.000 --> 00:08:24.000]  一定會發生的
[00:08:24.000 --> 00:08:28.000]  所以你不會覺得很驚訝耶穌基督自己
[00:08:28.000 --> 00:08:31.000]  他都經歷過苦難被招數被攻擊
[00:08:31.000 --> 00:08:35.000]  我們自然都會遭受到傷痛的對待
[00:08:35.000 --> 00:08:37.000]  我們不要太驚訝
[00:08:37.000 --> 00:08:42.000]  相反,彼得是第十三節提到
[00:08:42.000 --> 00:08:47.000]  你們基督徒與基督同受多少苦難
[00:08:47.000 --> 00:08:50.000]  就應該有多少的喜樂
[00:08:50.000 --> 00:08:55.000]  可以用你們在他永遠顯現的時候歡喜快樂
[00:08:55.000 --> 00:08:57.000]  歡喜快樂
[00:08:57.000 --> 00:09:02.000]  基督徒的身份自然會引來很多的苦難
[00:09:02.000 --> 00:09:07.000]  但與基督耶穌一樣,在苦難之後就是永遠
[00:09:07.000 --> 00:09:11.000]  當耶穌再回來的時候,我們就可以喜樂
[00:09:11.000 --> 00:09:14.000]  因為我們與耶穌基督是同屬一體
[00:09:14.000 --> 00:09:17.000]  當耶穌基督再回來的時候
[00:09:17.000 --> 00:09:22.000]  我們就可以很開心的、很喜樂的去迎接耶穌基督
[00:09:22.000 --> 00:09:24.000]  去歡迎耶穌基督再回來
[00:09:24.000 --> 00:09:28.000]  就是因為耶穌基督死在十字架上
[00:09:28.000 --> 00:09:33.000]  這個原因,我們純主的人可以在未來的時候
[00:09:33.000 --> 00:09:35.000]  可以很開心的迎接他
[00:09:35.000 --> 00:09:38.000]  這個結局是確定的
[00:09:38.000 --> 00:09:40.000]  這個結局是確定的
[00:09:40.000 --> 00:09:42.000]  是確定的
[00:09:42.000 --> 00:09:48.000]  因此,我們都可以在現在的困難當中
[00:09:48.000 --> 00:09:50.000]  去喜樂、去開心
[00:09:50.000 --> 00:09:59.000]  用一個基督徒特有的喜樂心態去面對生命中各種的挑戰
[00:09:59.000 --> 00:10:02.000]  各種的挑戰
[00:10:02.000 --> 00:10:06.000]  我記得我之前在讀聖後院的時候
[00:10:06.000 --> 00:10:11.000]  最後一年我做了華人團體的團長的位置
[00:10:11.000 --> 00:10:13.000]  有一天我收到一封信
[00:10:13.000 --> 00:10:16.000]  有一個大兄在信中跟我說
[00:10:16.000 --> 00:10:23.000]  可不可以在特別的日子裡到芝加哥的歐洲航空機場去接他和他的家人
[00:10:23.000 --> 00:10:26.000]  那個信中裡面他就說到
[00:10:26.000 --> 00:10:31.000]  他不是很肯定他真的可以到芝加哥的機場
[00:10:31.000 --> 00:10:34.000]  他要憑信心來到芝加哥
[00:10:34.000 --> 00:10:37.000]  他是信中解釋因為基督教的緣故
[00:10:37.000 --> 00:10:40.000]  以及因為他是一個後院裡面的傳道人
[00:10:40.000 --> 00:10:45.000]  所以他現在的情況是被關在他自己的家裡
[00:10:45.000 --> 00:10:51.000]  隨時在他家裡也有很多警察24小時都看著他
[00:10:51.000 --> 00:10:55.000]  所以他要趁警察調班的時候
[00:10:55.000 --> 00:11:00.000]  想盡辦法去離開他家、去機場
[00:11:00.000 --> 00:11:03.000]  所以他就在信裡面跟我說
[00:11:03.000 --> 00:11:05.000]  希望我們可以為他祈禱
[00:11:05.000 --> 00:11:08.000]  希望他可以離開成功
[00:11:08.000 --> 00:11:10.000]  當我看到這封信之後
[00:11:10.000 --> 00:11:11.000]  我很快就回應說
[00:11:11.000 --> 00:11:13.000]  一定沒問題的
[00:11:13.000 --> 00:11:15.000]  我們幫他祈禱
[00:11:15.000 --> 00:11:19.000]  但是因為他來芝加哥的日子
[00:11:19.000 --> 00:11:24.000]  我剛剛好要去一個Camp裡面當港元
[00:11:24.000 --> 00:11:26.000]  所以我不可以自己去接他
[00:11:26.000 --> 00:11:30.000]  所以我就安排一些人去機場
[00:11:30.000 --> 00:11:35.000]  之後到那個日子他們要來芝加哥了
[00:11:35.000 --> 00:11:38.000]  我就去到Camp
[00:11:38.000 --> 00:11:42.000]  在Camp裡面我自己就扮得很開心
[00:11:42.000 --> 00:11:44.000]  扮得很熱情
[00:11:44.000 --> 00:11:46.000]  但是我在港台上面的時候
[00:11:46.000 --> 00:11:48.000]  其實我心裡面很緊張
[00:11:48.000 --> 00:11:52.000]  不斷地想他們可不可以成功離開家裡
[00:11:52.000 --> 00:11:54.000]  可以去到機場
[00:11:54.000 --> 00:11:57.000]  不斷地找時間看自己的手機
[00:11:57.000 --> 00:11:59.000]  看看有沒有新的訊息
[00:11:59.000 --> 00:12:02.000]  看看他們是否真的可以成功離開
[00:12:02.000 --> 00:12:04.000]  不斷地祈禱、不斷地想
[00:12:04.000 --> 00:12:08.000]  看看這個家人、這個家人、這個家人
[00:12:08.000 --> 00:12:12.000]  爸爸媽媽和三個子女是否真的可以成功
[00:12:12.000 --> 00:12:14.000]  最後感謝主
[00:12:14.000 --> 00:12:17.000]  在主的大靈大廈、主的恩典大廈
[00:12:17.000 --> 00:12:20.000]  他們真的成功地離開他的國家
[00:12:20.000 --> 00:12:25.000]  成功來到芝加哥讀信和語
[00:12:25.000 --> 00:12:28.000]  我之後在學校裡面跟他們見面
[00:12:28.000 --> 00:12:31.000]  跟他們談他們怎樣過讀到你們的經驗
[00:12:31.000 --> 00:12:33.000]  還有他們未來之後想怎樣
[00:12:33.000 --> 00:12:36.000]  畢業之後想去到哪裡師傅
[00:12:36.000 --> 00:12:38.000]  之後他們就跟我說
