
[00:00:00.000 --> 00:00:07.000]  各位早安,很高興今天早上能夠來到大家當中跟大家分享神的話
[00:00:07.000 --> 00:00:12.000]  今天想跟大家分享的是想在《真言書》裏面看公義
[00:00:12.000 --> 00:00:14.000]  為甚麼會想起公義呢?
[00:00:14.000 --> 00:00:22.000]  因為在過去幾年,在香港裏面,有時覺得公義還有沒有呢?
[00:00:22.000 --> 00:00:26.000]  我講幾個故事,大家可能會有更多的印象
[00:00:26.000 --> 00:00:35.000]  第一個故事就是在早前在通州街,不知道大家知不知道通州街在哪裏,在附近
[00:00:35.000 --> 00:00:40.000]  有幾個露宿者被警察打和毆打了
[00:00:40.000 --> 00:00:47.000]  搞了幾年,終於告了這幾個警察,告了他們罪成,就失去了工作
[00:00:47.000 --> 00:00:52.000]  你覺得這件事有沒有公義呢?覺得沒有還是有呢?
[00:00:52.000 --> 00:00:54.000]  可能大家心裏面都有不同的想法
[00:00:54.000 --> 00:01:00.000]  不過我想跟大家讀一段經文,這段經文是在《真言書》裏面
[00:01:00.000 --> 00:01:02.000]  我們在下一章就看到這段經文
[00:01:02.000 --> 00:01:08.000]  我想男生幫我讀紅色的字,女生幫我讀黑色的字
[00:01:08.000 --> 00:01:15.000]  我們一起讀完第十章十六到三十二節,讓公義有更多的認識
[00:01:15.000 --> 00:01:18.000]  首先請男生幫我讀紅色的字,可以嗎?
[00:01:18.000 --> 00:01:21.000]  好,來吧,1,2,3
[00:01:21.000 --> 00:01:24.000]  二人的報酬帶來生命
[00:01:24.000 --> 00:01:29.000]  我請女生,惡人的所得用來犯罪
[00:01:29.000 --> 00:01:34.000]  接著男生,遵守吩咐的,行在生命道上
[00:01:34.000 --> 00:01:38.000]  女生,離棄責備的,走迷了路
[00:01:38.000 --> 00:01:43.000]  男生,隱藏怨恨的,有說謊的嘴唇
[00:01:43.000 --> 00:01:47.000]  女生,口出誹謗的,視如媒人
[00:01:47.000 --> 00:01:51.000]  男生,多言多語,難免有過
[00:01:51.000 --> 00:01:55.000]  女生,節制嘴唇,是有智慧
[00:01:55.000 --> 00:02:00.000]  男生,二人的舌如上選的銀紙
[00:02:00.000 --> 00:02:03.000]  女生,惡人的心所值無幾
[00:02:03.000 --> 00:02:04.000]  再下一章看影片
[00:02:04.000 --> 00:02:09.000]  男生,二人的嘴唇,目樣多人
[00:02:09.000 --> 00:02:13.000]  女生,如往人,因無知而死亡
[00:02:13.000 --> 00:02:20.000]  耶和華所賜的福,使人富足,並不加上憂慮
[00:02:20.000 --> 00:02:27.000]  如媒人,以行惡為樂,聰明人,以智慧為樂
[00:02:27.000 --> 00:02:30.000]  惡人所怕的,必臨到他
[00:02:30.000 --> 00:02:34.000]  女生,二人的心願,必蒙應運
[00:02:34.000 --> 00:02:37.000]  還有,我們再看,男生,暴風一過
[00:02:37.000 --> 00:02:42.000]  惡人歸於無有,二人卻有永久的根基
[00:02:42.000 --> 00:02:46.000]  冷待人使那猜他的人
[00:02:46.000 --> 00:02:50.000]  女生,如躁倒牙,如煙昏目
[00:02:50.000 --> 00:02:56.000]  敬畏耶和華使人長壽,惡人的年歲必減少
[00:02:56.000 --> 00:03:03.000]  二人的盼望,帶來喜樂,惡人的指望必自滅沒
[00:03:03.000 --> 00:03:10.000]  耶和華的道,是正直人的保障,確成了惡人的敗壞
[00:03:10.000 --> 00:03:13.000]  男生,二人永不動搖
[00:03:13.000 --> 00:03:16.000]  女生,惡人不得住在地上
[00:03:16.000 --> 00:03:22.000]  二人的口,傑出智慧,乖貌的事必被割斷
[00:03:22.000 --> 00:03:26.000]  二人的嘴唇,懂得令人喜悅
[00:03:26.000 --> 00:03:29.000]  惡人的口,只知乖貌
[00:03:29.000 --> 00:03:31.000]  很好,大家讀得很好
[00:03:31.000 --> 00:03:33.000]  我覺得《針研》就像古代的IG
[00:03:33.000 --> 00:03:35.000]  它不斷逐句逐句給你讀
[00:03:35.000 --> 00:03:38.000]  所以你讀著讀著就有新的一句
[00:03:38.000 --> 00:03:42.000]  除了早前有通州街打人的事件
[00:03:42.000 --> 00:03:46.000]  在上個月,我有一張投影片給大家看
[00:03:46.000 --> 00:03:49.000]  有幾十名記者投訴
[00:03:49.000 --> 00:03:53.000]  他們被人滋擾,和他們的家人也被人滋擾
[00:03:53.000 --> 00:03:58.000]  至少有八個記者在家裡收到恐嚇信
[00:03:58.000 --> 00:04:01.000]  因為做記者被人恐嚇,真是很可怕
[00:04:01.000 --> 00:04:03.000]  他們就報警
[00:04:03.000 --> 00:04:08.000]  當時保安局副局長也作出回應
[00:04:08.000 --> 00:04:14.000]  這些都是我們經常覺得有沒有公義的事情
[00:04:14.000 --> 00:04:19.000]  甚至聯合國在上個月提交一個人權理事會的報告
[00:04:19.000 --> 00:04:23.000]  就說香港有些做法不太妥
[00:04:23.000 --> 00:04:26.000]  好像有任意拘捕的情況
[00:04:26.000 --> 00:04:28.000]  然後香港政府又作出回應
[00:04:28.000 --> 00:04:33.000]  這些都是你們成長時面對公義或不公義的事
[00:04:33.000 --> 00:04:36.000]  我想問問大家在學校,你們面對學校是否公義
[00:04:36.000 --> 00:04:39.000]  不公義,如果可以改一個校規,你會改什麼校規
[00:04:39.000 --> 00:04:42.000]  不要考試,就公義一點
[00:04:42.000 --> 00:04:46.000]  不要有成績,就公義一點
[00:04:46.000 --> 00:04:50.000]  我經歷了在學校一個,我問我兒子可以改什麼校規
[00:04:50.000 --> 00:04:52.000]  他經歷了一件很特別的事情
[00:04:52.000 --> 00:04:54.000]  他說有這個校規令他很麻煩
[00:04:54.000 --> 00:05:00.000]  他在一個活動裡,他的婆婆收到一個電話
[00:05:00.000 --> 00:05:04.000]  聽到她的聲音說,我很愛你,然後立即掛線
[00:05:04.000 --> 00:05:08.000]  婆婆收到電話就很害怕,就怕兒子是不是想自殺
[00:05:08.000 --> 00:05:10.000]  突然打電話來,很愛你,然後立即掛線
[00:05:10.000 --> 00:05:12.000]  打給他又打不通
[00:05:12.000 --> 00:05:14.000]  然後我放學後問我兒子什麼事
[00:05:14.000 --> 00:05:17.000]  他說那天在學校要參加一個活動
[00:05:17.000 --> 00:05:21.000]  要打給一個你親愛的人,告訴他很愛他
[00:05:21.000 --> 00:05:23.000]  他打完之後,學校的電話斷線
[00:05:23.000 --> 00:05:26.000]  所以婆婆怎樣打給他都找不到他
[00:05:26.000 --> 00:05:29.000]  他就說學校這些校規真的不好
[00:05:29.000 --> 00:05:31.000]  為什麼學校不可以用電話
[00:05:31.000 --> 00:05:34.000]  如果學校讓他用電話,那就沒事
[00:05:34.000 --> 00:05:36.000]  他就有一個這樣的反省
[00:05:36.000 --> 00:05:42.000]  原來很多時候公不公義都經常在我們的人生裡發生
[00:05:42.000 --> 00:05:45.000]  我們覺得這些校規不是很妥
[00:05:45.000 --> 00:05:47.000]  這些做法不是很妥
[00:05:47.000 --> 00:05:51.000]  不過聖經有一句話,或者再說一個故事
[00:05:51.000 --> 00:05:55.000]  這個故事是關於香港200年前剛剛開埠
[00:05:55.000 --> 00:06:00.000]  開埠的時候,有一個總督叫做戴維斯
[00:06:00.000 --> 00:06:02.000]  可能大家未必聽過他的名字
[00:06:02.000 --> 00:06:06.000]  這個戴維斯,如果今天有些地方用他命名
[00:06:06.000 --> 00:06:08.000]  就是摩星嶺就用他命名
[00:06:08.000 --> 00:06:13.000]  戴維斯當總督,當時香港有第一任高等法官叫做曉吾
[00:06:13.000 --> 00:06:16.000]  他們兩個就發生衝突
[00:06:16.000 --> 00:06:18.000]  戴維斯應該是總督,高官一點
[00:06:18.000 --> 00:06:22.000]  他和大法官發生衝突,最後誰贏?
[00:06:22.000 --> 00:06:26.000]  當時的市民都是支持大法官的
[00:06:26.000 --> 00:06:30.000]  因為他們覺得不行,一定要有好的法庭制度
[00:06:30.000 --> 00:06:32.000]  一定要有公義的制度
[00:06:32.000 --> 00:06:35.000]  這個都是香港人很珍惜的一件事
[00:06:35.000 --> 00:06:37.000]  我們都很想有很公義的制度
[00:06:37.000 --> 00:06:42.000]  但是很多時候好像無論在學校,或者甚至在家
[00:06:42.000 --> 00:06:46.000]  甚至你出去工作的時候,怎樣能夠有更好的公義呢?
[00:06:46.000 --> 00:06:49.000]  我想大家將公義慢慢放在心裡
[00:06:49.000 --> 00:06:50.000]  可以將來思想
[00:06:50.000 --> 00:06:52.000]  聖經在《針研書》有這樣的一句話
[00:06:52.000 --> 00:06:57.000]  我們拿一張,但義人的路,好像黎明的光
[00:06:57.000 --> 00:06:59.000]  越照越明,直到正午
[00:06:59.000 --> 00:07:02.000]  他說如果你走在公義的路上
[00:07:02.000 --> 00:07:04.000]  你就會越走越光明
[00:07:04.000 --> 00:07:06.000]  就不是越走越黑暗
[00:07:06.000 --> 00:07:11.000]  我們很多時候見到很多社會很不公義,會越走越黑暗
[00:07:11.000 --> 00:07:15.000]  我有另外一個兒子,他現在在外國讀書
[00:07:15.000 --> 00:07:19.000]  他在讀書的時候,我昨天找他,他說他要出去踢球
[00:07:19.000 --> 00:07:21.000]  我問他跟什麼人踢球?
[00:07:21.000 --> 00:07:23.000]  他說跟很多緬甸人踢球
[00:07:23.000 --> 00:07:24.000]  我說為什麼這麼多緬甸人?
[00:07:24.000 --> 00:07:28.000]  他說因為緬甸正在打仗,很多難民去了他的國家
[00:07:28.000 --> 00:07:30.000]  他們居住不了
[00:07:30.000 --> 00:07:33.000]  原來這個世界上有很多不公義的事情
[00:07:33.000 --> 00:07:37.000]  原來可以因為你的國家打仗,你要離開你的國家
[00:07:37.000 --> 00:07:40.000]  所以你們出來的時候都面對一個很不公義的世界
[00:07:40.000 --> 00:07:42.000]  到時會怎樣呢?
[00:07:42.000 --> 00:07:47.000]  原來聖經說,如果你看到不公義,你不是先改變校規
[00:07:47.000 --> 00:07:50.000]  你知不知道聖經說,你見到不公義,你要先改變什麼?
[00:07:50.000 --> 00:07:54.000]  聖經說,你首先要改變自己
[00:07:54.000 --> 00:07:57.000]  因為針研書,它說到很多公義
[00:07:57.000 --> 00:08:01.000]  是關於你自己怎樣得到公義的好處
[00:08:01.000 --> 00:08:02.000]  我給大家看看就知道了
[00:08:02.000 --> 00:08:05.000]  下一張投影片,我們說到針研大部分說公義
[00:08:05.000 --> 00:08:08.000]  都是說到你作為一個二人,你有什麼好處
[00:08:08.000 --> 00:08:11.000]  原來公義是來自我們內心
[00:08:11.000 --> 00:08:14.000]  第一個十章三節,耶和華不使二人挨餓
[00:08:14.000 --> 00:08:17.000]  如果你做一個二人,耶和華是真的保護你
[00:08:17.000 --> 00:08:19.000]  讓你不挨餓
[00:08:19.000 --> 00:08:21.000]  二十四節,二人的心願,剛才讀過了
[00:08:21.000 --> 00:08:23.000]  就會必蒙英允
[00:08:23.000 --> 00:08:26.000]  你的心,你想怎樣呢?神是記住的
[00:08:26.000 --> 00:08:30.000]  二人有永久的根基,二人的盼望帶來喜樂
[00:08:30.000 --> 00:08:33.000]  你想要的那件事,原來令到大家很開心
[00:08:33.000 --> 00:08:37.000]  二人永不動搖,二人的根結出果實
[00:08:37.000 --> 00:08:40.000]  二人必脫離患難,這些是上帝的應許
[00:08:40.000 --> 00:08:45.000]  再下一張,二人雖然七次跌倒,仍然興起
[00:08:45.000 --> 00:08:48.000]  有時你會不開心,但如果你作一個公義的人
[00:08:48.000 --> 00:08:51.000]  上帝會興起你,不挨餓
[00:08:51.000 --> 00:08:54.000]  上帝聽你禱告,有喜樂,有果實
[00:08:54.000 --> 00:08:57.000]  脫離患難,不動搖
[00:08:57.000 --> 00:09:02.000]  這些是你每一個作為二人,你個人能夠有的好處
[00:09:02.000 --> 00:09:08.000]  不單止個人有好處,二人的家庭也會蒙福
[00:09:08.000 --> 00:09:10.000]  這段聖經繼續這樣說
[00:09:10.000 --> 00:09:15.000]  耶和華就助惡人的家,二人的居所他卻似福
[00:09:15.000 --> 00:09:20.000]  二人的後裔必蒙拯救,二人的家卻屹立不倒
[00:09:20.000 --> 00:09:23.000]  善人這個字也是二人的同義詞
[00:09:23.000 --> 00:09:26.000]  善人給子孫遺留產業
[00:09:26.000 --> 00:09:29.000]  我們看到原來作為一個二人
[00:09:29.000 --> 00:09:34.000]  我們不單止自己有好處,令到我們爸爸媽媽得益處
[00:09:34.000 --> 00:09:36.000]  令到自己的子女得益處
[00:09:36.000 --> 00:09:39.000]  上帝在《針研書》一個很普遍的表達
[00:09:39.000 --> 00:09:41.000]  原來公義不是改變世界
[00:09:41.000 --> 00:09:43.000]  首先改變自己,自己得益處
[00:09:43.000 --> 00:09:45.000]  你想得益處,自己成為一個二人
[00:09:45.000 --> 00:09:48.000]  不單止這樣,二人還有第三樣東西
[00:09:48.000 --> 00:09:51.000]  再下一張投影片
[00:09:51.000 --> 00:09:55.000]  二人是永遠蒙福和和上帝有很好的關係
[00:09:55.000 --> 00:09:57.000]  和有永恆的生命
[00:09:57.000 --> 00:09:59.000]  他說公義救人脫離死亡
[00:09:59.000 --> 00:10:03.000]  原來公義不單止令到我們個人蒙福
[00:10:03.000 --> 00:10:05.000]  甚至令到我們不用死
[00:10:05.000 --> 00:10:08.000]  正直人的義必救自己
[00:10:08.000 --> 00:10:10.000]  真正行義的必得生命
[00:10:10.000 --> 00:10:12.000]  在公義的路上有生命
[00:10:12.000 --> 00:10:14.000]  在其道上並無死亡
[00:10:14.000 --> 00:10:17.000]  二人的果實是生命樹
[00:10:17.000 --> 00:10:19.000]  大家記得生命樹
[00:10:19.000 --> 00:10:23.000]  就是在伊甸園吃了永遠不會死的樹
[00:10:23.000 --> 00:10:25.000]  但是聖經說若果你行義
[00:10:25.000 --> 00:10:28.000]  你在神面前你是一個永遠能夠活著的人
[00:10:28.000 --> 00:10:31.000]  所以原來義是關乎你是一個什麼人
[00:10:31.000 --> 00:10:33.000]  你有什麼好處
[00:10:33.000 --> 00:10:36.000]  和令到你能夠永恆活在神的面前
[00:10:36.000 --> 00:10:39.000]  最後二人和神有很密切的關係
[00:10:39.000 --> 00:10:41.000]  在十五章第九節
[00:10:41.000 --> 00:10:43.000]  大家回去看Loop的IG就看到
[00:10:43.000 --> 00:10:47.000]  追求公義就是耶和華所喜愛的
[00:10:47.000 --> 00:10:51.000]  耶和華遠離惡人卻聽二人的祈禱
[00:10:51.000 --> 00:10:54.000]  這裡基本上包括了心言書大部分關於二人的教導
[00:10:54.000 --> 00:10:57.000]  就是說義不是你怎樣改變制度
[00:10:57.000 --> 00:11:00.000]  而是你自己怎樣和神有個關係
[00:11:00.000 --> 00:11:02.000]  有個很好的
[00:11:02.000 --> 00:11:05.000]  一個能夠有永恆的生命
[00:11:05.000 --> 00:11:08.000]  這個就是義最重要的一個想法
[00:11:08.000 --> 00:11:10.000]  不過大家想想
[00:11:10.000 --> 00:11:13.000]  這個世界很多人
[00:11:13.000 --> 00:11:15.000]  是活在不義的下面
[00:11:15.000 --> 00:11:17.000]  下面有一張照片
[00:11:17.000 --> 00:11:21.000]  就是在說這些是在非洲逃去歐洲的難民
[00:11:21.000 --> 00:11:24.000]  每年這些離家出走
