
[00:00:00.000 --> 00:00:01.000]  Hello
[00:00:01.000 --> 00:00:03.000]  午安,鼎姐妹
[00:00:03.000 --> 00:00:07.000]  剛才敬拜時大家有甚麼感受
[00:00:07.000 --> 00:00:12.000]  其實不知道大家有沒有留意到這隊敬拜隊也很特別
[00:00:12.000 --> 00:00:14.000]  這隊叫特別隊
[00:00:14.000 --> 00:00:17.000]  紫珊很勇敢去大敬拜
[00:00:17.000 --> 00:00:20.000]  我們有現場觀眾
[00:00:20.000 --> 00:00:23.000]  現場觀眾也給予鼓勵紫珊
[00:00:23.000 --> 00:00:29.000]  直播也給予鼓勵紫珊
[00:00:29.000 --> 00:00:31.000]  我覺得很特別
[00:00:31.000 --> 00:00:36.000]  剛才敬拜時提到主的恩典是不會變
[00:00:36.000 --> 00:00:38.000]  我也體會到
[00:00:38.000 --> 00:00:43.000]  神的同在、祝福是不會因環境而變
[00:00:43.000 --> 00:00:46.000]  縱然今天我們是網上崇拜
[00:00:46.000 --> 00:00:48.000]  但我仍然相信
[00:00:48.000 --> 00:00:50.000]  上帝透過敬拜和講道
[00:00:50.000 --> 00:00:52.000]  仍然跟我們有說話、同在
[00:00:52.000 --> 00:00:53.000]  你信不信?
[00:00:53.000 --> 00:00:56.000]  你信的話,也可以在那裡留言
[00:00:56.000 --> 00:00:59.000]  讓我們知道、有反應
[00:00:59.000 --> 00:01:04.000]  直播講道,需要大家多給我們回應
[00:01:04.000 --> 00:01:07.000]  今天我講到的題目是
[00:01:07.000 --> 00:01:10.000]  「除去羞恥,回應趙明」
[00:01:10.000 --> 00:01:13.000]  關於羞恥
[00:01:13.000 --> 00:01:15.000]  有一個臨床心理學家
[00:01:15.000 --> 00:01:17.000]  在他的著作中
[00:01:17.000 --> 00:01:19.000]  他有一段描述
[00:01:19.000 --> 00:01:24.000]  「羞恥是靈魂疾病,它是自我體會到的
[00:01:24.000 --> 00:01:28.000]  關於自我的一種最令人心碎的體驗
[00:01:28.000 --> 00:01:31.000]  羞恥是我們體內感受到的傷口
[00:01:31.000 --> 00:01:34.000]  它把我們和自己分開
[00:01:34.000 --> 00:01:37.000]  同時也把我們與他人分開」
[00:01:37.000 --> 00:01:38.000]  真是和
[00:01:38.000 --> 00:01:41.000]  很多時候一些不開心的經歷
[00:01:41.000 --> 00:01:43.000]  特別是做錯事的經歷
[00:01:43.000 --> 00:01:47.000]  這些都會令我們覺得很醜、很丟臉
[00:01:47.000 --> 00:01:49.000]  帶來羞恥感
[00:01:49.000 --> 00:01:51.000]  有時回想起那件事
[00:01:51.000 --> 00:01:57.000]  羞恥感會令我們心痛
[00:01:57.000 --> 00:02:01.000]  我記得小時候經常做錯事
[00:02:01.000 --> 00:02:03.000]  大家都會吧
[00:02:03.000 --> 00:02:05.000]  做錯事的媽媽會罵我
[00:02:05.000 --> 00:02:08.000]  然後我的兄弟姊妹
[00:02:08.000 --> 00:02:11.000]  很多時候都會再踩我兩腳
[00:02:11.000 --> 00:02:13.000]  指著我來笑
[00:02:13.000 --> 00:02:15.000]  那一刻我真的覺得
[00:02:15.000 --> 00:02:19.000]  全世界的人都好像指著我來笑
[00:02:19.000 --> 00:02:22.000]  我覺得很醜、很丟臉、很羞恥
[00:02:22.000 --> 00:02:25.000]  很想藏起自己
[00:02:25.000 --> 00:02:28.000]  很想逃避所有人
[00:02:28.000 --> 00:02:31.000]  就算人成長了、長大了
[00:02:31.000 --> 00:02:33.000]  即使我長大了
[00:02:33.000 --> 00:02:35.000]  有時也難免會做錯事
[00:02:35.000 --> 00:02:37.000]  有時每次做錯事
[00:02:37.000 --> 00:02:39.000]  總有一個感覺就是
[00:02:39.000 --> 00:02:41.000]  好像全世界的人都知道我做錯事
[00:02:41.000 --> 00:02:43.000]  全世界的人都會笑我
[00:02:43.000 --> 00:02:46.000]  我會覺得很醜、很羞恥
[00:02:46.000 --> 00:02:50.000]  那種痛好像都是廢之不去
[00:02:50.000 --> 00:02:52.000]  雖然我們信了主
[00:02:52.000 --> 00:02:54.000]  是基督徒
[00:02:54.000 --> 00:02:58.000]  但有時我們生命都會有軟弱的時候
[00:02:58.000 --> 00:03:00.000]  甚至乎我們也會有犯罪
[00:03:00.000 --> 00:03:02.000]  跌倒失腳的時候
[00:03:02.000 --> 00:03:06.000]  同樣會帶來令我們有羞恥感
[00:03:06.000 --> 00:03:08.000]  這些羞恥感除了會令我們
[00:03:08.000 --> 00:03:10.000]  有時回想起的時候
[00:03:10.000 --> 00:03:14.000]  都會令自己的心好像很痛
[00:03:14.000 --> 00:03:16.000]  這些痛也會在我們生命中
[00:03:16.000 --> 00:03:19.000]  帶給我們一些傷害
[00:03:19.000 --> 00:03:21.000]  究竟這些痛、這些羞恥感
[00:03:21.000 --> 00:03:23.000]  會帶給我們生命
[00:03:23.000 --> 00:03:25.000]  有什麼傷害、有什麼影響呢?
[00:03:25.000 --> 00:03:29.000]  如何才可以取走這個羞恥感?
[00:03:29.000 --> 00:03:31.000]  出路在哪裡呢?
[00:03:31.000 --> 00:03:34.000]  今天很想和經文一起找答案
[00:03:34.000 --> 00:03:36.000]  找出路
[00:03:36.000 --> 00:03:42.000]  經文在約翰福音21章15至19節
[00:03:42.000 --> 00:03:44.000]  我也想邀請大家一起讀
[00:03:44.000 --> 00:03:47.000]  縱然你在手機也好
[00:03:47.000 --> 00:03:49.000]  電腦旁邊也好
[00:03:49.000 --> 00:03:51.000]  我也想邀請大家一起讀
[00:03:51.000 --> 00:03:53.000]  預備,起
[00:03:53.000 --> 00:03:55.000]  他們吃完了早飯
[00:03:55.000 --> 00:03:57.000]  耶穌對西門彼得說
[00:03:57.000 --> 00:03:59.000]  約翰的兒子西門
[00:03:59.000 --> 00:04:02.000]  你愛我比這些更深嗎?
[00:04:02.000 --> 00:04:03.000]  彼得對他說
[00:04:03.000 --> 00:04:04.000]  主呀是的
[00:04:04.000 --> 00:04:06.000]  你知道我愛你
[00:04:06.000 --> 00:04:07.000]  耶穌說
[00:04:07.000 --> 00:04:09.000]  你餵養我的小羊
[00:04:09.000 --> 00:04:12.000]  耶穌第二次又對他說
[00:04:12.000 --> 00:04:14.000]  約翰的兒子西門
[00:04:14.000 --> 00:04:15.000]  你愛我嗎?
[00:04:15.000 --> 00:04:16.000]  彼得對他說
[00:04:16.000 --> 00:04:18.000]  主呀是的
[00:04:18.000 --> 00:04:20.000]  你知道我愛你
[00:04:20.000 --> 00:04:21.000]  耶穌說
[00:04:21.000 --> 00:04:22.000]  你牧養我的藥
[00:04:22.000 --> 00:04:24.000]  耶穌第三次對他說
[00:04:24.000 --> 00:04:26.000]  約翰的兒子西門
[00:04:26.000 --> 00:04:27.000]  你愛我嗎?
[00:04:27.000 --> 00:04:30.000]  彼得因為耶穌第三次對他說
[00:04:30.000 --> 00:04:31.000]  你愛我嗎?
[00:04:31.000 --> 00:04:32.000]  就憂愁
[00:04:32.000 --> 00:04:33.000]  對耶穌說
[00:04:33.000 --> 00:04:36.000]  主呀你無所不知
[00:04:36.000 --> 00:04:38.000]  你知道我愛你
[00:04:38.000 --> 00:04:39.000]  耶穌說
[00:04:39.000 --> 00:04:41.000]  你餵養我的羊
[00:04:41.000 --> 00:04:43.000]  我實實在在地告訴你
[00:04:43.000 --> 00:04:44.000]  你年輕的時候
[00:04:44.000 --> 00:04:46.000]  自己促上帶子
[00:04:46.000 --> 00:04:48.000]  隨意往來
[00:04:48.000 --> 00:04:49.000]  但年老的時候
[00:04:49.000 --> 00:04:51.000]  你要伸出手來
[00:04:51.000 --> 00:04:53.000]  別人把你促上
[00:04:53.000 --> 00:04:56.000]  帶你到不願意去的地方
[00:04:56.000 --> 00:04:57.000]  耶穌說者說
[00:04:57.000 --> 00:04:59.000]  是指彼得會怎樣死
[00:04:59.000 --> 00:05:01.000]  來榮耀神
[00:05:01.000 --> 00:05:02.000]  說了者說
[00:05:02.000 --> 00:05:03.000]  耶穌對他說
[00:05:03.000 --> 00:05:05.000]  你跟從我爸
[00:05:05.000 --> 00:05:07.000]  和我一起討告
[00:05:07.000 --> 00:05:10.000]  所以我相信彼得的生命
[00:05:10.000 --> 00:05:13.000]  也有很多做錯事的地方
[00:05:13.000 --> 00:05:15.000]  他也帶著很多羞恥感
[00:05:15.000 --> 00:05:16.000]  在他的生命裏面
[00:05:16.000 --> 00:05:18.000]  你如何醫治彼得
[00:05:18.000 --> 00:05:19.000]  我求天賦你
[00:05:19.000 --> 00:05:21.000]  今日透過這段經文
[00:05:21.000 --> 00:05:23.000]  如何醫治我們的生命
[00:05:23.000 --> 00:05:25.000]  讓我們都把我們的生命
[00:05:25.000 --> 00:05:26.000]  帶到你面前
[00:05:26.000 --> 00:05:27.000]  讓你去醫治
[00:05:27.000 --> 00:05:29.000]  願耶穌你親自和我們同在
[00:05:29.000 --> 00:05:31.000]  願聖靈在我們生命裏面
[00:05:31.000 --> 00:05:32.000]  繼續的工作
[00:05:32.000 --> 00:05:34.000]  我們這樣祈禱、教託
[00:05:34.000 --> 00:05:36.000]  奉耶穌幾道命祈求
[00:05:36.000 --> 00:05:37.000]  阿末
[00:05:37.000 --> 00:05:41.000]  當耶穌被捉拿的時候
[00:05:41.000 --> 00:05:43.000]  門徒四散
[00:05:43.000 --> 00:05:45.000]  甚至彼得三前不認主
[00:05:45.000 --> 00:05:46.000]  後來耶穌復活
[00:05:46.000 --> 00:05:48.000]  向門徒顯現
[00:05:48.000 --> 00:05:51.000]  這次耶穌親自去找彼得
[00:05:51.000 --> 00:05:54.000]  當時的彼得正在打雨
[00:05:54.000 --> 00:05:56.000]  而耶穌在岸上
[00:05:56.000 --> 00:05:58.000]  為門徒預備早飯
[00:05:58.000 --> 00:06:00.000]  我覺得也很有趣
[00:06:00.000 --> 00:06:03.000]  明明耶穌不是第一次的顯現
[00:06:03.000 --> 00:06:04.000]  在聖經記載
[00:06:04.000 --> 00:06:05.000]  起碼也有兩次
[00:06:05.000 --> 00:06:07.000]  一次是在屋裏面的顯現
[00:06:07.000 --> 00:06:08.000]  和門徒的顯現
[00:06:08.000 --> 00:06:09.000]  次下聖靈
[00:06:09.000 --> 00:06:12.000]  第二次同樣在屋裏面
[00:06:12.000 --> 00:06:13.000]  當門徒聚集的時候
[00:06:13.000 --> 00:06:16.000]  那次就特意和多馬顯現
[00:06:16.000 --> 00:06:20.000]  彼得明明也知道耶穌復活了
[00:06:20.000 --> 00:06:24.000]  耶穌真的是千真萬確的離賽
[00:06:24.000 --> 00:06:25.000]  是那個救主
[00:06:25.000 --> 00:06:27.000]  是那個獨一日真神
[00:06:27.000 --> 00:06:30.000]  為何彼得會去做他老本行?
[00:06:30.000 --> 00:06:33.000]  為何要去做漁夫?
[00:06:33.000 --> 00:06:35.000]  耶穌以復活的大能
[00:06:35.000 --> 00:06:36.000]  證明他是神的兒子
[00:06:36.000 --> 00:06:37.000]  獨一日真神
[00:06:37.000 --> 00:06:39.000]  是那位救主離賽
[00:06:39.000 --> 00:06:41.000]  彼得看到這個事實的時候
[00:06:41.000 --> 00:06:43.000]  不是應該更加有決心
[00:06:43.000 --> 00:06:46.000]  去跟從主、去作見證嗎?
[00:06:46.000 --> 00:06:50.000]  為何反而是拉大隊去打魚?
[00:06:50.000 --> 00:06:52.000]  我相信有些事情
[00:06:52.000 --> 00:06:53.000]  卡住了彼得
[00:06:53.000 --> 00:06:55.000]  從經文的內容
[00:06:55.000 --> 00:06:57.000]  相信彼得仍然為他自己
[00:06:57.000 --> 00:07:01.000]  三次不認主的過錯感到內疚
[00:07:01.000 --> 00:07:03.000]  甚至彼得的罪疚感
[00:07:03.000 --> 00:07:06.000]  令到他帶來羞恥感
[00:07:06.000 --> 00:07:07.000]  沒有面目見耶穌
[00:07:07.000 --> 00:07:11.000]  甚至覺得沒有資格成為門徒
[00:07:11.000 --> 00:07:14.000]  這個羞恥感埋藏在他心中
[00:07:14.000 --> 00:07:17.000]  帶給他極大的痛苦
[00:07:17.000 --> 00:07:19.000]  當耶穌第三次問彼得
[00:07:19.000 --> 00:07:20.000]  問他
[00:07:20.000 --> 00:07:21.000]  你愛我嗎?
[00:07:21.000 --> 00:07:23.000]  彼得就憂愁
[00:07:23.000 --> 00:07:25.000]  立刻能夠引起彼得
[00:07:25.000 --> 00:07:28.000]  明明耶穌一字都沒有提及
[00:07:28.000 --> 00:07:31.000]  彼得三次不認主的事
[00:07:31.000 --> 00:07:33.000]  耶穌不是這樣問
[00:07:33.000 --> 00:07:35.000]  彼得你為何不認我?
[00:07:35.000 --> 00:07:36.000]  耶穌不是這樣問
