
[00:00:00.000 --> 00:00:05.000]  今早當小師班落台,大家都已經想拍手
[00:00:05.000 --> 00:00:11.000]  我們給予掌聲我們帶來美好的敬拜侍奉的團隊
[00:00:11.000 --> 00:00:19.000]  裏面有我們的孩子,有我們美好的大師班
[00:00:19.000 --> 00:00:21.000]  有Lance和Michael
[00:00:21.000 --> 00:00:25.000]  都看到他們很盡忠的擺相
[00:00:25.000 --> 00:00:28.000]  以致我們能夠有一個很美好的時間
[00:00:28.000 --> 00:00:30.000]  來到主人面前
[00:00:30.000 --> 00:00:33.000]  大家進來的時候都拿了一些單張
[00:00:33.000 --> 00:00:35.000]  有沒有拿到?沒有嗎?
[00:00:35.000 --> 00:00:37.000]  可能早課已經派發了
[00:00:37.000 --> 00:00:40.000]  我們這些復活的單張可以給大家
[00:00:40.000 --> 00:00:42.000]  連一個復活蛋可以送給別人
[00:00:42.000 --> 00:00:46.000]  大家在下面可能看到有些貼紙
[00:00:46.000 --> 00:00:50.000]  這些貼紙其實每逢到3月到4月
[00:00:50.000 --> 00:00:53.000]  除了財政年度的交替,都是我們事工年度的交替
[00:00:53.000 --> 00:00:57.000]  到4月我們將會有新的事工年度
[00:00:57.000 --> 00:01:01.000]  在我們很多對外擴展的上面
[00:01:01.000 --> 00:01:03.000]  我們將會在未來一年更加著力
[00:01:03.000 --> 00:01:07.000]  包括大家紀念我們第四子的開拓
[00:01:07.000 --> 00:01:10.000]  在北部區域,包括我們場地的更新
[00:01:10.000 --> 00:01:12.000]  可以期望有更加多的頂姐妹
[00:01:12.000 --> 00:01:14.000]  更加多的朋友來欣賞
[00:01:14.000 --> 00:01:16.000]  一路一路的改變,都想大家參與多一些
[00:01:16.000 --> 00:01:18.000]  包括我們媒體的更新
[00:01:18.000 --> 00:01:20.000]  想和大家有更深的接觸
[00:01:20.000 --> 00:01:24.000]  這些都是我們在我們Outward的一年裏面
[00:01:24.000 --> 00:01:25.000]  想向前走的方向
[00:01:25.000 --> 00:01:28.000]  所以大家有些貼紙,記得為教會去禱告
[00:01:28.000 --> 00:01:34.000]  今天我又很開心見到我們五成的前同工
[00:01:34.000 --> 00:01:36.000]  Arthur全都回來了
[00:01:36.000 --> 00:01:39.000]  起身吧,給我們掌聲
[00:01:39.000 --> 00:01:46.000]  五成早前都經歷Tammy全都的挑戰艱難
[00:01:46.000 --> 00:01:50.000]  所以Arthur回來,都是對大家一個鼓勵安慰
[00:01:50.000 --> 00:01:51.000]  很感恩
[00:01:51.000 --> 00:01:53.000]  當然最開心就是他媽媽
[00:01:53.000 --> 00:01:56.000]  見到兒子回來陪伴,是很感恩的事情
[00:01:56.000 --> 00:01:58.000]  這些都是我們很開心的事情
[00:01:58.000 --> 00:02:00.000]  我自己都很開心
[00:02:00.000 --> 00:02:04.000]  除了是我們一個財政事工年度的交接
[00:02:04.000 --> 00:02:07.000]  都是我們在港島上的一個轉折位
[00:02:07.000 --> 00:02:11.000]  我們下一個港島的系列將會是已忽所書
[00:02:11.000 --> 00:02:12.000]  為甚麼是已忽所書呢?
[00:02:12.000 --> 00:02:16.000]  其實兩年前我們都在編排港島的系列
[00:02:16.000 --> 00:02:20.000]  編到今天,講到馬福音最後一章
[00:02:20.000 --> 00:02:21.000]  講到耶穌復活,我覺得很感恩
[00:02:21.000 --> 00:02:23.000]  剛剛又是復活節
[00:02:23.000 --> 00:02:25.000]  講完復活節,應該講甚麼呢?
[00:02:25.000 --> 00:02:27.000]  就是很期望復活的大能
[00:02:27.000 --> 00:02:29.000]  如何在教會得到彰顯和能力
[00:02:29.000 --> 00:02:32.000]  所以在四月開始,我們將會講已忽所書
[00:02:32.000 --> 00:02:35.000]  以致我們看看如何在一個hour的時代
[00:02:35.000 --> 00:02:38.000]  我們如何繼續祝福整個城市
[00:02:38.000 --> 00:02:42.000]  所以今天在馬福音最後一章裏
[00:02:42.000 --> 00:02:46.000]  我用了一個題目叫做免於恐懼的自由
[00:02:46.000 --> 00:02:48.000]  當然我期望有一個更好的題目
[00:02:48.000 --> 00:02:49.000]  我想過,但不敢用
[00:02:49.000 --> 00:02:52.000]  我想用張家輝的《激戰》那套戲
[00:02:52.000 --> 00:02:54.000]  講到「協,你就輸一世」
[00:02:54.000 --> 00:02:56.000]  但都是一個很好的題目
[00:02:56.000 --> 00:02:59.000]  講我們作為基督的門徒
[00:02:59.000 --> 00:03:01.000]  如何在勇氣裏面去活出我們的信仰
[00:03:01.000 --> 00:03:02.000]  我們一起祈禱
[00:03:02.000 --> 00:03:04.000]  七天福,我們感謝你
[00:03:04.000 --> 00:03:09.000]  讓我們可以在復活的清晨相聚在你的面前
[00:03:09.000 --> 00:03:10.000]  今天我相信
[00:03:10.000 --> 00:03:13.000]  由地的一邊到地的另一邊
[00:03:13.000 --> 00:03:15.000]  我們都在慶祝上帝
[00:03:15.000 --> 00:03:17.000]  你自己親自用你的能力
[00:03:17.000 --> 00:03:19.000]  讓我們的兒子從死裡呼喚
[00:03:19.000 --> 00:03:22.000]  復活過來赦免我們的罪
[00:03:22.000 --> 00:03:26.000]  主要是求你幫助我們捉緊大能的時候
[00:03:26.000 --> 00:03:28.000]  讓我們活一個有勇氣的人生
[00:03:28.000 --> 00:03:29.000]  我們這樣禱告
[00:03:29.000 --> 00:03:31.000]  奉耶穌基督的名義而求
[00:03:31.000 --> 00:03:34.000]  今天我會分享我們兩個驚恐的經歷
[00:03:34.000 --> 00:03:36.000]  不過慢慢再跟大家說
[00:03:36.000 --> 00:03:38.000]  不過開始我想跟大家分享一套
[00:03:38.000 --> 00:03:41.000]  剛剛復活節的電影叫《沙丘寒戰》
[00:03:41.000 --> 00:03:42.000]  我沒有看過
[00:03:42.000 --> 00:03:43.000]  不知道有多少人看過
[00:03:43.000 --> 00:03:44.000]  有沒有人去看了
[00:03:44.000 --> 00:03:47.000]  我們都很少人去看電影
[00:03:47.000 --> 00:03:51.000]  難怪現在電影院這麼慘
[00:03:51.000 --> 00:03:55.000]  這套電影我都沒有看過
[00:03:55.000 --> 00:04:00.000]  但我發現原來它是六十年前的一本科幻小說改編
[00:04:00.000 --> 00:04:01.000]  這套電影好像很新
[00:04:01.000 --> 00:04:03.000]  但原來那本小說很舊了
[00:04:03.000 --> 00:04:05.000]  作者已經離世了
[00:04:05.000 --> 00:04:08.000]  六十年前的科幻小說的作者叫Frank Herbert
[00:04:08.000 --> 00:04:10.000]  小說裡面有句說話
[00:04:10.000 --> 00:04:14.000]  他開頭說恐懼是思想的殺手
[00:04:14.000 --> 00:04:17.000]  恐懼是每一天一個小小的死亡
[00:04:17.000 --> 00:04:20.000]  而最後帶來人的全然毀滅
[00:04:20.000 --> 00:04:22.000]  我想我們經歷過恐懼的人
[00:04:22.000 --> 00:04:26.000]  都可能有或多或少經歷過這個心情
[00:04:26.000 --> 00:04:28.000]  特別可能我們經歷過驚恐症
[00:04:28.000 --> 00:04:30.000]  我分享一個我自己經歷過驚恐的經歷
[00:04:30.000 --> 00:04:34.000]  十多年前有一天我和太太在福華街
[00:04:34.000 --> 00:04:36.000]  福榮街的街道上走
[00:04:36.000 --> 00:04:38.000]  進入了一間很狹窄的商舖
[00:04:38.000 --> 00:04:41.000]  我走進去後突然有一種很害怕的感覺
[00:04:41.000 --> 00:04:43.000]  很想馬上走出來
[00:04:43.000 --> 00:04:44.000]  馬上走出福榮街
[00:04:44.000 --> 00:04:46.000]  這樣才會安定一點
[00:04:46.000 --> 00:04:48.000]  不知道大家有沒有試過這種感覺
[00:04:48.000 --> 00:04:50.000]  這個印象對我很深刻
[00:04:50.000 --> 00:04:53.000]  因為我平時都不是很害怕狹窄的空間
[00:04:53.000 --> 00:04:56.000]  在那一天突然可能有很多壓力
[00:04:56.000 --> 00:04:58.000]  我自己突然很害怕
[00:04:58.000 --> 00:05:00.000]  不知道大家有沒有經歷過這些經歷
[00:05:00.000 --> 00:05:02.000]  可能有些人經歷過
[00:05:02.000 --> 00:05:03.000]  都有點噁心
[00:05:03.000 --> 00:05:05.000]  可能經過突然間無故的心跳
[00:05:05.000 --> 00:05:07.000]  突然間流了冷汗
[00:05:07.000 --> 00:05:09.000]  嚴重一點可能是心口痛
[00:05:09.000 --> 00:05:10.000]  頭暈
[00:05:10.000 --> 00:05:12.000]  解釋不了自己為什麼這麼擔心
[00:05:12.000 --> 00:05:14.000]  這些我們經常都會經歷
[00:05:14.000 --> 00:05:16.000]  想想今天有幾天假日很好
[00:05:16.000 --> 00:05:18.000]  想想星期二突然間有些解釋不了的擔心
[00:05:18.000 --> 00:05:20.000]  又湧了出來
[00:05:20.000 --> 00:05:23.000]  更加嚴重一點可能是擔心自己失控
[00:05:23.000 --> 00:05:25.000]  可能更加嚴重一點
[00:05:25.000 --> 00:05:27.000]  有些人會覺得有人在害自己
[00:05:27.000 --> 00:05:29.000]  有人在跟蹤自己
[00:05:29.000 --> 00:05:31.000]  有人在自己家門口附近
[00:05:31.000 --> 00:05:33.000]  經常打電話給我
[00:05:33.000 --> 00:05:37.000]  原來這些都是驚恐和症狀
[00:05:37.000 --> 00:05:39.000]  原來這些驚恐和症狀
[00:05:39.000 --> 00:05:41.000]  有兩個人生突發的高峰期
[00:05:41.000 --> 00:05:44.000]  一個是15到25歲
[00:05:44.000 --> 00:05:46.000]  可能我們當中大部分都過了
[00:05:46.000 --> 00:05:50.000]  另一個是45歲到54歲中間
[00:05:50.000 --> 00:05:53.000]  可能很多人都大概在這些年齡層裏面
[00:05:53.000 --> 00:05:57.000]  而女性比男性高兩至三倍
[00:05:57.000 --> 00:06:00.000]  特別在人和人更疏離的現代社會
[00:06:00.000 --> 00:06:03.000]  這些驚恐可能會更加普遍
[00:06:03.000 --> 00:06:05.000]  還有兩個多月的暑假
[00:06:05.000 --> 00:06:08.000]  其實我一刻也收到很多朋友
[00:06:08.000 --> 00:06:11.000]  他們在想是不是移民的想法
[00:06:11.000 --> 00:06:17.000]  可能我們又要面對另一個較為有幅度的移民波動
[00:06:17.000 --> 00:06:19.000]  我每一次聽到這些訊息
[00:06:19.000 --> 00:06:21.000]  我心裏當然有難受
[00:06:21.000 --> 00:06:23.000]  但亦有明白
[00:06:23.000 --> 00:06:28.000]  早前聽見很多想移居的弟兄姊妹或朋友
