
[00:00:00.000 --> 00:00:03.920]  願意我們一起為了今天分享神的話之先
[00:00:03.920 --> 00:00:04.960]  我們一起祈禱
[00:00:04.960 --> 00:00:08.280]  天父再一次感謝祢
[00:00:08.280 --> 00:00:10.320]  讓我們在過去一年裡
[00:00:10.320 --> 00:00:12.160]  祢的保守和大靈
[00:00:12.160 --> 00:00:14.120]  讓我們都有平安
[00:00:14.120 --> 00:00:16.800]  還有祢經歷了很多不同的恩典
[00:00:16.800 --> 00:00:20.000]  以致今天我們在今天的主日裡
[00:00:20.000 --> 00:00:22.600]  我們同樣地去分享祢的話
[00:00:22.600 --> 00:00:25.120]  讓祢的話成為我們的提醒
[00:00:25.120 --> 00:00:29.000]  也讓祢在我們中間幫助我們
[00:00:29.000 --> 00:00:30.720]  更加明白去認識
[00:00:30.720 --> 00:00:32.760]  更加知道我們這位神
[00:00:32.760 --> 00:00:34.320]  真的配得一切的
[00:00:34.320 --> 00:00:35.840]  重讚和榮耀
[00:00:35.840 --> 00:00:37.720]  願祢自己在祂中間
[00:00:37.720 --> 00:00:39.440]  能夠在月立
[00:00:39.440 --> 00:00:41.520]  我們每個人對祢的敬拜
[00:00:41.520 --> 00:00:42.960]  多謝你聽我們禱告
[00:00:42.960 --> 00:00:44.400]  以上禱告奉主明求
[00:00:44.400 --> 00:00:45.080]  阿們
[00:00:45.960 --> 00:00:47.200]  不知道大家有沒有想過
[00:00:47.200 --> 00:00:49.480]  家裡要大裝修呢?
[00:00:49.480 --> 00:00:53.560]  若果要裝修的時候
[00:00:53.560 --> 00:00:54.880]  我們也會考慮
[00:00:54.880 --> 00:00:57.320]  我們也可能需要一些資金
[00:00:57.320 --> 00:01:00.360]  可能有時候我們資金也有限制
[00:01:00.360 --> 00:01:05.320]  但也很想將家裡能夠製造更多的空間
[00:01:05.320 --> 00:01:08.440]  日本有一個電視劇集
[00:01:08.440 --> 00:01:10.280]  叫做《空間改造王》
[00:01:10.280 --> 00:01:11.800]  不知道大家有沒有看過呢?
[00:01:11.800 --> 00:01:12.720]  有吧?
[00:01:12.920 --> 00:01:16.320]  我很喜歡看這個電視劇集
[00:01:16.320 --> 00:01:18.360]  看看那位設計師
[00:01:18.360 --> 00:01:19.960]  如何將一間房子
[00:01:19.960 --> 00:01:22.000]  在當中改造
[00:01:22.000 --> 00:01:25.920]  工人又如何在裡面施工
[00:01:25.920 --> 00:01:29.680]  而設計師也如何能夠在有限的資金裡面
[00:01:29.680 --> 00:01:31.760]  能夠將一棟很舊的住宅
[00:01:31.760 --> 00:01:34.480]  變為一個很新
[00:01:34.480 --> 00:01:36.120]  煥然一新的感覺
[00:01:36.120 --> 00:01:39.160]  將房間重新調配
[00:01:39.360 --> 00:01:43.160]  或者老人家原本要在樓上的
[00:01:43.160 --> 00:01:45.360]  現在可以不再走樓梯了
[00:01:45.360 --> 00:01:48.000]  也可以住在樓下的地方
[00:01:48.000 --> 00:01:49.480]  就算坐輪椅的
[00:01:49.480 --> 00:01:51.280]  也可以出入自如
[00:01:51.280 --> 00:01:55.160]  而破爛的地基也可以重新更換
[00:01:55.160 --> 00:02:00.200]  使房屋可以更加穩固和安全
[00:02:00.200 --> 00:02:01.720]  最令我欣賞的是
[00:02:01.720 --> 00:02:04.840]  設計師會循環再用一些舊有的材料
[00:02:04.840 --> 00:02:07.720]  重新包裝成為新的材料
[00:02:07.720 --> 00:02:09.120]  在當中使用
[00:02:09.400 --> 00:02:10.720]  實在很環保
[00:02:10.720 --> 00:02:13.760]  能夠將過去一些重要的歷史
[00:02:13.760 --> 00:02:15.280]  保留下來
[00:02:15.280 --> 00:02:17.920]  成為家人一些美好的回憶
[00:02:17.920 --> 00:02:20.880]  要成功將這個家居大改造
[00:02:20.880 --> 00:02:22.880]  背後設計師的功勞
[00:02:22.880 --> 00:02:24.160]  實在很重要
[00:02:24.160 --> 00:02:26.520]  不單止他要有好的設計
[00:02:26.520 --> 00:02:30.120]  施工的工人同樣都要在當中去配合
[00:02:30.120 --> 00:02:32.320]  如果工人出錯的話
[00:02:32.320 --> 00:02:34.800]  就算有多好的設計也好
[00:02:34.800 --> 00:02:37.320]  最後結果都會大打折扣
[00:02:37.320 --> 00:02:41.360]  甚至會影響這位設計師的名聲
[00:02:41.360 --> 00:02:43.920]  在二千五百多年前
[00:02:43.920 --> 00:02:46.320]  神透過以西傑才知道
[00:02:46.320 --> 00:02:51.320]  除了他預言猶大耶路撒冷被神審判之外
[00:02:51.320 --> 00:02:54.760]  也預言以色列會復興
[00:02:54.760 --> 00:02:57.320]  神要為著自己的名
[00:02:57.320 --> 00:02:59.280]  將以色列大改造
[00:02:59.280 --> 00:03:02.880]  使得以色列重新得著神的賜福
[00:03:02.880 --> 00:03:05.640]  神的名不再被羞辱
[00:03:06.160 --> 00:03:09.840]  首先很想和大家重溫以西傑書的內容
[00:03:09.840 --> 00:03:12.200]  如果大家還有印象的話
[00:03:12.200 --> 00:03:14.640]  我們知道第一章到二十四章
[00:03:14.640 --> 00:03:17.640]  其實就是在當中看見以西傑
[00:03:17.640 --> 00:03:19.160]  他看見異象
[00:03:19.160 --> 00:03:22.360]  當時以西傑被擄到巴比倫
[00:03:22.360 --> 00:03:27.240]  神要呼召他成為以色列的守望者
[00:03:27.240 --> 00:03:30.160]  預言耶路撒冷被攻陷
[00:03:30.160 --> 00:03:33.000]  也會受到審判的異象
[00:03:33.240 --> 00:03:35.080]  而二十五到三十二章
[00:03:35.080 --> 00:03:37.960]  也預言列國會受到審判
[00:03:37.960 --> 00:03:41.080]  包括阿曼摩亞、以東、
[00:03:41.080 --> 00:03:44.560]  菲利士、推羅、西頓、埃及等國家
[00:03:44.560 --> 00:03:46.640]  而三十三章到四十八章
[00:03:46.640 --> 00:03:49.920]  就是預言以色列和聖殿復興的盼望
[00:03:49.920 --> 00:03:54.080]  整個以色列各國的復興有一個鋪排
[00:03:54.080 --> 00:03:58.320]  神預言有新的木人來帶領以色列
[00:03:58.320 --> 00:04:02.480]  而其次要將以色列的土地在當中更新
[00:04:02.640 --> 00:04:05.440]  以色列的民會被改造
[00:04:05.440 --> 00:04:08.320]  以至能夠再住在應許的地中
[00:04:08.320 --> 00:04:12.160]  最後是神的聖殿聖城的復興
[00:04:12.160 --> 00:04:16.720]  所以上次陳牧師分享三十四章時
[00:04:16.720 --> 00:04:21.560]  就說到以西傑看見神立一個僕人大位
[00:04:21.560 --> 00:04:23.960]  作他們的木人和領袖
[00:04:23.960 --> 00:04:27.560]  這位真木人就是預言那位尼塞亞
[00:04:27.560 --> 00:04:29.800]  今天我們會看三十六章
[00:04:29.800 --> 00:04:31.680]  神如何復興以色列呢?
[00:04:32.000 --> 00:04:33.840]  並且進行大改造
[00:04:33.840 --> 00:04:36.600]  我邀請大家先讀出三十六章
[00:04:36.600 --> 00:04:38.440]  一到十五節的經文
[00:04:39.400 --> 00:04:43.640]  「人子啊!你要對以色列群山說預言
[00:04:43.640 --> 00:04:47.440]  以色列群山啊!要聽耶和華的話
[00:04:47.440 --> 00:04:49.520]  主耶和華如此說
[00:04:49.520 --> 00:04:51.040]  因受敵說
[00:04:51.040 --> 00:04:55.920]  哈哈!這古老的幽壇都歸我們為業了
[00:04:55.920 --> 00:04:58.520]  所以你要預言說
[00:04:58.520 --> 00:05:00.560]  主耶和華如此說
[00:05:00.560 --> 00:05:03.040]  因為敵人使你荒涼
[00:05:03.040 --> 00:05:04.840]  四圍踐踏你
[00:05:04.840 --> 00:05:07.920]  要叫你歸其餘的列國為業
[00:05:08.120 --> 00:05:12.920]  使你們成為各族的華病和百姓的笑談
[00:05:12.920 --> 00:05:15.800]  因此以色列群山啊!
[00:05:15.800 --> 00:05:18.120]  你要聽耶和華的話
[00:05:18.120 --> 00:05:21.640]  對那遭四圍其餘列國佔據
[00:05:21.640 --> 00:05:24.120]  機次的大山小江
[00:05:24.120 --> 00:05:25.800]  水溝山谷
[00:05:25.800 --> 00:05:27.360]  荒廢之城
[00:05:27.360 --> 00:05:28.760]  避棄之城
[00:05:28.760 --> 00:05:30.800]  主耶和華如此說
[00:05:30.800 --> 00:05:33.680]  所以主耶和華如此說
[00:05:33.680 --> 00:05:35.960]  我因導火中燒
[00:05:36.040 --> 00:05:39.880]  就責備其餘的列國和以東的眾人
[00:05:39.880 --> 00:05:42.000]  他們快樂滿懷
[00:05:42.000 --> 00:05:43.640]  心存幸福
[00:05:43.640 --> 00:05:46.120]  將我的地佔為己有
[00:05:46.120 --> 00:05:48.840]  視為被拋棄的掠物
[00:05:48.840 --> 00:05:52.920]  所以你要指著以色列的地說預言
[00:05:52.920 --> 00:05:55.080]  對大山小江
[00:05:55.080 --> 00:05:56.800]  水溝山谷說
[00:05:56.800 --> 00:05:58.880]  主耶和華如此說
[00:05:58.880 --> 00:06:02.840]  漢啊!我再妒忌和憤怒中宣佈
[00:06:02.840 --> 00:06:05.880]  因你們曾受列國的羞辱
[00:06:06.040 --> 00:06:08.000]  所以我豈誓說
[00:06:08.000 --> 00:06:12.160]  你們四圍的列國要擔當自己的羞辱
[00:06:12.160 --> 00:06:14.400]  這是主耶和華說的
