
[00:00:00.000 --> 00:00:02.320]  除了今天你預了會聽得夠見證之外
[00:00:02.320 --> 00:00:05.040]  可能另外有些事情你都會預了
[00:00:05.040 --> 00:00:07.520]  就是我也有一個好介紹介紹給大家
[00:00:07.520 --> 00:00:11.040]  就是一個團契叫活水抗泥團契
[00:00:11.040 --> 00:00:13.640]  可以打powerpoint打下去的
[00:00:13.640 --> 00:00:16.480]  這個團契就是星期四晚
[00:00:16.480 --> 00:00:19.880]  七點半至九點九的一個夫婦團
[00:00:19.880 --> 00:00:21.920]  小弟負責的
[00:00:21.920 --> 00:00:23.280]  裡面關係良好
[00:00:23.280 --> 00:00:24.280]  容易相熟
[00:00:24.280 --> 00:00:25.200]  有情有義
[00:00:25.200 --> 00:00:25.960]  侍奉認真
[00:00:25.960 --> 00:00:27.560]  看看大英姐妹多開心的樣子
[00:00:28.040 --> 00:00:30.360]  新人組就是這個星期四
[00:00:30.360 --> 00:00:31.520]  晚上七點半
[00:00:31.520 --> 00:00:32.960]  你去到恩福堂十七樓
[00:00:32.960 --> 00:00:34.920]  你就會有夫婦一同參加
[00:00:34.920 --> 00:00:37.000]  大家記得一定要夫婦一起來
[00:00:37.000 --> 00:00:39.000]  YouTube channel會有介紹
[00:00:39.000 --> 00:00:41.760]  可以搜尋活水抗泥團契介紹就會看到
[00:00:41.760 --> 00:00:43.280]  另外小弟有一個channel
[00:00:43.280 --> 00:00:44.680]  就叫炎柱良木
[00:00:44.680 --> 00:00:45.280]  講講聖經的
[00:00:45.280 --> 00:00:46.120]  大家可以看看
[00:00:46.120 --> 00:00:47.880]  如果有得著的就好了
[00:00:47.880 --> 00:00:49.840]  也可以介紹給身邊的人
[00:00:49.840 --> 00:00:52.680]  其實大家預了我講這些東西
[00:00:52.680 --> 00:00:54.440]  其實都難免有些心理準備
[00:00:54.440 --> 00:00:57.080]  人世間有些事情預了好沒有預了好
[00:00:57.080 --> 00:00:58.600]  都令到我們很震驚
[00:00:58.600 --> 00:01:01.080]  譬如我試過有些身邊的人
[00:01:01.080 --> 00:01:02.400]  他說有一套
[00:01:02.400 --> 00:01:04.160]  有一個公仔叫Chikawa
[00:01:04.160 --> 00:01:05.400]  你知道什麼叫Chikawa嗎?
[00:01:05.400 --> 00:01:07.160]  就是有兔兔、飛鼠
[00:01:07.160 --> 00:01:09.040]  我猜很多弟兄姐妹都很喜歡
[00:01:09.040 --> 00:01:11.680]  他就帶了一個小朋友看一套大電影
[00:01:11.680 --> 00:01:12.600]  叫Chikawa
[00:01:12.600 --> 00:01:14.360]  不知道什麼不人如島
[00:01:14.360 --> 00:01:15.760]  去完之後
[00:01:15.760 --> 00:01:16.160]  哇
[00:01:16.160 --> 00:01:17.240]  很大件事
[00:01:17.240 --> 00:01:21.000]  原來預了是很可愛的一些情節
[00:01:21.000 --> 00:01:23.000]  原來裡面的人很黑暗
[00:01:23.000 --> 00:01:25.400]  Chikawa的背後是反映
[00:01:25.400 --> 00:01:27.280]  原來她是人性裡面的醜惡
[00:01:27.280 --> 00:01:28.280]  看完之後
[00:01:28.280 --> 00:01:31.440]  非但笑不出心情很沉重
[00:01:31.440 --> 00:01:33.640]  想不到也是Chikawa這樣
[00:01:33.640 --> 00:01:35.800]  所以Hannah姐妹你預了
[00:01:35.800 --> 00:01:37.480]  即場有時候也是Chikawa這樣
[00:01:37.480 --> 00:01:38.440]  大家很開心
[00:01:38.440 --> 00:01:39.440]  嘻嘻哈哈
[00:01:39.440 --> 00:01:41.040]  很多事情都是假假的
[00:01:41.040 --> 00:01:42.160]  見死不救
[00:01:42.160 --> 00:01:42.960]  由得你死
[00:01:42.960 --> 00:01:43.760]  都是這樣
[00:01:43.760 --> 00:01:44.960]  這個世界是不是?
[00:01:44.960 --> 00:01:46.960]  有些事情你預了黑暗的
[00:01:46.960 --> 00:01:49.440]  但是都很難接受的
[00:01:49.440 --> 00:01:51.680]  你預了有些人
[00:01:51.680 --> 00:01:53.560]  就算是他小時候十幾歲
[00:01:53.560 --> 00:01:55.400]  可能他也不太好
[00:01:55.400 --> 00:01:56.320]  就是說我們十幾歲
[00:01:56.320 --> 00:01:57.800]  我也不太好
[00:01:57.800 --> 00:01:59.160]  但是你看這些影片
[00:01:59.160 --> 00:02:00.880]  他們真的試過在影片中說
[00:02:00.880 --> 00:02:03.680]  十幾歲的青少年虐待狗
[00:02:03.680 --> 00:02:05.920]  真的殺了很多狗
[00:02:05.920 --> 00:02:08.560]  還要笑得很開心
[00:02:08.560 --> 00:02:11.720]  難怪那套韓劇鐵拳教育這麼受歡迎
[00:02:11.720 --> 00:02:14.120]  另外有些事情你又預了
[00:02:14.120 --> 00:02:15.160]  有些事情預了
[00:02:15.160 --> 00:02:17.120]  就是有些慘案發生了
[00:02:17.120 --> 00:02:19.080]  希望查出真相
[00:02:19.080 --> 00:02:20.680]  還回一些公道
[00:02:20.680 --> 00:02:23.680]  你預了未必真的很有果效
[00:02:23.680 --> 00:02:25.000]  但是結果呢
[00:02:25.000 --> 00:02:25.960]  出來的時候
[00:02:25.960 --> 00:02:27.280]  雖然你預了
[00:02:27.280 --> 00:02:30.360]  但是心裡面也很不開心
[00:02:30.360 --> 00:02:33.280]  甚至如果你身邊真的有親人
[00:02:33.280 --> 00:02:35.360]  在這件慘案當中過世的時候
[00:02:35.360 --> 00:02:36.880]  你那種難過
[00:02:36.880 --> 00:02:38.800]  是很難去釋懷的
[00:02:38.800 --> 00:02:40.480]  有時候我們信耶穌的時候
[00:02:40.480 --> 00:02:41.360]  我自己也聽過
[00:02:41.360 --> 00:02:42.760]  甚至我也會說過
[00:02:42.760 --> 00:02:45.160]  這個世界是越來越黑暗的
