
[00:00:00.000 --> 00:00:02.000]  親愛的兄弟姐妹,很感恩
[00:00:02.000 --> 00:00:04.000]  今天我可以走上台
[00:00:04.000 --> 00:00:06.000]  因為過去幾天病了
[00:00:06.000 --> 00:00:08.000]  醫生因為知道
[00:00:08.000 --> 00:00:10.000]  我星期天要趕渡
[00:00:10.000 --> 00:00:12.000]  開了一些很猛的藥給我
[00:00:12.000 --> 00:00:14.000]  猛到我真的慣了幾天
[00:00:14.000 --> 00:00:16.000]  是昨天
[00:00:16.000 --> 00:00:18.000]  我才預備好今天的講章
[00:00:18.000 --> 00:00:20.000]  我都
[00:00:20.000 --> 00:00:22.000]  剛才唱詩我真的站不住
[00:00:22.000 --> 00:00:24.000]  我真的經歷到
[00:00:24.000 --> 00:00:26.000]  真的
[00:00:26.000 --> 00:00:28.000]  是我的力量,我真的要依靠它
[00:00:28.000 --> 00:00:30.000]  在我們領受神話與之先
[00:00:30.000 --> 00:00:32.000]  我們一同禱告
[00:00:32.000 --> 00:00:36.000]  慈悲人愛父神
[00:00:36.000 --> 00:00:38.000]  多謝你賜下救主
[00:00:38.000 --> 00:00:40.000]  我們的力量
[00:00:40.000 --> 00:00:42.000]  我們的盤石
[00:00:42.000 --> 00:00:44.000]  我們隨時的幫助
[00:00:44.000 --> 00:00:46.000]  主要讓我們不是單單的
[00:00:46.000 --> 00:00:48.000]  來到宣揚你的恩典
[00:00:48.000 --> 00:00:50.000]  乃是我們將你的恩典傳出去
[00:00:50.000 --> 00:00:52.000]  在我們的生命
[00:00:52.000 --> 00:00:54.000]  我們能夠活出
[00:00:54.000 --> 00:00:56.000]  主耶穌基督那一份的恩
[00:00:56.000 --> 00:00:58.000]  那一份的屬性
[00:00:58.000 --> 00:01:00.000]  願你帶領我們
[00:01:00.000 --> 00:01:02.000]  能夠竭力去追求
[00:01:02.000 --> 00:01:04.000]  靈明的成熟
[00:01:04.000 --> 00:01:06.000]  將以下的時間
[00:01:06.000 --> 00:01:08.000]  恭敬交給你
[00:01:08.000 --> 00:01:10.000]  禱告奉主耶穌基督名求
[00:01:10.000 --> 00:01:12.000]  阿們
[00:01:12.000 --> 00:01:14.000]  我相信很多人
[00:01:14.000 --> 00:01:16.000]  在你讀書的時候
[00:01:16.000 --> 00:01:18.000]  都寫過一些作文
[00:01:18.000 --> 00:01:20.000]  就是我的夢想
[00:01:20.000 --> 00:01:22.000]  我的理想
[00:01:22.000 --> 00:01:24.000]  不知道你年輕的時候
[00:01:24.000 --> 00:01:26.000]  有什麼夢想呢
[00:01:26.000 --> 00:01:28.000]  想一想
[00:01:28.000 --> 00:01:30.000]  我呢就很記得
[00:01:30.000 --> 00:01:32.000]  自己的夢想
[00:01:32.000 --> 00:01:34.000]  我曾經都分享過
[00:01:34.000 --> 00:01:36.000]  我其中一個夢想就是想做
[00:01:36.000 --> 00:01:38.000]  野生動物保育員
[00:01:38.000 --> 00:01:40.000]  但是長大之後
[00:01:40.000 --> 00:01:42.000]  自己又很怕蛇蟲鼠蟻
[00:01:42.000 --> 00:01:44.000]  當然就放棄了
[00:01:44.000 --> 00:01:46.000]  我也想過開餐廳
[00:01:46.000 --> 00:01:48.000]  我連名字都改了
[00:01:48.000 --> 00:01:50.000]  我還想在餐廳那裡
[00:01:50.000 --> 00:01:52.000]  自彈自唱
[00:01:52.000 --> 00:01:54.000]  這個當然沒有實現
[00:01:54.000 --> 00:01:56.000]  後來我決心
[00:01:56.000 --> 00:01:58.000]  想做一些幫助人的工作
[00:01:58.000 --> 00:02:00.000]  例如社工
[00:02:00.000 --> 00:02:02.000]  社會工作者或者老師
[00:02:02.000 --> 00:02:04.000]  到最後我真的做到老師
[00:02:04.000 --> 00:02:06.000]  在我畢業之前
[00:02:06.000 --> 00:02:08.000]  我就想
[00:02:08.000 --> 00:02:10.000]  我要定下一個更高
[00:02:10.000 --> 00:02:12.000]  應該可以是我一生毀身的
[00:02:12.000 --> 00:02:14.000]  一個目標
[00:02:14.000 --> 00:02:16.000]  於是我就定下了
[00:02:16.000 --> 00:02:18.000]  我要尋找人生的真善美
[00:02:18.000 --> 00:02:20.000]  當我和同學
[00:02:20.000 --> 00:02:22.000]  畢業的時候
[00:02:22.000 --> 00:02:24.000]  和他們分享的時候
[00:02:24.000 --> 00:02:26.000]  他們都取笑我
[00:02:26.000 --> 00:02:28.000]  他們說我太天真了
[00:02:28.000 --> 00:02:30.000]  我不知道大家會不會覺得我太天真了
[00:02:30.000 --> 00:02:32.000]  但是我真的
[00:02:32.000 --> 00:02:34.000]  很認真地去追求
[00:02:34.000 --> 00:02:36.000]  所以我畢業之後
[00:02:36.000 --> 00:02:38.000]  我就報了一個課程
[00:02:38.000 --> 00:02:40.000]  就是叫做
[00:02:40.000 --> 00:02:42.000]  (出到吧,Powerpoint)
[00:02:42.000 --> 00:02:44.000]  (是,謝謝)
[00:02:44.000 --> 00:02:46.000]  就是從中國哲學裡
[00:02:46.000 --> 00:02:48.000]  去尋找人生的真善美
[00:02:48.000 --> 00:02:50.000]  我真的這麼認真的
[00:02:50.000 --> 00:02:52.000]  我就問舊同學有沒有人肯和我去
[00:02:52.000 --> 00:02:54.000]  後來只有一個同學
[00:02:54.000 --> 00:02:56.000]  和我一起報名
[00:02:56.000 --> 00:02:58.000]  這樣也好
[00:02:58.000 --> 00:03:00.000]  誰知道我們上這個課程就發覺
[00:03:00.000 --> 00:03:02.000]  真的不是那麼行
[00:03:02.000 --> 00:03:04.000]  在中國哲學裡
[00:03:04.000 --> 00:03:06.000]  其實找不到真善美的
[00:03:06.000 --> 00:03:08.000]  因為全部東西都是相對的
[00:03:08.000 --> 00:03:10.000]  後來我們兩個同學
[00:03:10.000 --> 00:03:12.000]  就變成了同學威龍
[00:03:12.000 --> 00:03:14.000]  我們在中國哲學裡
[00:03:14.000 --> 00:03:16.000]  就找不到真善美
[00:03:16.000 --> 00:03:18.000]  但我們也找到另外一半
[00:03:18.000 --> 00:03:20.000]  那個同學就是
[00:03:20.000 --> 00:03:22.000]  如今的紙長傳道
[00:03:22.000 --> 00:03:24.000]  就成為我丈夫了
[00:03:24.000 --> 00:03:26.000]  (笑聲)
[00:03:26.000 --> 00:03:28.000]  我們終於找到
[00:03:28.000 --> 00:03:30.000]  在主裡面的真善美
[00:03:30.000 --> 00:03:32.000]  大家妹妹
[00:03:32.000 --> 00:03:34.000]  你還有沒有你的夢想呢
[00:03:34.000 --> 00:03:36.000]  對於夢想
[00:03:36.000 --> 00:03:38.000]  有些人曾經這樣說
[00:03:38.000 --> 00:03:40.000]  他說
[00:03:40.000 --> 00:03:42.000]  人有了物質
[00:03:42.000 --> 00:03:44.000]  就可以生存
[00:03:44.000 --> 00:03:46.000]  有了夢想
[00:03:46.000 --> 00:03:48.000]  就能夠生活
[00:03:48.000 --> 00:03:50.000]  要知道生存和生活的分別
[00:03:50.000 --> 00:03:52.000]  看看動物就知道了
[00:03:52.000 --> 00:03:54.000]  動物是生存的
[00:03:54.000 --> 00:03:56.000]  但人是生活的
[00:03:56.000 --> 00:03:58.000]  萊特兄弟
[00:03:58.000 --> 00:04:00.000]  他們是一個
[00:04:00.000 --> 00:04:02.000]  真的很會生活的人
[00:04:02.000 --> 00:04:04.000]  因為他們至少
[00:04:04.000 --> 00:04:06.000]  就已經有一個飛行的夢想
[00:04:06.000 --> 00:04:08.000]  他們也都毀身在這個夢想裡
[00:04:08.000 --> 00:04:10.000]  最後他們就發明了
[00:04:10.000 --> 00:04:12.000]  第一步
[00:04:12.000 --> 00:04:14.000]  是一個電動的
[00:04:14.000 --> 00:04:16.000]  就是有
[00:04:16.000 --> 00:04:18.000]  總而言之是發明了飛機
[00:04:18.000 --> 00:04:20.000]  很複雜的
[00:04:20.000 --> 00:04:22.000]  我看了很多資料都不明白
[00:04:22.000 --> 00:04:24.000]  總而言之他們就能飛了
[00:04:24.000 --> 00:04:26.000]  但是因為人是有罪性的
[00:04:26.000 --> 00:04:28.000]  人的罪性
[00:04:28.000 --> 00:04:30.000]  會發一些不應該發的夢
[00:04:30.000 --> 00:04:32.000]  所以有些野心家的夢想
[00:04:32.000 --> 00:04:34.000]  就令到自己
[00:04:34.000 --> 00:04:36.000]  和別人
[00:04:36.000 --> 00:04:38.000]  甚至整個人類
[00:04:38.000 --> 00:04:40.000]  都產生了一個很大的災難
[00:04:40.000 --> 00:04:42.000]  其實我們基督徒
[00:04:42.000 --> 00:04:44.000]  應不應該有夢想的
[00:04:44.000 --> 00:04:46.000]  應該的
[00:04:46.000 --> 00:04:48.000]  我看見很多人點頭
[00:04:48.000 --> 00:04:50.000]  我們的夢想應該是很多個
[00:04:50.000 --> 00:04:52.000]  還是其實是一個
[00:04:52.000 --> 00:04:54.000]  其實是一個
[00:04:54.000 --> 00:04:56.000]  我們應該是去夢想
[00:04:56.000 --> 00:04:58.000]  三一神的夢想
[00:04:58.000 --> 00:05:00.000]  我們如果
[00:05:00.000 --> 00:05:02.000]  缺乏了我們可以毀身的夢想
[00:05:02.000 --> 00:05:04.000]  就是三一神的
[00:05:04.000 --> 00:05:06.000]  要拯救萬民
[00:05:06.000 --> 00:05:08.000]  這個夢想的話
[00:05:08.000 --> 00:05:10.000]  我們很容易就會變成
[00:05:10.000 --> 00:05:12.000]  麻木的基督徒
[00:05:12.000 --> 00:05:14.000]  甚至我們在神家裏面
[00:05:14.000 --> 00:05:16.000]  會失去那種熱誠
[00:05:16.000 --> 00:05:18.000]  就變成老油條
[00:05:18.000 --> 00:05:20.000]  這樣我們就辜負了
[00:05:20.000 --> 00:05:22.000]  神對我們的
[00:05:22.000 --> 00:05:24.000]  心恩厚愛
[00:05:24.000 --> 00:05:26.000]  今天我會從
[00:05:26.000 --> 00:05:28.000]  這個菲勒比書的
