
[00:00:00.000 --> 00:00:02.000]  我們一起有個禱告
[00:00:02.000 --> 00:00:04.000]  天父上帝多謝你
[00:00:04.000 --> 00:00:06.000]  你是我們一切
[00:00:06.000 --> 00:00:08.000]  我們離開你不能作甚
[00:00:08.000 --> 00:00:10.000]  我們是很真的知道
[00:00:10.000 --> 00:00:12.000]  經歷到
[00:00:12.000 --> 00:00:14.000]  多謝你今天你的愛
[00:00:14.000 --> 00:00:16.000]  招聚我們來到你的面前
[00:00:16.000 --> 00:00:18.000]  我們要單單的去
[00:00:18.000 --> 00:00:20.000]  仰望你 尊重你
[00:00:20.000 --> 00:00:22.000]  讓我們
[00:00:22.000 --> 00:00:24.000]  在這個話語裡面
[00:00:24.000 --> 00:00:26.000]  我們和你相遇
[00:00:26.000 --> 00:00:28.000]  在這個話語裡面我們被你去碰觸
[00:00:28.000 --> 00:00:30.000]  被你去得著
[00:00:30.000 --> 00:00:32.000]  以致我們的生命
[00:00:32.000 --> 00:00:34.000]  我們全人就這樣為你拜上
[00:00:34.000 --> 00:00:36.000]  成為你的見證
[00:00:36.000 --> 00:00:38.000]  榮耀你的名 多謝主你
[00:00:38.000 --> 00:00:40.000]  我們禱告奉主耶穌基督的名求
[00:00:40.000 --> 00:00:42.000]  阿們
[00:00:42.000 --> 00:00:48.000]  今天我們一起看
[00:00:48.000 --> 00:00:50.000]  大家很熟悉的一段經文
[00:00:50.000 --> 00:00:52.000]  詩篇八篇
[00:00:52.000 --> 00:00:54.000]  上帝榮美
[00:00:54.000 --> 00:00:56.000]  彰顯在人間
[00:00:56.000 --> 00:00:58.000]  弟子妹各位會眾
[00:00:58.000 --> 00:01:00.000]  我想問從小到大
[00:01:00.000 --> 00:01:02.000]  你聽到的是批評
[00:01:02.000 --> 00:01:04.000]  還是讚美的說話多呢
[00:01:04.000 --> 00:01:08.000]  批評
[00:01:08.000 --> 00:01:10.000]  你喜歡人稱讚你嗎
[00:01:10.000 --> 00:01:12.000]  喜歡
[00:01:12.000 --> 00:01:14.000]  有人說
[00:01:14.000 --> 00:01:16.000]  每一個人內心深處最持久
[00:01:16.000 --> 00:01:18.000]  最深層的渴望
[00:01:18.000 --> 00:01:20.000]  除了愛之外
[00:01:20.000 --> 00:01:22.000]  就是對讚美的渴望
[00:01:22.000 --> 00:01:24.000]  你認不認同
[00:01:24.000 --> 00:01:26.000]  你覺得
[00:01:26.000 --> 00:01:28.000]  神有喜於我們讚美祂嗎
[00:01:28.000 --> 00:01:32.000]  你有沒有常常在禱告中讚美神呢
[00:01:32.000 --> 00:01:36.000]  或者我們禱告會否偏重
[00:01:36.000 --> 00:01:38.000]  在祈求
[00:01:38.000 --> 00:01:40.000]  將上帝當作
[00:01:40.000 --> 00:01:42.000]  皇大先
[00:01:42.000 --> 00:01:44.000]  不斷地向神要這個要那個
[00:01:44.000 --> 00:01:48.000]  正如一位牧者說
[00:01:48.000 --> 00:01:50.000]  有時我們來到上帝面前禱告
[00:01:50.000 --> 00:01:52.000]  心裡往往充滿
[00:01:52.000 --> 00:01:54.000]  我們所想所求
[00:01:54.000 --> 00:01:56.000]  卻將上帝併隨在外
[00:01:56.000 --> 00:02:00.000]  我想在世上
[00:02:00.000 --> 00:02:02.000]  每一件事
[00:02:02.000 --> 00:02:04.000]  就像讚美神一樣
[00:02:04.000 --> 00:02:06.000]  使我們如此靠近神
[00:02:06.000 --> 00:02:08.000]  更深地認識神
[00:02:08.000 --> 00:02:10.000]  在詩篇69章
[00:02:10.000 --> 00:02:12.000]  說到
[00:02:12.000 --> 00:02:14.000]  當我們將讚美、尊榮、感謝、歸給神
[00:02:14.000 --> 00:02:16.000]  便叫神喜悅
[00:02:16.000 --> 00:02:20.000]  而詩篇下22章和路加福音19章
[00:02:20.000 --> 00:02:22.000]  都提到
[00:02:22.000 --> 00:02:24.000]  神以我們的讚美為寶座
[00:02:24.000 --> 00:02:26.000]  祂住在我們讚美當中
[00:02:26.000 --> 00:02:30.000]  耶穌曾經對不喜歡讚美的法利賽人說
[00:02:30.000 --> 00:02:34.000]  如果他們不讚美
[00:02:34.000 --> 00:02:36.000]  神就會叫石頭化出讚美
[00:02:36.000 --> 00:02:40.000]  神並非自大狂
[00:02:40.000 --> 00:02:42.000]  一定要我們讚祂
[00:02:42.000 --> 00:02:44.000]  我們讚美、尊崇神
[00:02:44.000 --> 00:02:46.000]  因為神是完全不配得
[00:02:46.000 --> 00:02:48.000]  詩篇第八篇的題目是
[00:02:48.000 --> 00:02:50.000]  大衛的詩
[00:02:50.000 --> 00:02:52.000]  交予聖詠團長
[00:02:52.000 --> 00:02:54.000]  用迦特樂器
[00:02:54.000 --> 00:02:56.000]  這是一首讚美詩
[00:02:56.000 --> 00:02:58.000]  也是全卷詩篇的第一首讚美詩
[00:02:58.000 --> 00:03:02.000]  交給樂長去譜曲
[00:03:02.000 --> 00:03:04.000]  或者帶領公眾崇拜的使用
[00:03:04.000 --> 00:03:08.000]  這篇詩篇可能是大衛
[00:03:08.000 --> 00:03:10.000]  早年在抗野牧羊的時候
[00:03:10.000 --> 00:03:12.000]  他養孤的一位
[00:03:12.000 --> 00:03:14.000]  他在抗野牧羊的時候
[00:03:14.000 --> 00:03:16.000]  他養官蒼天
