
[00:00:00.000 --> 00:00:02.560]  好,謝謝大家
[00:00:02.560 --> 00:00:04.000]  好,各位早安
[00:00:04.000 --> 00:00:07.040]  早安,睡醒了嗎?早安
[00:00:07.040 --> 00:00:12.000]  還未睡醒?那希望你們快點醒來
[00:00:12.000 --> 00:00:16.200]  多謝勁敗隊剛剛帶我們去唱詩
[00:00:16.200 --> 00:00:19.640]  大家還記得勁敗隊的主題是甚麼嗎?
[00:00:19.640 --> 00:00:21.000]  是甚麼?
[00:00:21.000 --> 00:00:24.400]  他們說洪水來臨時
[00:00:24.400 --> 00:00:28.440]  神是我們的依靠,我們要投靠神
[00:00:28.480 --> 00:00:30.960]  跟今天想說的東西都很接近
[00:00:30.960 --> 00:00:33.560]  究竟甚麼是「投靠神」呢?
[00:00:33.560 --> 00:00:36.040]  我們又可以怎樣投靠神呢?
[00:00:36.040 --> 00:00:37.760]  今天我會說的經文是
[00:00:37.760 --> 00:00:41.920]  《馬可福音》六章三十到四十四節
[00:00:41.920 --> 00:00:44.840]  開始時,待會跟大家看一段
[00:00:44.840 --> 00:00:47.280]  15秒的YouTube短片
[00:00:47.280 --> 00:00:48.960]  那段短片的背景是甚麼?
[00:00:48.960 --> 00:00:52.600]  就是幾年前,疫情完結了
[00:00:52.600 --> 00:00:57.360]  剛剛TSA,即是小三TSA復甦的時候
[00:00:57.400 --> 00:01:03.520]  有個小學生剛好考試時被記者採訪
[00:01:03.520 --> 00:01:05.880]  然後他就有這個反應
[00:01:05.880 --> 00:01:06.800]  大家看看
[00:01:06.800 --> 00:01:10.280]  試過很多次,有甚麼好害怕的
[00:01:10.280 --> 00:01:14.240]  我想試一下,不是覺得人生一點難度都沒有
[00:01:14.240 --> 00:01:15.800]  人生一點難度都沒有
[00:01:15.800 --> 00:01:19.200]  人生一點難度都沒有
[00:01:19.200 --> 00:01:23.680]  他有一句名言,就是「人生一點難度都沒有」
[00:01:23.720 --> 00:01:29.560]  不知道在座各位今天夠不夠膽立這個標誌?
[00:01:29.560 --> 00:01:32.880]  應該…有沒有人夠膽?
[00:01:32.880 --> 00:01:36.080]  都沒有,大家上到中學
[00:01:36.080 --> 00:01:38.240]  其實大家都知道
[00:01:38.240 --> 00:01:42.400]  你的人生裏面有不同的難關
[00:01:42.400 --> 00:01:45.000]  在你的生命裏出現
[00:01:45.000 --> 00:01:49.640]  今天剛剛選了一個馬可福音的經文
[00:01:49.640 --> 00:01:52.560]  跟大家分享,裏面是一個神蹟
[00:01:52.600 --> 00:01:55.400]  這個神蹟是唯一一個
[00:01:55.400 --> 00:01:57.880]  四福音書都有記載過的神蹟
[00:01:57.880 --> 00:02:00.480]  大家知道這個神蹟是甚麼神蹟嗎?
[00:02:00.480 --> 00:02:03.960]  四福音書都有記載過的,只有一個
[00:02:03.960 --> 00:02:06.680]  是關於吃東西的
[00:02:06.680 --> 00:02:08.880]  是甚麼?
[00:02:08.880 --> 00:02:10.040]  (馬可福音)
[00:02:10.040 --> 00:02:11.960]  馬可福音是一個經文
[00:02:11.960 --> 00:02:13.880]  一個吃東西的神蹟
[00:02:13.880 --> 00:02:15.360]  好,來揭曉吧
[00:02:15.360 --> 00:02:18.400]  是一個五餅二魚的神蹟
[00:02:18.440 --> 00:02:23.640]  相信大家都聽過這個神蹟
[00:02:23.640 --> 00:02:28.120]  神奇之處是只有五個餅和兩條魚
[00:02:28.120 --> 00:02:31.200]  餵飽了至少五千個男人
[00:02:31.200 --> 00:02:31.760]  (聽過)
[00:02:31.760 --> 00:02:33.840]  是,聽過,謝謝你
[00:02:33.840 --> 00:02:36.440]  很多時候我們聽這個神蹟的時候
[00:02:36.440 --> 00:02:38.440]  目者教導我們是怎樣的
[00:02:38.440 --> 00:02:40.960]  要好像小朋友一樣
[00:02:40.960 --> 00:02:44.520]  我們要獻出微小的五個餅和兩條魚
[00:02:44.520 --> 00:02:47.840]  都可以成就一個無限的祝福
[00:02:47.880 --> 00:02:51.520]  又或者我們要學習主耶穌的念文
[00:02:51.520 --> 00:02:55.200]  不過今天這些教導都是正確的
[00:02:55.200 --> 00:02:58.720]  不過今天我想從另一個角度去看一件事
[00:02:58.720 --> 00:03:02.000]  為甚麼我要選擇馬可福音來跟大家分享
[00:03:02.000 --> 00:03:04.080]  就是因為馬可福音這段經文
[00:03:04.080 --> 00:03:08.080]  是記載了很多主耶穌和門徒之間的對話
[00:03:08.080 --> 00:03:09.760]  他們之間的互動
[00:03:09.760 --> 00:03:13.080]  想藉著我們看看他們兩者之間的互動
[00:03:13.080 --> 00:03:16.000]  我們看看究竟在同一件事件上
[00:03:16.040 --> 00:03:18.880]  究竟主耶穌和那些門徒
[00:03:18.880 --> 00:03:21.680]  他們的目光有甚麼分別
[00:03:21.680 --> 00:03:24.480]  今天的講題是
[00:03:24.480 --> 00:03:27.560]  「主超過我,在面對的點點點」
[00:03:27.560 --> 00:03:29.520]  相信大家很聰明的都知道
[00:03:29.520 --> 00:03:32.280]  這個「點點點」其實是在說
[00:03:32.280 --> 00:03:35.560]  我們在面對的困難、掙扎
[00:03:35.560 --> 00:03:38.120]  我不知道大家在面對的掙扎有甚麼
[00:03:38.120 --> 00:03:42.560]  可能有些是學業、有些是比賽
[00:03:42.560 --> 00:03:43.920]  有些是人際關係
[00:03:43.960 --> 00:03:47.200]  有些是導師之間的工作、家庭
[00:03:47.200 --> 00:03:49.680]  甚至可能是你的自我形象
[00:03:49.680 --> 00:03:52.440]  或者是跟小組組員的關係等等
[00:03:52.440 --> 00:03:54.480]  很想在進入今天的經文之前
[00:03:54.480 --> 00:03:56.400]  大家用半分鐘
[00:03:56.400 --> 00:03:59.360]  去想一件你現在面對的困難
[00:03:59.360 --> 00:04:01.000]  或者你說你現在沒有困難
[00:04:01.000 --> 00:04:04.000]  你在想最近你面對的一件困難是甚麼
[00:04:04.000 --> 00:04:07.440]  我們先安靜半分鐘去自己想一想
[00:04:07.440 --> 00:04:11.160]  用我們進入經文前的圖稿
[00:04:12.840 --> 00:04:14.080]  七位基督主,多謝你
[00:04:14.080 --> 00:04:16.360]  多謝你留下了你寶貴的話語
[00:04:16.360 --> 00:04:20.520]  這本聖經讓我們去學習主人的真理
[00:04:20.520 --> 00:04:22.040]  主,求你幫助我們
[00:04:22.040 --> 00:04:24.400]  藉著以下經文的分享
[00:04:24.400 --> 00:04:26.480]  讓我們學習在困難中
[00:04:26.480 --> 00:04:28.080]  我們可以怎樣面對
[00:04:28.080 --> 00:04:30.080]  幫助我們校正我們的態度
[00:04:30.080 --> 00:04:32.520]  我們恭敬的將以下講到的時間
[00:04:32.520 --> 00:04:33.640]  都去交上
[00:04:33.640 --> 00:04:36.680]  求聖靈引導我們打開我們的耳朵
[00:04:36.680 --> 00:04:38.880]  打開我們的心,去明白主人的話語
[00:04:38.880 --> 00:04:40.920]  也求主你公務孩子的口
[00:04:40.960 --> 00:04:43.840]  讓孩子講得明白、清楚
[00:04:43.840 --> 00:04:45.400]  求主你順聽我們的禱告
[00:04:45.400 --> 00:04:48.320]  奉主耶穌的德性文字祈求,阿們
[00:04:48.320 --> 00:04:56.040]  好,我先說一下神蹟是甚麼
[00:04:56.040 --> 00:05:01.280]  十二使徒全員回到耶穌面前聚集
[00:05:01.280 --> 00:05:04.560]  向耶穌報告他們做過甚麼
[00:05:04.560 --> 00:05:06.920]  教過甚麼
[00:05:06.920 --> 00:05:08.960]  然後耶穌跟他們說
[00:05:09.000 --> 00:05:12.200]  「來,你們自己去曠野休息一下」
[00:05:12.200 --> 00:05:13.280]  為甚麼呢?
[00:05:13.280 --> 00:05:17.640]  因為當時有很多人
[00:05:17.640 --> 00:05:19.880]  門徒連吃飯的時間都沒有
[00:05:19.880 --> 00:05:25.640]  耶穌和門徒悄悄地上船出發去曠野
[00:05:25.640 --> 00:05:29.800]  誰知有一群群眾看到門徒和耶穌走了
[00:05:29.800 --> 00:05:31.040]  認到他們
[00:05:31.040 --> 00:05:34.200]  然後從國城跑出來
[00:05:34.240 --> 00:05:39.600]  還要比耶穌早到達曠野
[00:05:39.600 --> 00:05:41.200]  耶穌一下船
[00:05:41.200 --> 00:05:44.120]  看到這群人就連問他們
[00:05:44.120 --> 00:05:46.640]  因為他們好像羊無目人
[00:05:46.640 --> 00:05:49.560]  於是就開始教他們很多道理
[00:05:49.560 --> 00:05:54.000]  天黑的時候,門徒過來跟他們說
[00:05:54.000 --> 00:05:57.800]  「邀請大家一起讀紅色的字,預備起」
[00:05:57.800 --> 00:06:02.320]  「這是曠野的地方,天已經很晚了」
[00:06:02.360 --> 00:06:04.400]  「請叫他們散開」
[00:06:04.400 --> 00:06:08.440]  「好讓他們往周圍的田舍村莊去」
[00:06:08.440 --> 00:06:10.840]  「自己買點食物吃」
[00:06:10.840 --> 00:06:12.880]  耶穌之後就回答他們
[00:06:12.880 --> 00:06:15.160]  「你們給他們吃吧」
[00:06:15.160 --> 00:06:17.360]  門徒之後就說「我們一起讀」
[00:06:17.360 --> 00:06:22.360]  「要我們去買二百銀兩的餅給他們吃嗎?」
[00:06:22.360 --> 00:06:24.080]  耶穌就跟他們說
[00:06:24.080 --> 00:06:26.680]  「去看看你們有多少餅吧」
[00:06:26.680 --> 00:06:29.480]  他們知道之後,回來就回答耶穌
[00:06:32.640 --> 00:06:33.640]  謝謝大家
[00:06:33.640 --> 00:06:36.800]  事情之後是怎樣發生的呢?
[00:06:36.800 --> 00:06:39.040]  就是耶穌就吩咐門徒
[00:06:39.040 --> 00:06:42.160]  叫群眾坐在青草地上
[00:06:42.160 --> 00:06:44.880]  一排一排地坐,很工整的
[00:06:44.880 --> 00:06:48.120]  之後耶穌就拿起了五個餅和兩條魚
[00:06:48.120 --> 00:06:49.560]  捉著,抹開了
[00:06:49.560 --> 00:06:52.560]  然後就遞給門徒和群眾
[00:06:52.560 --> 00:06:54.200]  大家就吃飽了
[00:06:54.200 --> 00:06:56.520]  吃飽之餘,還有很多碎在地上
[00:06:56.520 --> 00:06:59.480]  他們就撿起碎片,裝滿了十二個籃子
[00:06:59.520 --> 00:07:02.640]  只吃餅的就有五千人
[00:07:02.640 --> 00:07:07.320]  從剛才你們讀的經文中
