
[00:00:00.000 --> 00:00:02.040]  各位電影姊妹朋友,早晨
[00:00:02.040 --> 00:00:07.920]  很開心見到大家,有些認識,有些不認識
[00:00:07.920 --> 00:00:12.800]  我都想在這裏介紹一下自己
[00:00:12.800 --> 00:00:16.380]  我是恩福北區堂的陳健亮牧師
[00:00:16.380 --> 00:00:21.760]  剛才做主席的那位就是我太太陳黎素芳牧師
[00:00:21.760 --> 00:00:27.640]  其實還有一位同工我們都要介紹的,就是我們的幹事Oli
[00:00:27.900 --> 00:00:31.480]  他在後面,我們都要介紹
[00:00:31.480 --> 00:00:35.580]  因為我們在北區堂主要是我們這三位同工
[00:00:35.580 --> 00:00:41.200]  我們今天是很特別的日子,今天我們也代表
[00:00:41.200 --> 00:00:44.800]  我們的母堂麗芝閣恩福堂
[00:00:44.800 --> 00:00:47.600]  向大家問安
[00:00:47.600 --> 00:00:51.700]  因為我們是來自麗芝閣的播道會恩福堂
[00:00:51.700 --> 00:00:56.320]  今天我們是在北區這裏直堂
[00:00:56.560 --> 00:01:01.940]  背後也是很多母堂的支援,讓我們能夠在這個
[00:01:01.940 --> 00:01:05.780]  地方裏面,有一個這麼好的地方
[00:01:05.780 --> 00:01:09.100]  去到傳福音,去到敬拜
[00:01:09.100 --> 00:01:13.200]  其實過去三年的日子,我們用了很多時間
[00:01:13.200 --> 00:01:16.780]  和心機去到培植這個堂會
[00:01:16.780 --> 00:01:20.620]  我們這間堂是一間新建的堂會
[00:01:20.620 --> 00:01:24.720]  很需要大家在當中繼續為我們祈禱
[00:01:24.980 --> 00:01:29.320]  也很需要弟兄姊妹,特別是母堂的弟兄姊妹
[00:01:29.320 --> 00:01:32.920]  同工在當中成為我們的支援
[00:01:32.920 --> 00:01:37.780]  我們都盼望我們的教會能夠在北區裏面成為一個
[00:01:37.780 --> 00:01:41.100]  明亮的燈台,在當中去見證神
[00:01:41.100 --> 00:01:47.760]  今天我們由麗芝閣這個地方來到北區建立教會
[00:01:47.760 --> 00:01:51.600]  其實我想最重要的目的都是為了將福音
[00:01:51.860 --> 00:01:56.460]  帶到未來一個有很多新的發展的地區
[00:01:56.460 --> 00:02:01.320]  我們盼望我們能夠在這個地方裏面讓更加多的人
[00:02:01.320 --> 00:02:06.200]  認識耶穌,去接受福音,繼而成為耶穌基督中心的門徒
[00:02:06.200 --> 00:02:09.000]  在當中去成為他自己的見證
[00:02:09.000 --> 00:02:15.920]  我不知道大家坐在這裏的時候,除了你覺得很舒服,四周的環境很好之外
[00:02:15.920 --> 00:02:18.220]  你還有些什麼感受
[00:02:19.000 --> 00:02:22.080]  其實這個地方不是一個普通的地方
[00:02:22.080 --> 00:02:27.180]  我自己覺得這個地方更加不是單純一個宗教的場所
[00:02:27.180 --> 00:02:30.780]  這個地方是有上帝同在的地方
[00:02:30.780 --> 00:02:32.320]  是上帝分別出來
[00:02:32.320 --> 00:02:36.920]  藉著這個地方讓人帶到神的面前的一個地方
[00:02:36.920 --> 00:02:43.580]  所以這個地方其實是上帝分別出來歸入他的一個地方,很特別的地方
[00:02:43.580 --> 00:02:48.180]  聖經教導我們教會是基督的身體
[00:02:48.700 --> 00:02:53.560]  即是說一群被呼召出來歸神的人聚集在當中
[00:02:53.560 --> 00:02:58.680]  去歡迎一些誤導的朋友,在裏面能夠認識真理
[00:02:58.680 --> 00:03:03.800]  所以今天我們都是以神的說話為中心
[00:03:03.800 --> 00:03:07.900]  如果大家可以看到我們恩福北區堂
[00:03:07.900 --> 00:03:10.460]  我們第一個目標是什麼?
[00:03:10.460 --> 00:03:14.800]  現在大家看到就是宣講真理
[00:03:14.800 --> 00:03:16.340]  建立群揚
[00:03:16.860 --> 00:03:20.700]  我們恩福北區堂有六個目標,大家可以
[00:03:20.700 --> 00:03:22.740]  看看今期我們
[00:03:22.740 --> 00:03:26.840]  程序表裏面的家書裏面都有很清楚
[00:03:26.840 --> 00:03:30.680]  寫到我們恩福北區堂的六個目標
[00:03:30.680 --> 00:03:36.320]  除了有六個目標之外,當然我們有我們的意象、我們的使命和經分
[00:03:36.320 --> 00:03:40.920]  這些都是在我們恩福北區堂這些很重要
[00:03:40.920 --> 00:03:43.220]  很基礎的一些元素
[00:03:43.220 --> 00:03:46.560]  因為我們知道我們不是單單是一個
[00:03:47.060 --> 00:03:50.400]  被人在裏面聚集,即是很開心的地方
[00:03:50.400 --> 00:03:52.960]  而是這個地方是上帝分別出來
[00:03:52.960 --> 00:03:58.840]  透過這個地方將福音傳開的地方,我們在這裏亦都要裝備我們自己
[00:03:58.840 --> 00:04:02.180]  成為耶穌基督的門徒,好好跟隨耶穌
[00:04:02.180 --> 00:04:04.980]  以致我們能夠在這個區裏面
[00:04:04.980 --> 00:04:08.580]  能夠繼續為主建立更多的門徒
[00:04:08.580 --> 00:04:13.940]  但我們怎樣建立主的門徒呢?唯一一樣東西,亦都是最重要的一樣東西
[00:04:14.200 --> 00:04:18.800]  就是上帝的說話,所以我們第一個目標就是要宣講真理
[00:04:18.800 --> 00:04:20.080]  建立群若
[00:04:20.080 --> 00:04:25.980]  如果一個沒有真理宣講的教會,那個就不是教會
[00:04:25.980 --> 00:04:30.580]  所以我們著重聖經的教導,無論是兒童主義學、團契
[00:04:30.580 --> 00:04:32.880]  或者是各種不同的聚會
[00:04:32.880 --> 00:04:38.260]  我們都以教導、學習和進行神的說話為中心
[00:04:38.260 --> 00:04:43.380]  我們講壇訊息大部分亦都會用經卷的系列
[00:04:43.640 --> 00:04:46.460]  或者是主題的講道作為講壇的訊息
[00:04:46.460 --> 00:04:52.340]  其實過去日子,在我們預備北區堂的時候,我們已經在
[00:04:52.340 --> 00:04:56.440]  2024年的7月7日,我們在我們母堂的14樓
[00:04:56.440 --> 00:04:58.740]  其實已經開始了崇拜
[00:04:58.740 --> 00:05:03.100]  而那個時間我們亦都開始了文素記的講道
[00:05:03.100 --> 00:05:10.000]  然後去到2025年的9月7日,我們講完文素記之後
[00:05:10.260 --> 00:05:15.120]  我們就進入了另一卷書卷的講道,就是希伯來書的講道
[00:05:15.120 --> 00:05:17.940]  我們那個希伯來書的講道系列的題目
[00:05:17.940 --> 00:05:21.020]  是「定徵基督,興翰榮辱」
[00:05:21.020 --> 00:05:26.640]  我們不單止在崇拜裏宣講這個書卷,我們在我們的直堂團契裏
[00:05:26.640 --> 00:05:29.980]  亦都同時查考這個希伯來書
[00:05:29.980 --> 00:05:33.820]  而再上個主日
[00:05:33.820 --> 00:05:35.600]  阿爾梅穆斯
[00:05:35.600 --> 00:05:39.440]  他就宣講了希伯來書第十一章
[00:05:39.960 --> 00:05:41.740]  20到40節的經文
[00:05:41.740 --> 00:05:47.640]  如果大家沒有參加過我們在恩福母堂14樓的崇拜
[00:05:47.640 --> 00:05:51.220]  我都建議大家可以上恩福北區堂的網站
[00:05:51.220 --> 00:05:54.540]  聽我們希伯來書的系列講道
[00:05:54.540 --> 00:06:00.940]  讓我們了解整個書卷的意思
[00:06:00.940 --> 00:06:06.580]  因為我們接下來還有三次的希伯來書的講道
[00:06:07.100 --> 00:06:10.680]  盼望我們在這個書卷裏面都能夠得到益處
[00:06:10.680 --> 00:06:16.820]  我們一起去進入神的話之前,我們都一起有一個禱告,我們一起同心祈禱
[00:06:16.820 --> 00:06:21.680]  親愛的天父,我們感謝你寶貴的恩典
[00:06:21.680 --> 00:06:26.040]  讓我們今天能夠在這個新建的教會裏面去敬拜
[00:06:26.040 --> 00:06:28.600]  以及去聆聽你自己的真理
[00:06:28.600 --> 00:06:35.260]  求你去使用這個地方,成為一個敬拜你和見證你的一個地方
[00:06:36.020 --> 00:06:40.640]  又求天父幫助我們有一個謙卑和學悟真理的心
[00:06:40.640 --> 00:06:45.500]  讓我們以開放的心去承載你在聖經裏面的教導
[00:06:45.500 --> 00:06:49.080]  亦都願意在我們的生活裏面實踐出來
[00:06:49.080 --> 00:06:52.420]  成為你所喜悅的門徒和精兵
[00:06:52.420 --> 00:06:57.020]  我們以上的禱告,是奉靠耶穌基督得失名詞而祈求
[00:06:57.020 --> 00:06:57.780]  阿們
[00:06:57.780 --> 00:07:04.700]  希伯來書11章,如果大家有少少認識,是知道在希伯來書11章裏面
[00:07:05.460 --> 00:07:09.820]  作者是用了以色列人很熟悉的舊約的人物
[00:07:09.820 --> 00:07:13.920]  作為例子,去解釋11章第一節的經文
[00:07:13.920 --> 00:07:18.780]  11章第一節的經文就是說,信就是所盼望之事
[00:07:18.780 --> 00:07:19.800]  有把握
[00:07:19.800 --> 00:07:22.880]  對未見之事有確具的意思
[00:07:22.880 --> 00:07:28.760]  這一班在舊約裏面的人物,在上帝的應許仍未實現的時候
[00:07:28.760 --> 00:07:31.320]  因著他們對上帝的信
[00:07:31.320 --> 00:07:33.360]  以致他們有把握
[00:07:33.360 --> 00:07:34.900]  和有確具
[00:07:35.160 --> 00:07:38.240]  去做出一些和當時大部分人
[00:07:38.240 --> 00:07:40.020]  都不一樣的選擇
[00:07:40.020 --> 00:07:41.060]  和行動
[00:07:41.060 --> 00:07:45.400]  經文說,因為這班人的特別的選擇和行動
[00:07:45.400 --> 00:07:48.740]  他們因此被上帝稱讚
[00:07:48.740 --> 00:07:51.040]  而我們今天會進入
[00:07:51.040 --> 00:07:55.380]  第12章的經文,一起去看當中的意思
[00:07:55.380 --> 00:08:01.540]  第一個段內經文,我給的題目就是「因信忍受苦難」
[00:08:01.540 --> 00:08:03.320]  我們會去看
[00:08:03.320 --> 00:08:04.600]  第一
[00:08:04.860 --> 00:08:05.880]  至到第三節
[00:08:05.880 --> 00:08:10.240]  讓我們一起先讀這三節經文
[00:08:10.240 --> 00:08:15.100]  所以既然我們有這許多見證人
[00:08:15.100 --> 00:08:17.920]  如同雲彩圍繞著我們
[00:08:17.920 --> 00:08:23.300]  就該卸下各樣重擔和僅僅前類的罪
[00:08:23.300 --> 00:08:24.820]  而堅忍的心
[00:08:24.820 --> 00:08:28.420]  不那擺在我們前頭的路程
[00:08:28.420 --> 00:08:33.540]  仰望我們信心的創始成中者耶穌
[00:08:33.780 --> 00:08:36.600]  他因那擺在前面的喜樂
[00:08:36.600 --> 00:08:38.140]  輕看羞辱
[00:08:38.140 --> 00:08:40.960]  忍受了十字架的苦難
[00:08:40.960 --> 00:08:44.540]  如今已坐在神寶座的右邊
[00:08:44.540 --> 00:08:51.460]  你們要仔細想想這位忍受了罪人如此頂撞的耶穌
[00:08:51.460 --> 00:08:55.040]  你們就不至心灰意難了
[00:08:55.040 --> 00:08:59.140]  這段經文一開始就是「所以」
[00:08:59.140 --> 00:09:02.980]  「所以」就是表示作者接下來的說話
[00:09:03.220 --> 00:09:06.560]  和第十一章有因果關係
[00:09:06.560 --> 00:09:12.440]  十一章說這些人物的見證好像雲彩一樣圍繞著我們
[00:09:12.440 --> 00:09:18.080]  這班人對神的忠誠和他們堅毅的信心和行動
[00:09:18.080 --> 00:09:20.640]  不僅得到神的稱讚
[00:09:20.640 --> 00:09:25.760]  同時對今天的信徒也見證了上帝的信實
[00:09:26.020 --> 00:09:33.440]  以及走這條信心的道路,我們可以足夠有因典走下去
[00:09:33.440 --> 00:09:40.360]  因此他們信心的見證就可以成為我們每一個基督徒
[00:09:40.360 --> 00:09:43.680]  我們去跑這條信心的道路時
[00:09:43.680 --> 00:09:46.760]  給予我們一些啟迪和鼓勵
[00:09:46.760 --> 00:09:51.120]  但這段經文說到一樣很特別,它說這些見證人是怎樣?
[00:09:51.120 --> 00:09:53.920]  好像雲彩圍繞著我們一樣
[00:09:54.440 --> 00:09:56.220]  見證人的雲彩是怎樣?
[00:09:56.220 --> 00:09:58.520]  這些雲彩是可以消散的
[00:09:58.520 --> 00:10:01.600]  你知道雲彩是,你見很多雲
[00:10:01.600 --> 00:10:03.900]  都有一天會消散的,你見到彩虹
[00:10:03.900 --> 00:10:06.980]  都是可能一段時間,這些都是消散
[00:10:06.980 --> 00:10:09.020]  所以這些的
[00:10:09.020 --> 00:10:12.100]  見證人的見證是很重要
[00:10:12.100 --> 00:10:17.220]  但其實它圍繞著我們有時都好像雲彩一樣會消散
[00:10:17.220 --> 00:10:21.820]  正如我們今天看很多網上或者
[00:10:22.080 --> 00:10:26.440]  聽很多真人的福音見證的人物故事的時候
[00:10:26.440 --> 00:10:30.280]  我們那一刻確實聽的時候很被感動
[00:10:30.280 --> 00:10:34.880]  也確實當我們面對著信心的低谷的時候
[00:10:34.880 --> 00:10:38.720]  這些見證可以帶給我們鼓勵和啟發
[00:10:38.720 --> 00:10:40.520]  但始終
[00:10:40.520 --> 00:10:43.080]  這些是別人的故事
[00:10:43.080 --> 00:10:47.940]  不是我們自己一生去到經歷上帝的故事
[00:10:48.440 --> 00:10:54.080]  我們可以說這些是二手的東西,不是我們自己的親身經歷
[00:10:54.080 --> 00:10:56.380]  所以作者提醒我們
