
[00:00:00.000 --> 00:00:06.000]  我剛剛認識他們是加南抗泥團契的很多頂姐妹
[00:00:06.000 --> 00:00:08.600]  因為我自己接下來也會在加南抗泥團契
[00:00:08.600 --> 00:00:09.800]  和我太太一起聚會
[00:00:09.800 --> 00:00:11.600]  我很開心認識到他們
[00:00:11.600 --> 00:00:15.600]  他們見到我就問我上個星期的COVID好嗎
[00:00:15.600 --> 00:00:18.000]  我都忘記了
[00:00:18.000 --> 00:00:20.800]  上星期三開完執事會之後
[00:00:20.800 --> 00:00:22.000]  我那晚的執事會
[00:00:22.000 --> 00:00:25.600]  其實是一個沒有什麼議程的執事會
[00:00:25.600 --> 00:00:26.800]  我們都是有很多溝通
[00:00:26.800 --> 00:00:28.000]  很多聖經的鼓勵
[00:00:28.000 --> 00:00:29.800]  但我那晚還是頭痛
[00:00:29.800 --> 00:00:31.200]  去到龍舟那天
[00:00:31.200 --> 00:00:35.000]  一驗三年來第一次試過兩線
[00:00:35.000 --> 00:00:36.600]  很興奮
[00:00:36.600 --> 00:00:40.000]  終於輪到自己了
[00:00:40.000 --> 00:00:42.000]  立刻睡了三天
[00:00:42.000 --> 00:00:43.200]  都很感恩的
[00:00:43.200 --> 00:00:44.800]  能夠在三天內睡覺
[00:00:44.800 --> 00:00:48.200]  都看了一本書
[00:00:48.200 --> 00:00:49.800]  一邊睡一邊看
[00:00:49.800 --> 00:00:52.400]  都是一個破碎生命的更新
[00:00:52.400 --> 00:00:53.200]  看了一本書
[00:00:53.200 --> 00:00:57.400]  因為在做不到事情的時候
[00:00:57.400 --> 00:00:58.600]  給上帝的說話
[00:00:58.600 --> 00:01:00.000]  給屬靈生命的經歷
[00:01:00.000 --> 00:01:00.800]  去鼓勵自己
[00:01:00.800 --> 00:01:02.400]  都是一個很好的事情
[00:01:02.400 --> 00:01:05.000]  去到星期日
[00:01:05.000 --> 00:01:06.600]  很感恩的星期日
[00:01:06.600 --> 00:01:08.600]  沒有一些港島的服侍
[00:01:08.600 --> 00:01:10.800]  只是在網上開了一個會
[00:01:10.800 --> 00:01:13.600]  星期一都是我們本身的假期
[00:01:13.600 --> 00:01:16.400]  星期二兩線都可以上班
[00:01:16.400 --> 00:01:17.000]  據聞現在
[00:01:17.000 --> 00:01:18.400]  我就問同事
[00:01:18.400 --> 00:01:22.000]  如果上班會不會很大驚慌
[00:01:22.000 --> 00:01:23.800]  同事說應該沒有什麼驚慌
[00:01:23.800 --> 00:01:25.600]  現在到處都是
[00:01:25.600 --> 00:01:28.200]  我走了回來
[00:01:28.200 --> 00:01:31.200]  星期二都能夠回來服侍
[00:01:31.200 --> 00:01:32.400]  有訓練有各樣
[00:01:32.400 --> 00:01:35.400]  到星期三
[00:01:35.400 --> 00:01:36.800]  我忘記了是星期三還是星期四
[00:01:36.800 --> 00:01:38.800]  我約了另外兩間教會的牧師
[00:01:38.800 --> 00:01:40.800]  一起討告聊天
[00:01:40.800 --> 00:01:42.600]  我說我兩線怕不怕
[00:01:42.600 --> 00:01:44.600]  他們說喝杯咖啡算了
[00:01:44.600 --> 00:01:46.200]  我們一起
[00:01:46.200 --> 00:01:47.400]  我們繼續見面
[00:01:47.400 --> 00:01:48.800]  但到了那天早上
[00:01:48.800 --> 00:01:50.200]  好像是星期四早上
[00:01:50.200 --> 00:01:51.200]  一檢查就只有一線
[00:01:51.200 --> 00:01:52.200]  很感恩
[00:01:52.200 --> 00:01:53.200]  都是很快的事情
[00:01:53.200 --> 00:01:56.600]  都是上帝有時間讓我去經歷
[00:01:56.600 --> 00:01:59.000]  其實在病的裏面
[00:01:59.000 --> 00:02:01.800]  就好像我們崇拜真理的標誌裏面
[00:02:01.800 --> 00:02:05.200]  顯示我們很多內裡的生命思想
[00:02:05.200 --> 00:02:07.400]  當病症臨到我們身上
[00:02:07.400 --> 00:02:09.200]  無論是小的或是大的
[00:02:09.200 --> 00:02:11.400]  我們今年是一個向內的
[00:02:11.400 --> 00:02:12.600]  我們是一個轉化的生命
[00:02:12.600 --> 00:02:16.000]  我們內年很想有一個回應
[00:02:16.000 --> 00:02:17.200]  就是時代
[00:02:17.200 --> 00:02:19.200]  有行動去回應時代
[00:02:19.200 --> 00:02:21.000]  所以今年我們在《馬科音》裏面
[00:02:21.000 --> 00:02:22.200]  我們看耶穌基督的生命
[00:02:22.200 --> 00:02:25.000]  是如何托起一群
[00:02:25.000 --> 00:02:26.600]  真的打魚的一群
[00:02:26.600 --> 00:02:27.600]  懷著不同動機
[00:02:27.600 --> 00:02:29.200]  跟從他的門徒的生命
[00:02:29.200 --> 00:02:32.000]  但同時又很想藉著《肥理門書》
[00:02:32.000 --> 00:02:34.800]  去思想到底如果我們真的要和整個社會
[00:02:34.800 --> 00:02:37.600]  有一個聯合
[00:02:37.600 --> 00:02:39.200]  或者是一個在教會
[00:02:39.200 --> 00:02:40.600]  橫教會在200年
[00:02:40.600 --> 00:02:43.400]  我剛剛在訓練和大家同工時說到
[00:02:43.400 --> 00:02:45.400]  當然在過去的幾年
[00:02:45.400 --> 00:02:46.200]  香港人很辛苦
[00:02:46.200 --> 00:02:48.800]  但是環顧200年的歷史
[00:02:48.800 --> 00:02:51.600]  橫教會是200年裏面最有活力的時代
[00:02:51.600 --> 00:02:52.600]  是今天
[00:02:52.600 --> 00:02:53.800]  無論在國內
[00:02:53.800 --> 00:02:55.000]  無論在海外
[00:02:55.000 --> 00:02:56.800]  無論在香港
[00:02:56.800 --> 00:02:59.400]  亦都在這200年裏面
[00:02:59.400 --> 00:03:00.800]  我們正在經歷一個
[00:03:00.800 --> 00:03:05.000]  最能夠容易去傳福音的時刻
[00:03:05.000 --> 00:03:06.200]  從某個角度去看
[00:03:06.200 --> 00:03:07.200]  比起滿清
[00:03:07.200 --> 00:03:08.800]  比起文革的時候
[00:03:08.800 --> 00:03:10.000]  我們這一代人
[00:03:10.000 --> 00:03:11.400]  上帝嚴重我們
[00:03:11.400 --> 00:03:12.000]  活在這一代
[00:03:12.000 --> 00:03:15.000]  我們又如何回應這個時代呢?
[00:03:15.000 --> 00:03:18.600]  所以是想起《肥理門書》這本書信
[00:03:18.600 --> 00:03:22.400]  不如我們一起讀出這本書信
[00:03:22.400 --> 00:03:24.200]  不是很長的
[00:03:24.200 --> 00:03:25.400]  25節
[00:03:25.400 --> 00:03:26.800]  我們一起讀出來
[00:03:26.800 --> 00:03:28.800]  應該在投影片上有
[00:03:28.800 --> 00:03:31.400]  好
[00:03:31.400 --> 00:03:32.800]  投影片不知道能否追到
[00:03:32.800 --> 00:03:33.800]  可以了
[00:03:33.800 --> 00:03:34.800]  我們一起來
[00:03:34.800 --> 00:03:35.800]  1、2、3
[00:03:35.800 --> 00:03:39.000]  為基督耶穌被囚的保羅
[00:03:39.000 --> 00:03:41.200]  和弟兄提摩泰
[00:03:41.200 --> 00:03:45.600]  寫信給我們所親愛的同工肥理門
[00:03:45.600 --> 00:03:47.600]  亞肥亞姐妹
[00:03:47.600 --> 00:03:50.600]  和我們的戰友阿基布
[00:03:50.600 --> 00:03:53.600]  以及在你家裡的教會
[00:03:53.600 --> 00:03:55.600]  願因為平安
[00:03:55.600 --> 00:03:59.000]  從我們的父神和主耶穌基督
[00:03:59.000 --> 00:04:00.600]  歸給你們
[00:04:00.600 --> 00:04:04.000]  我在禱告中紀念你的時候
[00:04:04.000 --> 00:04:06.800]  常為你感謝我的神
[00:04:06.800 --> 00:04:10.600]  因聽說你對眾聖徒的愛心
[00:04:10.600 --> 00:04:13.800]  和你對主耶穌的信心
[00:04:13.800 --> 00:04:17.800]  願你與人分享信心的時候
[00:04:17.800 --> 00:04:19.800]  能產生功效
[00:04:19.800 --> 00:04:24.000]  讓人知道我們所行的各樣善事
[00:04:24.000 --> 00:04:26.600]  都是為基督做的
[00:04:26.600 --> 00:04:27.800]  弟兄啊
[00:04:27.800 --> 00:04:29.800]  由於你的愛心
[00:04:29.800 --> 00:04:33.400]  我得到極大的快樂和安慰
[00:04:33.400 --> 00:04:35.800]  因為眾聖徒的心
[00:04:35.800 --> 00:04:38.200]  從你得到舒暢
[00:04:38.200 --> 00:04:40.400]  雖然我靠著基督
[00:04:40.400 --> 00:04:44.400]  能放膽吩咐你做該做的事
[00:04:44.400 --> 00:04:48.400]  可是像我這上了年紀的保羅
[00:04:48.400 --> 00:04:52.400]  現在又是為基督耶穌被囚的
[00:04:52.400 --> 00:04:55.400]  寧可憑著愛心求你
[00:04:55.400 --> 00:05:00.400]  就是為我在困所中所生的兒子
[00:05:00.400 --> 00:05:02.400]  亞尼西謬求你
[00:05:02.400 --> 00:05:06.000]  從前他與你沒有益處
[00:05:06.000 --> 00:05:09.400]  但如今與你我都有益處
[00:05:09.400 --> 00:05:13.400]  我現在打發他回到你那裡去
[00:05:13.400 --> 00:05:15.400]  他是我心肝
[00:05:15.400 --> 00:05:18.400]  我本來有意將他留下
[00:05:18.400 --> 00:05:22.400]  在我為福音所受的困所中
[00:05:22.400 --> 00:05:24.400]  替你治候我
[00:05:24.400 --> 00:05:27.400]  但不知道你的意見
[00:05:27.400 --> 00:05:29.400]  我不願意這樣做
[00:05:29.400 --> 00:05:33.400]  好使你的善行不是出於勉強
[00:05:33.400 --> 00:05:35.400]  而是出於自願
[00:05:35.400 --> 00:05:38.400]  他暫時離開你
[00:05:38.400 --> 00:05:42.400]  或許是要讓你永遠得著他
[00:05:42.400 --> 00:05:44.400]  不再是奴隸
[00:05:44.400 --> 00:05:46.400]  而是高過奴隸
[00:05:46.400 --> 00:05:48.400]  是親愛的弟兄
[00:05:48.400 --> 00:05:50.400]  對我確實如此
[00:05:50.400 --> 00:05:52.400]  何況對你呢
[00:05:52.400 --> 00:05:57.400]  無論在肉身或在主裡更是如此
[00:05:57.400 --> 00:06:00.400]  所以你若以我為同伴
[00:06:00.400 --> 00:06:04.400]  就接納他如同接納我一樣
[00:06:04.400 --> 00:06:06.400]  他若虧負你
[00:06:06.400 --> 00:06:08.400]  或欠你什麼
[00:06:08.400 --> 00:06:11.400]  都算在我的帳上吧
[00:06:11.400 --> 00:06:13.400]  我必償還
[00:06:13.400 --> 00:06:16.400]  這是我保羅親筆寫的
[00:06:16.400 --> 00:06:18.400]  我並不用對你說
[00:06:18.400 --> 00:06:22.400]  甚至你自己也虧欠我呢
[00:06:22.400 --> 00:06:23.400]  弟兄啊
[00:06:23.400 --> 00:06:28.400]  希望你使我在主裡因你得益處
[00:06:28.400 --> 00:06:32.400]  讓我的心在基督裡得道舒暢
[00:06:32.400 --> 00:06:34.400]  我寫信給你
[00:06:34.400 --> 00:06:36.400]  深信你必順服
[00:06:36.400 --> 00:06:38.400]  知道你所要做的
[00:06:38.400 --> 00:06:41.400]  必過於我所說的
[00:06:41.400 --> 00:06:42.400]  此外
[00:06:42.400 --> 00:06:45.400]  還請給我預備住處
[00:06:45.400 --> 00:06:49.400]  因為我盼望藉著你們的禱告
[00:06:49.400 --> 00:06:52.400]  必蒙恩到你們那裡去
[00:06:52.400 --> 00:06:56.400]  為基督耶穌與我一同坐監的
[00:06:56.400 --> 00:06:58.400]  以巴忽問候你
[00:06:58.400 --> 00:07:00.400]  我的同宮馬可
[00:07:00.400 --> 00:07:02.400]  阿彌陀古
[00:07:02.400 --> 00:07:05.400]  黎瑪路加也都問候你
[00:07:05.400 --> 00:07:10.400]  願主耶穌基督的恩與你們的靈同坐
[00:07:10.400 --> 00:07:13.400]  我們一刻禱告
[00:07:13.400 --> 00:07:17.400]  讓神的話沉浸在我們心裡
[00:07:17.400 --> 00:07:21.400]  裡面有些人物不知哪一句觸動你
[00:07:21.400 --> 00:07:23.400]  求求神的令
[00:07:23.400 --> 00:07:29.400]  在我們的安靜裡觸動我們
[00:07:29.400 --> 00:07:31.400]  主我們感謝你
[00:07:31.400 --> 00:07:33.400]  在一個週末的晚上
[00:07:33.400 --> 00:07:35.400]  有弟兄姊妹藉著詩歌
[00:07:35.400 --> 00:07:38.400]  引領我們來到你自己的面前
[00:07:38.400 --> 00:07:41.400]  我們也藉著敬拜
[00:07:41.400 --> 00:07:43.400]  一時間的盛餐
[00:07:43.400 --> 00:07:44.400]  講道
[00:07:44.400 --> 00:07:49.400]  我們再一次將我們的靈歸在你自己的壇前
[00:07:49.400 --> 00:07:51.400]  歸在你的寶座面前
[00:07:51.400 --> 00:07:54.400]  求主你親自向我們說話
[00:07:54.400 --> 00:07:59.400]  引領我們思想我們如何跟整個社會更新改變
[00:07:59.400 --> 00:08:02.400]  一個可能在我們香港人裡面看見
[00:08:02.400 --> 00:08:04.400]  是困難的時刻
[00:08:04.400 --> 00:08:06.400]  求主祝福看顧我們
[00:08:06.400 --> 00:08:09.400]  我們這樣禱告奉耶穌基督的名而求
[00:08:09.400 --> 00:08:12.400]  很多字句我們都經常使用
