
[00:00:00.000 --> 00:00:05.480]  首先很感謝敬拜隊、詩詩和AV Team
[00:00:05.480 --> 00:00:09.600]  他們很用心地預備我們的崇拜
[00:00:09.600 --> 00:00:10.880]  所以很感謝他們
[00:00:10.880 --> 00:00:14.800]  也感謝敬拜隊帶出一個訊息
[00:00:14.800 --> 00:00:19.040]  就是我們無論眼前都面對很多逆境
[00:00:19.040 --> 00:00:21.920]  但信心對我們來說很重要
[00:00:21.920 --> 00:00:26.840]  今天這個信心也是我要講到的一個題目
[00:00:26.840 --> 00:00:28.640]  在我講到之前
[00:00:28.640 --> 00:00:30.840]  我也想跟大家分享一個
[00:00:30.840 --> 00:00:35.400]  我和大專組有一次有一段討論
[00:00:35.400 --> 00:00:38.440]  一個年輕人在討論
[00:00:38.440 --> 00:00:42.680]  人生的意義究竟是由我們自己去定義
[00:00:42.680 --> 00:00:45.680]  還是由別人為我們去定義呢?
[00:00:45.680 --> 00:00:47.120]  討論的過程就覺得
[00:00:47.120 --> 00:00:50.640]  我們人生我們自己去定義就沒有意思
[00:00:50.640 --> 00:00:53.480]  當然這些討論最後是沒有結果的
[00:00:53.480 --> 00:00:54.960]  只是一個討論
[00:00:54.960 --> 00:00:59.680]  但當時就讓我想起了一件事
[00:00:59.680 --> 00:01:02.680]  不知道大家知不知道什麼叫做「無字名」
[00:01:02.680 --> 00:01:07.560]  其實「無字名」就是一個人死了之後
[00:01:07.560 --> 00:01:13.680]  他身邊的人就會為他的人生作一個總結
[00:01:13.680 --> 00:01:16.600]  接著我就上去搜尋一下
[00:01:16.600 --> 00:01:19.760]  究竟人們會怎樣寫自己的無字名呢?
[00:01:19.760 --> 00:01:23.600]  就讓我找了幾個著名的人物的無字名
[00:01:23.600 --> 00:01:26.480]  第一個就是音樂家貝多芬
[00:01:26.480 --> 00:01:28.400]  他的無字名寫的就是
[00:01:28.400 --> 00:01:32.400]  他總是以他自己的一顆人類的善心
[00:01:32.400 --> 00:01:34.440]  對待所有的人
[00:01:34.440 --> 00:01:36.720]  接著第二個是很有趣的
[00:01:36.720 --> 00:01:39.760]  他是一個德國的數學家魯道夫
[00:01:39.760 --> 00:01:40.840]  那麼
[00:01:40.840 --> 00:01:42.080]  看不看得到?這裡看不看得清楚?
[00:01:42.080 --> 00:01:46.320]  他的墓碑裡面是一個圓圈
[00:01:46.320 --> 00:01:48.200]  而他的無字名就是
[00:01:48.200 --> 00:01:51.280]  π=3.1415926
[00:01:51.280 --> 00:01:52.400]  嘟嘟嘟嘟嘟
[00:01:52.400 --> 00:01:54.080]  原因是因為
[00:01:54.080 --> 00:01:57.760]  這個魯道夫把一個圓周的率
[00:01:57.760 --> 00:02:00.760]  計算到少數後35個位
[00:02:00.760 --> 00:02:08.200]  是當時世界上最精確的圓周率的數值
[00:02:08.200 --> 00:02:10.200]  接著就是另一個你們都知道的
[00:02:10.200 --> 00:02:13.280]  就是黑人民權領袖馬丁·魯德金
[00:02:13.280 --> 00:02:16.280]  在他的墓碑裡面寫著
[00:02:16.280 --> 00:02:18.080]  「我自由了」
[00:02:18.080 --> 00:02:19.600]  感謝萬能的主
[00:02:19.600 --> 00:02:21.720]  我終於自由了
[00:02:21.720 --> 00:02:26.280]  最後就是一個著名的武俠小說家金庸
[00:02:26.280 --> 00:02:27.480]  在他還沒過世之前
[00:02:27.480 --> 00:02:29.480]  他在一個訪問裡面
[00:02:29.480 --> 00:02:31.280]  他被訪問
[00:02:31.280 --> 00:02:34.120]  將來的無字名你想怎麼寫
[00:02:34.120 --> 00:02:35.480]  接著他就說
[00:02:35.480 --> 00:02:36.960]  「我很想這樣寫
[00:02:36.960 --> 00:02:39.320]  這裡躺著一位老人家
[00:02:39.320 --> 00:02:41.840]  他寫過十幾部小說
[00:02:41.840 --> 00:02:44.520]  有幾億人喜歡」
[00:02:44.520 --> 00:02:48.720]  不知道大家透過這幾個名人的無字名
[00:02:48.720 --> 00:02:50.160]  你有沒有發現
[00:02:50.160 --> 00:02:52.880]  其實無論是別人幫你寫
[00:02:52.880 --> 00:02:56.320]  還是我們自己去寫這個無字名的話
[00:02:56.320 --> 00:02:57.680]  其實都是在說
[00:02:57.680 --> 00:03:03.280]  寫出這個人他一生的成就和貢獻
[00:03:03.280 --> 00:03:04.200]  同樣
