
[00:00:00.000 --> 00:00:04.360]  我借著今天神學主日的機會
[00:00:04.360 --> 00:00:06.360]  跟大家思想一個題目
[00:00:06.360 --> 00:00:12.800]  就是「在神眼中是禍是福的人生」
[00:00:12.800 --> 00:00:16.120]  我們一起看看經文
[00:00:16.120 --> 00:00:24.800]  在耶利米書第十七章一至八節
[00:00:24.800 --> 00:00:30.160]  我想等姐妹一起督出這段經文
[00:00:30.160 --> 00:00:32.160]  請開始
[00:00:32.160 --> 00:00:56.000]  (主張)
[00:00:56.000 --> 00:00:58.000]  我們一起祈禱
[00:00:58.000 --> 00:01:00.880]  親愛的天父 我們感謝祢的恩典
[00:01:00.880 --> 00:01:04.080]  祢賜給我們有生命有氣息
[00:01:04.080 --> 00:01:08.240]  並且更加賜給我們有永生我們獻上感謝
[00:01:08.240 --> 00:01:12.000]  祢讓我們今天仍然活存在地上
[00:01:12.000 --> 00:01:14.320]  不是要我們百戰地土
[00:01:14.320 --> 00:01:18.240]  而是要我們在今天這個大時代
[00:01:18.240 --> 00:01:20.400]  無論遇到什麼的環境
[00:01:20.400 --> 00:01:24.000]  因著我們有主的恩與我們同在
[00:01:24.000 --> 00:01:26.240]  我們依靠祢的緣故
[00:01:26.240 --> 00:01:30.880]  以致我們能夠在今天這個處境下
[00:01:30.880 --> 00:01:34.400]  我們仍然可以活出更豐盛的生命
[00:01:34.400 --> 00:01:37.360]  去榮日榮生 益人
[00:01:37.360 --> 00:01:41.520]  願祢幫助我們今天思想祢的話語
[00:01:41.520 --> 00:01:43.040]  我們的禱告祈求
[00:01:43.040 --> 00:01:46.320]  是奉靠主基督耶穌的名
[00:01:46.320 --> 00:01:48.320]  阿門
[00:01:48.320 --> 00:01:52.320]  在這段經文我們需要了解一點背景
[00:01:52.320 --> 00:01:56.560]  耶利米書這本長長的聖經
[00:01:56.560 --> 00:02:00.160]  裡面所記載的
[00:02:00.160 --> 00:02:03.760]  都反映到當日耶利米先知
[00:02:03.760 --> 00:02:05.360]  他侍奉的時候
[00:02:05.360 --> 00:02:07.200]  他的處境是如何
[00:02:07.200 --> 00:02:09.760]  當時猶大國的情況是怎樣呢?
[00:02:09.760 --> 00:02:14.640]  在公元前721年的時候
[00:02:14.640 --> 00:02:20.240]  以色列北面的亞述南下滅了以色列國
[00:02:20.240 --> 00:02:22.480]  北角的以色列
[00:02:22.480 --> 00:02:24.480]  對於猶大國來說
[00:02:24.480 --> 00:02:27.840]  可以說是唇亡齒寒
[00:02:27.840 --> 00:02:30.320]  因此在以後的年間
[00:02:30.320 --> 00:02:35.360]  時常受到亞述國的威脅
[00:02:35.360 --> 00:02:37.520]  因此
[00:02:37.520 --> 00:02:42.480]  當時南角猶大的宗教領袖
[00:02:42.480 --> 00:02:46.320]  和一些先知、祭司等等
[00:02:46.320 --> 00:02:51.200]  他們同王的一起商議
[00:02:51.200 --> 00:02:57.600]  不如我們邀請和西南的埃及結盟
[00:02:57.600 --> 00:03:07.760]  以至可以借助埃及的兵、馬、馬車等等
[00:03:07.760 --> 00:03:14.800]  來抵擋亞述以及後來興起的巴比倫
[00:03:14.800 --> 00:03:20.320]  事實上興起的巴比倫後來滅了亞述
[00:03:20.320 --> 00:03:22.880]  在這樣的情景下
[00:03:22.880 --> 00:03:25.120]  接著揮軍南下
[00:03:25.120 --> 00:03:27.360]  在這樣的情況下
[00:03:27.360 --> 00:03:32.640]  耶利米先知在約西亞王13年的時候
[00:03:32.640 --> 00:03:35.120]  蒙召去做先知
[00:03:35.120 --> 00:03:41.840]  直至猶大國在公元前586年的時候
[00:03:41.840 --> 00:03:44.880]  被巴比倫滅了之後
[00:03:44.880 --> 00:03:50.240]  其後輾轉地被帶到埃及中老
[00:03:50.240 --> 00:03:56.400]  耶利米先知大概的處境和情況
[00:03:56.400 --> 00:03:59.840]  耶利米先知主要的訊息是甚麼呢?
[00:03:59.840 --> 00:04:01.840]  神給他的訊息
[00:04:01.840 --> 00:04:03.120]  就是說
[00:04:03.120 --> 00:04:05.600]  「因著神的指紋
[00:04:05.600 --> 00:04:07.920]  猶大國的國民
[00:04:07.920 --> 00:04:11.680]  從上宗教領袖、政治領袖
[00:04:11.680 --> 00:04:13.680]  去到平民百姓
[00:04:13.680 --> 00:04:15.680]  都是得罪神
[00:04:15.680 --> 00:04:17.360]  犯罪得罪神
[00:04:17.360 --> 00:04:19.920]  但是當時的宗教領袖
[00:04:19.920 --> 00:04:22.480]  和有些假先知
[00:04:22.480 --> 00:04:25.760]  以及這些政治的領袖
[00:04:25.760 --> 00:04:30.640]  他們想著我們和埃及結盟的時候
[00:04:30.640 --> 00:04:39.600]  就能夠抵擋從東北繞過兩河流域下來的巴比倫
[00:04:39.600 --> 00:04:41.600]  而宗教領袖
[00:04:41.600 --> 00:04:45.120]  他們帶出一個道理是甚麼呢?
[00:04:45.120 --> 00:04:48.800]  各位國民、各位同胞
[00:04:48.800 --> 00:04:52.320]  我們是信靠耶和華神
[00:04:52.320 --> 00:04:55.440]  耶和華神一定保守我們
[00:04:55.440 --> 00:04:58.880]  耶和華神一定保守我們
[00:04:58.880 --> 00:05:01.760]  所以是平安平安平安
[00:05:01.760 --> 00:05:03.760]  平安了平安了
[00:05:03.760 --> 00:05:09.920]  但是耶和華神給耶利米的訊息是甚麼呢?
[00:05:09.920 --> 00:05:12.960]  跟百姓說
[00:05:12.960 --> 00:05:14.720]  平安了平安了
[00:05:14.720 --> 00:05:17.920]  事實上沒有平安
[00:05:17.920 --> 00:05:19.120]  為甚麼呢?
[00:05:19.120 --> 00:05:22.160]  因為神的百姓竟然離棄神
[00:05:22.160 --> 00:05:24.800]  得罪神、拜偶像等等
[00:05:24.960 --> 00:05:29.440]  以至神興起敵國巴比倫
[00:05:29.440 --> 00:05:35.200]  成為神的形象去責打自己的子民
[00:05:35.200 --> 00:05:39.840]  耶利米的訊息是不中聽的
[00:05:39.840 --> 00:05:45.280]  當時的宗教領袖假先知的訊息是非常悅耳的
[00:05:45.280 --> 00:05:46.880]  平安了平安了
[00:05:46.880 --> 00:05:50.480]  耶利米先知說其實沒有平安
[00:05:51.440 --> 00:05:59.040]  可見耶利米先知侍奉的警方是何等孤立
[00:05:59.040 --> 00:06:02.640]  何等受到迫迫
[00:06:02.640 --> 00:06:05.360]  甚至被人拉進去坐牢
[00:06:05.360 --> 00:06:07.600]  甚至幾乎被人打死
[00:06:07.600 --> 00:06:11.920]  耶利米先知在這樣的警方底下
[00:06:11.920 --> 00:06:16.720]  仍然忠心地去傳揚當時
[00:06:16.720 --> 00:06:21.200]  整個猶大國不喜歡聽的訊息
[00:06:21.200 --> 00:06:24.720]  我們有了這個了解
[00:06:24.720 --> 00:06:26.720]  我們看看今天的經文
[00:06:26.720 --> 00:06:32.080]  17章的第一節至第八節
[00:06:32.080 --> 00:06:34.000]  在這裡的經文
[00:06:34.000 --> 00:06:35.280]  剛才我們讀了
[00:06:35.280 --> 00:06:37.440]  第一至六節
[00:06:37.440 --> 00:06:43.120]  是表達到在神眼中有禍的人生
[00:06:43.120 --> 00:06:48.400]  而在七至八節做一個對比
[00:06:48.400 --> 00:06:50.480]  就是說這兩節的經文
[00:06:50.480 --> 00:06:55.920]  表達到在神眼中是蒙福的人生究竟是怎樣呢?
[00:06:55.920 --> 00:06:59.120]  我們回到頭一段
[00:06:59.120 --> 00:07:02.320]  在神眼中有禍的人生
[00:07:02.320 --> 00:07:07.440]  一至五節表達到為何他們有禍
[00:07:07.440 --> 00:07:09.600]  根源在哪裏呢?
[00:07:09.600 --> 00:07:12.160]  接著第六節
[00:07:12.160 --> 00:07:15.600]  用一些儒象來表達
[00:07:15.600 --> 00:07:18.320]  這些在神眼中有禍的人
[00:07:18.320 --> 00:07:23.680]  他們的人生的景況又是如何?
[00:07:23.680 --> 00:07:27.840]  來到下段七、八節的時候
[00:07:27.840 --> 00:07:30.320]  第七節同樣講到
[00:07:30.320 --> 00:07:34.320]  為何有些人在神的眼中是蒙福呢?
[00:07:34.320 --> 00:07:37.120]  究竟根源在哪裏呢?
[00:07:37.120 --> 00:07:41.920]  第八節同樣用一個儒象來帶出
[00:07:41.920 --> 00:07:46.320]  這些在神眼中蒙恩的人、蒙福的人
[00:07:46.320 --> 00:07:50.400]  他們的人生的處境究竟是怎樣呢?
[00:07:50.400 --> 00:07:55.280]  接著我們先看一至六節
[00:07:55.280 --> 00:08:03.360]  在神眼中有禍的人是怎樣?
[00:08:03.360 --> 00:08:09.520]  在一至五節帶出了三個原因
[00:08:09.520 --> 00:08:11.040]  因為他們拜偶像
[00:08:11.040 --> 00:08:13.600]  因為他們倚靠人的勢力
[00:08:13.600 --> 00:08:19.520]  也因著他們離棄耶和華神
[00:08:19.520 --> 00:08:21.600]  他們的景況是怎樣呢?
[00:08:21.600 --> 00:08:25.760]  他們的景況就如沙漠的稻叢
[00:08:25.760 --> 00:08:28.400]  在這裏我打漏了一個字
[00:08:28.400 --> 00:08:34.800]  他們也如人居住在曠野光瀚的地方
[00:08:34.800 --> 00:08:39.360]  我們深入去看一至四節
[00:08:39.360 --> 00:08:44.080]  我用藍色的字來表達是經文的記載
[00:08:44.080 --> 00:08:46.080]  這裏提到第一節
[00:08:46.080 --> 00:08:47.920]  提到他們怎樣呢?
[00:08:47.920 --> 00:08:52.000]  猶大的罪
[00:08:52.000 --> 00:08:54.640]  神要記錄猶大的罪
[00:08:54.640 --> 00:08:57.520]  用這個方式去表達
[00:08:57.520 --> 00:09:02.640]  用甚麼文房四寶之旅
[00:09:02.640 --> 00:09:04.960]  中國就是文房四寶
[00:09:04.960 --> 00:09:06.720]  他們當時是怎樣呢?
[00:09:06.720 --> 00:09:11.600]  神說是要用鐵筆來記錄
[00:09:11.600 --> 00:09:13.760]  不單止用鐵筆
[00:09:13.760 --> 00:09:15.280]  鐵造的筆
[00:09:15.280 --> 00:09:20.560]  並且這個筆咀要鑲上鑽石
[00:09:20.560 --> 00:09:21.920]  有些經文
[00:09:21.920 --> 00:09:24.960]  有些英語的翻譯
[00:09:24.960 --> 00:09:28.160]  將這個詞翻譯為鑽石
[00:09:28.160 --> 00:09:32.640]  我們和合本也翻譯為金剛鑽
[00:09:32.640 --> 00:09:37.760]  即是說神用的記載的筆
[00:09:37.760 --> 00:09:40.320]  是很硬的筆
[00:09:40.320 --> 00:09:44.960]  並且配上鑽石的咀
[00:09:44.960 --> 00:09:48.000]  以致記載的時候
[00:09:48.000 --> 00:09:51.200]  可以說無堅不摧
[00:09:51.200 --> 00:09:55.040]  如果寫在紙張上
[00:09:55.040 --> 00:09:58.640]  寫在泥土上
[00:09:58.640 --> 00:10:01.200]  是否需要用鐵造的筆
[00:10:01.200 --> 00:10:04.640]  用金剛鑽來畫呢?
[00:10:04.640 --> 00:10:05.600]  不需要
[00:10:05.600 --> 00:10:10.640]  一定要刻在一些很硬的
[00:10:10.640 --> 00:10:14.000]  甚至是石板上、鐵板上
[00:10:14.000 --> 00:10:18.800]  才用到鐵筆鑲上金剛鑽去記錄
[00:10:18.800 --> 00:10:22.000]  而銘刻在哪裡呢?
[00:10:22.000 --> 00:10:28.400]  是銘刻在猶大人的心板上
[00:10:28.400 --> 00:10:30.160]  人的心
[00:10:30.160 --> 00:10:32.160]  如果解剖的話
[00:10:32.160 --> 00:10:35.360]  應該是很軟的肌肉
[00:10:35.360 --> 00:10:37.360]  這個表明到什麼呢?
[00:10:37.360 --> 00:10:40.320]  表明到神的子民
[00:10:40.320 --> 00:10:42.960]  當時他們很心硬
[00:10:42.960 --> 00:10:44.800]  硬到好像石板
[00:10:44.800 --> 00:10:46.960]  硬到好像鐵板一樣
[00:10:46.960 --> 00:10:50.800]  以致神要記載他們的罪的時候
[00:10:50.800 --> 00:10:54.000]  要在他們的心記載的時候
[00:10:54.000 --> 00:10:57.360]  要用到金剛鑽來記載
[00:10:57.360 --> 00:10:58.640]  就是說
[00:10:58.640 --> 00:11:03.040]  以往神透過歷代不同的先知
[00:11:03.040 --> 00:11:04.160]  神的僕人
[00:11:04.160 --> 00:11:05.680]  去傳講信息
[00:11:05.680 --> 00:11:07.360]  要他們悔改
[00:11:07.360 --> 00:11:09.360]  神來猜險
[00:11:09.360 --> 00:11:11.840]  不同的先知在他們當中
[00:11:11.840 --> 00:11:13.360]  但是
[00:11:13.360 --> 00:11:16.000]  他們只不過是一種傳統
[00:11:16.000 --> 00:11:17.040]  哦
[00:11:17.040 --> 00:11:19.440]  神的僕人先知來說到
[00:11:19.440 --> 00:11:21.440]  聽了就算了
[00:11:21.440 --> 00:11:23.440]  而變風一樣
[00:11:23.440 --> 00:11:26.880]  但是他們的生命生活
[00:11:26.880 --> 00:11:28.640]  是依然固我
[00:11:28.640 --> 00:11:30.080]  做什麼呢?
[00:11:30.080 --> 00:11:32.880]  聖經也說到
[00:11:32.880 --> 00:11:34.880]  用鐵筆用金剛鑽
[00:11:34.880 --> 00:11:40.160]  是銘刻在他們的壇角上
[00:11:40.160 --> 00:11:44.800]  一個壇可能這麼大
[00:11:44.800 --> 00:11:49.200]  每個四面都有一個角凸起
[00:11:49.200 --> 00:11:55.440]  在以色列南部的別士巴的時候
[00:11:55.440 --> 00:11:58.000]  都看到一個這樣的壇
[00:11:58.000 --> 00:12:01.680]  我們留意經文這裡所說的原文
[00:12:01.680 --> 00:12:04.160]  記載這個壇的時候
[00:12:04.160 --> 00:12:06.160]  它不是用單數
[00:12:06.160 --> 00:12:07.920]  不是用單數
[00:12:07.920 --> 00:12:08.880]  是用什麼?
[00:12:08.880 --> 00:12:10.080]  是用複數
[00:12:10.080 --> 00:12:11.440]  就是很多個壇
[00:12:11.440 --> 00:12:12.640]  我們知道
[00:12:12.640 --> 00:12:15.920]  就是說經拜神到壇上獻祭
[00:12:15.920 --> 00:12:21.200]  只能夠在耶路撒冷聖殿的地方
[00:12:21.200 --> 00:12:23.920]  但是這裡用到複數
[00:12:23.920 --> 00:12:24.720]  就是說
[00:12:24.720 --> 00:12:29.040]  當時的猶大的國民
[00:12:29.040 --> 00:12:31.040]  有不少的人
[00:12:31.040 --> 00:12:36.320]  是有自己去到不同的祭壇去拜
[00:12:36.320 --> 00:12:38.320]  而拜的對象是什麼呢?
[00:12:38.320 --> 00:12:41.120]  是拜偶像
[00:12:41.120 --> 00:12:45.600]  他們一家大小很虔誠的
[00:12:45.600 --> 00:12:47.600]  上到高山之上
[00:12:47.600 --> 00:12:50.400]  去到這些祭壇那裡
[00:12:50.400 --> 00:12:53.360]  來去拜偶像
[00:12:53.360 --> 00:12:57.920]  這裡提到在高崗上
[00:12:57.920 --> 00:13:01.920]  青翠樹旁的彈簧木偶
[00:13:01.920 --> 00:13:06.400]  這個木偶在原文
[00:13:06.400 --> 00:13:11.520]  是阿瑟拉
[00:13:11.520 --> 00:13:15.600]  這個詞不是常出現
[00:13:15.600 --> 00:13:17.120]  但是呢
[00:13:17.120 --> 00:13:18.480]  是指到什麼呢?
[00:13:18.480 --> 00:13:19.440]  我們知道
[00:13:19.440 --> 00:13:22.960]  迦南地的原居民
[00:13:22.960 --> 00:13:24.960]  他們拜偶像
[00:13:24.960 --> 00:13:27.600]  他們不是拜耶和神
[00:13:27.600 --> 00:13:30.320]  他們主要的偶像是什麼呢?
[00:13:30.320 --> 00:13:31.840]  是巴力
[00:13:31.840 --> 00:13:33.600]  巴力大家都聽過
[00:13:33.600 --> 00:13:35.600]  而阿瑟拉
[00:13:35.600 --> 00:13:37.600]  我們比較少聽
[00:13:37.600 --> 00:13:44.880]  阿瑟拉就是迦南人拜的女神
[00:13:44.880 --> 00:13:47.600]  這些偶像
[00:13:47.600 --> 00:13:51.040]  他們一家大小一起浩浩蕩蕩的
[00:13:51.040 --> 00:13:53.040]  去拜這些偶像
[00:13:53.040 --> 00:13:55.280]  以致到他們的兒女
[00:13:55.280 --> 00:13:57.520]  從小跟著父母去
[00:13:57.520 --> 00:13:59.840]  所以變成他們的女兒都記得
[00:13:59.840 --> 00:14:01.200]  他們的兒女都記得
[00:14:01.200 --> 00:14:03.200]  以致到他們長大的時候
[00:14:03.600 --> 00:14:06.080]  也跟隨他們的父母
[00:14:06.080 --> 00:14:08.080]  一代一代傳下去
[00:14:08.080 --> 00:14:10.080]  去拜偶像
[00:14:10.080 --> 00:14:12.080]  儀式上傳統上
[00:14:12.080 --> 00:14:14.080]  他們是敬拜耶和華
[00:14:14.080 --> 00:14:16.080]  因為這是他們的傳統
[00:14:16.080 --> 00:14:18.080]  但實際上
[00:14:18.080 --> 00:14:21.600]  他們卻是拜偶像
[00:14:21.600 --> 00:14:22.640]  拜巴力
[00:14:22.640 --> 00:14:24.640]  拜阿瑟拉
[00:14:24.640 --> 00:14:26.640]  在這樣的情況下
[00:14:26.640 --> 00:14:31.840]  所以神也施行一個審判
[00:14:31.840 --> 00:14:33.840]  就是什麼呢?
[00:14:33.840 --> 00:14:35.840]  三四字說到
[00:14:35.840 --> 00:14:38.880]  他們所住的地方
[00:14:38.880 --> 00:14:41.840]  神會交給敵人
[00:14:41.840 --> 00:14:43.840]  他們所有的財寶
[00:14:43.840 --> 00:14:47.840]  也會交給德國
[00:14:47.840 --> 00:14:52.640]  並且他們會被遷移到異邦
[00:14:52.640 --> 00:14:54.640]  成為奴隸
[00:14:54.640 --> 00:14:56.640]  原因是什麼呢?
[00:14:56.640 --> 00:14:58.640]  因為他們拜偶像
[00:14:58.640 --> 00:15:01.680]  是激怒了耶和華神
[00:15:01.680 --> 00:15:03.680]  所以
[00:15:03.680 --> 00:15:05.680]  他們在神的眼中
[00:15:05.680 --> 00:15:07.680]  是擁護的人
[00:15:07.680 --> 00:15:09.680]  根源第一
[00:15:09.680 --> 00:15:11.680]  是因為他們拜偶像
[00:15:11.680 --> 00:15:15.680]  今天我們有沒有拜偶像呢?
[00:15:15.680 --> 00:15:17.680]  很明顯我們沒有
[00:15:17.680 --> 00:15:20.640]  但有可能在我們日常生活當中
[00:15:20.640 --> 00:15:22.640]  有些名人
[00:15:22.640 --> 00:15:24.640]  有些藝人
[00:15:24.640 --> 00:15:27.680]  或者有些某某名牌貨品
[00:15:27.680 --> 00:15:29.680]  可能成為我們的偶像
[00:15:29.680 --> 00:15:31.680]  甚至有些牧者
[00:15:31.680 --> 00:15:33.680]  也可能成為我們的偶像
[00:15:33.680 --> 00:15:35.680]  我自己是參加
[00:15:35.680 --> 00:15:37.680]  香港島另外一間教會
[00:15:37.680 --> 00:15:39.680]  那間教會也算大
[00:15:39.680 --> 00:15:41.680]  當然不及恩福堂那麼大
[00:15:41.680 --> 00:15:43.680]  有禮拜六兩堂
