
[00:00:00.000 --> 00:00:02.680]  我們給主耶穌掌聲
[00:00:02.680 --> 00:00:05.880]  (掌聲)
[00:00:05.880 --> 00:00:07.480]  主耶穌拯救我們
[00:00:07.480 --> 00:00:10.400]  也讓我們向祂禱告
[00:00:10.400 --> 00:00:13.080]  其實很多人的經歷中
[00:00:13.080 --> 00:00:16.000]  他們原本是值得配受掌聲的
[00:00:16.000 --> 00:00:17.240]  好像你有沒有看過
[00:00:17.240 --> 00:00:19.840]  最近的亞運會
[00:00:19.840 --> 00:00:21.280]  有一次比賽
[00:00:21.280 --> 00:00:26.880]  南韓參加一個叫滾燭溜冰的運動
[00:00:26.880 --> 00:00:29.000]  滾燭溜冰是團體運動
[00:00:29.000 --> 00:00:32.520]  他衝過線以為自己是冠軍
[00:00:32.520 --> 00:00:34.600]  但可惜最後發現
[00:00:34.600 --> 00:00:37.000]  原來他輸給中華台北隊
[00:00:37.000 --> 00:00:38.600]  是零點幾秒
[00:00:38.600 --> 00:00:40.680]  他本來已經舉國旗了
[00:00:40.680 --> 00:00:44.200]  怎知就是不能接受這些掌聲
[00:00:44.200 --> 00:00:47.720]  他原本到最後衝線的時候
[00:00:47.720 --> 00:00:48.600]  還是第一
[00:00:48.600 --> 00:00:49.920]  不過他收了步
[00:00:49.920 --> 00:00:51.120]  他以為自己第一
[00:00:51.120 --> 00:00:52.240]  他收了一點步
[00:00:52.240 --> 00:00:54.720]  中華台北就撐著腳
[00:00:54.720 --> 00:00:56.520]  去到終點線前面
[00:00:56.520 --> 00:00:58.400]  結果贏了他零點幾秒
[00:00:58.400 --> 00:01:01.680]  他們就很無奈地輸了這個冠軍
[00:01:01.680 --> 00:01:03.040]  所以他們領獎的時候
[00:01:03.040 --> 00:01:04.480]  臉色也是很慘的
[00:01:04.480 --> 00:01:06.560]  因為他拿了銀牌
[00:01:06.560 --> 00:01:09.200]  人生很多時候以為做了壞事
[00:01:09.200 --> 00:01:10.160]  沒有人知道
[00:01:10.160 --> 00:01:12.400]  權力或者好處
[00:01:12.400 --> 00:01:13.840]  就快到手了
[00:01:13.840 --> 00:01:17.440]  可惜最後神還是要拿回這些東西
[00:01:17.440 --> 00:01:19.400]  還要接受神的懲罰
[00:01:19.400 --> 00:01:21.600]  這次會看獵王紀上
[00:01:21.600 --> 00:01:23.320]  第二章的一些人物
[00:01:23.320 --> 00:01:25.200]  他們本身都是很厲害的人
[00:01:25.200 --> 00:01:27.640]  還有他們曾經為神做過事情
[00:01:27.640 --> 00:01:30.120]  但他們今天因為犯了錯
[00:01:30.120 --> 00:01:31.480]  神要追討他們
[00:01:31.480 --> 00:01:33.440]  他們也得到慘淡的下場
[00:01:33.440 --> 00:01:35.960]  希望我們當中都能夠引以為戒
[00:01:35.960 --> 00:01:38.840]  我們也要很小心地跟從神
[00:01:38.840 --> 00:01:40.560]  我們一起低頭禱告
[00:01:40.560 --> 00:01:42.400]  「使不引愛父神」
[00:01:42.400 --> 00:01:44.800]  願主透過獵王紀上一些人物
[00:01:44.800 --> 00:01:47.560]  去提醒我們怎樣做好一個基督徒
[00:01:47.560 --> 00:01:49.040]  因為人在做
[00:01:49.040 --> 00:01:50.240]  神在看
[00:01:50.240 --> 00:01:53.240]  讓我們知道神無時無刻都會監察著我們
[00:01:53.240 --> 00:01:55.680]  讓我們知道今天我們雖然做的壞事
[00:01:55.680 --> 00:01:56.920]  好像沒有被人揭穿
[00:01:56.920 --> 00:01:58.920]  甚至得到很多好處
[00:01:58.920 --> 00:02:00.720]  但他日見到神的時候
[00:02:00.720 --> 00:02:03.880]  你一定要我們接受這個審判
[00:02:03.880 --> 00:02:06.200]  讓我們真的很小心去聆聽你的說話
[00:02:06.200 --> 00:02:07.040]  以上祈禱交上
[00:02:07.040 --> 00:02:08.680]  奉耶穌基督名字而求
[00:02:08.680 --> 00:02:09.480]  阿們
[00:02:09.480 --> 00:02:12.200]  這次主要講的是獵王紀上
[00:02:12.200 --> 00:02:15.040]  但也會看一點羅馬書和哥林多前書
[00:02:15.040 --> 00:02:15.840]  下一章
[00:02:15.840 --> 00:02:18.360]  獵王紀上的第二章
[00:02:18.360 --> 00:02:20.280]  正正就是大衛臨死前
[00:02:20.280 --> 00:02:22.600]  交給他下一任的皇帝
[00:02:22.600 --> 00:02:23.600]  就是所羅門
[00:02:23.600 --> 00:02:24.720]  講一些話
[00:02:24.720 --> 00:02:26.200]  大衛的死期近了
[00:02:26.200 --> 00:02:27.080]  第一節就這樣說
[00:02:27.080 --> 00:02:29.200]  祝福他的兒子所羅門說
[00:02:29.200 --> 00:02:31.920]  我現在要走世人必走的路
[00:02:31.920 --> 00:02:34.520]  你當剛強作大丈夫
[00:02:34.520 --> 00:02:36.960]  即是大衛都老到快要死了
[00:02:36.960 --> 00:02:39.880]  但他傳了皇位給所羅門
[00:02:39.880 --> 00:02:41.560]  他提醒所羅門一件事
[00:02:41.560 --> 00:02:42.640]  下一章
[00:02:42.640 --> 00:02:45.920]  謹守耶和華你神所吩咐
[00:02:45.920 --> 00:02:47.200]  遵守他的道
[00:02:47.200 --> 00:02:49.200]  按摩西律法所設的
[00:02:49.200 --> 00:02:50.840]  謹守他的律例
[00:02:50.840 --> 00:02:51.480]  誡命
[00:02:51.480 --> 00:02:52.800]  典章和法道
[00:02:52.800 --> 00:02:54.880]  這樣無論你作什麼事
[00:02:54.880 --> 00:02:56.120]  無論你往哪裡去
[00:02:56.120 --> 00:02:57.240]  都可以亨通
[00:02:57.240 --> 00:02:58.960]  這裡提出了幾度
[00:02:58.960 --> 00:03:00.200]  謹守
[00:03:00.200 --> 00:03:01.280]  遵行
[00:03:01.280 --> 00:03:02.280]  謹守
[00:03:02.280 --> 00:03:04.400]  讓他們真的知道
[00:03:04.400 --> 00:03:07.920]  原來所羅門一定要謹守神的話
[00:03:07.920 --> 00:03:09.200]  不可以邊離左右
[00:03:09.200 --> 00:03:12.120]  他的道路就可以亨通了
[00:03:12.120 --> 00:03:14.280]  他的管治也可以延長
[00:03:14.280 --> 00:03:15.600]  還有第四節
[00:03:15.600 --> 00:03:16.880]  就說這樣
[00:03:16.880 --> 00:03:18.640]  耶和華必堅定他所說
[00:03:18.640 --> 00:03:20.080]  有關我的話說
[00:03:20.080 --> 00:03:23.000]  如果你的子孫謹慎自己所行
[00:03:23.000 --> 00:03:24.480]  一心一意
[00:03:24.480 --> 00:03:25.280]  誠誠實實
[00:03:25.280 --> 00:03:26.200]  行在我面前
[00:03:26.200 --> 00:03:27.560]  就不斷有人
[00:03:27.560 --> 00:03:29.600]  坐以色列的皇位了
[00:03:29.600 --> 00:03:31.000]  就是說如果你的子孫
[00:03:31.000 --> 00:03:33.280]  都謹守神的話
[00:03:33.280 --> 00:03:34.720]  自然神的保守
[00:03:34.720 --> 00:03:36.440]  是去到你下一代的子孫
[00:03:36.440 --> 00:03:38.360]  都可以繼續皇位
[00:03:38.360 --> 00:03:39.400]  但是
[00:03:39.400 --> 00:03:41.520]  他這裡提醒了幾個人
[00:03:41.520 --> 00:03:43.320]  要所羅門小心
[00:03:43.320 --> 00:03:44.400]  去到第五節
[00:03:44.400 --> 00:03:45.160]  他就說
[00:03:45.160 --> 00:03:46.480]  你都要知道
[00:03:46.480 --> 00:03:48.280]  洗腦亞的兒子約克
