
[00:00:00.000 --> 00:00:07.400]  好,敬拜隊帶領我們敬拜,也很好提醒
[00:00:07.400 --> 00:00:15.200]  那首歌裡面,其實唱到最後我突然間發覺那首歌裡面真的很有重量
[00:00:15.200 --> 00:00:21.800]  一輩子都要跟隨主,其實我們生命裡面會不會都願意做這個立志呢?
[00:00:21.800 --> 00:00:26.600]  我們往後的路可能都不知道,出去工作,究竟會是怎樣
[00:00:26.600 --> 00:00:28.600]  可能很多事情我們都掌握不到
[00:00:28.600 --> 00:00:34.400]  但其實今天當刻你可以再一次體會到主是需要多愛你的時間
[00:00:34.400 --> 00:00:36.800]  其實你願不願意去立這個志呢?
[00:00:36.800 --> 00:00:40.200]  讓生命裡面跟隨主,這件事都很重要
[00:00:40.200 --> 00:00:50.000]  所以多謝敬拜隊帶領我們敬拜,也盼望大家帶著熱切的心去迎接上帝的話語
[00:00:50.000 --> 00:00:54.400]  開始的時候,我就很想用一個故事去開始
[00:00:54.400 --> 00:01:02.000]  這個就是飛機的Cockpit,機艙,就是駕駛的那裡
[00:01:02.000 --> 00:01:06.600]  先講一下故事,有一間航空公司有一架飛機
[00:01:06.600 --> 00:01:10.000]  由一個城市飛去第二個城市
[00:01:10.000 --> 00:01:13.800]  一開始起飛,很順利,很正常
[00:01:13.800 --> 00:01:17.000]  起飛,然後在半空慢慢飛
[00:01:17.000 --> 00:01:19.200]  然後就到下飛機的那一刻
[00:01:19.200 --> 00:01:23.600]  然後到下飛機的時候,我不知道是怎樣的
[00:01:23.600 --> 00:01:25.600]  阿俊可以多講一點
[00:01:25.600 --> 00:01:28.600]  就是那些,這是你的航空總舵
[00:01:28.600 --> 00:01:31.600]  然後就說,我們準備下降
[00:01:31.600 --> 00:01:34.600]  可能是這樣,大家去旅行都可能熟悉我
[00:01:34.600 --> 00:01:37.600]  開始了,飛機準備降落
[00:01:37.600 --> 00:01:41.600]  突然間,機長發現了一件事
[00:01:41.600 --> 00:01:45.600]  咦,為什麼那盞燈在閃爍,好像在燒
[00:01:45.600 --> 00:01:47.600]  是不是那盞燈壞了呢?
[00:01:47.600 --> 00:01:50.600]  然後他就在那處理那盞燈
[00:01:50.600 --> 00:01:53.600]  我不知道,我這些無知的人可能幻想
[00:01:53.600 --> 00:01:55.600]  就拍那盞燈,拍拍拍
[00:01:55.600 --> 00:01:57.600]  有沒有好一點的那些
[00:01:57.600 --> 00:01:59.600]  就在那拍那盞燈
[00:01:59.600 --> 00:02:02.600]  就搞不定,他就跟副機長說
[00:02:02.600 --> 00:02:05.600]  副機長說,是喔,好像有點怪怪的,那盞燈是不是燒了呢?
[00:02:05.600 --> 00:02:08.600]  他就跑去拍一下那盞燈
[00:02:08.600 --> 00:02:10.600]  然後空姐進來,喂,幹什麼?
[00:02:10.600 --> 00:02:13.600]  是那盞燈壞了,就一起繼續拍那盞燈
[00:02:13.600 --> 00:02:15.600]  可能是這樣,我在幻想
[00:02:15.600 --> 00:02:19.600]  大家在那裏弄,可能換一下線
[00:02:19.600 --> 00:02:21.600]  然後突然間,一個不小心
[00:02:21.600 --> 00:02:24.600]  可能那個屁股撞到那個按鈕
[00:02:24.600 --> 00:02:26.600]  突然間,飛機就向下墜
[00:02:26.600 --> 00:02:29.600]  一路墜,一路墜,墜到撞機
[00:02:29.600 --> 00:02:32.600]  說這個故事,這是一個真人真事
[00:02:32.600 --> 00:02:34.600]  我想告訴大家
[00:02:34.600 --> 00:02:37.600]  不是拍那盞燈,不過就真的有一件事
[00:02:37.600 --> 00:02:39.600]  就是撞機
[00:02:39.600 --> 00:02:42.600]  這個故事其實有一個很大的提醒
[00:02:42.600 --> 00:02:46.600]  那盞燈,其實到最後知道那是警告燈
[00:02:46.600 --> 00:02:49.600]  就是告訴他們,那個landing gear
[00:02:49.600 --> 00:02:51.600]  就是那個輪子出不了
[00:02:51.600 --> 00:02:54.600]  然後他們不斷在處理
[00:02:54.600 --> 00:02:57.600]  那盞燈為什麼會好像燒著燒著,不能開
[00:02:57.600 --> 00:02:59.600]  但他們沒有留意到
[00:02:59.600 --> 00:03:01.600]  原來那盞燈其實是在提醒他們
[00:03:01.600 --> 00:03:03.600]  飛機有事
[00:03:03.600 --> 00:03:05.600]  以致到不斷不斷去處理
[00:03:05.600 --> 00:03:07.600]  是在處理那個在提醒他們
[00:03:07.600 --> 00:03:09.600]  在處理那個好人
[00:03:09.600 --> 00:03:11.600]  他們就處理不了那個真正的敵人
[00:03:11.600 --> 00:03:13.600]  所以其實
[00:03:13.600 --> 00:03:15.600]  很大的提醒在我們生命裏
[00:03:15.600 --> 00:03:19.600]  究竟我們有沒有一些東西在提醒我們
[00:03:19.600 --> 00:03:21.600]  告訴我們要小心
[00:03:21.600 --> 00:03:23.600]  但可能我們很多時候
[00:03:23.600 --> 00:03:25.600]  我們很想避開它,逃避它
[00:03:25.600 --> 00:03:28.600]  我們很想覺得心裏舒服些就會好些
[00:03:28.600 --> 00:03:31.600]  不要吵著,或者這個正正就是
[00:03:31.600 --> 00:03:33.600]  所謂什麼叫盲點
[00:03:33.600 --> 00:03:35.600]  就是我們看不到那件事的影響
[00:03:35.600 --> 00:03:38.600]  但我們就很想去逃避它
[00:03:38.600 --> 00:03:40.600]  我們生命裏面有沒有一些時候
[00:03:40.600 --> 00:03:44.600]  其實我們都可能有一個警告燈在響
[00:03:44.600 --> 00:03:46.600]  但我們很想逃避它
[00:03:46.600 --> 00:03:48.600]  以致到我們面對不了真正的困難
[00:03:48.600 --> 00:03:51.600]  真正我們生命裏面的問題
[00:03:51.600 --> 00:03:55.600]  究竟我們生命裏面可以怎樣去面對軟弱
[00:03:55.600 --> 00:03:57.600]  這個或者是我們今天
[00:03:57.600 --> 00:03:59.600]  很想去探討的一件事
[00:03:59.600 --> 00:04:01.600]  人在生命裏面面對軟弱
[00:04:01.600 --> 00:04:03.600]  我們怎樣去
[00:04:03.600 --> 00:04:05.600]  可以去有力的
[00:04:05.600 --> 00:04:08.600]  可以去積極的去面對而不是走出去呢
[00:04:08.600 --> 00:04:12.600]  我們會看的就是希伯來書
[00:04:12.600 --> 00:04:13.600]  《屬靈生命撞機》
[00:04:13.600 --> 00:04:14.600]  我們不想撞機
[00:04:14.600 --> 00:04:18.600]  所以就看看怎樣可以聽到警告燈
[00:04:18.600 --> 00:04:20.600]  希伯來書是一個怎樣的書呢
[00:04:20.600 --> 00:04:22.600]  希伯來書是一個
[00:04:22.600 --> 00:04:24.600]  我們不知道作者是誰
[00:04:24.600 --> 00:04:27.600]  不過其實在當中很清晰的看到
[00:04:27.600 --> 00:04:29.600]  他是寫給猶太人的
[00:04:29.600 --> 00:04:32.600]  希伯來人,血統就是猶太人
[00:04:32.600 --> 00:04:35.600]  所以你看到很多希伯來人的元素
[00:04:35.600 --> 00:04:38.600]  譬如他們會講很多摩西五經
[00:04:38.600 --> 00:04:40.600]  舊約的禮儀
[00:04:40.600 --> 00:04:42.600]  舊約的一些元素的東西
[00:04:42.600 --> 00:04:48.600]  但是當中作者其實就是不斷提醒猶太人
[00:04:48.600 --> 00:04:51.600]  很多他們過去那些很堅持
[00:04:51.600 --> 00:04:53.600]  覺得很驕傲
[00:04:53.600 --> 00:04:54.600]  有優越感的東西
[00:04:54.600 --> 00:04:58.600]  其實那些是在拖累他們去認識主耶穌基督
[00:04:58.600 --> 00:05:00.600]  他們覺得天使厲害
[00:05:00.600 --> 00:05:02.600]  天使給了他們摩西五經
[00:05:02.600 --> 00:05:03.600]  所以天使厲害
[00:05:03.600 --> 00:05:05.600]  但是他在當中就告訴他們
[00:05:05.600 --> 00:05:06.600]  主耶穌更厲害
[00:05:06.600 --> 00:05:08.600]  所以主耶穌跟你講話你還不聽
[00:05:08.600 --> 00:05:10.600]  認真一點聽
[00:05:10.600 --> 00:05:12.600]  然後他說摩西厲害吧
[00:05:12.600 --> 00:05:15.600]  摩西帶領以色列人出拉琴
[00:05:15.600 --> 00:05:18.600]  在希伯來書又講到
[00:05:18.600 --> 00:05:20.600]  主耶穌更厲害,比摩西厲害
[00:05:20.600 --> 00:05:23.600]  所以你看那些以色列人不聽摩西講的時候
[00:05:23.600 --> 00:05:25.600]  那個後果是怎樣
[00:05:25.600 --> 00:05:27.600]  他們就要去聽主耶穌的話
[00:05:27.600 --> 00:05:29.600]  而去到最後
[00:05:29.600 --> 00:05:31.600]  我們今天特別很想去看一件事
[00:05:31.600 --> 00:05:36.600]  就是主耶穌跟他們所景仰的大祭司有什麼分別呢
[00:05:36.600 --> 00:05:39.600]  猶太人他們很重視很多禮儀
[00:05:39.600 --> 00:05:41.600]  很多傳統
[00:05:41.600 --> 00:05:44.600]  甚至大祭司他們覺得最優越最好的
[00:05:44.600 --> 00:05:46.600]  但當中有什麼分別呢
[00:05:46.600 --> 00:05:48.600]  以至到帶來我們生命裡面
[00:05:48.600 --> 00:05:50.600]  在這個贖罪
[00:05:50.600 --> 00:05:53.600]  大祭司是贖罪的一個角色
[00:05:53.600 --> 00:05:55.600]  究竟我們生命裡面怎樣去看贖罪呢
