
[00:00:00.000 --> 00:00:02.000]  頂止沒平安
[00:00:02.000 --> 00:00:05.000]  由先頭James傳道帶領我們
[00:00:05.000 --> 00:00:07.000]  在安靜的時候我們思想
[00:00:07.000 --> 00:00:09.000]  今天你看到一個淪死
[00:00:09.000 --> 00:00:11.000]  你看到一個貧窮人
[00:00:11.000 --> 00:00:13.000]  你有什麼回應
[00:00:13.000 --> 00:00:15.000]  然後先頭師哥說到
[00:00:15.000 --> 00:00:17.000]  當我們讚美中
[00:00:17.000 --> 00:00:19.000]  信心不斷的升起的時候
[00:00:19.000 --> 00:00:22.000]  但是眼淚竟然不斷的流下
[00:00:22.000 --> 00:00:25.000]  然後剛才先頭師哥每天的禱告
[00:00:25.000 --> 00:00:28.000]  你有沒有察驗神的同在
[00:00:28.000 --> 00:00:30.000]  這就是今天講道的三點
[00:00:30.000 --> 00:00:32.000]  其實講完了
[00:00:32.000 --> 00:00:35.000]  不過很不容易做
[00:00:35.000 --> 00:00:36.000]  所以今天我們繼續
[00:00:36.000 --> 00:00:38.000]  我們恩福家傳教會的講道主題
[00:00:38.000 --> 00:00:40.000]  重言恩過
[00:00:40.000 --> 00:00:42.000]  透過雅各書鼓勵我們
[00:00:42.000 --> 00:00:44.000]  怎樣成為在門徒的生命過程當中
[00:00:44.000 --> 00:00:46.000]  我們經歷神的恩慈和不變
[00:00:46.000 --> 00:00:48.000]  聖經的有力實踐
[00:00:48.000 --> 00:00:51.000]  和智慧與靈明的結合
[00:00:51.000 --> 00:00:53.000]  使我們整個生命都好像
[00:00:53.000 --> 00:00:57.000]  當年被逼白散居的一些信徒一樣
[00:00:57.000 --> 00:01:01.000]  在最困難的時候能夠活出最完美的生命
[00:01:01.000 --> 00:01:05.000]  今天是這個講道系列的第四講
[00:01:05.000 --> 00:01:08.000]  今天我們講到信心和行為
[00:01:08.000 --> 00:01:10.000]  由先頭的師哥到牧上的經文
[00:01:10.000 --> 00:01:11.000]  我們都看到
[00:01:11.000 --> 00:01:13.000]  我將這個講題定為
[00:01:13.000 --> 00:01:15.000]  信行如一
[00:01:15.000 --> 00:01:19.000]  信心和行為是一個我們很熟悉的課題
[00:01:19.000 --> 00:01:22.000]  首先我想帶領大家回到昔日
[00:01:22.000 --> 00:01:25.000]  雅各究竟活在一個什麼年代呢
[00:01:25.000 --> 00:01:28.000]  讓你知道這個爭議的問題
[00:01:28.000 --> 00:01:30.000]  其實和我們今天有什麼關係呢
[00:01:30.000 --> 00:01:33.000]  當日的信徒都在信仰
[00:01:33.000 --> 00:01:35.000]  站在一個十字路口當中
[00:01:35.000 --> 00:01:37.000]  同樣其實我們今天在香港
[00:01:37.000 --> 00:01:39.000]  面對世界不斷轉變的未來
[00:01:39.000 --> 00:01:41.000]  我們都在一個十字路口
[00:01:41.000 --> 00:01:43.000]  怎樣透過昔日雅各的教導
[00:01:43.000 --> 00:01:46.000]  去實踐信而行
[00:01:46.000 --> 00:01:49.000]  信行如一
[00:01:49.000 --> 00:01:52.000]  在雅各書一章一節是這麼說的
[00:01:52.000 --> 00:01:55.000]  我們一起讀
[00:01:55.000 --> 00:01:59.000]  神和主耶穌基督的僕人雅各
[00:01:59.000 --> 00:02:05.000]  問候散居在各處的十二個支派的人
[00:02:05.000 --> 00:02:08.000]  這是我們一開始的第一節
[00:02:08.000 --> 00:02:11.000]  我們知道雅各書的對象就是當時在以色列地以外
[00:02:11.000 --> 00:02:15.000]  散居在整個羅馬帝國不同地方的猶太人
[00:02:15.000 --> 00:02:17.000]  即是十二支派的統稱
[00:02:17.000 --> 00:02:20.000]  散居不單止代表他們離鄉別井身處異邦
[00:02:20.000 --> 00:02:26.000]  更加代表了這些已經信奉了基督的猶太教信徒
[00:02:26.000 --> 00:02:29.000]  他們在地上的身份是寄居的
[00:02:29.000 --> 00:02:32.000]  和好像客裡一樣
[00:02:32.000 --> 00:02:34.000]  等一會你想一想
[00:02:34.000 --> 00:02:36.000]  可能你看這本書的時候沒有想過
[00:02:36.000 --> 00:02:38.000]  這一批的猶太人
[00:02:38.000 --> 00:02:40.000]  他們原本是信奉猶太教
[00:02:40.000 --> 00:02:42.000]  即是他們是信奉摩西五經
[00:02:42.000 --> 00:02:44.000]  律法和當時的妥拉
[00:02:44.000 --> 00:02:47.000]  但是他們遇到耶穌
[00:02:47.000 --> 00:02:49.000]  他們認識耶穌
[00:02:49.000 --> 00:02:51.000]  他們聽了耶穌的教導
[00:02:51.000 --> 00:02:53.000]  他們知道這就是舊約寓言的尼塞亞
[00:02:53.000 --> 00:02:56.000]  於是他們信仰起了一個翻天覆地的改變
[00:02:56.000 --> 00:02:59.000]  但是他們仍然和持守猶太教的猶太人
[00:02:59.000 --> 00:03:02.000]  一起的緊密的關係
[00:03:02.000 --> 00:03:05.000]  而他們又散居在整個羅馬地方
[00:03:05.000 --> 00:03:08.000]  受當時希臘文化即是希臘和羅馬文化影響
[00:03:08.000 --> 00:03:11.000]  你想想每一日的生活和工作
[00:03:11.000 --> 00:03:16.000]  他們所做的和他們剛剛在耶穌裡面所講的教導有很多衝突
[00:03:16.000 --> 00:03:20.000]  整個信仰價值觀如何和生活去整合呢?
[00:03:20.000 --> 00:03:22.000]  再加上當時不少猶太的信徒
[00:03:22.000 --> 00:03:26.000]  其實他們都是在社會中被欺壓被剝削的一群
[00:03:26.000 --> 00:03:29.000]  經歷貧富懸殊、財富不均、不公不義
[00:03:29.000 --> 00:03:31.000]  究竟人生的盼望是什麼呢?
[00:03:31.000 --> 00:03:36.000]  在世寄居的心態又如何幫助他們能夠在信仰中
[00:03:36.000 --> 00:03:39.000]  在每一日的生命的十字路口裡面
[00:03:39.000 --> 00:03:42.000]  作出一個合神心意的決定呢?
[00:03:42.000 --> 00:03:44.000]  蘇慕斯經常說的
[00:03:44.000 --> 00:03:46.000]  信仰生活化,然後呢?
[00:03:46.000 --> 00:03:49.000]  生活信仰化,很難
[00:03:49.000 --> 00:03:51.000]  你想想其實
[00:03:51.000 --> 00:03:53.000]  你從他們的角度
[00:03:53.000 --> 00:03:55.000]  散居的這批猶太基督徒的角度來看
[00:03:55.000 --> 00:03:59.000]  今天的香港我們同樣不是同樣面對這個情況嗎?
[00:03:59.000 --> 00:04:02.000]  我們的生活都是每日面對很多困局的
[00:04:02.000 --> 00:04:03.000]  你想想在初期教會的時候
[00:04:03.000 --> 00:04:07.000]  這批猶太教改信主耶穌的基督徒
[00:04:07.000 --> 00:04:10.000]  其實佔整個猶太人的群體是很少的
[00:04:10.000 --> 00:04:13.000]  甚至在整個羅馬帝國裡面他們都是很少的
[00:04:13.000 --> 00:04:18.000]  今天根據教新在去年的一個普查結果
[00:04:18.000 --> 00:04:21.000]  香港的教眾,所謂基督徒
[00:04:21.000 --> 00:04:24.000]  我們的會眾大約是25萬
[00:04:24.000 --> 00:04:28.000]  如果以香港的整體人口750萬
[00:04:28.000 --> 00:04:31.000]  我們只佔3%到4%
[00:04:31.000 --> 00:04:34.000]  所以你想想今天在香港的基督徒
[00:04:34.000 --> 00:04:40.000]  和當日在散居地的這批信了主的猶太人
[00:04:40.000 --> 00:04:41.000]  都是少數
[00:04:41.000 --> 00:04:43.000]  即是說你信了耶穌之後你會怎樣呢?
[00:04:43.000 --> 00:04:46.000]  就是你的家人,你的同事,你的鄰居
[00:04:46.000 --> 00:04:49.000]  和當時散居的基督徒一樣
[00:04:49.000 --> 00:04:51.000]  大部分他們都是未信的
[00:04:51.000 --> 00:04:52.000]  我們周圍的人都是未信的
[00:04:52.000 --> 00:04:54.000]  我們的價值觀都未信的
[00:04:54.000 --> 00:04:56.000]  即是說其實他們影響你
[00:04:56.000 --> 00:04:59.000]  是大於你影響他
[00:04:59.000 --> 00:05:01.000]  我們周圍都是未信的人
[00:05:01.000 --> 00:05:02.000]  就好像今天你信了耶穌
[00:05:02.000 --> 00:05:03.000]  你回到家裡
[00:05:03.000 --> 00:05:05.000]  馬上你要面對什麼?
[00:05:05.000 --> 00:05:07.000]  繼續是不是裝香拜神?
[00:05:07.000 --> 00:05:10.000]  回到公司同事夾六合彩
[00:05:10.000 --> 00:05:12.000]  那還會不會影響到你呢?
[00:05:12.000 --> 00:05:14.000]  我想最大的挑戰是
[00:05:14.000 --> 00:05:15.000]  無論當時的猶太基督徒
[00:05:15.000 --> 00:05:16.000]  或者今天基督徒
[00:05:16.000 --> 00:05:18.000]  最大的問題是什麼呢?
[00:05:18.000 --> 00:05:20.000]  就是信心與行為的挑戰
[00:05:20.000 --> 00:05:22.000]  簡單,一說你就明白
[00:05:22.000 --> 00:05:25.000]  就是信一套,那怎樣?
[00:05:25.000 --> 00:05:26.000]  做就一套
[00:05:26.000 --> 00:05:27.000]  你真厲害
[00:05:27.000 --> 00:05:28.000]  我們經常說
[00:05:28.000 --> 00:05:31.000]  說就天下無敵
[00:05:31.000 --> 00:05:32.000]  做就怎樣?
[00:05:32.000 --> 00:05:34.000]  有心無力
