
[00:00:00.000 --> 00:00:07.000]  (麥克風聲)
[00:00:07.000 --> 00:00:11.000]  其實警拜隊帶我們有警拜的時間
[00:00:11.000 --> 00:00:14.000]  還記得主席剛剛問了一個問題
[00:00:14.000 --> 00:00:17.000]  他說這個星期你過得怎樣
[00:00:17.000 --> 00:00:21.000]  其實我相信不論你的年紀是小還是大
[00:00:21.000 --> 00:00:24.000]  一個星期總會發生一些好事
[00:00:24.000 --> 00:00:26.000]  開心的事 不開心的事
[00:00:26.000 --> 00:00:29.000]  可能你這個星期都有學校
[00:00:29.000 --> 00:00:32.000]  和你的家人和你自己都可能有些情況
[00:00:32.000 --> 00:00:35.000]  不過主席我想都去到提醒我們
[00:00:35.000 --> 00:00:38.000]  其實每個星期我們能夠回來教會
[00:00:38.000 --> 00:00:41.000]  就是讓我們知道即使我們面對外面有很多風浪
[00:00:41.000 --> 00:00:44.000]  但是回來每一個星期我們知道
[00:00:44.000 --> 00:00:46.000]  我們的上帝仍然和我們同在
[00:00:46.000 --> 00:00:50.000]  讓我們知道我們仍然能夠靠著他去面對這些風浪
[00:00:50.000 --> 00:00:55.000]  好 我們今天在開始之前想和大家分享一些東西
[00:00:55.000 --> 00:01:02.000]  話說最近這幾個月我實行一個健康人生
[00:01:02.000 --> 00:01:04.000]  這個健康人生代表什麼呢
[00:01:04.000 --> 00:01:06.000]  我本來是一個人住的
[00:01:06.000 --> 00:01:11.000]  不過我本來一個人住都很少不會煮東西吃
[00:01:11.000 --> 00:01:15.000]  這幾個月就想著健康一點就多煮點東西吃
[00:01:15.000 --> 00:01:18.000]  我樓下有一間很大的胃腔
[00:01:18.000 --> 00:01:20.000]  當我學習煮東西吃的時候就發現
[00:01:20.000 --> 00:01:24.000]  買菜有很大的學問
[00:01:24.000 --> 00:01:27.000]  我記得有一次去煎豬扒
[00:01:27.000 --> 00:01:30.000]  到了胃腔的凍櫃前
[00:01:30.000 --> 00:01:33.000]  就想著隨便買一塊豬扒
[00:01:33.000 --> 00:01:35.000]  但沒想到看到有很多名字
[00:01:35.000 --> 00:01:39.000]  豬肉硬扒、梅頭扒、普通大骨豬扒
[00:01:39.000 --> 00:01:40.000]  價錢又不同
[00:01:40.000 --> 00:01:42.000]  那時候我就站在那裡
[00:01:42.000 --> 00:01:46.000]  我走到一旁用我的電話去搜索
[00:01:46.000 --> 00:01:48.000]  這些扒有什麼不同呢
[00:01:48.000 --> 00:01:49.000]  怎樣烹調呢
[00:01:49.000 --> 00:01:51.000]  我想煎的時候哪一款比較好呢
[00:01:51.000 --> 00:01:53.000]  要怎樣煮呢
[00:01:53.000 --> 00:01:55.000]  原來有很多學問
[00:01:55.000 --> 00:01:57.000]  女孩子到了某一個年紀
[00:01:57.000 --> 00:01:59.000]  鈣質就有點流失
[00:01:59.000 --> 00:02:01.000]  就想補一下鈣
[00:02:01.000 --> 00:02:04.000]  我從小到大就知道補鈣要喝什麼
[00:02:04.000 --> 00:02:06.000]  喝牛奶
[00:02:06.000 --> 00:02:09.000]  有一段時間就一直喝牛奶
[00:02:09.000 --> 00:02:10.000]  在家裏喝
[00:02:10.000 --> 00:02:13.000]  但喝著喝著胃腸不太舒服
[00:02:13.000 --> 00:02:16.000]  喝多了牛奶胃會脹
[00:02:16.000 --> 00:02:18.000]  胃脹或有胃氣
[00:02:18.000 --> 00:02:20.000]  我就覺得怎樣好呢
[00:02:20.000 --> 00:02:21.000]  但又想補鈣
[00:02:21.000 --> 00:02:23.000]  我上網搜尋
[00:02:23.000 --> 00:02:27.000]  發現杏仁奶比較好
[00:02:27.000 --> 00:02:30.000]  是高鈣但又會少一點胃氣產生
[00:02:30.000 --> 00:02:33.000]  我就開始喝其他的不是牛奶
[00:02:33.000 --> 00:02:36.000]  我想跟大家說什麼呢
[00:02:36.000 --> 00:02:39.000]  當我們要選擇一些東西的時候
[00:02:39.000 --> 00:02:41.000]  我們都很需要去
[00:02:41.000 --> 00:02:42.000]  原來有很多東西可以選擇
[00:02:42.000 --> 00:02:45.000]  但你知不知道什麼適合你
[00:02:45.000 --> 00:02:47.000]  對你有益處呢
