
[00:00:00.000 --> 00:00:04.140]  很感恩有機會在中堂跟大家分享神的話
[00:00:04.140 --> 00:00:07.480]  我想上次在中堂分享應該是十年前
[00:00:07.480 --> 00:00:09.900]  十年後大家可以坐在這裡
[00:00:09.900 --> 00:00:11.880]  一起去敬拜神
[00:00:11.880 --> 00:00:13.180]  全是恩憐
[00:00:13.180 --> 00:00:14.780]  我們一起禱告吧
[00:00:14.780 --> 00:00:18.800]  天父上帝多謝你
[00:00:18.800 --> 00:00:20.340]  透過敬拜小祖
[00:00:20.340 --> 00:00:22.780]  將我們心去貼近你
[00:00:22.780 --> 00:00:25.380]  天父願祢與我們同在
[00:00:25.380 --> 00:00:28.500]  主耶穌願祢柔軟我們的心
[00:00:28.500 --> 00:00:31.000]  願聖靈甦醒
[00:00:31.000 --> 00:00:32.280]  督澤
[00:00:32.280 --> 00:00:33.220]  更新
[00:00:33.220 --> 00:00:34.100]  復興我們
[00:00:34.100 --> 00:00:36.800]  幫助我們回應祢自己的話
[00:00:36.800 --> 00:00:37.420]  我們祈禱過去
[00:00:37.420 --> 00:00:38.880]  奉主耶穌基督的名求
[00:00:38.880 --> 00:00:39.880]  阿門
[00:00:39.880 --> 00:00:45.380]  雅各書和尼加書是教會的
[00:00:45.380 --> 00:00:48.060]  今年度的主題
[00:00:48.060 --> 00:00:50.640]  求主使用祂自己的話
[00:00:50.640 --> 00:00:53.560]  我們今天看尼加書第三章
[00:00:53.560 --> 00:00:57.340]  《看聽經王》
[00:00:57.340 --> 00:01:00.020]  我想請問在座有姊妹
[00:01:00.020 --> 00:01:01.020]  女士
[00:01:01.020 --> 00:01:03.260]  喜歡香水嗎?
[00:01:03.260 --> 00:01:05.020]  喜不喜歡?
[00:01:05.020 --> 00:01:08.760]  我自己很喜歡香水
[00:01:08.760 --> 00:01:11.920]  特別是茉莉花香水
[00:01:11.920 --> 00:01:13.780]  茉莉花被譽為
[00:01:13.780 --> 00:01:17.460]  香水界最珍稀的原料之一
[00:01:17.460 --> 00:01:21.220]  是多款經典香水的重要成分
[00:01:21.220 --> 00:01:23.820]  早前看到一個報道
[00:01:23.820 --> 00:01:26.300]  根據聯合國的統計
[00:01:26.300 --> 00:01:29.500]  全球約有十分之一的兒童
[00:01:29.500 --> 00:01:33.220]  仍然從事童工的工作
[00:01:33.220 --> 00:01:37.820]  6月12日是世界無童工日
[00:01:37.820 --> 00:01:38.980]  BBC指引
[00:01:38.980 --> 00:01:43.980]  上年深入調查埃及茉莉花產業核心
[00:01:43.980 --> 00:01:45.940]  拍了一個短片
[00:01:45.940 --> 00:01:48.180]  揭露香水產業
[00:01:48.180 --> 00:01:51.940]  背後不為人知的黑暗面
[00:01:51.940 --> 00:01:54.980]  很多兒童在危險的環境下
[00:01:54.980 --> 00:01:56.980]  長時間工作
[00:01:56.980 --> 00:02:00.500]  但家庭收入往往只有一日一美金
[00:02:00.500 --> 00:02:03.060]  即不足百元港幣
[00:02:03.060 --> 00:02:04.660]  但香水產業巨頭
[00:02:04.660 --> 00:02:07.460]  卻賺取巨額利用
[00:02:07.460 --> 00:02:10.980]  全球超過一半的茉莉花供應
[00:02:10.980 --> 00:02:13.060]  來自埃及
[00:02:13.060 --> 00:02:14.860]  這個報道揭示了
[00:02:14.860 --> 00:02:16.940]  茉莉花背後的剝削
[00:02:16.940 --> 00:02:18.940]  真實代價
[00:02:18.940 --> 00:02:22.740]  弟兄姊妹
[00:02:22.740 --> 00:02:23.980]  各位會眾
[00:02:23.980 --> 00:02:26.340]  你有沒有聽過或見過一些人
[00:02:26.340 --> 00:02:27.700]  是受到剝削
[00:02:27.700 --> 00:02:29.700]  苛刻的對待
[00:02:29.700 --> 00:02:31.140]  有沒有
[00:02:31.140 --> 00:02:34.420]  會不會是你自己
[00:02:34.420 --> 00:02:36.780]  上帝創造人類
[00:02:36.780 --> 00:02:38.580]  賦予人類我們的權柄
[00:02:38.580 --> 00:02:42.140]  可以去管理和享受萬有
[00:02:42.140 --> 00:02:45.340]  但同時亦託付人類責任
[00:02:45.340 --> 00:02:47.420]  去管理好萬物
[00:02:47.420 --> 00:02:50.140]  成為上帝的代理人
[00:02:50.140 --> 00:02:51.540]  任何角色
[00:02:51.540 --> 00:02:52.820]  政府官員
[00:02:52.820 --> 00:02:53.940]  教會領袖
[00:02:53.940 --> 00:02:55.180]  上司主管
[00:02:55.180 --> 00:02:55.860]  下屬
[00:02:55.860 --> 00:02:56.580]  父母
[00:02:56.580 --> 00:02:57.540]  為人子女
[00:02:57.540 --> 00:03:00.100]  都擁有不同的權柄
[00:03:00.100 --> 00:03:03.700]  但同時都要承擔相對的責任
[00:03:03.700 --> 00:03:06.260]  亦應以合乎上帝心意的方式
[00:03:06.260 --> 00:03:09.260]  來管理和運用
[00:03:09.260 --> 00:03:10.220]  今日
[00:03:10.220 --> 00:03:13.260]  臣要透過尼加書第三章
[00:03:13.260 --> 00:03:16.020]  對我們每一個人說話
[00:03:16.020 --> 00:03:18.060]  特別是在社會
[00:03:18.060 --> 00:03:19.380]  教會職場
[00:03:19.380 --> 00:03:23.580]  家庭中擁有權柄的人說話
[00:03:23.580 --> 00:03:24.700]  整體而言
[00:03:24.700 --> 00:03:26.740]  尼加書分為三部分
[00:03:26.740 --> 00:03:28.220]  每一部分的信息
[00:03:28.220 --> 00:03:30.420]  都以審判的語言開始
[00:03:30.420 --> 00:03:33.180]  以拯救的語言結束
[00:03:33.180 --> 00:03:36.420]  第三至五章是尼加書的第二部分
[00:03:36.420 --> 00:03:37.940]  今篇第三章
[00:03:37.940 --> 00:03:39.900]  信息尋蟲
[00:03:39.900 --> 00:03:42.900]  尼加再一次向人化出災難的預警
[00:03:42.900 --> 00:03:45.380]  呼喚人切實悔改
[00:03:45.380 --> 00:03:46.700]  轉向公義
[00:03:46.700 --> 00:03:49.700]  否則將無法逃脫災難
[00:03:49.700 --> 00:03:53.220]  有權力的
[00:03:53.220 --> 00:03:54.500]  你們要看
[00:03:54.500 --> 00:03:57.260]  我們一起讀這四節
[00:03:57.260 --> 00:03:59.820]  於是我說
[00:03:59.820 --> 00:04:01.460]  亞國的領袖
[00:04:01.460 --> 00:04:03.740]  以色列家的官長
[00:04:03.740 --> 00:04:05.220]  你們要聽
[00:04:05.220 --> 00:04:07.860]  你們豈不知公平嗎
[00:04:07.860 --> 00:04:10.140]  你們互煽好惡
[00:04:10.140 --> 00:04:12.820]  剝我百姓身上的皮
[00:04:12.820 --> 00:04:15.980]  從他們的骨頭上剔肉
[00:04:15.980 --> 00:04:18.460]  你們吃我百姓的肉
[00:04:18.460 --> 00:04:20.060]  剝他們的皮
[00:04:20.060 --> 00:04:22.260]  打斷他們的骨頭
[00:04:22.260 --> 00:04:24.140]  如刺塊下窩
[00:04:24.140 --> 00:04:25.980]  如腐中的肉
[00:04:25.980 --> 00:04:28.260]  到了遭災的時候
[00:04:28.260 --> 00:04:31.100]  這些人要哀求耶華
[00:04:31.100 --> 00:04:33.340]  他卻不應運他們
[00:04:33.340 --> 00:04:36.300]  那時因他們所行的惡
[00:04:36.300 --> 00:04:38.860]  他們只念離開他們
[00:04:38.860 --> 00:04:39.740]  是 麻煩
[00:04:39.740 --> 00:04:44.100]  在此先至嚴厲控訴
[00:04:44.100 --> 00:04:45.620]  亞國的領袖
[00:04:45.620 --> 00:04:46.980]  以色列的官長
[00:04:46.980 --> 00:04:48.100]  你們要聽
[00:04:48.100 --> 00:04:50.420]  你們豈不知公平嗎
[00:04:50.420 --> 00:04:52.900]  亞國和以色列是同義字
[00:04:52.900 --> 00:04:55.180]  領袖和官長也是同義字
[00:04:55.180 --> 00:04:57.380]  他們都是政治軍事司法
[00:04:57.380 --> 00:04:59.100]  有權力的領袖
[00:04:59.100 --> 00:05:00.660]  這些人知道公平
[00:05:00.660 --> 00:05:02.500]  也應該執行公平
[00:05:02.500 --> 00:05:06.180]  新設立領袖和官長
[00:05:06.180 --> 00:05:07.780]  來管理百姓
[00:05:07.780 --> 00:05:11.060]  是要他們維護執行公平
[00:05:11.060 --> 00:05:13.420]  以人民的利益為前提
[00:05:14.660 --> 00:05:17.100]  然而他們失職
[00:05:17.100 --> 00:05:18.460]  領袖和官長明知道
[00:05:18.460 --> 00:05:20.300]  神的公義公平
[00:05:20.300 --> 00:05:21.620]  卻不去行
[00:05:21.620 --> 00:05:23.700]  反倒處事不公
[00:05:23.700 --> 00:05:25.220]  互善好惡
[00:05:25.220 --> 00:05:27.140]  沒有以身作則之時
[00:05:27.140 --> 00:05:28.660]  還利用職權
[00:05:28.660 --> 00:05:31.380]  作為剝削牟利的門路
[00:05:31.380 --> 00:05:34.740]  剝皮剔肉
[00:05:34.740 --> 00:05:37.820]  表明剝削到一無所有
[00:05:37.820 --> 00:05:39.820]  他們不是保護百姓
[00:05:39.820 --> 00:05:40.740]  反而看他們
[00:05:40.740 --> 00:05:43.740]  好像等湯的畜牲
[00:05:43.740 --> 00:05:45.220]  用盡一切手段
[00:05:45.220 --> 00:05:46.620]  榨乾他們
[00:05:46.620 --> 00:05:48.900]  為滿足自己的私慾
[00:05:48.900 --> 00:05:54.380]  第三次
[00:05:54.380 --> 00:05:56.180]  你會削我百姓的肉
[00:05:56.180 --> 00:05:57.420]  剝他們的皮
[00:05:57.420 --> 00:05:59.060]  打斷他們的骨頭
[00:05:59.060 --> 00:06:00.580]  如刺快下窩
[00:06:00.580 --> 00:06:02.060]  如苦中的肉
[00:06:02.060 --> 00:06:05.580]  這班權貴的所作所為
[00:06:05.580 --> 00:06:07.300]  尖刻和恐怖
[00:06:07.300 --> 00:06:09.220]  可以說到極點
[00:06:09.220 --> 00:06:11.100]  殘忍的對待百姓
[00:06:11.100 --> 00:06:11.860]  所做的事
[00:06:11.860 --> 00:06:14.460]  和實際的心意是完全相反
[00:06:14.460 --> 00:06:19.580]  在資訊科技快速發展
[00:06:19.580 --> 00:06:22.500]  物質極大豐富的今日
[00:06:22.500 --> 00:06:24.020]  人類社會本應朝著
[00:06:24.020 --> 00:06:27.460]  更自由公平幸福的方向邁進
[00:06:27.460 --> 00:06:31.380]  然而令人遺憾的是
[00:06:31.380 --> 00:06:34.140]  現實和理想之間的差距
[00:06:34.140 --> 00:06:35.420]  越來越大
[00:06:35.420 --> 00:06:37.620]  經文
[00:06:37.620 --> 00:06:39.180]  從人身上剝皮
[00:06:39.180 --> 00:06:41.100]  從人骨頭上去剔肉
[00:06:41.100 --> 00:06:43.260]  難有別於以往赤裸裸的
[00:06:43.260 --> 00:06:45.260]  強制和壓迫
[00:06:45.260 --> 00:06:47.220]  今日21世紀的剝削
[00:06:47.220 --> 00:06:48.620]  很多時是披著
[00:06:48.620 --> 00:06:49.740]  效率
[00:06:49.740 --> 00:06:50.700]  選擇
[00:06:50.700 --> 00:06:52.380]  競爭的外衣
[00:06:52.380 --> 00:06:55.660]  成為一種系統性的壓榨和剝削
[00:06:55.660 --> 00:06:57.420]  使人難以察覺
[00:06:57.420 --> 00:06:59.220]  後果更加嚴重
[00:06:59.220 --> 00:07:02.860]  一家公司的老闆
[00:07:02.860 --> 00:07:04.740]  為達至最大利潤
[00:07:04.740 --> 00:07:07.140]  制定合理的業績KPI
