
[00:00:00.000 --> 00:00:04.000]  好多謝敬拜隊,好多謝AV Team 同埋C 事
[00:00:04.000 --> 00:00:06.000]  喺我哋當中服侍喎
[00:00:06.000 --> 00:00:12.000]  我覺得崇拜呢,其實真係帶領嗰個真係
[00:00:12.000 --> 00:00:14.000]  我哋嘅主人蘇基督喺度
[00:00:14.000 --> 00:00:18.000]  帶住我哋一齊去崇拜,一齊去敬拜
[00:00:18.000 --> 00:00:22.000]  點解呢?因為我準備講章
[00:00:22.000 --> 00:00:26.000]  跟住有首《減回應詩》嘅內容
[00:00:26.000 --> 00:00:30.000]  跟住我又交上畀大家,即係同工隊去預備
[00:00:30.000 --> 00:00:33.000]  跟住佢話,Karen,我唔知佢帶敬拜
[00:00:33.000 --> 00:00:37.000]  跟住佢話,我都係揀咗呢首歌喎
[00:00:37.000 --> 00:00:41.000]  即係好特別,我覺得成個過程
[00:00:41.000 --> 00:00:45.000]  其實睇到原來,即係喺當中原來我哋
[00:00:45.000 --> 00:00:47.000]  無論講道也好,敬拜也好
[00:00:47.000 --> 00:00:51.000]  原來成個崇拜帶領嗰個呢,都係主人蘇基督
[00:00:51.000 --> 00:00:53.000]  我覺得好特別畀我哋嘅經驗
[00:00:53.000 --> 00:00:57.000]  我唔知呢個係咪你嘅體驗
[00:00:57.000 --> 00:01:00.000]  不過好想我哋一齊喺崇拜裏面
[00:01:00.000 --> 00:01:02.000]  一齊去敬拜我哋嘅主
[00:01:02.000 --> 00:01:06.000]  一齊用我哋嘅時間聽上帝嘅教導
[00:01:06.000 --> 00:01:09.000]  好,我進入講道
[00:01:09.000 --> 00:01:14.000]  今個月嘅月題,其實我哋都係未轉季
[00:01:14.000 --> 00:01:17.000]  我哋通常就係完咗青少主日先會轉
[00:01:17.000 --> 00:01:21.000]  係咪?係啦,9月題
[00:01:21.000 --> 00:01:23.000]  月題唔係一季季?
[00:01:23.000 --> 00:01:28.000]  我哋仍然都係講緊吸引眼球嘅生命
[00:01:28.000 --> 00:01:33.000]  我自己仍然都係講緊聖經人物
[00:01:33.000 --> 00:01:35.000]  記唔記得我上次講緊邊個?
[00:01:35.000 --> 00:01:37.000]  有冇印象?
[00:01:37.000 --> 00:01:40.000]  我今次仍然都係講約書亞
[00:01:40.000 --> 00:01:43.000]  我哋繼續會用約書亞嘅經歷
[00:01:43.000 --> 00:01:45.000]  同埋佢嘅生命特質
[00:01:45.000 --> 00:01:47.000]  大家一齊去講下
[00:01:47.000 --> 00:01:50.000]  約書亞有咩生命特質呢?
[00:01:50.000 --> 00:01:52.000]  我哋可以去學習
[00:01:52.000 --> 00:01:54.000]  或者佢嘅經歷裏面,佢點樣去做決定
[00:01:54.000 --> 00:02:01.000]  我哋有冇需要去仿效上帝俾我哋嘅使命同埋吩咐
[00:02:01.000 --> 00:02:04.000]  聖經技術都介紹下約書亞
[00:02:04.000 --> 00:02:07.000]  約書亞其實係摩西嘅接班人
[00:02:07.000 --> 00:02:10.000]  一個好堅強嘅以色列領袖
[00:02:10.000 --> 00:02:14.000]  本身就已經係一個好出色嘅軍人
[00:02:14.000 --> 00:02:19.000]  喺摩西嘅年代,佢已經帶領住以色列人
[00:02:19.000 --> 00:02:23.000]  一齊去抗夜上高,一齊去對抗外敵
[00:02:23.000 --> 00:02:25.000]  去對抗敵人
[00:02:25.000 --> 00:02:28.000]  記唔記得其實我哋上年
[00:02:28.000 --> 00:02:31.000]  Transform Our Life 之前
[00:02:31.000 --> 00:02:34.000]  我哋嘅主題都有講到咁上下嘅嘢
[00:02:34.000 --> 00:02:36.000]  我哋係成為基督嘅精兵
[00:02:36.000 --> 00:02:38.000]  我唔知你仲記唔記得
[00:02:38.000 --> 00:02:41.000]  雖然我哋過咗
[00:02:41.000 --> 00:02:44.000]  但係你有冇朝住呢個方向
[00:02:44.000 --> 00:02:47.000]  成為基督嘅精兵呢個目標
[00:02:47.000 --> 00:02:49.000]  我哋點樣去做
[00:02:49.000 --> 00:02:52.000]  不過我哋今年嘅主題係
[00:02:52.000 --> 00:02:55.000]  Transform Our Life 即係我哋用生命嘅轉化
[00:02:55.000 --> 00:02:58.000]  去成為基督嘅精兵
[00:02:58.000 --> 00:03:01.000]  今日我想講嘅主題其實係
[00:03:01.000 --> 00:03:03.000]  今生勇士
[00:03:03.000 --> 00:03:06.000]  其實我諗咗好耐嘅主題係咩
[00:03:06.000 --> 00:03:10.000]  跟住我有幾個畀我太太去討論下
[00:03:10.000 --> 00:03:12.000]  今生勇士好冇
[00:03:12.000 --> 00:03:14.000]  佢又唔明我講咩
[00:03:14.000 --> 00:03:17.000]  係咪金州勇士啲friend
[00:03:17.000 --> 00:03:20.000]  其實唔係喎
[00:03:20.000 --> 00:03:23.000]  都真係其實我哋係一個
[00:03:23.000 --> 00:03:25.000]  即係喺世界上我哋作為基督徒
[00:03:25.000 --> 00:03:27.000]  我哋面對緊係一場屬靈嘅戰爭
[00:03:27.000 --> 00:03:30.000]  我哋點樣可以
[00:03:30.000 --> 00:03:32.000]  好似一個勇士咁樣去
[00:03:32.000 --> 00:03:34.000]  喺屬靈戰爭入面我哋能夠企得穩
[00:03:34.000 --> 00:03:37.000]  我哋能夠為主或者為咗
[00:03:37.000 --> 00:03:40.000]  靠佢主我哋嘅能力可以
[00:03:40.000 --> 00:03:43.000]  喺屬靈上真戰能夠仍然企喺度
[00:03:43.000 --> 00:03:45.000]  我哋唔係畀佢打低
[00:03:45.000 --> 00:03:47.000]  其實個主題係咩呢
[00:03:47.000 --> 00:03:49.000]  其實我想問一件事
[00:03:49.000 --> 00:03:53.000]  你甘心樂意成為主嘅勇士嗎
[00:03:53.000 --> 00:03:57.000]  喺呢場屬靈戰爭入面
[00:03:57.000 --> 00:03:59.000]  其實你問下你自己
[00:03:59.000 --> 00:04:01.000]  其實你係咪跟緊
