
[00:00:00.000 --> 00:00:02.000]  剛才在敬拜的時候
[00:00:02.000 --> 00:00:04.600]  因為講到神的恩典
[00:00:04.600 --> 00:00:07.600]  我回想起處於我生命裏面的恩典
[00:00:07.600 --> 00:00:10.600]  我忍不住不停地哭
[00:00:10.600 --> 00:00:13.100]  所以感謝聖靈的臨才
[00:00:13.100 --> 00:00:15.900]  讓我們可以一同去思想
[00:00:15.900 --> 00:00:17.600]  處境外在我們的生命裏面
[00:00:17.600 --> 00:00:19.100]  是怎樣帶領著我們
[00:00:19.100 --> 00:00:21.600]  怎樣去塑造我們的生命
[00:00:21.600 --> 00:00:25.600]  鼎姐妹你覺得要人信福音
[00:00:25.600 --> 00:00:27.600]  是否容易
[00:00:28.600 --> 00:00:30.600]  大家覺得容易嗎
[00:00:30.600 --> 00:00:34.600]  我覺得很難 很難 很不容易
[00:00:34.600 --> 00:00:37.600]  我想起我在讀大學的時候
[00:00:37.600 --> 00:00:39.600]  當時我還未信主
[00:00:39.600 --> 00:00:41.600]  有些同學向我傳福音
[00:00:41.600 --> 00:00:45.600]  我總覺得有件事很不服氣
[00:00:45.600 --> 00:00:47.600]  就是為何有些人這麼壞
[00:00:47.600 --> 00:00:50.600]  甚至有些十惡不赦的人
[00:00:50.600 --> 00:00:52.600]  只要他願意悔改
[00:00:52.600 --> 00:00:54.600]  就算他死那一刻才信主
[00:00:54.600 --> 00:00:55.600]  都可以上天堂
[00:00:55.600 --> 00:00:57.600]  這樣很不公平
[00:00:57.600 --> 00:00:59.600]  我當時是這樣想的
[00:00:59.600 --> 00:01:01.600]  我平時做得這麼好
[00:01:01.600 --> 00:01:03.600]  如果我因為沒有信主
[00:01:03.600 --> 00:01:05.600]  就得不到永生
[00:01:05.600 --> 00:01:08.600]  有沒有搞錯 很不公平
[00:01:08.600 --> 00:01:10.600]  我還立了一個誌
[00:01:10.600 --> 00:01:13.600]  就是我不會讓自己在報道會中
[00:01:13.600 --> 00:01:15.600]  缺志信主
[00:01:15.600 --> 00:01:18.600]  因為我覺得那個場景太過情緒化
[00:01:18.600 --> 00:01:20.600]  亦都有身邊朋友的壓力
[00:01:20.600 --> 00:01:23.600]  所以我就不想在那裏去信主
[00:01:23.600 --> 00:01:25.600]  實在有我自己的執著
[00:01:25.600 --> 00:01:29.600]  當時的盲點就是我不明白神的愛
[00:01:29.600 --> 00:01:31.600]  因為神是叫日頭
[00:01:31.600 --> 00:01:33.600]  召好人亦召歹人
[00:01:33.600 --> 00:01:37.600]  降雨給義人亦給不義的人的神
[00:01:37.600 --> 00:01:39.600]  神是愛所有的人
[00:01:39.600 --> 00:01:41.600]  我當時也看不到
[00:01:41.600 --> 00:01:43.600]  如果要算公平
[00:01:43.600 --> 00:01:45.600]  我自己應該也上不了天堂
[00:01:45.600 --> 00:01:47.600]  是不是想這樣
[00:01:47.600 --> 00:01:52.600]  偏執和困在自己一些有限的思考當中
[00:01:52.600 --> 00:01:56.600]  是其中一個原因令我拒絕了主很久
[00:01:56.600 --> 00:01:59.600]  不去迎接主的祝福
[00:01:59.600 --> 00:02:04.600]  今天的講道是展現上帝國度成為基督徵兵系列的粵題
[00:02:04.600 --> 00:02:07.600]  突破自我限制去學習愛
[00:02:07.600 --> 00:02:09.600]  講題和粵題很相似
[00:02:09.600 --> 00:02:13.600]  就是突破自我限制學習愛與被愛
[00:02:13.600 --> 00:02:17.600]  我們會透過馬可福音7章24-37節
[00:02:17.600 --> 00:02:19.600]  主耶穌有兩個事蹟
[00:02:19.600 --> 00:02:21.600]  一起來看看有什麼難阻呢
[00:02:21.600 --> 00:02:24.600]  阻礙我們去愛、去傳遞祝福
[00:02:24.600 --> 00:02:30.600]  有什麼難阻阻礙我們自己去經歷被愛、經歷祝福呢
[00:02:30.600 --> 00:02:35.600]  我們一起來讀馬可福音7章24-27節
[00:02:35.600 --> 00:02:39.600]  耶穌從那裡起身往推羅境內去
[00:02:39.600 --> 00:02:42.600]  進了一家他不願意人知道
[00:02:42.600 --> 00:02:43.600]  卻隱藏不住
[00:02:43.600 --> 00:02:45.600]  立刻有一個婦人
[00:02:45.600 --> 00:02:47.600]  她的小女兒被污淩附著
[00:02:47.600 --> 00:02:49.600]  一聽見耶穌的事
[00:02:49.600 --> 00:02:51.600]  就來俯伏在她腳前
[00:02:51.600 --> 00:02:53.600]  這婦人是希臘人
[00:02:53.600 --> 00:02:55.600]  屬敘利亞的肥尼基族
[00:02:55.600 --> 00:02:59.600]  她求耶穌從她女兒身上講出那鬼
[00:02:59.600 --> 00:03:00.600]  耶穌對她說
[00:03:00.600 --> 00:03:02.600]  讓孩子們先吃飽
[00:03:02.600 --> 00:03:06.600]  那孩子的餅標給小狗吃是不妥的
[00:03:06.600 --> 00:03:08.600]  24節開頭的那裡
[00:03:08.600 --> 00:03:11.600]  根據前文是指格尼薩那
[00:03:11.600 --> 00:03:13.600]  即是加利利海附近的地方
[00:03:13.600 --> 00:03:17.600]  而推羅西頓就是加利利海的西北邊
[00:03:17.600 --> 00:03:19.600]  當時是外邦人的地方
[00:03:19.600 --> 00:03:23.600]  所以主耶穌這一刻跨越了猶太人的地方
[00:03:23.600 --> 00:03:25.600]  去到外邦人的地方
[00:03:25.600 --> 00:03:28.600]  有一個婦人來找主耶穌
[00:03:28.600 --> 00:03:31.600]  求耶穌幫她的女兒講鬼
[00:03:31.600 --> 00:03:32.600]  故事來到這裡
[00:03:32.600 --> 00:03:35.600]  如果我告訴大家結局是
[00:03:35.600 --> 00:03:38.600]  主耶穌沒有去到這個婦人的家
[00:03:38.600 --> 00:03:40.600]  只是說了一句話
[00:03:40.600 --> 00:03:43.600]  就趕走了婦人女兒身上的鬼
[00:03:43.600 --> 00:03:45.600]  你會有什麼反應
[00:03:45.600 --> 00:03:47.600]  其實你可能會說
[00:03:47.600 --> 00:03:49.600]  有什麼奇怪
[00:03:49.600 --> 00:03:52.600]  確實不是那麼奇怪
[00:03:52.600 --> 00:03:54.600]  因為其實馬可福音第一章
[00:03:54.600 --> 00:03:56.600]  主耶穌已經吩咐過
[00:03:56.600 --> 00:03:58.600]  污淩在人的身上出來
[00:03:58.600 --> 00:04:00.600]  第四章平靜風浪
[00:04:00.600 --> 00:04:04.600]  五至六章是拉三尾
[00:04:04.600 --> 00:04:06.600]  就會得醫治等等的神蹟
[00:04:06.600 --> 00:04:08.600]  有什麼主會做不到的呢
[00:04:08.600 --> 00:04:10.600]  那確實是
[00:04:10.600 --> 00:04:13.600]  馬可這次又寫多一個
[00:04:13.600 --> 00:04:15.600]  寄多一個神蹟
[00:04:15.600 --> 00:04:16.600]  做什麼呢
[00:04:16.600 --> 00:04:18.600]  要答這個問題
[00:04:18.600 --> 00:04:20.600]  我們要先問三個問題
[00:04:20.600 --> 00:04:21.600]  第一
[00:04:21.600 --> 00:04:23.600]  這個婦人是什麼身份
[00:04:23.600 --> 00:04:24.600]  第二
[00:04:24.600 --> 00:04:27.600]  主耶穌怎樣回應這個婦人的要求呢
[00:04:27.600 --> 00:04:28.600]  第三
[00:04:28.600 --> 00:04:31.600]  這件事之前發生過什麼事
[00:04:31.600 --> 00:04:33.600]  我們一起來看
[00:04:33.600 --> 00:04:36.600]  26節裡說到這個婦人是希臘人
[00:04:36.600 --> 00:04:38.600]  敘利亞的肥尼基族
[00:04:38.600 --> 00:04:40.600]  特別強調她的身份
[00:04:40.600 --> 00:04:41.600]  不是猶太人
[00:04:41.600 --> 00:04:43.600]  是外邦人
[00:04:43.600 --> 00:04:44.600]  第二
[00:04:44.600 --> 00:04:47.600]  主耶穌怎樣回應這個外邦婦人的求助呢
[00:04:47.600 --> 00:04:49.600]  耶穌對婦人說
[00:04:49.600 --> 00:04:51.600]  讓孩子們先吃飽
[00:04:51.600 --> 00:04:52.600]  拿孩子的餅
[00:04:52.600 --> 00:04:55.600]  叼給小狗吃是不妥的
[00:04:55.600 --> 00:05:00.600]  主的回答有沒有令到你有點意外
[00:05:00.600 --> 00:05:02.600]  我們認識的主不是這樣跟人說話的
[00:05:02.600 --> 00:05:04.600]  向他求助的人這樣說話的
[00:05:04.600 --> 00:05:06.600]  這個態度的問題
[00:05:06.600 --> 00:05:08.600]  我們一會兒再處理
[00:05:08.600 --> 00:05:11.600]  我們看看這句話的內容
[00:05:11.600 --> 00:05:16.600]  主這句話裡有兩個角色是什麼
[00:05:16.600 --> 00:05:20.600]  是孩子和狗
[00:05:20.600 --> 00:05:25.600]  學者認為狗是當時猶太人對外邦人一種蔑視的稱呼
[00:05:25.600 --> 00:05:29.600]  而孩子或者和合本所譯作的兒女
[00:05:29.600 --> 00:05:32.600]  就是代表猶太人
[00:05:32.600 --> 00:05:35.600]  孩子的餅又代表什麼呢
[00:05:35.600 --> 00:05:37.600]  是代表主的恩典
[00:05:37.600 --> 00:05:39.600]  也代表主自己
[00:05:39.600 --> 00:05:44.600]  因為主就是神兒女生命的糧
[00:05:44.600 --> 00:05:48.600]  餵養兒女比餵養狗優先的意思
[00:05:48.600 --> 00:05:51.600]  是表明救恩才會臨到猶太人
[00:05:51.600 --> 00:05:53.600]  然後才到外邦人
[00:05:53.600 --> 00:05:56.600]  大家請留意很重要的一點
[00:05:56.600 --> 00:05:59.600]  主耶穌不是說外邦人沒有份
[00:05:59.600 --> 00:06:02.600]  而是次序上後過猶太人
[00:06:02.600 --> 00:06:05.600]  但這對當時的猶太人來說也是震撼的
[00:06:05.600 --> 00:06:09.600]  因為當時的猶太人是視外邦人是不潔之民
[00:06:09.600 --> 00:06:10.600]  是在救恩之外的
[00:06:10.600 --> 00:06:12.600]  應該沒有份才對
[00:06:12.600 --> 00:06:16.600]  第三個問題是這件事之前發生過什麼事
[00:06:16.600 --> 00:06:21.600]  在馬學福音七章一至二十三節記載了什麼呢
[00:06:21.600 --> 00:06:27.600]  原來是記載了主耶穌和對法利塞人和民事
[00:06:27.600 --> 00:06:30.600]  有關潔和不潔的教訓
[00:06:30.600 --> 00:06:33.600]  是在拆毀他們重視行為
[00:06:33.600 --> 00:06:38.600]  但輕視內心的這種本末倒置和表裡不一的虛偽
[00:06:38.600 --> 00:06:43.600]  來到這裡主耶穌繼續在做拆毀的工作
[00:06:43.600 --> 00:06:46.600]  他要拆毀猶太人對外邦人的偏見
[00:06:46.600 --> 00:06:50.600]  拆毀猶太人和外邦人之間這一幢救恩的牆
[00:06:50.600 --> 00:06:54.600]  其實這也關係到人的潔和不潔的問題
[00:06:54.600 --> 00:06:58.600]  所以這裡主祭是跨越了地理的疆界
[00:06:58.600 --> 00:07:04.600]  其實也是跨越了人錯誤畫出來的疆界和框框
[00:07:04.600 --> 00:07:08.600]  要跨越自己固有的想法絕對不容易
[00:07:08.600 --> 00:07:11.600]  而且有時不是我們不想聽主的話
[00:07:11.600 --> 00:07:14.600]  而是看不到自己的偏執或者盲點
[00:07:14.600 --> 00:07:17.600]  就好像我開始分享我自己
[00:07:17.600 --> 00:07:22.600]  我就是因為我自己的偏執和盲點拒絕了神的禮物很久
[00:07:22.600 --> 00:07:28.600]  我還記得我剛剛信主的時候去做一個分享見證
[00:07:28.600 --> 00:07:31.600]  有人就即場問我說
[00:07:31.600 --> 00:07:36.600]  Wesley 你有生以來最後悔的是什麼事
[00:07:36.600 --> 00:07:39.600]  我相信當時是聖靈的感動
[00:07:39.600 --> 00:07:42.600]  我是完全不假思索地回答
[00:07:42.600 --> 00:07:46.600]  我最後悔的是今次才信主
[00:07:46.600 --> 00:07:50.600]  信了主的人是不是就沒有偏執
[00:07:50.600 --> 00:07:53.600]  沒有盲點或者隔著其他人的尾巴
[00:07:53.600 --> 00:07:55.600]  我相信大家都知道不是的
[00:07:55.600 --> 00:07:58.600]  我們仍然會對人有一些成見
[00:07:58.600 --> 00:08:00.600]  會有一些不喜歡
[00:08:00.600 --> 00:08:03.600]  特別有些人可能在工作上壓迫過你
[00:08:03.600 --> 00:08:05.600]  或者在壓迫你
[00:08:05.600 --> 00:08:08.600]  可能是在生活中對你造成一些傷害
[00:08:08.600 --> 00:08:12.600]  有些人我們根本沒興趣去接近他
[00:08:12.600 --> 00:08:15.600]  更加不要說向他傳福音
[00:08:15.600 --> 00:08:18.600]  弟弟姐妹那些令你不舒服
[00:08:18.600 --> 00:08:21.600]  不喜歡甚至受傷害的人
[00:08:21.600 --> 00:08:24.600]  可能正正就是很需要福音的人
[00:08:24.600 --> 00:08:27.600]  他們很可能都是世界的受害者、被罪者
[00:08:27.600 --> 00:08:29.600]  他們身上有很多的苦毒
[00:08:29.600 --> 00:08:31.600]  身上有很多的刺
[00:08:31.600 --> 00:08:33.600]  我們不喜歡的人
[00:08:33.600 --> 00:08:36.600]  可能還包括某些種族、膚色
[00:08:36.600 --> 00:08:38.600]  或者某些地域的人
[00:08:38.600 --> 00:08:41.600]  我們都可能會好像猶太人一樣
