
[00:00:00.000 --> 00:00:09.000]  在這個時候,我也很想跟大家說一個神賜己的神蹟。
[00:00:09.000 --> 00:00:24.000]  大概六年前,有一次我講完道,崇拜完了,到樓下的時候,有一個弟兄走來跟我說,牧師你可不可以為我禱告?
[00:00:24.000 --> 00:00:45.000]  他告訴我,他在大陸下來,他在上面工作,下來就是因為見醫生要聽他的報告,聽他的報告的時候,他心裏面很難過,需要我去禱告。
[00:00:45.000 --> 00:01:12.000]  醫生告訴他,Raymond如果你患癌症,我都容易開口告訴你,你可以怎樣去醫,但你今天患的不是任何這些症,是一種叫做自唔動人症。
[00:01:12.000 --> 00:01:29.000]  他說按照他自己的經歷,在過去的裏面,每一次他都用一個無助、無能去面對這些病人。
[00:01:29.000 --> 00:01:49.000]  我見到Raymond的時候,我跟他說,Raymond我們的生命不是掌握在醫生的手裏面,也不是掌握在任何人的手裏面,是掌握在神的手裏面。
[00:01:49.000 --> 00:02:05.000]  我跟著為他禱告,禱告完之後,我就問他,Raymond如果你有健康的一天,你仍然可以說話,可以走路,可以走路,你可不可以跟我?
[00:02:05.000 --> 00:02:15.000]  我去哪個地方報道,你就跟我去哪個地方,分享你自己的經歷見證。
[00:02:15.000 --> 00:02:33.000]  他說他願意,從那時候開始,我去馬鞍山,他就跟著去馬鞍山,我去元朗,他就跟我去元朗,我去東九,他就跟著去東九,我在恩福港,他就跟著去這裡。
[00:02:33.000 --> 00:03:01.000]  過去他去了很多不同的教會,分享他的經歷見證,我告訴大家,在他的身上已經見到一個神蹟,醫生告訴他,通常這些病兩年到四年,但是今天Raymond已經六年以上,他仍然被神去用。
[00:03:01.000 --> 00:03:16.000]  今天,在我開始上講壇前,他帶了一班跟他一樣患這種病的同路人,我很感動。
[00:03:16.000 --> 00:03:39.000]  我在這個地方,想大家用熱烈的掌聲歡迎Steven,還有好幾個Raymond的同路人在我們當中,歡迎他們。
[00:03:39.000 --> 00:03:55.000]  另外,當然有我們的姐妹Becky也在當中,我盼望日後KK和Becky都可以成為你們的同路人,彼此互相去照應,關心。
[00:03:55.000 --> 00:04:23.000]  在在當中有誰,你能夠抽到時間,願意來不來陪陪他們,可能帶他們出入去看病,或者什麼,或者來教會,有多少願意的,我都盼望你們表示一下,以至Raymond和Frank都可以認識你們,日後可以安排更多人手照顧這些極之有需要的人。
[00:04:23.000 --> 00:04:35.000]  有多少願意的,可不可以舉手。我希望你們在聚會後寫下你們的名字,交給我們教會,我們會跟Raymond聯絡。
[00:04:35.000 --> 00:04:47.000]  另一方面,我也在此歡迎第一次在我們當中崇拜的來賓,有多少是第一次崇拜的,我都請你舉一舉手,讓我們認識你們。有嗎?有。
[00:04:47.000 --> 00:05:13.000]  站起來,我們一起用熱烈的掌聲歡迎他們。感謝神。我們教會有一些禮物,也有一個新來賓的表給你們,盼望你們填寫了之後,待會交回來教會,以致我們可以繼續跟你們聯絡。請大家低頭,我們一起禱告。
[00:05:13.000 --> 00:05:30.000]  主耶穌,多謝你的恩典,在你裡面永遠沒有絕路,實際上這個世界無論多亂七八糟,在你裡面仍然有活路,有盼望。
[00:05:30.000 --> 00:05:49.000]  我多謝你給我們的應許,而你自己的應許不是單說的,你是做得到的。多謝你。我們聽我們的禱告,預備我們的心去聽你自己的話,奉耶穌基督的命卻。阿們。
[00:05:49.000 --> 00:06:01.000]  因為是第一次,過年之後第一次跟大家講道,我也要祝福大家,舍蓮,到底怎樣恭喜大家好呢?
[00:06:01.000 --> 00:06:16.000]  開頭的兩句是我們的根基,靜心然聖道,見佈根主宗,好像Raymond一樣,也好像我們很多弟兄姊妹一樣,這樣來服侍。
[00:06:16.000 --> 00:06:29.000]  接著下面就是舍蓮我的公主語,靈巧像蛇,純良像鴿,世界變幻,處變不驚。
[00:06:29.000 --> 00:06:45.000]  我講完這次,你看到這個世界,你不怕也很難,但是告訴大家,我們真的不需要怕,應該怕的,是令人怕的人更加要怕。
[00:06:45.000 --> 00:07:01.000]  舍蓮怎樣過呢?是因為戰爭影響,生意不景,通貨膨脹,前途未卜,失業率高企,建造業是重災區,政府的財政繼續不斷增加。
[00:07:01.000 --> 00:07:17.000]  不只是香港,是世界性,全球,世局不明朗,危機重重,但是我發覺舍蓮一開始的時候,她就先帶了一個好消息給今天很多的人。
[00:07:17.000 --> 00:07:41.000]  這個消息就是,自從因為中國一位藝人王星被拐劫持,做人質,中國連同其他五個東南亞國家聯合的行動,就搗破了在緬甸境內三不管地帶。
[00:07:41.000 --> 00:08:03.000]  就是妙底亞阿波羅園區最大型的網騙中心,你沒辦法想得到,在這次的行動,拘捕七萬人,都是參與網騙,七萬人,然後救回人質有一百六十多。
[00:08:03.000 --> 00:08:17.000]  但是值得憂慮的,就是因為這件事爆了出來,原來不只是這些犯法的人在犯法,那些沒有被捕的人,我們更加擔心。
[00:08:17.000 --> 00:08:28.000]  為什麼?因為相關的國家,連警務人員,甚至帶領者,都參與在這些犯罪的行徑裡面。
[00:08:28.000 --> 00:08:48.000]  是因為這樣,我為了現在的跟進,我都請大家繼續的禱告,中國和泰國兩邊的警方都已經開始有這個行動,希望連根拔起,將這些犯罪的人拿走。
[00:08:48.000 --> 00:09:11.000]  這個就是一個網騙,禁錮,拐帶的犯罪中心。實際上,緬甸一向都是一個山不管地帶,現在胡作非為,仍然存在,那些軍人完全不受管制,他們是犯罪的分子。
[00:09:11.000 --> 00:09:20.000]  另一方面,除了這些之外,我們看到整個世界的局勢都在動盪和變化中。
[00:09:20.000 --> 00:09:38.000]  最近選舉裡面,就讓我們看到,越來越多歐洲的國家浮現出來,是極右派開始抬頭,而且影響力越來越大,越來越多人支持極右這些政黨。
[00:09:38.000 --> 00:10:02.000]  為什麼會這樣呢?因為失業問題,現在的政府始終解決不了,經濟不景,通脹薪水追不上,貧富懸殊,失業率高企,難民的問題,俄烏戰爭,拖垮了歐洲整個的經濟,包括原油,天然氣等等。
[00:10:02.000 --> 00:10:31.000]  物價就繼續不斷暴升,特朗普上台之後,兵上架上,為什麼呢?因為我們看到,他講明了,還沒上台都已經聲明,上台之後是破紀錄,有史以來從來沒有一個總統在這麼短時間裡面,簽這麼多的行政命令,而這些行政命令有很多東西,我們都知道。
[00:10:31.000 --> 00:10:53.000]  哇,這樣都行,你可能這樣,不分敵友,所有在貿易上賺美國錢的國家,就是說,他賺美國的錢,是多過美國賺他們的錢,這些國家全部要徵稅。
[00:10:53.000 --> 00:11:20.000]  第二,所有非法的移民,逐出美國,第三,取消那些在美國出生,但父母不是美籍的,這些公民的資格,是馬上取消的。還有,買下格陵蘭。第二,另外還有,加拿大成為他們第51個州,你有沒有聽過,整個國家,這個國家土地差不多美國一樣,甚至大過美國。
[00:11:20.000 --> 00:11:42.000]  他說,你成為我們第51個州,那就不加徵你25%的稅,如果不是,我就要加稅。第五,離岸200公里,上一任的政府就說明了是不可以鑽探和開採,他現在推翻了一條,要開採,原因是什麼呢?他們需要原油。
[00:11:42.000 --> 00:12:00.000]  第六,墨西哥灣為什麼叫做Mexican Bay,應該叫做American Bay,是美國灣。另外,他更加提出要接管加沙,全球震盪,這些消息更加震盪。
[00:12:00.000 --> 00:12:27.000]  Fire the judges,國際刑事法庭,這些法官,全部解僱他們。還有,當他有一次去參加一間教會,他們聚會的時候,這間教會叫做Episcopal Church,
[00:12:27.000 --> 00:12:52.000]  那個牧者就勸他,I ask you to have mercy upon the people in our country, who are scared,這些人包括什麼人呢?他們沒有真正的合意的簽證,合意的身份,
[00:12:52.000 --> 00:13:12.000]  但是他們是fear for their lives,這些人不是全部壞人,他們大部分是很好的鄰舍,對我們國家有很多的貢獻,是good neighbors。
[00:13:12.000 --> 00:13:40.000]  然後,特朗普的反應就是,這個人是radical left,hardline,另外是Trump hater,因為這樣,還說他是ungracious,表達上是非常差,
[00:13:40.000 --> 00:13:56.000]  是nasty,和not compelling,or smart,所以就要求他和他的教會,馬上apologize,要道歉。
[00:13:56.000 --> 00:14:15.000]  在今天,我先後都有很多美國的朋友和我說,未來有很長時間會亂,就是美國,現在的官司接二連三。
[00:14:15.000 --> 00:14:34.000]  官司首先打出來的就是,一個個州反對馬上取消那些在美國出生,但父母不是公民的,那些人的公民資格,是因為這樣的緣故就hold住,暫時未實行。
[00:14:34.000 --> 00:14:54.000]  但實際上,那些是非法移民,現在已經到處在抓人,沒有一個州例外,那些稍為慢一點的,連那些警務人員,那些官全部能解僱,換新的人。
[00:14:54.000 --> 00:15:14.000]  他們有些人本來都是,因為看到他不支持性傾向那些東西,不支持那些墮胎的條例,到初都是想著兩者之間都選一個就選他,但他說現在後悔。
[00:15:14.000 --> 00:15:34.000]  我跟他們說,越以為自己了不起的這些人,他最終是會起不了,我跟他們說有心理準備,他捱得到四年已經是神跡了。
[00:15:34.000 --> 00:15:55.000]  大家都禱告,不過做生意的人,他們就擔心,接下來怎麼做呢?關稅的問題這麼重,過去都有些,我都說了,是一些收了稅款之後有退稅的,因為後來沒有收。
[00:15:55.000 --> 00:16:12.000]  做生意的人就不會連累那些退稅,成為他們最大筆的收入,現在政府已經說明不會有退稅,所以他們就難上加難,除非他們不是做美國的生意。
[00:16:12.000 --> 00:16:30.000]  但另一些朋友,他在教大學,他又跟我說,Patrick,做生意最重要是誠信,有關係就無所謂,如果你不重關係的時候,是得不償失。
[00:16:30.000 --> 00:16:46.000]  我跟著說,你會信美國是因為這樣得不償失,他說很明顯,他不但賺不回頭,他還會越損失越大。
[00:16:46.000 --> 00:17:04.000]  另一些人在美國,問我一個問題,他是不是未來的狄基督呢?我跟他說,有一部分像,不等於全部都像。
[00:17:04.000 --> 00:17:14.000]  到底有哪部分是像的呢?《耳塞書》十四章十二至十五節,這件事是很像的。
[00:17:14.000 --> 00:17:28.000]  明亮之星,早晨之子,這個從天墜落的人,他被撞倒在地上,有什麼像呢?就是十三和十四節,這兩節經文,很像。
[00:17:28.000 --> 00:17:44.000]  我們一起讀,你心裡曾說,我要升到天上,我要高舉我的寶座,在神眾星以上,我要坐在聚會的山上,在北方的極處,我要升到高雲之上,我要與至上者同等。
[00:17:44.000 --> 00:17:56.000]  其實這個是歷史上,巴比倫的皇帝,他曾經是這樣做,雖然有人問,這個是不是撒旦呢?
[00:17:56.000 --> 00:18:03.000]  我就告訴他,你要看上文,再看下理,你就知道他不是撒旦,是巴比倫王。
[00:18:03.000 --> 00:18:15.000]  但是,十五節就說,然而,你必墜落陰間,到坑中極深之處。到底這個是誰呢?上文告訴我們,他是巴比倫王。
[00:18:15.000 --> 00:18:32.000]  《耳塞書》十四章第三節,當耶和華說,使你脫離受苦煩惱,並人勉強你做苦工,得享安息的日子,你必提者詩歌,論巴比倫王。
[00:18:32.000 --> 00:18:43.000]  然後就繼續說下去。第二,下理告訴我們,這個不是撒旦,是針對當時的巴比倫王來說的。
[00:18:43.000 --> 00:18:55.000]  列國的君王,驅國在自己陰宅的榮耀裡,是將他與列國君王相提並論,換句話來說,他應該也是君王。
[00:18:55.000 --> 00:19:15.000]  但唯獨你被拋棄,不得入你的墳墓,好像可憎的資質,以被殺的人為醫,就是被刀刺頭,墜落坑中石頭拿淚,你又像被踐踏的屍首一樣,你不得與君王同葬,因為你敗壞你的國,殺戮你的民。
