
[00:00:00.000 --> 00:00:05.000]  我們今天來思想一個題目
[00:00:05.000 --> 00:00:10.000]  就是在經歷中體驗神的臨在
[00:00:10.000 --> 00:00:13.000]  我們一起來祈禱吧
[00:00:13.000 --> 00:00:17.000]  星爺天父我們滿心感謝你
[00:00:17.000 --> 00:00:21.000]  今天我們又可以回來實體來聚會
[00:00:21.000 --> 00:00:24.000]  感謝你給我們身心靈
[00:00:24.000 --> 00:00:28.000]  有書場來敬拜
[00:00:28.000 --> 00:00:32.000]  多謝主剛才藉著詩歌
[00:00:32.000 --> 00:00:35.000]  我們的心靈來向著你
[00:00:35.000 --> 00:00:38.000]  願你賜下你自己的信息
[00:00:38.000 --> 00:00:40.000]  感動和帶領
[00:00:40.000 --> 00:00:46.000]  讓我們的心靈能夠真實地與你同在
[00:00:46.000 --> 00:00:50.000]  讓我們能夠領受你的信息的時候
[00:00:50.000 --> 00:00:54.000]  我們就能夠走在生活裡面
[00:00:54.000 --> 00:00:58.000]  讓我們的生命見證你 榮耀你 傳揚你
[00:00:58.000 --> 00:01:00.000]  願你祝福 帶領以下時間
[00:01:00.000 --> 00:01:02.000]  我們誠心獻上禱告
[00:01:02.000 --> 00:01:04.000]  奉耶穌基督的名求
[00:01:04.000 --> 00:01:05.000]  阿門
[00:01:05.000 --> 00:01:11.000]  弟兄姊妹
[00:01:11.000 --> 00:01:19.000]  說到體驗神的臨在
[00:01:19.000 --> 00:01:23.000]  不知道你們會不會覺得很抽象呢
[00:01:23.000 --> 00:01:27.000]  或者會不會覺得很難觸摸呢
[00:01:27.000 --> 00:01:34.000]  今天我會說在經歷中體驗神的臨在
[00:01:34.000 --> 00:01:39.000]  神的臨在是在經歷中可以體驗到的
[00:01:39.000 --> 00:01:43.000]  這樣會不會沒那麼抽象呢
[00:01:43.000 --> 00:01:50.000]  會不會對神的臨在有一種實在感呢
[00:01:52.000 --> 00:01:55.000]  最近我家裡也經歷了一件神蹟
[00:01:55.000 --> 00:01:58.000]  令我 或者整個家
[00:01:58.000 --> 00:02:02.000]  都很真實地感受到神的臨在
[00:02:02.000 --> 00:02:05.000]  今年年初我大哥
[00:02:05.000 --> 00:02:07.000]  第一次抽血檢查
[00:02:07.000 --> 00:02:11.000]  也是在沒有什麼病患的徵象之下
[00:02:11.000 --> 00:02:14.000]  發現患了肝癌
[00:02:14.000 --> 00:02:17.000]  而且腫瘤有13.7厘米
[00:02:17.000 --> 00:02:20.000]  因為腫瘤太大了
[00:02:20.000 --> 00:02:23.000]  醫生說沒辦法處理
[00:02:23.000 --> 00:02:28.000]  我大哥幾年前患過前列腺癌
[00:02:28.000 --> 00:02:30.000]  但已經康復了
[00:02:30.000 --> 00:02:35.000]  這次又不是癌細胞轉移
[00:02:35.000 --> 00:02:38.000]  而我大哥也是不煙不酒
[00:02:38.000 --> 00:02:40.000]  經常做運動
[00:02:40.000 --> 00:02:45.000]  他的身體保持得也不錯
[00:02:45.000 --> 00:02:49.000]  為什麼有病患臨到呢
[00:02:49.000 --> 00:02:51.000]  真是很費解
[00:02:51.000 --> 00:02:55.000]  當我們知道大哥患肝癌的消息
[00:02:55.000 --> 00:02:58.000]  又無法處理的時候
[00:02:58.000 --> 00:03:01.000]  我們一家人都感到很灰暗
[00:03:01.000 --> 00:03:04.000]  於是我們就祈禱
[00:03:04.000 --> 00:03:08.000]  尋求神的看顧和指引
[00:03:08.000 --> 00:03:11.000]  後來有醫生介紹了一種
[00:03:11.000 --> 00:03:13.000]  正在研究當中
[00:03:13.000 --> 00:03:16.000]  是專治肝癌的大腫瘤
[00:03:16.000 --> 00:03:19.000]  叫做雙面液療法
[00:03:19.000 --> 00:03:23.000]  病人一定要符合某些條件
[00:03:23.000 --> 00:03:26.000]  才可以用這個方法治療
[00:03:26.000 --> 00:03:30.000]  過去有十個人做過這個療法
[00:03:30.000 --> 00:03:32.000]  有六個人康復了
[00:03:32.000 --> 00:03:34.000]  而我大哥的情況
[00:03:34.000 --> 00:03:37.000]  符合可以用這個療法的條件
[00:03:37.000 --> 00:03:42.000]  於是他就接受這個治療
[00:03:42.000 --> 00:03:46.000]  我們一家人也一起來祈禱
[00:03:46.000 --> 00:03:49.000]  在我們家裡一半信了主
[00:03:49.000 --> 00:03:52.000]  但一半還是未信主
[00:03:52.000 --> 00:03:54.000]  我們也一起祈禱
[00:03:54.000 --> 00:03:57.000]  我們家人也感到
[00:03:57.000 --> 00:04:02.000]  有這個療法可以面對這麼大的腫瘤
[00:04:02.000 --> 00:04:05.000]  也感到有一線曙光
[00:04:05.000 --> 00:04:09.000]  由年初的治療到現在
[00:04:09.000 --> 00:04:15.000]  上個月發現腫瘤完全消失了
[00:04:15.000 --> 00:04:17.000]  肝功能正常
[00:04:17.000 --> 00:04:20.000]  癌指數也大幅降低
[00:04:20.000 --> 00:04:23.000]  恢復到正常的狀態
[00:04:23.000 --> 00:04:26.000]  醫生說是奇蹟
[00:04:26.000 --> 00:04:28.000]  我哥哥也是信主的
[00:04:28.000 --> 00:04:30.000]  他感恩
[00:04:30.000 --> 00:04:34.000]  因為治療的變數很多
[00:04:34.000 --> 00:04:35.000]  有人會好
[00:04:35.000 --> 00:04:37.000]  有人是不會好
[00:04:37.000 --> 00:04:39.000]  我哥哥認為這是神職
[00:04:39.000 --> 00:04:43.000]  是神對他的厚愛
[00:04:43.000 --> 00:04:45.000]  藉著這個經歷
[00:04:45.000 --> 00:04:49.000]  我們一家人也體驗到神的臨在
[00:04:49.000 --> 00:04:53.000]  我們也很讚美神大臨的醫治
[00:04:53.000 --> 00:04:57.000]  以上這些從體驗裡面去體驗神的臨在
[00:04:57.000 --> 00:05:00.000]  是很明顯和很特別
[00:05:00.000 --> 00:05:06.000]  但其實神會向每一個人
[00:05:06.000 --> 00:05:09.000]  都會顯示他的臨在
[00:05:09.000 --> 00:05:17.000]  請問你有沒有在經歷裡面體驗神的臨在
[00:05:17.000 --> 00:05:20.000]  我看到有人點頭
[00:05:20.000 --> 00:05:21.000]  有啊
[00:05:21.000 --> 00:05:24.000]  而且神時時都是臨在
[00:05:24.000 --> 00:05:26.000]  但你有沒有體驗到
[00:05:26.000 --> 00:05:27.000]  有沒有發現到
[00:05:27.000 --> 00:05:32.000]  有沒有經歷到呢
[00:05:32.000 --> 00:05:37.000]  今天我們就從聖經記載的兩位姊妹
[00:05:37.000 --> 00:05:40.000]  瑪利亞和以利沙伯的事蹟
[00:05:40.000 --> 00:05:46.000]  看看他們怎樣在經歷裡面體驗神的臨在
[00:05:46.000 --> 00:05:51.000]  當中我們可以有什麼領悟和學習
[00:05:51.000 --> 00:05:53.000]  以下我們看一段經文
[00:05:53.000 --> 00:05:59.000]  是路加福音一章26至45節
[00:05:59.000 --> 00:06:03.000]  我們用時間慢慢讀這段經文
[00:06:04.000 --> 00:06:06.000]  (文字)
[00:06:06.000 --> 00:06:08.000]  (文字)
[00:06:08.000 --> 00:06:36.000]  (文字)
[00:06:36.000 --> 00:06:44.000]  (文字)
[00:06:44.000 --> 00:06:45.000]  (文字)
[00:06:45.000 --> 00:07:13.000]  (文字)
[00:07:13.000 --> 00:07:19.000]  (文字)
[00:07:19.000 --> 00:07:20.000]  (文字)
[00:07:20.000 --> 00:07:33.000]  (文字)
[00:07:33.000 --> 00:07:34.000]  (文字)
[00:07:34.000 --> 00:07:47.000]  (文字)
[00:07:47.000 --> 00:07:52.000]  (文字)
[00:07:52.000 --> 00:07:59.000]  (文字)
[00:07:59.000 --> 00:08:03.000]  (文字)
[00:08:03.000 --> 00:08:15.000]  (文字)
[00:08:15.000 --> 00:08:22.000]  (文字)
[00:08:22.000 --> 00:08:33.000]  (文字)
[00:08:33.000 --> 00:08:38.000]  (文字)
[00:08:38.000 --> 00:08:55.000]  (文字)
[00:08:55.000 --> 00:09:00.000]  路加福音一章五至二十五節
[00:09:00.000 --> 00:09:05.000]  講到天使向年紀老邁敬虔
[00:09:05.000 --> 00:09:08.000]  但沒有兒女的祭司
[00:09:08.000 --> 00:09:12.000]  夫婦撒加利亞和以利沙伯宣告
[00:09:12.000 --> 00:09:16.000]  他們會有一個兒子約翰
[00:09:16.000 --> 00:09:19.000]  未來會出生
[00:09:19.000 --> 00:09:23.000]  路加記載了這件事
[00:09:23.000 --> 00:09:26.000]  接著我們讀這段經文
[00:09:26.000 --> 00:09:33.000]  路加亦記載了天使另一次拜訪行動
[00:09:33.000 --> 00:09:37.000]  這次天使去拜訪
[00:09:37.000 --> 00:09:41.000]  即將成為耶穌母親的人瑪利亞
[00:09:41.000 --> 00:09:43.000]  天使向瑪利亞宣布
[00:09:43.000 --> 00:09:48.000]  她即將懷孕
[00:09:48.000 --> 00:09:51.000]  後來亦成為事實
[00:09:51.000 --> 00:09:53.000]  就是我們的救主
[00:09:53.000 --> 00:09:55.000]  上帝永恆的聖子
[00:09:55.000 --> 00:09:58.000]  會在有限的時空降世
[00:09:58.000 --> 00:10:02.000]  我們讀第一段經文
[00:10:02.000 --> 00:10:07.000]  是關乎童貞女瑪利亞的經文
[00:10:07.000 --> 00:10:12.000]  在第二十六節
[00:10:12.000 --> 00:10:21.000]  說年紀老邁的以利沙伯懷孕六個月後
[00:10:21.000 --> 00:10:27.000]  天使加伯列執行了上帝救恩計劃的第二個行動
[00:10:27.000 --> 00:10:30.000]  二十七節
[00:10:30.000 --> 00:10:33.000]  天使到一個童女那裡
[00:10:33.000 --> 00:10:37.000]  她是已經許配大衛家的一個人
[00:10:37.000 --> 00:10:41.000]  瑪利亞是已經許配給了約瑟
[00:10:41.000 --> 00:10:44.000]  這個童女叫瑪利亞
[00:10:44.000 --> 00:10:48.000]  瑪利亞已經和約瑟訂婚
[00:10:48.000 --> 00:10:51.000]  約瑟有王族血統
[00:10:51.000 --> 00:10:55.000]  是以色列最偉大的君王大衛的後裔
[00:10:55.000 --> 00:10:57.000]  瑪利亞已經訂婚
[00:10:57.000 --> 00:11:02.000]  訂婚表示雙方已經納下婚約
[00:11:02.000 --> 00:11:05.000]  只是還未結婚或未同房
[00:11:05.000 --> 00:11:08.000]  這一點很重要
[00:11:08.000 --> 00:11:10.000]  能夠幫助我們明白
[00:11:10.000 --> 00:11:13.000]  為什麼瑪利亞會在三十四節問
[00:11:13.000 --> 00:11:19.000]  我沒有出嫁,怎麼會有懷孕生子呢?
[00:11:19.000 --> 00:11:21.000]  瑪利亞只是訂婚
[00:11:21.000 --> 00:11:26.000]  還未結婚或未有男性同房
