
[00:00:00.000 --> 00:00:05.820]  大家可以給予掌聲敬拜隊、芝士和AV Team
[00:00:05.820 --> 00:00:08.320]  多謝他們衷心的服侍
[00:00:08.320 --> 00:00:11.400]  我覺得今天三個團隊人雖少
[00:00:11.400 --> 00:00:14.120]  但都是很投契地付出
[00:00:14.120 --> 00:00:16.120]  其實都是一件很美好的事情
[00:00:16.120 --> 00:00:18.120]  今天不是我趕到
[00:00:18.120 --> 00:00:19.240]  今天很想介紹
[00:00:19.240 --> 00:00:23.320]  因為這兩天的教會是神學教育主日
[00:00:23.320 --> 00:00:26.280]  所以如果你去不同的崇拜
[00:00:26.280 --> 00:00:30.120]  你會聽到恩福神學院有很多不同的老師
[00:00:30.120 --> 00:00:32.120]  會分享訊息
[00:00:32.120 --> 00:00:36.600]  今天我們一年一度都會邀請老師來分享
[00:00:36.600 --> 00:00:37.800]  我記得剛才Jeffery說
[00:00:37.800 --> 00:00:39.800]  很期待你來分享
[00:00:39.800 --> 00:00:42.520]  去年已經期待今年
[00:00:42.520 --> 00:00:47.880]  每一年聽老師分享都是一件很好的過程
[00:00:47.880 --> 00:00:49.880]  所以鼓勵大家
[00:00:49.880 --> 00:00:53.320]  這個題目我覺得很喜歡
[00:00:53.320 --> 00:00:55.080]  所以都很期待聽他分享
[00:00:55.080 --> 00:01:01.720]  也是恩福Youth IG轉載最多次的講題
[00:01:01.720 --> 00:01:03.320]  將時間交給羅老師
[00:01:03.320 --> 00:01:05.320]  給他掌聲
[00:01:05.320 --> 00:01:10.120]  弟兄姊妹平安
[00:01:10.120 --> 00:01:13.880]  很開心可以來講神學教育主日
[00:01:13.880 --> 00:01:16.920]  其實改這個題目
[00:01:16.920 --> 00:01:18.920]  我都有點擔心人頭落地
[00:01:18.920 --> 00:01:22.120]  會不會教會以後不請我講
[00:01:22.120 --> 00:01:26.920]  到了現實世界靠愛掛變成無敵
[00:01:26.920 --> 00:01:30.120]  聽完講題完全不知道我說什麼
[00:01:30.120 --> 00:01:32.680]  有些年紀大一點的
[00:01:32.680 --> 00:01:37.400]  有多少大概猜到
[00:01:37.400 --> 00:01:39.400]  是呀是呀我都大概掌握到
[00:01:39.400 --> 00:01:41.400]  有沒有些掌握到
[00:01:41.400 --> 00:01:42.680]  如果沒有人掌握到
[00:01:42.680 --> 00:01:44.680]  我明天就要轉講題
[00:01:44.680 --> 00:01:46.680]  因為明天都是在青少年那裡講
[00:01:46.680 --> 00:01:49.800]  其實今天是神學教育主日
[00:01:49.800 --> 00:01:51.800]  神學應該是怎樣的呢
[00:01:51.800 --> 00:01:57.080]  神學和現實世界或者異世界系列有什麼關係呢
[00:01:57.080 --> 00:02:00.360]  其實我自己覺得神學是很 practical(實用)的
[00:02:00.360 --> 00:02:02.360]  神學是很落地的
[00:02:02.360 --> 00:02:04.200]  神學做得好的時候
[00:02:04.200 --> 00:02:07.480]  跟我們每天的生活息息相關的
[00:02:07.480 --> 00:02:09.240]  不應該是很離地的
[00:02:09.240 --> 00:02:12.200]  神學是對上帝正確的認識
[00:02:12.200 --> 00:02:14.520]  跟上帝建立親密的關係
[00:02:14.520 --> 00:02:16.280]  以至我們在地
[00:02:16.280 --> 00:02:19.560]  活出一個精彩的基督徒的人生
[00:02:20.200 --> 00:02:23.080]  耶穌說我來了是要叫人得什麼
[00:02:23.080 --> 00:02:24.600]  生命
[00:02:24.600 --> 00:02:27.000]  並且得的更豐盛
[00:02:27.000 --> 00:02:31.080]  原來基督徒是在神裡面領受一個豐盛的生命
[00:02:31.080 --> 00:02:36.600]  好了那關於什麼杜略現實世界靠愛掛鞭無敵有什麼關係呢
[00:02:36.600 --> 00:02:40.760]  有沒有人真的看過什麼異世界的勇者系列的呢
[00:02:40.760 --> 00:02:41.480]  有沒有
[00:02:41.480 --> 00:02:43.720]  完全沒有的
[00:02:43.720 --> 00:02:47.880]  那我講兩句這個講題講什麼呢
[00:02:47.880 --> 00:02:51.160]  其實在這五六七年裡面
[00:02:51.160 --> 00:02:55.080]  日本的動漫界基本上都離不開異世界
[00:02:55.080 --> 00:02:58.200]  所以我就用了現實世界取諧音
[00:02:58.200 --> 00:02:59.560]  什麼叫異世界呢
[00:02:59.560 --> 00:03:01.640]  日本的動漫不要看那裡了
[00:03:01.640 --> 00:03:03.160]  其實那幅圖有人說
[00:03:03.160 --> 00:03:04.760]  我看過這個卡通片
[00:03:04.760 --> 00:03:06.600]  或者有人說我沒有看過這個卡通片
[00:03:06.600 --> 00:03:09.080]  其實這個卡通片是我AI畫出來的
[00:03:09.080 --> 00:03:12.120]  所以說看過是假的
[00:03:12.120 --> 00:03:13.960]  沒有像卡通片
[00:03:13.960 --> 00:03:15.160]  那你看我就可以了
[00:03:15.160 --> 00:03:16.920]  不要看著那個卡通片
[00:03:16.920 --> 00:03:19.720]  那在這五六七年裡面
[00:03:19.720 --> 00:03:22.840]  日本動漫界基本上就圍繞著異世界
[00:03:22.840 --> 00:03:24.280]  勇者系列
[00:03:24.280 --> 00:03:25.240]  在講什麼呢
[00:03:25.240 --> 00:03:27.480]  在某個宇宙時空
[00:03:27.480 --> 00:03:29.080]  某個大陸裡面
[00:03:29.080 --> 00:03:30.760]  有一群人正在生活
[00:03:30.760 --> 00:03:33.400]  但是那群人平平正常是生活的
[00:03:33.400 --> 00:03:35.400]  但是很可惜有什麼出現了
[00:03:35.400 --> 00:03:37.400]  有魔王的出現
[00:03:37.400 --> 00:03:38.600]  有怪獸
[00:03:38.600 --> 00:03:40.200]  有很多魔物
[00:03:40.200 --> 00:03:41.480]  很多魔王出來
[00:03:41.480 --> 00:03:42.920]  跟他們去打過
[00:03:42.920 --> 00:03:43.640]  結果
[00:03:43.640 --> 00:03:46.520]  現實世界或者叫異世界的人
[00:03:46.520 --> 00:03:47.960]  在一個很艱苦
[00:03:47.960 --> 00:03:52.760]  被魔王生靈淘汰的時候
[00:03:52.760 --> 00:03:54.040]  就呼求神明了
[00:03:54.040 --> 00:03:57.480]  當然日本卡通那些不是講耶和華神
[00:03:57.480 --> 00:03:58.760]  就呼求神明了
[00:03:58.760 --> 00:04:01.240]  神啊求你拯救我們
[00:04:01.240 --> 00:04:05.080]  但是在卡通片裡面的神明就不會拯救他
[00:04:05.080 --> 00:04:06.040]  他怎麼做呢
[00:04:06.040 --> 00:04:08.360]  他就去呼喚一些人
[00:04:08.360 --> 00:04:10.200]  去到他們那裡
[00:04:10.200 --> 00:04:13.880]  所以卡通片的神明就在異世界
