
[00:00:00.000 --> 00:00:03.000]  各位頂姐妹早安
[00:00:03.000 --> 00:00:05.000]  主內平安
[00:00:05.000 --> 00:00:09.000]  今日我定的講題是叫做「蒙福之旅」
[00:00:09.000 --> 00:00:11.000]  我相信當我們信主
[00:00:11.000 --> 00:00:16.000]  或者當有人邀請我們回來聚會
[00:00:16.000 --> 00:00:18.000]  聽福音的時候
[00:00:18.000 --> 00:00:19.000]  我們很多時候都會說
[00:00:19.000 --> 00:00:21.000]  信了耶穌我們會有福氣
[00:00:21.000 --> 00:00:23.000]  就好像今日主席所宣調的
[00:00:23.000 --> 00:00:25.000]  《白相經文》一樣
[00:00:25.000 --> 00:00:30.000]  所賜的福是使人富足並不加上憂慮
[00:00:30.000 --> 00:00:34.000]  但在現實裡我們會發現
[00:00:34.000 --> 00:00:37.000]  其實我們信主的人和不信主的人
[00:00:37.000 --> 00:00:41.000]  一樣會經歷很多很多挫折艱難
[00:00:41.000 --> 00:00:45.000]  就像剛才那首詩歌裡說到有神同往
[00:00:45.000 --> 00:00:48.000]  但我們裡面的挫折不短暫
[00:00:48.000 --> 00:00:51.000]  我們的艱苦仍然會存在
[00:00:51.000 --> 00:00:55.000]  今天我們仍然會受外面的環境
[00:00:55.000 --> 00:00:56.000]  很多的影響
[00:00:56.000 --> 00:00:59.000]  經濟、家人的病
[00:00:59.000 --> 00:01:02.000]  或者自己落入病患的裡面
[00:01:02.000 --> 00:01:06.000]  就好像我今早來崇拜之先
[00:01:06.000 --> 00:01:08.000]  我去見一個姐妹
[00:01:08.000 --> 00:01:11.000]  原本是一些簡單的慰問
[00:01:11.000 --> 00:01:14.000]  但她告訴我她的檢查結果
[00:01:14.000 --> 00:01:16.000]  有機會是一個惡性
[00:01:16.000 --> 00:01:20.000]  當下我心裡一沉
[00:01:20.000 --> 00:01:23.000]  然後我就帶著這一份一沉的心情
[00:01:23.000 --> 00:01:28.000]  來跟大家宣講今天的靜悼
[00:01:28.000 --> 00:01:31.000]  望著這個講題「蒙福之旅」
[00:01:31.000 --> 00:01:33.000]  我仍然要堅信
[00:01:33.000 --> 00:01:37.000]  今天我們跟隨主是蒙福之旅
[00:01:37.000 --> 00:01:39.000]  或許我們會面對很多艱難
[00:01:39.000 --> 00:01:41.000]  但我們仍然要堅信
[00:01:41.000 --> 00:01:44.000]  神定義賜福給我們
[00:01:44.000 --> 00:01:46.000]  我們一起去禱告
[00:01:49.000 --> 00:01:51.000]  天上阿爸父
[00:01:51.000 --> 00:01:55.000]  祢的愛是何等長闊高深
[00:01:55.000 --> 00:01:57.000]  就像剛才那首詩歌說到
[00:01:57.000 --> 00:01:59.000]  祢竟然揀選我們
[00:01:59.000 --> 00:02:01.000]  不知為何
[00:02:01.000 --> 00:02:03.000]  但就因著祢的恩情
[00:02:03.000 --> 00:02:06.000]  祢讓我們成為祢的兒女
[00:02:06.000 --> 00:02:09.000]  踏上這條蒙福之旅
[00:02:09.000 --> 00:02:11.000]  神呀帶我們知道
[00:02:11.000 --> 00:02:12.000]  在人生的路上
[00:02:12.000 --> 00:02:15.000]  我們仍然面對很多的挑戰
[00:02:15.000 --> 00:02:17.000]  病患、艱難
[00:02:17.000 --> 00:02:19.000]  但神呀
[00:02:19.000 --> 00:02:23.000]  讓我們今天透過阿爸蘭的生平
[00:02:23.000 --> 00:02:26.000]  我們再一次去思想
[00:02:26.000 --> 00:02:28.000]  昔日主耶穌
[00:02:28.000 --> 00:02:31.000]  祢呼召我們踏上這條蒙福之旅
