
[00:00:00.000 --> 00:00:02.600]  剛剛有個復活節
[00:00:02.600 --> 00:00:07.080]  是一個很好的紀念耶穌基督
[00:00:07.080 --> 00:00:12.240]  為我們受苦並且復活
[00:00:12.240 --> 00:00:14.240]  明天也是一個大日子
[00:00:14.240 --> 00:00:18.000]  很多弟兄姊妹會受浸加入教會
[00:00:18.000 --> 00:00:20.240]  就是因為這個救恩
[00:00:20.240 --> 00:00:22.880]  所以花很漂亮
[00:00:22.880 --> 00:00:27.760]  大家復活節有沒有什麼節目?
[00:00:29.040 --> 00:00:32.360]  除了回來受苦節崇拜
[00:00:32.360 --> 00:00:34.360]  和復活節崇拜之外
[00:00:34.360 --> 00:00:42.440]  我想有很多香港人很喜歡回到另一個家鄉
[00:00:42.440 --> 00:00:43.800]  在哪裡呢?
[00:00:43.800 --> 00:00:52.200]  日本最近有一個很出名的新聞出現了
[00:00:52.200 --> 00:00:54.200]  大家有沒有見過它?
[00:00:54.200 --> 00:00:56.200]  它叫做什麼呢?
[00:00:56.200 --> 00:01:02.200]  叫做Panchi
[00:01:02.200 --> 00:01:10.720]  其實它是日本千葉縣市的村市動物園的一隻小猴子
[00:01:10.720 --> 00:01:13.360]  為什麼突然間有這麼多人留意它呢?
[00:01:13.360 --> 00:01:18.520]  因為有人看到它經常拿著公仔四處走
[00:01:18.520 --> 00:01:21.840]  它開始被我們認識六個月大
[00:01:21.840 --> 00:01:23.840]  現在已經九個月大了
[00:01:23.840 --> 00:01:28.560]  為什麼它要拿著公仔呢?
[00:01:28.560 --> 00:01:31.640]  因為當它是媽媽
[00:01:31.640 --> 00:01:36.040]  因為媽媽因為太熱
[00:01:36.040 --> 00:01:39.320]  夏天中暑
[00:01:39.320 --> 00:01:41.320]  所以照顧不到Panchi
[00:01:41.320 --> 00:01:46.400]  所以要有園方的人工位置
[00:01:46.400 --> 00:01:50.680]  但是平時小猴子會抱著媽媽
[00:01:50.680 --> 00:01:54.280]  很重要的 因為要訓練它的手的肌肉
[00:01:54.280 --> 00:01:57.080]  所以如果不行的話就不可以了
[00:01:57.080 --> 00:02:04.560]  所以園方的照顧者就給它選擇
[00:02:04.560 --> 00:02:08.280]  有毛巾和這隻猩猩公仔
[00:02:08.280 --> 00:02:10.520]  它很習慣這隻猩猩公仔
[00:02:10.520 --> 00:02:15.640]  所以它回到猴山的時候
[00:02:15.640 --> 00:02:17.240]  四處帶著它
[00:02:17.240 --> 00:02:20.280]  它不可以長期跟著人
[00:02:20.280 --> 00:02:22.520]  它一定要進入它的群體
[00:02:22.520 --> 00:02:25.960]  但是它是沒有媽媽的
[00:02:25.960 --> 00:02:26.960]  沒有保護
[00:02:26.960 --> 00:02:29.720]  所以它受委屈
[00:02:29.720 --> 00:02:31.240]  它又會抱著這隻公仔
[00:02:31.240 --> 00:02:32.800]  不知道大家有沒有看過
[00:02:32.800 --> 00:02:35.360]  它本來很想親近一些猴子
[00:02:35.360 --> 00:02:37.640]  就被推開
[00:02:37.640 --> 00:02:39.760]  推開幾次之後
[00:02:39.760 --> 00:02:43.840]  它馬上捲起那隻公仔
[00:02:43.840 --> 00:02:47.360]  我們看它就覺得它很勇敢
[00:02:47.360 --> 00:02:51.080]  所以我們又覺得很感動又很治癒
[00:02:51.080 --> 00:02:53.800]  但是又有令人心痛的時間
[00:02:53.800 --> 00:02:59.720]  所以保護者都用盡心機去保護這位
[00:02:59.720 --> 00:03:01.360]  就是幫助猴子
[00:03:01.360 --> 00:03:03.640]  很想它成長
[00:03:03.640 --> 00:03:07.360]  和能夠融入群體
[00:03:07.360 --> 00:03:11.960]  現在人們說天天都要看
[00:03:11.960 --> 00:03:15.720]  因為星期一公園就會關閉
[00:03:15.720 --> 00:03:20.440]  大家就會在網上說有很多網絡「伊伊」和「哥哥」
[00:03:20.440 --> 00:03:21.480]  就是這樣
[00:03:21.480 --> 00:03:23.760]  所以我今天為什麼會說這件事
[00:03:23.760 --> 00:03:25.600]  因為今天的內容
[00:03:25.600 --> 00:03:30.080]  和上帝的救贖和幫助
[00:03:30.080 --> 00:03:32.520]  它的指紋很有關係
[00:03:32.520 --> 00:03:35.680]  不知道當中我們今天看經文的時候
[00:03:35.680 --> 00:03:38.560]  你會不會感動或者治癒呢?
[00:03:38.560 --> 00:03:42.360]  今天我們看的經文是《以賽亞書》43章
[00:03:42.360 --> 00:03:44.760]  一至七節
[00:03:44.760 --> 00:03:46.520]  剛剛我們唱一首詩歌很好
[00:03:46.520 --> 00:03:48.800]  就是《愛伴我高飛》
[00:03:48.800 --> 00:03:51.840]  那裡說「成你的恩典可以高飛
[00:03:51.840 --> 00:03:55.680]  迎風傲翔一生都不畏懼」
[00:03:55.680 --> 00:03:59.520]  原來《以賽亞書》今天我們看的內容
[00:03:59.520 --> 00:04:02.720]  都希望像我給它的題目一樣
[00:04:02.720 --> 00:04:04.920]  「相信我便能飛」
[00:04:04.920 --> 00:04:07.960]  不知道你覺得「相信我便能飛」很熟悉嗎?
[00:04:07.960 --> 00:04:10.160]  其實都是一句歌詞
[00:04:10.160 --> 00:04:13.760]  希望我們在裡面去經歷神的拯救
[00:04:13.760 --> 00:04:15.880]  甚至看到神的愛
[00:04:15.880 --> 00:04:19.240]  今天看的《以賽亞書》
[00:04:19.240 --> 00:04:22.520]  其實是一位作者叫做「以賽亞先知」所寫的
[00:04:22.520 --> 00:04:25.800]  它的名字就是「耶和華的拯救」
[00:04:25.800 --> 00:04:29.760]  他在耶路撒冷居住並且侍奉
[00:04:29.760 --> 00:04:33.320]  《以賽亞書》的中心訊息
[00:04:33.320 --> 00:04:39.320]  和這位作者的含義很合適
[00:04:39.320 --> 00:04:42.440]  就是「耶和華的拯救」
[00:04:42.440 --> 00:04:45.400]  「耶和華藉著審判和救恩
[00:04:45.400 --> 00:04:49.360]  向他的子民施行這份救恩」
[00:04:49.360 --> 00:04:51.400]  在希伯來聖經裡面
[00:04:51.400 --> 00:04:52.760]  《以賽亞書》
[00:04:52.760 --> 00:04:54.240]  我介紹一下背景
[00:04:54.240 --> 00:04:58.200]  《以賽亞書》是一個很莊嚴的書卷
[00:04:58.200 --> 00:04:59.520]  在舊約裡面
[00:04:59.520 --> 00:05:06.760]  《以賽亞書》就好像新約的羅馬書一樣
[00:05:06.760 --> 00:05:11.000]  都是充滿了神學和真理的
[00:05:11.000 --> 00:05:16.320]  並且新約的作者直接引用《以賽亞書》也不少
[00:05:16.320 --> 00:05:21.080]  因為當中有很連貫的救恩的訊息
[00:05:21.080 --> 00:05:23.680]  當中也可以看到《以賽亞書》
[00:05:23.680 --> 00:05:30.400]  其實背景是當時南國的猶大國被亞述國威脅
[00:05:30.400 --> 00:05:32.920]  最後亡國被擄
[00:05:32.920 --> 00:05:40.920]  先知在當時呼籲百姓要悔改
[00:05:40.920 --> 00:05:46.200]  並且宣告神聖傑的救恩
[00:05:46.200 --> 00:05:50.920]  並且指出尼賽亞的盼望
[00:05:50.920 --> 00:05:52.520]  如果我們看到
[00:05:52.520 --> 00:05:55.960]  《以賽亞書》大概有三部分
[00:05:55.960 --> 00:05:58.040]  就是關於神的公義
[00:05:58.040 --> 00:06:01.640]  就是當中祂警告和審判
[00:06:01.640 --> 00:06:04.360]  祂形容《以賽亞書》
[00:06:04.360 --> 00:06:06.760]  即是強調聖者的屬性
[00:06:06.760 --> 00:06:08.440]  即是這位耶和華
[00:06:08.440 --> 00:06:11.600]  並且警告審判
[00:06:11.600 --> 00:06:16.080]  提醒百姓不要再依靠外邦的勢力
[00:06:16.080 --> 00:06:18.320]  並且關於祂的拯救
[00:06:18.320 --> 00:06:22.040]  就是祂說尼賽亞的預言
[00:06:22.040 --> 00:06:24.680]  尼賽亞的意思就是拯救的意思
[00:06:24.680 --> 00:06:27.640]  當然我們今天知道這位就是耶穌基督
[00:06:27.640 --> 00:06:32.240]  但當時祂指向這位受苦的僕人
[00:06:32.240 --> 00:06:35.680]  並且不單止這位尼賽亞是受苦的僕人
[00:06:35.680 --> 00:06:37.880]  也是榮耀的君王
[00:06:37.880 --> 00:06:39.960]  最後祂的安慰是來自哪裏呢?
[00:06:39.960 --> 00:06:43.880]  就是來自這位受苦的僕人
[00:06:43.880 --> 00:06:46.680]  這位尼賽亞的救贖
[00:06:46.680 --> 00:06:49.400]  並且指向末世的盼望
[00:06:49.400 --> 00:06:52.520]  所以《以賽亞》的信息
[00:06:52.520 --> 00:06:55.120]  好像一個濃縮的福音
[00:06:55.120 --> 00:06:58.840]  所以在聖經裏面是很重的份量
[00:06:58.840 --> 00:07:01.080]  我初信的時候
[00:07:01.080 --> 00:07:04.800]  就很記得我的目者告訴我
[00:07:04.800 --> 00:07:07.840]  《以賽亞書》就好像一本小聖經
[00:07:07.840 --> 00:07:09.000]  為什麼這麼說呢?
[00:07:09.000 --> 00:07:10.480]  很容易記
[00:07:10.480 --> 00:07:13.080]  就是不謀而合
[00:07:13.080 --> 00:07:15.680]  《以賽亞書》有66章
[00:07:15.680 --> 00:07:19.440]  你記不記得整本聖經有多少卷書?
[00:07:19.440 --> 00:07:20.840]  66卷
[00:07:20.840 --> 00:07:22.400]  哇 又是很適合
[00:07:22.400 --> 00:07:25.200]  不知道是不是就是一個這樣的原因呢?
[00:07:25.200 --> 00:07:26.880]  但我們看回內容
[00:07:26.880 --> 00:07:30.200]  內容裏面如果我們看到53章
[00:07:30.200 --> 00:07:31.640]  它預言到主
[00:07:31.640 --> 00:07:35.360]  這位尼賽亞是會為我們釘十字架的
[00:07:35.360 --> 00:07:37.160]  除了成就救恩之外
[00:07:37.160 --> 00:07:41.000]  在65、66章都會提到新天新地
[00:07:41.000 --> 00:07:44.160]  就好像我們《啟示錄》裏面的預表一樣
[00:07:44.160 --> 00:07:45.240]  所以有人說
[00:07:45.240 --> 00:07:47.680]  剛剛說整本的《以賽亞書》
[00:07:47.680 --> 00:07:51.520]  就是好像聖經的縮影
[00:07:51.520 --> 00:07:52.920]  有更多更多
[00:07:52.920 --> 00:07:55.840]  不過今晚我們就不能夠進錄了
[00:07:55.840 --> 00:08:00.280]  並且這本書也可以稱為舊約的福音書
[00:08:00.280 --> 00:08:01.320]  有學者說
[00:08:01.320 --> 00:08:02.920]  因為剛剛說過
[00:08:02.920 --> 00:08:05.160]  其實新約的書卷裏面
[00:08:05.160 --> 00:08:07.720]  直接用這本書的內容
[00:08:07.720 --> 00:08:09.840]  多過58次之多
[00:08:09.840 --> 00:08:13.080]  它本身就是預言基督的生平
[00:08:13.080 --> 00:08:17.360]  並且撒旦的來歷
[00:08:17.360 --> 00:08:21.160]  在整卷的《以賽亞書》裏面
[00:08:21.160 --> 00:08:23.880]  我們會看到整個全貌
[00:08:23.880 --> 00:08:27.160]  就是從歷史到神學到末世
[00:08:27.160 --> 00:08:32.160]  並且會聚焦在這位尼賽亞救主的身上
