
[00:00:00.000 --> 00:00:08.320]  好,謝謝敬拜隊帶領我們有敬拜時間
[00:00:08.320 --> 00:00:10.400]  剛剛透過敬拜的環節
[00:00:10.400 --> 00:00:16.120]  體會到主席或是敬拜隊帶領我們去看上帝有很多不同的屬性
[00:00:16.120 --> 00:00:18.800]  祂是那位滿有大能全能的神
[00:00:18.800 --> 00:00:22.120]  但同時這位很有榮耀、很有能力的上帝
[00:00:22.120 --> 00:00:24.120]  也是那位信實良善
[00:00:24.120 --> 00:00:29.320]  以致我們能夠隨時藉著祂、依靠祂得到幫助
[00:00:29.320 --> 00:00:34.800]  我們也繼續學習、依靠、投靠這位愛我們
[00:00:34.800 --> 00:00:36.800]  同時是滿有能力的上帝
[00:00:36.800 --> 00:00:42.320]  很開心今天有機會再跟大家分享上帝的話
[00:00:42.320 --> 00:00:45.400]  今天還記得上次我們有提及過
[00:00:45.400 --> 00:00:48.720]  今年青少部有一個新主題
[00:00:48.720 --> 00:00:51.320]  Transform Our Lives, Glowing for Christ
[00:00:51.320 --> 00:00:54.920]  我們同工們會藉著不同的聖經人物
[00:00:54.920 --> 00:00:58.720]  藉著他們的生命故事我們有什麼學習
[00:00:58.720 --> 00:01:03.320]  上次我跟大家分享了約瑟,共有39章
[00:01:03.320 --> 00:01:09.120]  今天我們會繼續看約瑟的故事,第40及41章
[00:01:09.120 --> 00:01:12.120]  不過在開始之前,我想問
[00:01:12.120 --> 00:01:14.920]  這句說話你們同意嗎?
[00:01:14.920 --> 00:01:19.720]  人很容易被環境的好與壞影響
[00:01:19.720 --> 00:01:21.720]  不知道你們同意嗎?
[00:01:21.720 --> 00:01:25.720]  我們不得不承認當我們落在困難
[00:01:25.720 --> 00:01:28.520]  正如剛才敬拜主席所說
[00:01:28.520 --> 00:01:31.520]  我們有很多難處,甚至很多事情
[00:01:31.520 --> 00:01:34.520]  當沒有預期去按我們所想發生
[00:01:34.520 --> 00:01:37.120]  我們很自然會有情緒反應
[00:01:37.120 --> 00:01:40.520]  其實你可能會很快覺得失望、沮喪
[00:01:40.520 --> 00:01:43.520]  甚至可能會有憤怒在當中
[00:01:43.520 --> 00:01:46.520]  否則,近來我們或不是近來
[00:01:46.520 --> 00:01:50.520]  很多時候我們都說要做好期望落差管理
