
[00:00:00.000 --> 00:00:03.480]  在開始今日敬拜之先,我們一起來禱告
[00:00:03.480 --> 00:00:14.000]  「親愛的天父,我們感謝祢,帶領我們今天又可以回到祢的家裡,來親近祢,敬拜祢
[00:00:14.000 --> 00:00:18.000]  我們為祢給予我們的恩典,我們獻上感恩
[00:00:18.000 --> 00:00:21.000]  求神祢預備我們眾人的心
[00:00:21.000 --> 00:00:27.000]  讓我們一無掛慮,來聆聽祢的說話
[00:00:27.000 --> 00:00:32.000]  也讓我們不單單將祢的說話當成知識
[00:00:32.000 --> 00:00:36.000]  而是將祢的說話應用在我們的生命裡
[00:00:36.000 --> 00:00:39.000]  讓我們活出祢自己的教導
[00:00:39.000 --> 00:00:45.000]  聽我們的祈禱,是奉耶穌基督得勝名求,阿們」
[00:00:45.000 --> 00:00:50.000]  三年的疫情雖然慢慢的過去
[00:00:50.000 --> 00:00:55.000]  但是那三年的經歷仍然留在很多人的記憶裡
[00:00:55.000 --> 00:01:00.000]  以至今日,我們仍然看到很多人會戴著口罩
[00:01:00.000 --> 00:01:04.000]  不敢貿然的將口罩脫下來
[00:01:04.000 --> 00:01:13.000]  無可否認的,戴口罩是可以防止疾病的感染的一個好的方法
[00:01:13.000 --> 00:01:22.000]  但是仍需要配合其他的預防方法一同使用的時候才有效
[00:01:22.000 --> 00:01:27.000]  就好像前一陣子我跟一些我以前教書的同事
[00:01:27.000 --> 00:01:31.000]  一起吃飯聊天,很久沒見
[00:01:31.000 --> 00:01:36.000]  當中我有一位同事仍然戴著口罩
[00:01:36.000 --> 00:01:41.000]  在分享的時候,他說他今天常常戴著口罩
[00:01:41.000 --> 00:01:44.000]  不過不單單是戴口罩
[00:01:44.000 --> 00:01:48.000]  他說每一次他去完街回家的時候
[00:01:48.000 --> 00:01:52.000]  他都一定會噴消毒液
[00:01:52.000 --> 00:01:56.000]  噴完之後回到家裡要洗手
[00:01:56.000 --> 00:02:00.000]  然後洗澡,換好所有衣服
[00:02:00.000 --> 00:02:05.000]  才去接觸家裡的人或是那些事物
[00:02:05.000 --> 00:02:09.000]  當我聽完他這樣說的時候,我就給他一個讚
[00:02:09.000 --> 00:02:13.000]  我們仍然堅守是好的
[00:02:13.000 --> 00:02:20.000]  但是我們有沒有信一個神去保守我們渡過這些日子
[00:02:20.000 --> 00:02:24.000]  以致我們今天,當我們過了這個疫情的時候
[00:02:24.000 --> 00:02:29.000]  我們有改變?
[00:02:29.000 --> 00:02:32.000]  記得我剛好前兩個星期放假
[00:02:32.000 --> 00:02:34.000]  我去了澳洲旅行
[00:02:34.000 --> 00:02:37.000]  有一間教會請我去港島
[00:02:37.000 --> 00:02:43.000]  我去到那間教會裡面,全教會的人聚會的時候都戴口罩
[00:02:43.000 --> 00:02:46.000]  因為他們教會說我們老人家多
[00:02:46.000 --> 00:02:52.000]  為了免得受感染,所以他們要求戴口罩
[00:02:52.000 --> 00:02:56.000]  他們對我說,牧師你看到我們這裡人不是很多
[00:02:56.000 --> 00:03:00.000]  其實我們很多弟兄姊妹仍然在網上崇拜
[00:03:00.000 --> 00:03:05.000]  其實我們要勇敢走出去不容易
[00:03:05.000 --> 00:03:08.000]  上個星期在會友大會的時候
[00:03:08.000 --> 00:03:11.000]  家喬牧師提醒我們要服尚
[00:03:11.000 --> 00:03:14.000]  是要我們的心態去服尚
[00:03:14.000 --> 00:03:16.000]  我們要準備好
[00:03:16.000 --> 00:03:19.000]  其實去面對疫情的時候
[00:03:19.000 --> 00:03:21.000]  不是單單戴口罩
[00:03:21.000 --> 00:03:24.000]  而是我們要做好我們的身體
[00:03:24.000 --> 00:03:27.000]  我們要去強壯我們的身體
[00:03:27.000 --> 00:03:32.000]  我們才能夠去戰勝這些疾病
[00:03:32.000 --> 00:03:35.000]  所以我們不是說戴口罩就行
[00:03:35.000 --> 00:03:39.000]  我們應該做運動
[00:03:39.000 --> 00:03:42.000]  在飲食上有好的配合
[00:03:42.000 --> 00:03:46.000]  以致我們能夠有一個健康的身體
[00:03:46.000 --> 00:03:54.000]  其實這種心態並不是單單在疫情裡面才是這樣
[00:03:54.000 --> 00:03:59.000]  其實很多時候我們都會將這種心態
[00:03:59.000 --> 00:04:03.000]  帶到我們生活裡面或者信仰裡面
[00:04:03.000 --> 00:04:08.000]  以致我們很多時候都會覺得
[00:04:08.000 --> 00:04:10.000]  有些事情我做了之後
[00:04:10.000 --> 00:04:12.000]  我會安心一點
[00:04:12.000 --> 00:04:15.000]  我會這樣做會好一點
[00:04:15.000 --> 00:04:23.000]  今天我就很想和大家一起從馬克福音第七章一到二十三節
[00:04:23.000 --> 00:04:29.000]  看看耶穌如何去教訓或者糾正我們這種心態
[00:04:29.000 --> 00:04:37.000]  讓我們能夠靠著神去過一個合乎神的心意
[00:04:37.000 --> 00:04:42.000]  我們先來看第七章一到七節
[00:04:42.000 --> 00:04:46.000]  我給的題目是將信仰表面化的問題
[00:04:46.000 --> 00:04:53.000]  我們會請姐妹們幫我們讀出七章一到七節
[00:04:53.000 --> 00:04:55.000]  請姐妹們
[00:04:56.000 --> 00:05:03.000]  「和幾個經學家從耶路撒冷來,在耶穌那裡聚集,
[00:05:03.000 --> 00:05:08.000]  他們看見耶穌的一些門徒從神不守,
[00:05:08.000 --> 00:05:11.000]  就是沒有洗過的手吃餅。
[00:05:11.000 --> 00:05:18.000]  原來法利塞人和所有猶太人都俱守古人的傳統,
[00:05:18.000 --> 00:05:22.000]  如果不按規矩洗手,就不吃東西。
[00:05:22.000 --> 00:05:28.000]  從雜事回來,不先洗手,也不能吃東西。
[00:05:28.000 --> 00:05:33.000]  還有許多別的傳統,他們都原習俱守,
[00:05:33.000 --> 00:05:37.000]  例如洗杯、灌、銅器等。
[00:05:37.000 --> 00:05:40.000]  法利塞人和經學家問耶穌:
[00:05:40.000 --> 00:05:45.000]  「你的門徒為什麼不按古人的傳統行事,
[00:05:45.000 --> 00:05:48.000]  反而用不潔的手吃餅呢?」
[00:05:48.000 --> 00:05:50.000]  耶穌對他們說:
[00:05:50.000 --> 00:05:55.000]  「以賽亞指著你們這些偽君子的預言說得真好,
[00:05:55.000 --> 00:05:57.000]  正如經上記著,
[00:05:57.000 --> 00:06:03.000]  這人民用嘴唇尊敬我,他們的心卻遠離我,
[00:06:03.000 --> 00:06:08.000]  他們把人的規條當作教條去教導人,
[00:06:08.000 --> 00:06:12.000]  所以拜我的也是枉然。」
[00:06:12.000 --> 00:06:19.000]  經文一開始提到,有一群法利塞人和經學家
[00:06:19.000 --> 00:06:24.000]  從耶路撒冷來到耶穌那裡聚集,
[00:06:24.000 --> 00:06:31.000]  但很明顯他們的目的不是來聽耶穌講論天國的道理,
[00:06:31.000 --> 00:06:34.000]  而是來找耶穌的麻煩。
[00:06:34.000 --> 00:06:36.000]  聖經告訴我們,
[00:06:36.000 --> 00:06:43.000]  他們看見耶穌的門徒用不潔的手吃餅,
[00:06:43.000 --> 00:06:49.000]  因為寫馬可福音是要給羅馬人看的,
[00:06:49.000 --> 00:06:52.000]  所以他解釋什麼叫不潔的手,
[00:06:52.000 --> 00:06:57.000]  就是用沒有洗過的手來吃餅。
[00:06:57.000 --> 00:07:00.000]  於是耶穌就問:
[00:07:00.000 --> 00:07:05.000]  「你的門徒為什麼不按古人的傳統行事,
[00:07:05.000 --> 00:07:11.000]  反而用不潔的手來吃餅呢?」
[00:07:11.000 --> 00:07:18.000]  馬可為了讓他的讀者能夠明白這個意思,
[00:07:18.000 --> 00:07:22.000]  所以在七章三到四節就去解釋
[00:07:22.000 --> 00:07:24.000]  為什麼會有這些傳統。
[00:07:24.000 --> 00:07:29.000]  他說:「原來法利塞人和所有猶太人都是拘守古人的傳統,
[00:07:29.000 --> 00:07:33.000]  如果不按規矩洗手,就不吃東西,
[00:07:33.000 --> 00:07:38.000]  從雜事回來不先洗手,也不能吃東西,
[00:07:38.000 --> 00:07:43.000]  還有許多別的傳統,他們都原則拘守,
[00:07:43.000 --> 00:07:48.000]  例如洗杯、洗罐、洗銅器等等。」
[00:07:48.000 --> 00:07:53.000]  其實猶太人有一套很嚴謹的潔淨條例,
[00:07:53.000 --> 00:08:00.000]  就是要洗手也不可以馬虎,要很仔細地洗。
[00:08:00.000 --> 00:08:05.000]  就好像我們在疫情期間,大家還記得怎樣洗手嗎?
[00:08:05.000 --> 00:08:10.000]  我們回家洗手的時候要用搓手液,
[00:08:10.000 --> 00:08:16.000]  不只是洗手掌,還要洗手背,還要洗手指縫,
[00:08:16.000 --> 00:08:22.000]  擦完之後還要用二十秒的時間去過水,
[00:08:22.000 --> 00:08:25.000]  這樣才叫做洗得乾淨。
[00:08:25.000 --> 00:08:30.000]  猶太人在吃飯之前洗手也不遑多讓,
