
[00:00:00.000 --> 00:00:02.500]  講到此先我們一起有個禱告
[00:00:02.500 --> 00:00:05.220]  親愛的天父啊
[00:00:05.220 --> 00:00:07.220]  願祢保守在路上
[00:00:07.220 --> 00:00:10.140]  回到各處教會的弟兄姊妹
[00:00:10.140 --> 00:00:14.460]  又願祢的靈讓我們的心不受紛擾
[00:00:14.460 --> 00:00:18.140]  讓我們安靜去領受祢的話
[00:00:18.140 --> 00:00:21.500]  又教導我們對得準
[00:00:21.500 --> 00:00:24.460]  看得清楚耶穌基督是誰
[00:00:24.460 --> 00:00:27.940]  又教導我們信得實實正正
[00:00:28.620 --> 00:00:31.980]  活出一個敬畏神
[00:00:31.980 --> 00:00:33.180]  順從主
[00:00:33.180 --> 00:00:35.060]  和愛神的生命
[00:00:35.060 --> 00:00:37.420]  奉主耶穌基督名求
[00:00:37.420 --> 00:00:38.420]  阿們
[00:00:38.420 --> 00:00:42.500]  真是無巧不成話
[00:00:42.500 --> 00:00:45.460]  我今天第一幅圖就是
[00:00:45.460 --> 00:00:51.780]  沒有跟地鐵合作過
[00:00:51.780 --> 00:00:55.060]  我不知道大家有沒有試過
[00:00:55.060 --> 00:00:57.300]  在地鐵裡面問路呢
[00:00:58.340 --> 00:01:01.780]  我記得以前剛剛開地鐵的時候
[00:01:01.780 --> 00:01:03.020]  經常有人問我
[00:01:03.020 --> 00:01:04.580]  如果要去哪裡
[00:01:04.580 --> 00:01:08.820]  在太子還是旺角還是在哪裡轉車
[00:01:08.820 --> 00:01:10.540]  那時候我很年輕
[00:01:10.540 --> 00:01:12.940]  我就覺得這樣也不知道的
[00:01:12.940 --> 00:01:14.980]  但是今天
[00:01:14.980 --> 00:01:17.260]  我也要經常問人路
[00:01:17.260 --> 00:01:19.500]  我都變成了蒙紮查了
[00:01:19.500 --> 00:01:21.380]  因為已經好像八陣圖一樣
[00:01:21.380 --> 00:01:24.420]  其實我試過有一次
[00:01:24.420 --> 00:01:26.860]  因為那條線開了
[00:01:26.860 --> 00:01:30.780]  可以由麗景轉車去紅磡
[00:01:30.780 --> 00:01:33.100]  我第一次搭車
[00:01:33.100 --> 00:01:34.580]  一上車
[00:01:34.580 --> 00:01:36.060]  坐了沒多久
[00:01:36.060 --> 00:01:39.380]  突然間聽到我在南昌站轉車
[00:01:39.380 --> 00:01:41.420]  麗景在南昌站轉車
[00:01:41.420 --> 00:01:42.660]  一坐了沒多久
[00:01:42.660 --> 00:01:46.140]  為什麼又聽到下一個站是南昌
[00:01:46.140 --> 00:01:47.660]  我就在想
[00:01:47.660 --> 00:01:49.460]  為什麼現在的線這麼亂
[00:01:49.460 --> 00:01:52.180]  為什麼會由南昌去回南昌呢
[00:01:52.180 --> 00:01:54.860]  後來我沒辦法了
[00:01:54.860 --> 00:01:55.940]  是不是也要下車了
[00:01:55.940 --> 00:01:56.780]  我就下車了
[00:01:56.780 --> 00:01:59.820]  因為其實我是要主持一個安息禮的
[00:01:59.820 --> 00:02:01.860]  我就轉車了
[00:02:01.860 --> 00:02:04.420]  接著我再下電梯的時候
[00:02:04.420 --> 00:02:05.020]  我就在想
[00:02:05.020 --> 00:02:06.540]  到底發生什麼事了
[00:02:06.540 --> 00:02:08.900]  是不是空間轉移的那些呢
[00:02:08.900 --> 00:02:12.980]  就是迷路的那些科幻小說
[00:02:12.980 --> 00:02:15.460]  接著我再上車
[00:02:15.460 --> 00:02:16.300]  再去紅磡
[00:02:16.300 --> 00:02:18.620]  我就不敢看書
[00:02:18.620 --> 00:02:21.380]  其實我是一上車就看書
[00:02:21.380 --> 00:02:24.020]  我以為由南昌去紅磡
[00:02:24.020 --> 00:02:25.620]  應該也有很多個站
[00:02:26.020 --> 00:02:28.020]  原來這輛車是去了總站
[00:02:28.020 --> 00:02:30.300]  接著在總站接了一些人
[00:02:30.300 --> 00:02:32.140]  再回去南昌
[00:02:32.140 --> 00:02:35.500]  其實在香港這麼小的地方
[00:02:35.500 --> 00:02:37.740]  我們坐錯車也有得拉的
[00:02:37.740 --> 00:02:39.220]  其實認錯人
[00:02:39.220 --> 00:02:41.540]  香港是一個比較安全的城市
[00:02:41.540 --> 00:02:43.980]  你不會被人用槍打你的
[00:02:43.980 --> 00:02:46.180]  試過不止一次
[00:02:46.180 --> 00:02:48.380]  就是別人的小朋友拖著我
[00:02:48.380 --> 00:02:49.740]  叫我媽媽
[00:02:49.740 --> 00:02:50.620]  我很開心的
[00:02:50.620 --> 00:02:51.900]  因為我沒有女兒的
[00:02:51.900 --> 00:02:53.260]  我只有兩個兒子
[00:02:53.260 --> 00:02:54.540]  別人的女兒拖著我
[00:02:54.540 --> 00:02:55.660]  我多開心
[00:02:55.660 --> 00:02:59.300]  我也試過搭過一個男子的肩膀
[00:02:59.300 --> 00:03:00.580]  叫他做爸爸
[00:03:00.580 --> 00:03:04.100]  他比我還要害怕
[00:03:04.100 --> 00:03:06.140]  因為他太太在他旁邊
[00:03:06.140 --> 00:03:11.380]  其實車突然間可以上錯
[00:03:11.380 --> 00:03:12.380]  其實在香港
[00:03:12.380 --> 00:03:14.460]  人認錯也不會很大礙
[00:03:14.460 --> 00:03:16.700]  不過我們千萬不要不認得
[00:03:16.700 --> 00:03:18.980]  真正獨一的真神
[00:03:18.980 --> 00:03:21.780]  認錯了誰是神就大件事了
[00:03:21.780 --> 00:03:24.020]  又或者認錯了自己就是神
[00:03:24.020 --> 00:03:25.420]  更慘
[00:03:25.420 --> 00:03:28.740]  在座的大家應該也上了
[00:03:28.740 --> 00:03:31.660]  基督的永生號列車了
[00:03:31.660 --> 00:03:33.700]  不過我想問一下
[00:03:33.700 --> 00:03:36.060]  究竟你們認不認識基督呢?
[00:03:36.060 --> 00:03:41.900]  你們跟祂是否熟絡呢?
