
[00:00:00.000 --> 00:00:02.000]  各位電視節目早安
[00:00:02.000 --> 00:00:05.000]  不知道這段日子大家的生活節奏
[00:00:05.000 --> 00:00:07.000]  有沒有感受再一次的壓力
[00:00:07.000 --> 00:00:10.000]  或者是需要重新再適應
[00:00:10.000 --> 00:00:16.000]  回顧疫情兩年了
[00:00:16.000 --> 00:00:19.000]  大家過去兩年的生活怎麼樣
[00:00:19.000 --> 00:00:22.000]  很多影響
[00:00:22.000 --> 00:00:23.000]  趁著預備講講的時候
[00:00:23.000 --> 00:00:25.000]  發覺一看回頭的時候
[00:00:25.000 --> 00:00:28.000]  可能大家心情百般的滋味
[00:00:28.000 --> 00:00:32.000]  上上落落很多事情在我們心中面對
[00:00:32.000 --> 00:00:34.000]  新冠肺炎的疫情兩週年
[00:00:34.000 --> 00:00:38.000]  全球有超過三億人受到感染
[00:00:38.000 --> 00:00:42.000]  可能真實的數字遠遠多於這個數字
[00:00:42.000 --> 00:00:48.000]  大概有五百五十萬人左右染疫離世
[00:00:48.000 --> 00:00:53.000]  社會、經濟、生活受到很嚴重的影響
[00:00:53.000 --> 00:00:54.000]  相信在今天
[00:00:54.000 --> 00:00:57.000]  我們不像以往平常那樣
[00:00:57.000 --> 00:00:59.000]  可以自由地回來教會聚會
[00:00:59.000 --> 00:01:02.000]  可能因為種種的緣故我們未能回來
[00:01:02.000 --> 00:01:04.000]  但是感恩的
[00:01:04.000 --> 00:01:07.000]  在我們前面還有很多頂尖的回來了
[00:01:07.000 --> 00:01:12.000]  也有很多透過科技可以在網上看到直播
[00:01:12.000 --> 00:01:13.000]  所以我們感謝神
[00:01:13.000 --> 00:01:17.000]  依然讓我們可以繼續敬拜祂
[00:01:17.000 --> 00:01:19.000]  在面對病毒的時候
[00:01:19.000 --> 00:01:22.000]  過了這兩年我不知道你們有沒有感受
[00:01:22.000 --> 00:01:24.000]  我看了很多文章
[00:01:24.000 --> 00:01:27.000]  也搜集了很多資料關於整個新冠肺炎
[00:01:27.000 --> 00:01:32.000]  裡面有很多生活的細節大大小小的描寫
[00:01:32.000 --> 00:01:35.000]  看到人在疫情的時候
[00:01:35.000 --> 00:01:39.000]  顯得毫無能力、軟弱
[00:01:39.000 --> 00:01:43.000]  在這個過程當我們去到無助體驗的時候
[00:01:43.000 --> 00:01:48.000]  人才發覺需要謙卑下來仰望、倚靠
[00:01:48.000 --> 00:01:51.000]  承認人的有限
[00:01:51.000 --> 00:01:54.000]  同樣今天想和大家分享這篇詩篇
[00:01:54.000 --> 00:01:59.000]  就是私人經歷到人那種有限、無阻受
[00:01:59.000 --> 00:02:04.000]  他開始學習怎樣去仰望、倚靠我們天父上帝
[00:02:04.000 --> 00:02:06.000]  以致心裡平靜、安穩、得力
[00:02:06.000 --> 00:02:10.000]  很盼望這篇詩篇成為我們人生的幫助
[00:02:10.000 --> 00:02:12.000]  繼續走前面的路
[00:02:12.000 --> 00:02:13.000]  直到耶穌再回來
[00:02:13.000 --> 00:02:15.000]  或者我們去見主的面
[00:02:15.000 --> 00:02:18.000]  我們一起低頭祈禱
[00:02:18.000 --> 00:02:20.000]  「慈悲下天父上帝來到你面前的時候
[00:02:20.000 --> 00:02:23.000]  求因主親自與我們同在
[00:02:23.000 --> 00:02:25.000]  保守我們的心懷意念」
[00:02:25.000 --> 00:02:27.000]  經過疫情這兩年的時候
[00:02:27.000 --> 00:02:28.000]  去到這一刻
[00:02:28.000 --> 00:02:34.000]  我們面對一個很嚴厲的防疫措施
[00:02:34.000 --> 00:02:37.000]  我們的生活各方面都受到很多影響
[00:02:37.000 --> 00:02:39.000]  但求因主你的教導我們
[00:02:39.000 --> 00:02:41.000]  要信靠你自己
[00:02:41.000 --> 00:02:43.000]  知道在你裡面是有出路
[00:02:43.000 --> 00:02:45.000]  雖然人是很有限
[00:02:45.000 --> 00:02:49.000]  但我們的天父上帝是無限和大能的
[00:02:49.000 --> 00:02:50.000]  因為感染的時候
[00:02:50.000 --> 00:02:54.000]  願你透過今天的詩篇成為我們眾人的安慰
[00:02:54.000 --> 00:02:56.000]  一生繼續仰望、倚靠你自己的聖名
[00:02:56.000 --> 00:02:58.000]  求因主與我們同在
[00:02:58.000 --> 00:02:59.000]  帶領保守一切
[00:02:59.000 --> 00:03:03.000]  聽我們祈禱交託是奉耶穌明求
[00:03:03.000 --> 00:03:04.000]  阿們
[00:03:04.000 --> 00:03:08.000]  今天的詩篇131篇
[00:03:08.000 --> 00:03:11.000]  其實這不是一篇很長的詩篇
[00:03:11.000 --> 00:03:13.000]  但這篇詩篇是很寶貴
[00:03:13.000 --> 00:03:16.000]  是我們人生中的一個寫照
[00:03:16.000 --> 00:03:19.000]  我慣例不做powerpoint
[00:03:19.000 --> 00:03:20.000]  所以大家只聽
[00:03:20.000 --> 00:03:22.000]  如果你有手機的時候
[00:03:22.000 --> 00:03:23.000]  你可以回家看聖經
[00:03:23.000 --> 00:03:25.000]  或者看港獨大綱
[00:03:25.000 --> 00:03:27.000]  我稍微解釋一下
[00:03:27.000 --> 00:03:29.000]  為什麼我不用投影片
[00:03:29.000 --> 00:03:32.000]  多年前在我舞會的時候
[00:03:32.000 --> 00:03:33.000]  我是第一個用投影片的
[00:03:33.000 --> 00:03:34.000]  在崇拜裡面
[00:03:34.000 --> 00:03:35.000]  港獨的時候
[00:03:35.000 --> 00:03:37.000]  後來我發覺一件事
[00:03:37.000 --> 00:03:40.000]  越來越我們在港獨太精彩
[00:03:40.000 --> 00:03:42.000]  有很漂亮的投影片
[00:03:42.000 --> 00:03:45.000]  於是我們的眼目就專注投影片
[00:03:45.000 --> 00:03:46.000]  做得漂亮嗎?
[00:03:46.000 --> 00:03:47.000]  好看嗎?
[00:03:47.000 --> 00:03:49.000]  自大盛世嗎?
[00:03:49.000 --> 00:03:51.000]  有些同工提醒我
[00:03:51.000 --> 00:03:53.000]  港獨是將上帝話揭示出來的
[00:03:53.000 --> 00:03:56.000]  讓大家專心聆聽
[00:03:56.000 --> 00:03:57.000]  否則的話
