
[00:00:00.000 --> 00:00:04.280]  今日的講題是神蹟,神蹟
[00:00:04.280 --> 00:00:08.200]  你留意到兩個字是不同的寫法
[00:00:08.200 --> 00:00:12.800]  在約翰福音2:1-11
[00:00:12.800 --> 00:00:14.800]  我想問問大家
[00:00:14.800 --> 00:00:19.400]  你們有沒有叫神為你們顯出一個神蹟?
[00:00:19.400 --> 00:00:21.400]  有沒有試過呢?
[00:00:21.400 --> 00:00:25.400]  沒有吧?還是有?
[00:00:25.400 --> 00:00:27.800]  有呀,是不是?很多回應
[00:00:27.800 --> 00:00:30.800]  曾經因為感情受過傷害
[00:00:30.800 --> 00:00:33.800]  有一段很長的時間沒有拍拖
[00:00:33.800 --> 00:00:36.800]  當時我剛好初信主
[00:00:36.800 --> 00:00:39.800]  我祈禱:神呀,你看著我
[00:00:39.800 --> 00:00:42.800]  我不可以再受傷害了
[00:00:42.800 --> 00:00:44.800]  然後就說了
[00:00:44.800 --> 00:00:46.800]  我的祈禱是
[00:00:46.800 --> 00:00:48.800]  神呀,除了對我好之外
[00:00:48.800 --> 00:00:50.800]  還要有錢、有房子、有車
[00:00:50.800 --> 00:00:52.800]  要很富貴
[00:00:52.800 --> 00:00:55.800]  讓我打跛腳都不用擔心
[00:00:55.800 --> 00:00:59.800]  我在這裡也賣個關子
[00:00:59.800 --> 00:01:01.800]  究竟上帝怎麼安排呢?
[00:01:01.800 --> 00:01:03.800]  我認識有一個弟兄
[00:01:03.800 --> 00:01:05.800]  他中學會考的時候
[00:01:05.800 --> 00:01:07.800]  他考了15分
[00:01:07.800 --> 00:01:10.800]  他原校修生的成績
[00:01:10.800 --> 00:01:13.800]  應該連最低的門檻都達不到
[00:01:13.800 --> 00:01:17.800]  沒什麼可能升讀這間學校
[00:01:17.800 --> 00:01:20.800]  當時他就在那間學校裡信主
[00:01:20.800 --> 00:01:22.800]  作為基督徒
[00:01:22.800 --> 00:01:24.800]  他就向神祈禱
[00:01:24.800 --> 00:01:27.800]  主呀,我在這裡認識祢
[00:01:27.800 --> 00:01:30.800]  祢也認識我
[00:01:30.800 --> 00:01:32.800]  我非常相信祢
[00:01:32.800 --> 00:01:35.800]  也在這裡開始上教會
[00:01:35.800 --> 00:01:38.800]  我相信這間是基督教學校
[00:01:38.800 --> 00:01:40.800]  然後他說
[00:01:40.800 --> 00:01:42.800]  雖然現在的成績不是很理想
[00:01:42.800 --> 00:01:44.800]  但我已經竭盡所能
[00:01:44.800 --> 00:01:46.800]  我已經做到最好了
[00:01:46.800 --> 00:01:48.800]  既然我是祢神的兒女
[00:01:48.800 --> 00:01:50.800]  照理說祢不忍心
[00:01:50.800 --> 00:01:52.800]  要我離開這間學校
[00:01:52.800 --> 00:01:54.800]  然後他就說
[00:01:54.800 --> 00:01:56.800]  求求祢行個神蹟
[00:01:56.800 --> 00:01:58.800]  讓我可以原校升讀
[00:01:58.800 --> 00:02:00.800]  如果是的話
[00:02:00.800 --> 00:02:02.800]  我就會很認真地相信祢
[00:02:02.800 --> 00:02:04.800]  尋求祢的旨意
[00:02:04.800 --> 00:02:06.800]  祈禱之後
[00:02:06.800 --> 00:02:09.800]  他就平平安安地約了一群朋友去打球
[00:02:09.800 --> 00:02:12.800]  然後他就靜候戒陰
[00:02:12.800 --> 00:02:14.800]  結果大家知不知道
[00:02:14.800 --> 00:02:18.800]  結果有沒有神蹟發生呢?
[00:02:18.800 --> 00:02:20.800]  結果當然沒有
[00:02:20.800 --> 00:02:24.800]  他沒有辦法預科直升
[00:02:24.800 --> 00:02:27.800]  他很狼狽地去找他的妻身之所
[00:02:27.800 --> 00:02:29.800]  最後他找到一間Band 5
[00:02:29.800 --> 00:02:31.800]  當時我們是有Band 5
[00:02:31.800 --> 00:02:33.800]  Band 5是非基督教學校
[00:02:33.800 --> 00:02:34.800]  他升讀大學
[00:02:34.800 --> 00:02:37.800]  然後他就沒有再上教會了
[00:02:37.800 --> 00:02:38.800]  當時他認為
[00:02:38.800 --> 00:02:42.800]  根本神就沒有在我生命裡行過神蹟
[00:02:42.800 --> 00:02:44.800]  神蹟到底是怎樣呢?
[00:02:44.800 --> 00:02:46.800]  是不是一些事情
[00:02:46.800 --> 00:02:48.800]  我們能夠如願以償呢?
[00:02:48.800 --> 00:02:50.800]  是不是有些事情
[00:02:50.800 --> 00:02:52.800]  使我們喜出望外的發生呢?
[00:02:52.800 --> 00:02:54.800]  就是神蹟呢?
[00:02:54.800 --> 00:02:56.800]  還是我們在困境裡
[00:02:56.800 --> 00:02:58.800]  有一些不可能的事情
[00:02:58.800 --> 00:03:01.800]  變為有可能就叫做神蹟呢?
[00:03:01.800 --> 00:03:03.800]  究竟神蹟是不是
[00:03:03.800 --> 00:03:06.800]  只有在聖經裡才能記載呢?
[00:03:06.800 --> 00:03:08.800]  和我們有沒有關係呢?
[00:03:08.800 --> 00:03:10.800]  今天希望透過聖經記載
[00:03:10.800 --> 00:03:12.800]  和大家分享
[00:03:12.800 --> 00:03:15.800]  到底神蹟是一件怎樣的事情
[00:03:15.800 --> 00:03:18.800]  就記載在約翰福音2:1-11
[00:03:18.800 --> 00:03:20.800]  我們預備讀一讀
[00:03:20.800 --> 00:03:23.800]  第一點想和大家分享的
[00:03:23.800 --> 00:03:26.800]  就是神蹟要放下自我的框架
[00:03:26.800 --> 00:03:28.800]  預備起
[00:03:28.800 --> 00:03:31.800]  第三日在加利利的迦勒
[00:03:31.800 --> 00:03:33.800]  有一個婚宴
[00:03:33.800 --> 00:03:35.800]  耶穌的母親在那裡
[00:03:35.800 --> 00:03:38.800]  耶穌和祂的門徒
[00:03:38.800 --> 00:03:40.800]  也被要赴宴
[00:03:40.800 --> 00:03:42.800]  走用完了
[00:03:42.800 --> 00:03:45.800]  耶穌的母親對祂說
[00:03:45.800 --> 00:03:47.800]  他們沒有走了
[00:03:47.800 --> 00:03:49.800]  耶穌說母親
[00:03:49.800 --> 00:03:51.800]  我與你何干呢?
[00:03:51.800 --> 00:03:54.800]  我的時候還沒有到
[00:03:54.800 --> 00:03:56.800]  他的母親用人說
[00:03:56.800 --> 00:03:58.800]  祂告訴你們什麼
[00:03:58.800 --> 00:04:00.800]  你們就做吧
[00:04:00.800 --> 00:04:03.800]  經文一開始提到第三日
[00:04:03.800 --> 00:04:04.800]  所提到的第三日
[00:04:04.800 --> 00:04:06.800]  其實就接著第一章
[00:04:06.800 --> 00:04:11.800]  耶穌呼召拿彈葉之後的事情
[00:04:11.800 --> 00:04:14.800]  第四地點就是加利利的迦勒
[00:04:14.800 --> 00:04:16.800]  當時有一個婚宴在進行
[00:04:16.800 --> 00:04:20.800]  這個聖經很熟悉的
