
[00:00:00.000 --> 00:00:03.520]  祝大家新年快樂 身體健康
[00:00:03.520 --> 00:00:08.560]  新的一年不知道大家有什麼做
[00:00:08.560 --> 00:00:11.160]  有沒有來1月1日早禱會
[00:00:11.160 --> 00:00:13.880]  有 有很大聲
[00:00:13.880 --> 00:00:14.920]  非常好
[00:00:14.920 --> 00:00:20.320]  今天我們會在正道裏面繼續講希伯來書
[00:00:20.320 --> 00:00:23.840]  不知道弟兄姊妹有沒有覺得
[00:00:23.840 --> 00:00:27.080]  世界上有一份最好的約呢
[00:00:27.080 --> 00:00:32.160]  或者有沒有簽過你覺得那個約是世界上最好的呢
[00:00:32.160 --> 00:00:34.520]  有沒有簽過一份這樣的約
[00:00:34.520 --> 00:00:39.080]  婚約 婚約可能是最好的
[00:00:39.080 --> 00:00:43.920]  今天我們講到的題目是一份世界上最好的約
[00:00:43.920 --> 00:00:46.480]  我相信大家都簽過約的
[00:00:46.480 --> 00:00:51.280]  無論你工作 雇傭雙方的合約都要簽
[00:00:51.280 --> 00:00:54.640]  租樓 買樓 樓宇買賣合約等等
[00:00:54.640 --> 00:00:59.960]  或者你去電信商使用一個服務都要簽約
[00:00:59.960 --> 00:01:04.160]  剛才提到結婚都是一個婚約
[00:01:04.160 --> 00:01:10.000]  其實合約精神對一個社會來說都是一個很重要的元素
[00:01:10.000 --> 00:01:12.640]  因為制定合約的人
[00:01:12.640 --> 00:01:19.400]  是需要嚴格遵守合約中間的條款
[00:01:19.400 --> 00:01:23.400]  要履行合約裏面的權利和義務
[00:01:23.400 --> 00:01:29.720]  同時社會上都需要有一些法律去保障
[00:01:29.720 --> 00:01:38.440]  雙方在簽約裏面都能夠得到他相應的權責
[00:01:38.440 --> 00:01:43.200]  但是合約精神背後更加重要的是
[00:01:43.200 --> 00:01:46.040]  那個人究竟是一個怎樣的人
[00:01:46.040 --> 00:01:49.800]  你想一下如果一個人不是一個誠信的人
[00:01:49.800 --> 00:01:51.560]  或者他不是一個忠實的人
[00:01:51.560 --> 00:01:54.920]  他是可以隨時去破壞那個約的
[00:01:54.920 --> 00:02:00.320]  當然違約是需要付上一些代價的
[00:02:00.320 --> 00:02:06.560]  或者在法律上他需要付上違約底下的懲處
[00:02:06.560 --> 00:02:08.960]  所以其實對一個社會來說
[00:02:08.960 --> 00:02:11.080]  或者對我們每一個人來說
[00:02:11.080 --> 00:02:15.360]  其實去遵守合約精神是很重要的
[00:02:15.360 --> 00:02:20.560]  今天我想和大家分享在希伯來書第八章裏面
[00:02:20.560 --> 00:02:24.040]  進入另一個很重要的主題
[00:02:24.040 --> 00:02:27.520]  就是關於約的問題
[00:02:27.520 --> 00:02:33.080]  如果大家記得上次應該是2025年12月
[00:02:33.080 --> 00:02:37.240]  我們最後一次講到關於希伯來書第七章
[00:02:37.240 --> 00:02:41.360]  如果大家記得第七章我們講到一個人物
[00:02:41.360 --> 00:02:43.080]  大家記不記得是誰
[00:02:43.080 --> 00:02:45.920]  那個墨基使德的四個字
[00:02:45.920 --> 00:02:47.920]  這個人的大祭司
[00:02:47.920 --> 00:02:52.440]  這個大祭司一直我們覺得是一個比較
[00:02:52.440 --> 00:02:55.040]  不是那麼容易理解或者神秘的人物
[00:02:55.040 --> 00:02:59.640]  但是我們上次講到裏面都揭開了他的神秘面紗
[00:02:59.640 --> 00:03:04.160]  其實耶穌他不是屬於利美之派
[00:03:04.160 --> 00:03:09.040]  所以其實耶穌是要承接另一個利美以外的傳統
[00:03:09.040 --> 00:03:10.640]  作為那個大祭司
[00:03:10.640 --> 00:03:15.000]  希伯來書的作者就利用了墨基使德這個人物
[00:03:15.000 --> 00:03:18.280]  去預表耶穌基督
[00:03:18.280 --> 00:03:23.200]  如果大家記得墨基使德是一個很尊貴的人物
[00:03:23.200 --> 00:03:26.920]  但是耶穌比墨基使德更加尊貴
[00:03:26.920 --> 00:03:31.240]  因為耶穌帶來一個很重要的東西
[00:03:31.240 --> 00:03:33.240]  就是他之所以成為大祭司
[00:03:33.240 --> 00:03:35.240]  不單止是因為墨基使德
[00:03:35.240 --> 00:03:39.960]  而是因為上帝起誓而立的大祭司
[00:03:39.960 --> 00:03:44.400]  更加是耶穌作為更美之約的宗寶
[00:03:44.400 --> 00:03:47.160]  不知道大家記不記得第七章的第22節
[00:03:47.160 --> 00:03:51.680]  這個更美之約的宗寶為世人帶來一個更加美好的指望
[00:03:51.680 --> 00:03:52.880]  這個指望是什麼呢?
[00:03:52.880 --> 00:03:59.160]  人不再需要藉著中間人的祭司去跟神親近
[00:03:59.160 --> 00:04:04.120]  只需要來到耶穌面前就可以跟神建立這個關係
[00:04:04.120 --> 00:04:07.280]  所以這個就是所謂一個更美好
[00:04:07.280 --> 00:04:11.960]  更美的約的宗寶帶來更好的指望
[00:04:11.960 --> 00:04:14.640]  今天希伯來書我們講到第八章
[00:04:14.640 --> 00:04:19.200]  亦是我們希伯來書的講道系列的第九次講道
[00:04:19.200 --> 00:04:21.200]  盼望我們新的一年開始
[00:04:21.200 --> 00:04:25.320]  我們再去留心在希伯來書裏面的訊息
[00:04:25.320 --> 00:04:27.040]  跟我們中間的關係
[00:04:27.040 --> 00:04:29.040]  而我們進入經文之前
[00:04:29.040 --> 00:04:30.400]  我們都有一個禱告
[00:04:30.400 --> 00:04:32.400]  我們一起同心祈禱
[00:04:32.400 --> 00:04:34.480]  慈悲人為天父
[00:04:34.480 --> 00:04:37.760]  我們感恩過去一年你帶領我們經過
[00:04:37.760 --> 00:04:43.880]  天父我們不知道在未來一年會發生什麼事
[00:04:43.880 --> 00:04:45.880]  無論在這個世界裏面
[00:04:45.880 --> 00:04:46.880]  或者在這個社會
[00:04:46.880 --> 00:04:48.880]  甚至在我們生命裏面
[00:04:48.880 --> 00:04:54.280]  我們都不能夠預計在未來一年發生在我們當中的事情
[00:04:54.280 --> 00:04:57.480]  但是我們知道你是我們生命的主
[00:04:57.480 --> 00:04:59.480]  你亦都是世界的主
[00:04:59.480 --> 00:05:02.680]  我們知道你是跟我們同行每一天
[00:05:02.680 --> 00:05:04.680]  這個是莫大的恩典
[00:05:04.680 --> 00:05:09.280]  正正就是因為你親自去成就這個更美的藥
[00:05:09.280 --> 00:05:10.880]  成為那個的中寶
[00:05:10.880 --> 00:05:12.680]  叫我們能夠藉著你
[00:05:12.680 --> 00:05:14.680]  可以時刻去到你的面前
[00:05:14.680 --> 00:05:18.480]  今日我們求你繼續藉著希伯來書的經文
[00:05:18.480 --> 00:05:19.680]  向我們說話
[00:05:19.680 --> 00:05:21.680]  我們同心合意的禱告
[00:05:21.680 --> 00:05:24.080]  是奉靠耶穌基督得性命治祈求
[00:05:24.080 --> 00:05:25.080]  阿們
[00:05:25.080 --> 00:05:28.080]  我們進入經文的第一個部分
[00:05:28.080 --> 00:05:31.080]  我們第一個部分的經文就是
[00:05:31.080 --> 00:05:33.480]  希伯來書第八章一到六節
[00:05:33.480 --> 00:05:36.080]  題目就是更美的即時
[00:05:36.080 --> 00:05:39.480]  我們先一起讀這六節的經文
[00:05:39.480 --> 00:05:40.480]  我們一起讀
[00:05:40.480 --> 00:05:43.080]  我們所講的是
[00:05:43.080 --> 00:05:46.080]  其中第一要緊的就是
[00:05:46.080 --> 00:05:49.080]  我們有這樣一位大祭司
[00:05:49.080 --> 00:05:53.880]  他已經坐在天上至大者寶座的右邊
[00:05:53.880 --> 00:05:58.680]  在聖所就是在真像墨裏作伏役
[00:05:58.680 --> 00:06:01.880]  這張墨是主所資答的
[00:06:01.880 --> 00:06:04.480]  不是人所資答的
[00:06:04.480 --> 00:06:09.680]  凡大祭司都是為獻禮物和祭物設立的
[00:06:09.680 --> 00:06:14.480]  所以這位大祭司也必須有所獻上
[00:06:14.480 --> 00:06:18.280]  他若在地上就不用作祭司
[00:06:18.280 --> 00:06:23.280]  因為已經有照律法獻禮物的祭司了
[00:06:23.280 --> 00:06:29.680]  他們所供奉的本是天上之時的樣式和影像
[00:06:29.680 --> 00:06:33.480]  正如摩西將要做帳幕的時候
[00:06:33.480 --> 00:06:36.880]  神警戒他說要謹慎
[00:06:36.880 --> 00:06:42.280]  一切都要照著在山上指示你的樣式去做
[00:06:42.280 --> 00:06:46.880]  如今耶穌已經得了更優越的侍奉
[00:06:46.880 --> 00:06:50.680]  正如他作更美之約的中寶
[00:06:50.680 --> 00:06:56.680]  這約原是憑更美之應許所立的
[00:06:56.680 --> 00:07:00.880]  這段經文告訴我們一件事
[00:07:00.880 --> 00:07:05.880]  就是耶穌作為上帝所立的大祭司
[00:07:05.880 --> 00:07:07.480]  也確立了
[00:07:07.480 --> 00:07:08.680]  他提到一個問題
[00:07:08.680 --> 00:07:12.480]  既然地上已經有祭司去供職獻祭
[00:07:12.480 --> 00:07:16.680]  那麼耶穌和地上的祭司又有什麼分別呢?
[00:07:16.680 --> 00:07:18.080]  有什麼不同呢?
[00:07:18.080 --> 00:07:19.680]  在這裏八章第一節
[00:07:19.680 --> 00:07:25.080]  作者再一次提醒我們要留心一件很重要的事
[00:07:25.080 --> 00:07:28.680]  就是其實我們已經有這位大祭司了
[00:07:28.680 --> 00:07:32.280]  這位大祭司和地上的大祭司的分別是什麼呢?
[00:07:32.280 --> 00:07:37.880]  這位大祭司是坐在天上至大者寶座的右邊
[00:07:37.880 --> 00:07:39.080]  第二節他提到
[00:07:39.080 --> 00:07:40.480]  他說他在聖所
[00:07:40.480 --> 00:07:43.880]  就是在真帳幕裏面去作瀑役
[00:07:43.880 --> 00:07:46.880]  這就是耶穌作為大祭司
[00:07:46.880 --> 00:07:49.480]  和地上的祭司的分別
[00:07:49.480 --> 00:07:51.680]  耶穌是在聖所
[00:07:51.680 --> 00:07:55.680]  在真帳幕裏面作瀑役
[00:07:55.680 --> 00:07:57.880]  瀑役這裏有個意思
[00:07:57.880 --> 00:07:59.880]  就是指到執事的意思
[00:07:59.880 --> 00:08:00.680]  就是服事
[00:08:00.680 --> 00:08:02.680]  又有服事的意思
[00:08:02.680 --> 00:08:05.680]  作者提到所謂真的帳幕
[00:08:05.680 --> 00:08:07.880]  究竟真的帳幕是怎樣的呢?
[00:08:07.880 --> 00:08:09.080]  這裏經文說
[00:08:09.080 --> 00:08:11.680]  這個真帳幕是主所支答
[00:08:11.680 --> 00:08:14.280]  不是人所支答的
[00:08:14.280 --> 00:08:15.280]  我們就想
[00:08:15.280 --> 00:08:17.280]  是不是有個假的帳幕呢?
[00:08:17.280 --> 00:08:18.480]  既然這裏有真帳幕
[00:08:18.480 --> 00:08:21.080]  是不是有個假的帳幕呢?
[00:08:21.080 --> 00:08:21.880]  其實不是的
[00:08:21.880 --> 00:08:23.680]  其實這裏真的意思
[00:08:23.680 --> 00:08:26.680]  有個意思就是指到天上的
[00:08:26.680 --> 00:08:28.680]  和永存的意思
[00:08:28.680 --> 00:08:31.080]  即是說這個帳幕和地上的
