
[00:00:00.000 --> 00:00:02.000]  我們低頭禱告
[00:00:02.000 --> 00:00:08.000]  復活的主耶穌
[00:00:08.000 --> 00:00:10.000]  坐著為王的神
[00:00:10.000 --> 00:00:12.000]  我們感恩
[00:00:12.000 --> 00:00:14.000]  今天的清晨
[00:00:14.000 --> 00:00:16.000]  我們能夠呼吸
[00:00:16.000 --> 00:00:18.000]  我們能夠有生命氣息
[00:00:18.000 --> 00:00:20.000]  我們能夠張開口
[00:00:20.000 --> 00:00:22.000]  我們能夠有聖靈的光芒
[00:00:22.000 --> 00:00:24.000]  我們能夠有聖靈的光芒
[00:00:24.000 --> 00:00:26.000]  我們能夠有聖靈的光芒
[00:00:26.000 --> 00:00:28.000]  我們能夠有聖靈的光芒
[00:00:28.000 --> 00:00:30.000]  我們能夠張開口
[00:00:30.000 --> 00:00:32.000]  來讚美祢
[00:00:32.000 --> 00:00:34.000]  這份全是恩典
[00:00:34.000 --> 00:00:36.000]  主啊,求祢使用孩子
[00:00:36.000 --> 00:00:38.000]  這個軟弱的氣鳴
[00:00:38.000 --> 00:00:40.000]  能夠在今天
[00:00:40.000 --> 00:00:42.000]  講清楚祢的信息
[00:00:42.000 --> 00:00:44.000]  讓在艱難
[00:00:44.000 --> 00:00:46.000]  困苦
[00:00:46.000 --> 00:00:48.000]  軟弱的弟兄姊妹
[00:00:48.000 --> 00:00:50.000]  朋友當中
[00:00:50.000 --> 00:00:52.000]  能夠安慰他們
[00:00:52.000 --> 00:00:54.000]  能夠激勵他們
[00:00:54.000 --> 00:00:56.000]  讓我們的生命
[00:00:56.000 --> 00:00:58.000]  得著從祢而那份力量
[00:00:58.000 --> 00:01:00.000]  祝福以下
[00:01:00.000 --> 00:01:02.000]  這段時間
[00:01:02.000 --> 00:01:04.000]  祈禱奉主耶穌基督得勝的明智祈求
[00:01:04.000 --> 00:01:06.000]  阿們
[00:01:06.000 --> 00:01:08.000]  不知道在座當中
[00:01:08.000 --> 00:01:10.000]  弟兄姊妹和朋友
[00:01:10.000 --> 00:01:12.000]  有沒有人偶爾都喜歡
[00:01:12.000 --> 00:01:14.000]  看韓劇
[00:01:14.000 --> 00:01:16.000]  舉手
[00:01:16.000 --> 00:01:18.000]  我自己和我先生
[00:01:18.000 --> 00:01:20.000]  其中一個共同的嗜好
[00:01:20.000 --> 00:01:22.000]  就是有時吃飯的時候
[00:01:22.000 --> 00:01:24.000]  都會看劇
[00:01:24.000 --> 00:01:26.000]  最近我們正在看一套
[00:01:26.000 --> 00:01:28.000]  名字叫
[00:01:28.000 --> 00:01:30.000]  重生
[00:01:30.000 --> 00:01:32.000]  英文叫
[00:01:32.000 --> 00:01:34.000]  Again my life
[00:01:34.000 --> 00:01:36.000]  有沒有人在座當中看過
[00:01:36.000 --> 00:01:38.000]  舉手
[00:01:38.000 --> 00:01:40.000]  杜方也看過
[00:01:40.000 --> 00:01:42.000]  其實這套劇
[00:01:42.000 --> 00:01:44.000]  劇情
[00:01:44.000 --> 00:01:46.000]  如果將來會看的時候
[00:01:46.000 --> 00:01:48.000]  是講一個很有正義感的
[00:01:48.000 --> 00:01:50.000]  檢察官
[00:01:50.000 --> 00:01:52.000]  他為了對抗當時
[00:01:52.000 --> 00:01:54.000]  國家經濟
[00:01:54.000 --> 00:01:56.000]  政治的黑暗勢力
[00:01:56.000 --> 00:01:58.000]  最後當然是惹來殺機
[00:01:58.000 --> 00:02:00.000]  被人買空殺他
[00:02:00.000 --> 00:02:02.000]  正正當他
[00:02:02.000 --> 00:02:04.000]  在天台被人扔下樓的時候
[00:02:04.000 --> 00:02:06.000]  扔下樓了
[00:02:06.000 --> 00:02:08.000]  去到半空
[00:02:08.000 --> 00:02:10.000]  他突然間身體又飛回天台
[00:02:10.000 --> 00:02:12.000]  時空
[00:02:12.000 --> 00:02:14.000]  好像停頓了
[00:02:14.000 --> 00:02:16.000]  他見到一個女侍者
[00:02:16.000 --> 00:02:18.000]  願意再給他一次機會
[00:02:18.000 --> 00:02:20.000]  生存多一次
[00:02:20.000 --> 00:02:22.000]  最後
[00:02:22.000 --> 00:02:24.000]  這個主角
[00:02:24.000 --> 00:02:26.000]  劇情是這樣發展
[00:02:26.000 --> 00:02:28.000]  他沒有浪費這次重生的機會
[00:02:28.000 --> 00:02:30.000]  他不單止
[00:02:30.000 --> 00:02:32.000]  儲存實力
[00:02:32.000 --> 00:02:34.000]  裝備
[00:02:34.000 --> 00:02:36.000]  精心部署
[00:02:36.000 --> 00:02:38.000]  將壞人繩之於法
[00:02:38.000 --> 00:02:40.000]  更加拯救了
[00:02:40.000 --> 00:02:42.000]  他第一次生命中
[00:02:42.000 --> 00:02:44.000]  因為意外而死去的
[00:02:44.000 --> 00:02:46.000]  傷親
[00:02:46.000 --> 00:02:48.000]  因為失而復得的關係
[00:02:48.000 --> 00:02:50.000]  他見到他父母
[00:02:50.000 --> 00:02:52.000]  憤而欲緊
[00:02:52.000 --> 00:02:54.000]  不惜說一些肉麻的話
[00:02:54.000 --> 00:02:56.000]  還會
[00:02:56.000 --> 00:02:58.000]  抱著他父母
[00:02:58.000 --> 00:03:00.000]  嚇得他父母
[00:03:00.000 --> 00:03:02.000]  也在想這是不是我的兒子
[00:03:02.000 --> 00:03:04.000]  以前的他
[00:03:04.000 --> 00:03:06.000]  一向都是說一句頂十句
[00:03:06.000 --> 00:03:08.000]  態度很惡劣
[00:03:08.000 --> 00:03:10.000]  其實在聖經裡
[00:03:10.000 --> 00:03:12.000]  也有一個
[00:03:12.000 --> 00:03:14.000]  很相似的真人真事
[00:03:14.000 --> 00:03:16.000]  故事的名字
[00:03:16.000 --> 00:03:18.000]  這個主角的名字叫保羅
[00:03:18.000 --> 00:03:20.000]  他重生之前的名字
[00:03:20.000 --> 00:03:22.000]  叫掃羅
[00:03:22.000 --> 00:03:24.000]  他之前一直為了
[00:03:24.000 --> 00:03:26.000]  他自己堅信的猶太教
[00:03:26.000 --> 00:03:28.000]  那個律法
[00:03:28.000 --> 00:03:30.000]  他不惜一切
[00:03:30.000 --> 00:03:32.000]  來逼迫當時的基督徒
[00:03:32.000 --> 00:03:34.000]  甚至捉他們收監
[00:03:34.000 --> 00:03:36.000]  又置他們於死地
[00:03:36.000 --> 00:03:38.000]  但是當掃羅
[00:03:38.000 --> 00:03:40.000]  他在大馬式的路上
[00:03:40.000 --> 00:03:42.000]  遇上
[00:03:42.000 --> 00:03:44.000]  這個復活的主耶穌之後
[00:03:44.000 --> 00:03:46.000]  他的生命就來了一個很大的
[00:03:46.000 --> 00:03:48.000]  劇轉
[00:03:48.000 --> 00:03:50.000]  他之前逼迫基督徒
[00:03:50.000 --> 00:03:52.000]  但是之後
[00:03:52.000 --> 00:03:54.000]  他怎樣呢?這個復活新人類
[00:03:54.000 --> 00:03:56.000]  他更加是全躺在地上
[00:03:56.000 --> 00:03:58.000]  甚至是沒了命也不要緊
[00:03:58.000 --> 00:04:00.000]  誓要
[00:04:00.000 --> 00:04:02.000]  使人成為基督徒
[00:04:02.000 --> 00:04:04.000]  因為他這個轉變
[00:04:04.000 --> 00:04:06.000]  惹來他很多
[00:04:06.000 --> 00:04:08.000]  四方八面對他的逼迫
[00:04:08.000 --> 00:04:10.000]  和流難
[00:04:10.000 --> 00:04:12.000]  因為他也影響了當時一些
[00:04:12.000 --> 00:04:14.000]  人的利益或是他們的宗教地位
[00:04:14.000 --> 00:04:16.000]  就讓我們今天
[00:04:16.000 --> 00:04:18.000]  從保羅這個復活新人類
[00:04:18.000 --> 00:04:20.000]  看看他究竟
[00:04:20.000 --> 00:04:22.000]  靠些什麼
[00:04:22.000 --> 00:04:24.000]  來活出在困難裏
[00:04:24.000 --> 00:04:26.000]  活出一個不一樣的生命
[00:04:26.000 --> 00:04:30.000]  今天的題目是
[00:04:30.000 --> 00:04:32.000]  復活新人類的兩個L
[00:04:32.000 --> 00:04:34.000]  有人問哪兩個L
