
[00:00:00.000 --> 00:00:03.960]  昨晚我們有個報道會
[00:00:03.960 --> 00:00:06.280]  我們昨晚也歡迎了很多新朋友
[00:00:06.280 --> 00:00:07.680]  但今天大家來到
[00:00:07.680 --> 00:00:12.200]  也跟身邊的隔壁的說聖誕快樂吧
[00:00:12.200 --> 00:00:21.640]  很開心 我們一起說聖誕快樂也很震撼
[00:00:21.640 --> 00:00:25.640]  昨晚有個平安的晚上
[00:00:25.640 --> 00:00:30.720]  也希望大家接下來的年也有主的恩典充滿我們的心
[00:00:30.720 --> 00:00:34.440]  我也想播昨晚的一些小小片段
[00:00:34.440 --> 00:00:37.840]  很感謝AV team很快就製作了片段
[00:00:37.840 --> 00:00:40.840]  可能比電視台快
[00:00:40.840 --> 00:00:43.200]  馬上就有一個短片給大家看
[00:00:43.200 --> 00:00:44.600]  我們也重溫一下吧
[00:00:44.600 --> 00:00:55.440]  可能也令Jimmy措手不及
[00:00:56.440 --> 00:00:58.440]  他們會應付的
[00:00:58.440 --> 00:01:04.360]  在裡面吧
[00:01:04.360 --> 00:01:14.640]  今天早上比較順暢一點
[00:01:14.640 --> 00:01:16.840]  可能今天特時間的時候就要
[00:01:16.840 --> 00:01:18.120]  出來了
[00:01:18.840 --> 00:01:27.720]  聖誕快樂 聖誕快樂 聖誕快樂 聖誕快樂
[00:01:27.720 --> 00:01:29.720]  謝謝大家
[00:01:29.720 --> 00:01:32.120]  很棒 很開心 很期待
[00:01:32.120 --> 00:01:34.120]  我們有一個新的聖誕節
[00:01:34.120 --> 00:01:41.120]  (聖誕快樂)
[00:01:42.120 --> 00:01:47.120]  (聖誕快樂)
[00:01:47.120 --> 00:02:10.120]  (聖誕快樂)
[00:02:10.120 --> 00:02:13.120]  在這裡很感謝上帝基督
[00:02:13.120 --> 00:02:15.120]  在這裡分享我們的信仰
[00:02:15.120 --> 00:02:19.120]  我的見證向上帝
[00:02:19.120 --> 00:02:23.120]  我覺得大家不愛我
[00:02:23.120 --> 00:02:31.120]  我也不知道自己的存在和價值
[00:02:31.120 --> 00:02:33.120]  祂能夠站在我們中間
[00:02:33.120 --> 00:02:35.120]  來跟我們分享見證
[00:02:35.120 --> 00:02:37.120]  我相信那一天一點也不容易
[00:02:37.120 --> 00:02:40.120]  我們能夠跟我們的上帝
[00:02:40.120 --> 00:02:43.120]  能夠拉近這個關係
[00:02:43.120 --> 00:03:08.120]  (聖誕快樂)
[00:03:08.120 --> 00:03:11.120]  我們真的很感恩
[00:03:11.120 --> 00:03:13.120]  其實我很想給一些掌聲
[00:03:13.120 --> 00:03:15.120]  昨天預備的弟兄姊妹
[00:03:15.120 --> 00:03:17.120]  他們真的很厲害
[00:03:17.120 --> 00:03:22.120]  有兩場的報道會
[00:03:22.120 --> 00:03:24.120]  裡面的詩歌都令我很感動
[00:03:24.120 --> 00:03:26.120]  我也是在第一場
[00:03:26.120 --> 00:03:29.120]  聽見鄭牧師的分享講道裡面
[00:03:29.120 --> 00:03:32.120]  心裡面也有很多的激勵
[00:03:32.120 --> 00:03:34.120]  記得他講到
[00:03:34.120 --> 00:03:36.120]  這個泛起公心
[00:03:36.120 --> 00:03:37.120]  有多少人看過
[00:03:37.120 --> 00:03:39.120]  香港人很多人看過
[00:03:39.120 --> 00:03:41.120]  他講到家人在哪裡
[00:03:41.120 --> 00:03:43.120]  哪裡就是家
[00:03:43.120 --> 00:03:44.120]  聽見的時候心裡很亂
[00:03:44.120 --> 00:03:45.120]  但也有一點心酸
[00:03:45.120 --> 00:03:47.120]  因為有時候家人來到很遠
[00:03:47.120 --> 00:03:49.120]  以致我們不能夠跟他們在一起
[00:03:49.120 --> 00:03:53.120]  除了講到愛的距離
[00:03:53.120 --> 00:03:55.120]  我們也有很多一直出去的服侍
[00:03:55.120 --> 00:03:57.120]  我有一點的相片
[00:03:57.120 --> 00:03:59.120]  也給大家重溫在過去
[00:03:59.120 --> 00:04:00.120]  不單止平安夜
[00:04:00.120 --> 00:04:02.120]  在媽媽團
[00:04:02.120 --> 00:04:04.120]  又是梅士他們
[00:04:04.120 --> 00:04:06.120]  然後在我們的報街音
[00:04:06.120 --> 00:04:08.120]  又去到商場裡面報街音
[00:04:08.120 --> 00:04:10.120]  在教會的門口
[00:04:10.120 --> 00:04:12.120]  然後也有
[00:04:12.120 --> 00:04:14.120]  我去到那個
[00:04:14.120 --> 00:04:16.120]  記不記得那幾隻旋轉木馬在哪裡
[00:04:16.120 --> 00:04:18.120]  在長沙環廣場
[00:04:18.120 --> 00:04:20.120]  原來英文堂就在那裡報街音
[00:04:20.120 --> 00:04:22.120]  他們這一刻也有報道會在上面
[00:04:22.120 --> 00:04:26.120]  也有去到外面的子堂
[00:04:26.120 --> 00:04:28.120]  和不同的過渡性房屋
[00:04:28.120 --> 00:04:32.120]  在社區上有幾十對出去報街音
[00:04:32.120 --> 00:04:34.120]  我那天走過就見到
[00:04:34.120 --> 00:04:36.120]  在我們以前大排檔
[00:04:36.120 --> 00:04:38.120]  在警局下面也有過渡性房屋
[00:04:38.120 --> 00:04:40.120]  在我們長沙街尾
[00:04:40.120 --> 00:04:44.120]  把很多不同的社區帶到我們裡面
