
[00:00:00.000 --> 00:00:05.000]  今天跟大家分享一些經文
[00:00:05.000 --> 00:00:07.000]  大家可能很熟悉
[00:00:07.000 --> 00:00:10.000]  可能看了也明白
[00:00:10.000 --> 00:00:13.000]  但又不太知道
[00:00:13.000 --> 00:00:15.000]  裡面有什麼特別的訊息
[00:00:15.000 --> 00:00:17.000]  有時是這樣的
[00:00:17.000 --> 00:00:20.000]  首先我看一看
[00:00:20.000 --> 00:00:24.000]  我們很喜歡留意網上的
[00:00:24.000 --> 00:00:28.000]  現在很喜歡看圖片、相片
[00:00:28.000 --> 00:00:30.000]  文字越看越少
[00:00:30.000 --> 00:00:32.000]  有些圖片
[00:00:32.000 --> 00:00:34.000]  大家知道是誰嗎
[00:00:34.000 --> 00:00:36.000]  天才科學家
[00:00:36.000 --> 00:00:38.000]  愛因斯坦
[00:00:38.000 --> 00:00:40.000]  記不記得
[00:00:40.000 --> 00:00:43.000]  是很著名的科學家
[00:00:43.000 --> 00:00:44.000]  相對論
[00:00:44.000 --> 00:00:46.000]  大家知道就聽過
[00:00:46.000 --> 00:00:49.000]  講到很多物理學
[00:00:49.000 --> 00:00:52.000]  為什麼火箭可以飛上去
[00:00:52.000 --> 00:00:54.000]  等等很多現代的科學
[00:00:54.000 --> 00:01:00.000]  發現物理現象創新
[00:01:00.000 --> 00:01:02.000]  但這張照片
[00:01:02.000 --> 00:01:07.000]  所提出的相對論方程式
[00:01:07.000 --> 00:01:11.000]  不是最著名的照片
[00:01:11.000 --> 00:01:14.000]  愛因斯坦最著名的照片
[00:01:14.000 --> 00:01:16.000]  大家知道是怎樣嗎
[00:01:16.000 --> 00:01:19.000]  和相對論無關
[00:01:22.000 --> 00:01:24.000]  愛因斯坦最著名的照片
[00:01:24.000 --> 00:01:27.000]  是伸出舌頭的照片
[00:01:27.000 --> 00:01:31.000]  當時他72歲生日
[00:01:31.000 --> 00:01:34.000]  大學部門為他慶祝生日
[00:01:34.000 --> 00:01:36.000]  他不太喜歡
[00:01:36.000 --> 00:01:38.000]  因為很多記者訪問他
[00:01:38.000 --> 00:01:39.000]  捉住他
[00:01:39.000 --> 00:01:42.000]  他很無奈伸出舌頭
[00:01:42.000 --> 00:01:45.000]  竟然被記者拍下
[00:01:45.000 --> 00:01:49.000]  然後流傳成為他的標誌形象
[00:01:49.000 --> 00:01:53.000]  很廣泛流傳到書籍、海報等等
[00:01:53.000 --> 00:01:54.000]  或者商品上
[00:01:54.000 --> 00:01:57.000]  甚至有一張這樣的
[00:01:57.000 --> 00:02:03.000]  他的標誌的頭像
[00:02:03.000 --> 00:02:07.000]  變成了一個名標
[00:02:07.000 --> 00:02:09.000]  在標面上
[00:02:09.000 --> 00:02:11.000]  這種頭像
[00:02:11.000 --> 00:02:13.000]  其實成為
[00:02:13.000 --> 00:02:15.000]  讓我們看到一點點的洩透
[00:02:15.000 --> 00:02:17.000]  影響力有多大
[00:02:17.000 --> 00:02:22.000]  比相對論照片的影響力更大
[00:02:22.000 --> 00:02:24.000]  我們請大家一起讀出
[00:02:24.000 --> 00:02:26.000]  今天的經文
[00:02:26.000 --> 00:02:29.000]  亞國書三章第一到十二節
[00:02:30.000 --> 00:02:32.000]  我的弟兄們
[00:02:32.000 --> 00:02:35.000]  不要許多人做教師
[00:02:35.000 --> 00:02:37.000]  因為你們知道
[00:02:37.000 --> 00:02:38.000]  我們做教師的
[00:02:38.000 --> 00:02:41.000]  要接受這麼嚴厲的審判
[00:02:41.000 --> 00:02:45.000]  原來我們在許多事上都有過失
[00:02:45.000 --> 00:02:48.000]  若有人在言語上沒有過失
[00:02:48.000 --> 00:02:50.000]  他就是完全的人
[00:02:50.000 --> 00:02:53.000]  也能勒住自己的全身
[00:02:53.000 --> 00:02:58.000]  我們若把著難放在嘴裡的女士們信服
[00:02:58.000 --> 00:03:01.000]  就能控制她們全身
[00:03:01.000 --> 00:03:03.000]  再看船隻
[00:03:03.000 --> 00:03:04.000]  雖然甚大
[00:03:04.000 --> 00:03:07.000]  又被強風猛吹
[00:03:07.000 --> 00:03:09.000]  只用少少的陀
[00:03:09.000 --> 00:03:12.000]  就隨著掌陀的意思轉動
[00:03:12.000 --> 00:03:15.000]  同樣洩透是小肢體
[00:03:15.000 --> 00:03:17.000]  能絕大化
[00:03:17.000 --> 00:03:19.000]  看得最小的火
[00:03:19.000 --> 00:03:22.000]  能點燃最大的心絕能
[00:03:22.000 --> 00:03:24.000]  洩透的自我
[00:03:24.000 --> 00:03:26.000]  在法體中
[00:03:26.000 --> 00:03:28.000]  洩透是個不義的世界
[00:03:28.000 --> 00:03:30.000]  能沾污全身
[00:03:30.000 --> 00:03:33.000]  也能燒毀生命的輪子
[00:03:33.000 --> 00:03:36.000]  而且是被地獄的火焰點滴
[00:03:36.000 --> 00:03:38.000]  各類的走獸
[00:03:38.000 --> 00:03:41.000]  披襟爬蟲水族
[00:03:41.000 --> 00:03:43.000]  本來都可以制服
[00:03:43.000 --> 00:03:45.000]  也已經被人制服了
[00:03:45.000 --> 00:03:48.000]  惟道洩透沒有人制服
[00:03:48.000 --> 00:03:51.000]  是永不靜止的邪惡
[00:03:51.000 --> 00:03:54.000]  充滿了害死人的毒氣
[00:03:54.000 --> 00:03:56.000]  我們用洩透
[00:03:56.000 --> 00:03:58.000]  重讚我們的主
[00:03:58.000 --> 00:03:59.000]  我們的天父
[00:03:59.000 --> 00:04:01.000]  讓洩透助咒
[00:04:01.000 --> 00:04:04.000]  照著神形象被造的人
[00:04:04.000 --> 00:04:06.000]  重讚和助咒
[00:04:06.000 --> 00:04:08.000]  從同一個口出來
[00:04:08.000 --> 00:04:10.000]  我們的弟兄
[00:04:10.000 --> 00:04:12.000]  這是不應該的
[00:04:12.000 --> 00:04:14.000]  這是想出口
[00:04:14.000 --> 00:04:17.000]  發出甜苦兩樣的水嗎
[00:04:17.000 --> 00:04:18.000]  我們的弟兄們
[00:04:18.000 --> 00:04:21.000]  無花果樹能生橄欖嗎
[00:04:21.000 --> 00:04:24.000]  葡萄樹能結無花果嗎
[00:04:24.000 --> 00:04:29.000]  鹹水也不能流出淺水來
[00:04:29.000 --> 00:04:33.000]  今天講到經文的上文
[00:04:33.000 --> 00:04:35.000]  其實講到
[00:04:35.000 --> 00:04:38.000]  在二章十四到二十六節
[00:04:38.000 --> 00:04:41.000]  講到信心和行為
[00:04:41.000 --> 00:04:44.000]  而行為是需要言行一致的
[00:04:44.000 --> 00:04:46.000]  否則就是假師父
[00:04:46.000 --> 00:04:48.000]  今天講到經文的下文
[00:04:48.000 --> 00:04:50.000]  三章十三到十八節
[00:04:50.000 --> 00:04:53.000]  講到從上頭來的智慧
[00:04:53.000 --> 00:04:56.000]  和地上的智慧的分別
[00:04:56.000 --> 00:04:58.000]  就是有屬神的品格
[00:04:58.000 --> 00:05:01.000]  和屬魔鬼品格的分別
[00:05:01.000 --> 00:05:03.000]  今天和大家分享的經文
[00:05:03.000 --> 00:05:05.000]  就是有關洩透
[00:05:05.000 --> 00:05:07.000]  如果沒有控制洩透
[00:05:07.000 --> 00:05:11.000]  就會陷入地上魔鬼的陷阱
[00:05:11.000 --> 00:05:16.000]  今天和大家講到的大綱
[00:05:16.000 --> 00:05:18.000]  分為三部分
[00:05:18.000 --> 00:05:19.000]  第一部分一
[00:05:19.000 --> 00:05:21.000]  第一到第五節上半部
[00:05:21.000 --> 00:05:23.000]  講到洩透的定性
[00:05:23.000 --> 00:05:26.000]  是失控還是要控制呢
[00:05:26.000 --> 00:05:28.000]  第二部分就是
[00:05:28.000 --> 00:05:29.000]  第五節下半部
[00:05:29.000 --> 00:05:30.000]  和第八節
[00:05:30.000 --> 00:05:32.000]  就是洩透的狂野
[00:05:32.000 --> 00:05:34.000]  是可以燎原
[00:05:34.000 --> 00:05:37.000]  甚至可以毒氣
[00:05:37.000 --> 00:05:39.000]  第三部分就是
[00:05:39.000 --> 00:05:41.000]  九到十二節
[00:05:41.000 --> 00:05:45.000]  洩透之原創是助走還是重贊
[00:05:45.000 --> 00:05:47.000]  在第一節
[00:05:47.000 --> 00:05:55.000]  為什麼亞國不容許
[00:05:55.000 --> 00:05:58.000]  很多人做教師呢
[00:05:58.000 --> 00:06:00.000]  因為做教師
[00:06:00.000 --> 00:06:01.000]  經文已經講了
[00:06:01.000 --> 00:06:04.000]  要接受很嚴厲的審判
[00:06:04.000 --> 00:06:07.000]  所以今天我在這裡講話
[00:06:07.000 --> 00:06:09.000]  要很小心翼翼
[00:06:09.000 --> 00:06:11.000]  要很謹慎
[00:06:11.000 --> 00:06:15.000]  因為聖經講的要求極高
[00:06:15.000 --> 00:06:18.000]  同時因為第二節講
[00:06:18.000 --> 00:06:23.000]  人在很多事上都有過失
[00:06:23.000 --> 00:06:25.000]  在傳道書七章二十四講到
[00:06:25.000 --> 00:06:29.000]  世上沒有行善而不犯罪的義人
[00:06:29.000 --> 00:06:33.000]  而新約一書一章八字也講到
[00:06:33.000 --> 00:06:35.000]  我們若說自己沒有罪
[00:06:35.000 --> 00:06:37.000]  就是欺騙自己
[00:06:37.000 --> 00:06:40.000]  真理不在我們裡面了
[00:06:40.000 --> 00:06:43.000]  其實今天講的經文第二節
[00:06:43.000 --> 00:06:45.000]  收集到我們品格的表現範圍
[00:06:45.000 --> 00:06:46.000]  去到什麼呢
[00:06:46.000 --> 00:06:48.000]  人在言語上沒有過失
[00:06:48.000 --> 00:06:52.000]  他就是完全的人
[00:06:52.000 --> 00:06:57.000]  有人用了一些言語技巧
[00:06:57.000 --> 00:06:59.000]  達到自己的目的
[00:06:59.000 --> 00:07:02.000]  以為就沒什麼問題
[00:07:02.000 --> 00:07:05.000]  舉個例子大家會比較容易明白
[00:07:05.000 --> 00:07:09.000]  有人突然說話
[00:07:09.000 --> 00:07:12.000]  好像是在嚇唬你
[00:07:12.000 --> 00:07:16.000]  讓你覺得自己犯了錯
[00:07:16.000 --> 00:07:19.000]  其實是希望在你身上拿一些好處
[00:07:19.000 --> 00:07:21.000]  或者找一些機會攻擊你
[00:07:21.000 --> 00:07:23.000]  攻擊不了你
[00:07:23.000 --> 00:07:25.000]  嚇不到你的那些
[00:07:25.000 --> 00:07:27.000]  就說說笑而已
[00:07:27.000 --> 00:07:30.000]  不知道大家有沒有試過類似事件
[00:07:30.000 --> 00:07:32.000]  其實在社會上
[00:07:32.000 --> 00:07:37.000]  在一些不同場景上都會遇到
[00:07:37.000 --> 00:07:39.000]  他們這些人覺得自己沒什麼問題
[00:07:39.000 --> 00:07:43.000]  因為他們說的話都好像道理正確
[00:07:43.000 --> 00:07:45.000]  自己不覺得自己有問題
[00:07:45.000 --> 00:07:47.000]  但這類很容易就
[00:07:47.000 --> 00:07:53.000]  是一些招搖撞騙類別的之一
[00:07:53.000 --> 00:07:56.000]  社會上職場上都容易見到
[00:07:56.000 --> 00:07:58.000]  連教會可能都有機會遇到
[00:07:58.000 --> 00:08:01.000]  特別是一些人際關係上的事情
[00:08:01.000 --> 00:08:05.000]  但耶穌在《馬太福音》十二章
[00:08:05.000 --> 00:08:07.000]  三十七主要講到
[00:08:07.000 --> 00:08:10.000]  因為要憑你的話定你的義
[00:08:10.000 --> 00:08:13.000]  又要憑你的話定你的罪
[00:08:13.000 --> 00:08:17.000]  其實耶穌知道你裡面
[00:08:17.000 --> 00:08:19.000]  講出來的那種心態
[00:08:19.000 --> 00:08:21.000]  那種狀態的說話
[00:08:21.000 --> 00:08:23.000]  是一回事
[00:08:23.000 --> 00:08:25.000]  而今天講的經文第二節
[00:08:25.000 --> 00:08:27.000]  完全人的完全其實是
[00:08:27.000 --> 00:08:29.000]  一個字是什麼意思呢
[00:08:29.000 --> 00:08:31.000]  希臘文叫Telios
[00:08:31.000 --> 00:08:33.000]  希臘文原文的意思是
[00:08:33.000 --> 00:08:35.000]  達到標準
[00:08:35.000 --> 00:08:37.000]  完整
[00:08:37.000 --> 00:08:39.000]  或者叫專業
[00:08:39.000 --> 00:08:41.000]  在意義上
[00:08:41.000 --> 00:08:44.000]  沒有過失和完全人有什麼關係呢
[00:08:44.000 --> 00:08:47.000]  在神面前達到神的標準
[00:08:47.000 --> 00:08:51.000]  必須在言語上沒有過失
[00:08:51.000 --> 00:08:53.000]  做教師
[00:08:53.000 --> 00:08:57.000]  其實這裡講到要控制自己的舌頭
[00:08:57.000 --> 00:08:59.000]  有時候我們在小組
[00:08:59.000 --> 00:09:00.000]  在不同的狀況
[00:09:00.000 --> 00:09:01.000]  你未必是組長
[00:09:01.000 --> 00:09:05.000]  但你都很想說一些教導人的說話
[00:09:05.000 --> 00:09:06.000]  因為年紀大了一些
[00:09:06.000 --> 00:09:07.000]  很容易的
[00:09:07.000 --> 00:09:09.000]  包括我自己
[00:09:09.000 --> 00:09:10.000]  都要對自己說
[00:09:10.000 --> 00:09:12.000]  要小心留意我們
[00:09:12.000 --> 00:09:16.000]  在言語上有沒有過失呢
[00:09:16.000 --> 00:09:19.000]  我們需要控制舌頭
[00:09:19.000 --> 00:09:20.000]  那怎麼呢
[00:09:20.000 --> 00:09:23.000]  經文就用一個第三到五節
[00:09:23.000 --> 00:09:25.000]  每兩個比喻
[00:09:25.000 --> 00:09:27.000]  來形容舌頭
[00:09:27.000 --> 00:09:29.000]  第一個就是
[00:09:29.000 --> 00:09:32.000]  好像一個碼頭
[00:09:32.000 --> 00:09:34.000]  有些繩子綁住碼頭
[00:09:34.000 --> 00:09:37.000]  然後通常我們知道
[00:09:37.000 --> 00:09:38.000]  如果騎過馬
[00:09:38.000 --> 00:09:40.000]  或者你看過電影
[00:09:40.000 --> 00:09:41.000]  電視
[00:09:41.000 --> 00:09:43.000]  有條馬槳繩拉住碼頭
[00:09:43.000 --> 00:09:44.000]  拉住去哪裡就去哪裡
[00:09:44.000 --> 00:09:46.000]  其實不是條槳繩
[00:09:46.000 --> 00:09:47.000]  不是主要槳繩
[00:09:47.000 --> 00:09:49.000]  槳繩主要是牽住了
[00:09:49.000 --> 00:09:50.000]  雀環
[00:09:50.000 --> 00:09:51.000]  咬住雀環
[00:09:51.000 --> 00:09:52.000]  有兩個圈
[00:09:52.000 --> 00:09:53.000]  然後拉住碼頭
[00:09:53.000 --> 00:09:55.000]  然後拉住嘴
[00:09:55.000 --> 00:09:56.000]  去哪裡就去哪裡
[00:09:56.000 --> 00:09:59.000]  這個就是小小的雀環
[00:09:59.000 --> 00:10:01.000]  拉住整匹馬
[00:10:01.000 --> 00:10:04.000]  第二個例子就是
[00:10:04.000 --> 00:10:06.000]  船的舵
[00:10:06.000 --> 00:10:08.000]  這隻就是當時
[00:10:08.000 --> 00:10:12.000]  在中東的年代古代的船的舵
[00:10:12.000 --> 00:10:14.000]  其實不陌生的
[00:10:14.000 --> 00:10:15.000]  我們中國人也有
[00:10:15.000 --> 00:10:16.000]  華人也有
[00:10:16.000 --> 00:10:17.000]  小小的舵
[00:10:17.000 --> 00:10:20.000]  就能夠按著舵手的
[00:10:20.000 --> 00:10:21.000]  牽動的方向
[00:10:21.000 --> 00:10:23.000]  轉動的意思
[00:10:23.000 --> 00:10:25.000]  轉動整隻船
[00:10:25.000 --> 00:10:28.000]  其實大家很容易明白
[00:10:28.000 --> 00:10:29.000]  這兩個比喻
[00:10:29.000 --> 00:10:32.000]  就要描述小小的舌頭
[00:10:32.000 --> 00:10:35.000]  是影響整個人的影響力
[00:10:35.000 --> 00:10:37.000]  舌頭很靈活
[00:10:37.000 --> 00:10:39.000]  就好像手手腳腳
[00:10:39.000 --> 00:10:42.000]  有些人覺得是第五個肢體
[00:10:42.000 --> 00:10:44.000]  第五隻手就是舌頭
[00:10:44.000 --> 00:10:45.000]  第五個肢體
[00:10:45.000 --> 00:10:47.000]  手腳就是舌頭
[00:10:47.000 --> 00:10:48.000]  有沒有聽過
[00:10:48.000 --> 00:10:50.000]  比起手腳就小很多
[00:10:50.000 --> 00:10:53.000]  但是靈活性也很大
[00:10:53.000 --> 00:10:54.000]  舌頭的大小
[00:10:54.000 --> 00:10:56.000]  比起兩隻拇指
[00:10:56.000 --> 00:10:59.000]  加起來可能還要小一點
[00:10:59.000 --> 00:11:01.000]  雀環和
[00:11:01.000 --> 00:11:04.000]  馬的雀環和船的舵
[00:11:04.000 --> 00:11:05.000]  兩個比喻
[00:11:05.000 --> 00:11:07.000]  其實有個漸進層次
[00:11:07.000 --> 00:11:08.000]  第一個比喻
[00:11:08.000 --> 00:11:10.000]  雀環牽動馬
[00:11:10.000 --> 00:11:11.000]  馬也很大
[00:11:11.000 --> 00:11:12.000]  但是第二個
[00:11:12.000 --> 00:11:15.000]  小小的舵牽動船
[00:11:15.000 --> 00:11:16.000]  船更加巨大
[00:11:16.000 --> 00:11:18.000]  而且還加上
[00:11:18.000 --> 00:11:20.000]  被強風猛吹
[00:11:20.000 --> 00:11:23.000]  其實再強烈了層次
[00:11:23.000 --> 00:11:27.000]  一個比喻比一個比喻的層次更強烈
[00:11:27.000 --> 00:11:29.000]  形容舌頭的影響力
