
[00:00:00.000 --> 00:00:02.000]  多謝敬拜隊
[00:00:02.000 --> 00:00:05.500]  給我們好好的幾首詩歌
[00:00:05.500 --> 00:00:08.000]  特別這首《家》給我們很多提醒
[00:00:08.000 --> 00:00:10.000]  我們都是一家人
[00:00:10.000 --> 00:00:12.000]  在整個詩歌裏面給我們看到
[00:00:12.000 --> 00:00:14.000]  可能你們知道不同的背景
[00:00:14.000 --> 00:00:16.000]  但我們都是信主的
[00:00:16.000 --> 00:00:18.000]  我們在主裏面,我們都是一家人
[00:00:18.000 --> 00:00:22.000]  想先說一下我的背景
[00:00:22.000 --> 00:00:24.000]  我在香港讀大學
[00:00:24.000 --> 00:00:28.000]  然後去了美國繼續進修的時候
[00:00:28.000 --> 00:00:33.000]  我和我太太都是同一個時間在香港讀大學
[00:00:33.000 --> 00:00:36.000]  一起認識,然後就過去美國進修
[00:00:36.000 --> 00:00:38.000]  本來我們是同一間大學讀的
[00:00:38.000 --> 00:00:40.000]  但我去了之後,讀了一個學期
[00:00:40.000 --> 00:00:42.000]  發覺不是很適合我
[00:00:42.000 --> 00:00:44.000]  因為那些科目不是很適合我
[00:00:44.000 --> 00:00:47.000]  所以我就轉去第二個州,第二間學校讀
[00:00:47.000 --> 00:00:49.000]  各自畢業後就回香港了
[00:00:49.000 --> 00:00:51.000]  過了幾年我們就結婚了
[00:00:51.000 --> 00:00:53.000]  到我們請飲的時候
[00:00:53.000 --> 00:00:55.000]  有些同學就說
[00:00:55.000 --> 00:00:59.000]  聽說你們那時候不是分手了嗎?
[00:00:59.000 --> 00:01:01.000]  如果不是的話,我何必去第二個州呢?
[00:01:01.000 --> 00:01:04.000]  分手了,不好意思,同一間學校
[00:01:04.000 --> 00:01:06.000]  所以我就轉去另一間學校讀書
[00:01:06.000 --> 00:01:08.000]  其實不是的
[00:01:08.000 --> 00:01:12.000]  他們都覺得原來你們這麼多年還在一起,還結婚了
[00:01:12.000 --> 00:01:14.000]  最近呢
[00:01:14.000 --> 00:01:20.000]  我辭了我的全職
[00:01:20.000 --> 00:01:23.000]  教音我的全職,我就讀神學
[00:01:23.000 --> 00:01:25.000]  我全職讀神學的時候
[00:01:25.000 --> 00:01:27.000]  我太太那時候是兼職讀的
[00:01:27.000 --> 00:01:29.000]  她看我讀得這麼開心
[00:01:29.000 --> 00:01:31.000]  就說我讀一科半科吧
[00:01:31.000 --> 00:01:33.000]  她就兼職讀
[00:01:33.000 --> 00:01:36.000]  但由於她也是兼職讀
[00:01:36.000 --> 00:01:38.000]  夜間有時候都沒空
[00:01:38.000 --> 00:01:40.000]  就拖了九年才畢業
[00:01:40.000 --> 00:01:42.000]  就在上面讀,十六樓
[00:01:42.000 --> 00:01:44.000]  這個恩福神學院讀
[00:01:44.000 --> 00:01:46.000]  拖了九年才畢業
[00:01:46.000 --> 00:01:49.000]  當然是行畢業禮,很開心
[00:01:49.000 --> 00:01:51.000]  拍照,又放上Facebook
[00:01:51.000 --> 00:01:54.000]  有一個團友就去了讀書
[00:01:54.000 --> 00:01:56.000]  然後就回來
[00:01:56.000 --> 00:01:58.000]  他就說
[00:01:58.000 --> 00:02:03.000]  我看你以為你神學畢業了
[00:02:03.000 --> 00:02:07.000]  現在就在恩福堂跟我一起來服事
[00:02:07.000 --> 00:02:10.000]  即是全職,他以為他是傳道人
[00:02:10.000 --> 00:02:12.000]  但其實不是的
[00:02:12.000 --> 00:02:14.000]  你看到有時候那些東西
[00:02:14.000 --> 00:02:16.000]  以訛傳訛
[00:02:16.000 --> 00:02:18.000]  聽一下他說,聽一下你說
[00:02:18.000 --> 00:02:20.000]  會發生什麼事
[00:02:20.000 --> 00:02:22.000]  有時候是笑話
[00:02:22.000 --> 00:02:24.000]  笑話一側
[00:02:24.000 --> 00:02:26.000]  原來他也不是傳道人
[00:02:26.000 --> 00:02:28.000]  他兼職讀神學
[00:02:28.000 --> 00:02:30.000]  信徒進修課程
[00:02:30.000 --> 00:02:32.000]  但他變成傳道人
[00:02:32.000 --> 00:02:34.000]  我去那第二個週讀書
[00:02:34.000 --> 00:02:36.000]  變成分手了
[00:02:36.000 --> 00:02:39.000]  有趣一點,就是一個笑話
[00:02:39.000 --> 00:02:42.000]  但有時候會造成很大的傷害
[00:02:42.000 --> 00:02:45.000]  以訛傳訛,說得不清楚的時候
[00:02:45.000 --> 00:02:49.000]  對很多人都會造成很大的傷害
[00:02:49.000 --> 00:02:52.000]  其實早期教會都是一樣
[00:02:52.000 --> 00:02:53.000]  我們今天要看的是
[00:02:53.000 --> 00:02:55.000]  《使徒行傳》第六章一至七節
[00:02:55.000 --> 00:02:58.000]  正正就是這件事
[00:02:58.000 --> 00:03:00.000]  如果你有程序表,你可以拿出來
[00:03:00.000 --> 00:03:02.000]  我讀一讀經文給你聽
[00:03:02.000 --> 00:03:04.000]  我沒有特意不放出來的
[00:03:04.000 --> 00:03:06.000]  我上來看程序表
[00:03:06.000 --> 00:03:09.000]  如果你沒有程序表,你可以下載
[00:03:09.000 --> 00:03:12.000]  我們app裡面有今晚的程序
[00:03:12.000 --> 00:03:14.000]  你可以拿出來
[00:03:14.000 --> 00:03:15.000]  我讀給大家聽
[00:03:15.000 --> 00:03:17.000]  你又留意一下發生什麼事
[00:03:17.000 --> 00:03:21.000]  《使徒行傳》第六章一至七節
[00:03:21.000 --> 00:03:24.000]  那四日子,門徒增多
[00:03:24.000 --> 00:03:28.000]  講希臘話的猶太人向希伯來人發怨言
[00:03:28.000 --> 00:03:32.000]  因為他們在日常的功級忽略了他們的寡婦
[00:03:32.000 --> 00:03:34.000]  十二子之徒叫忠門徒來
[00:03:34.000 --> 00:03:35.000]  跟他們說
[00:03:35.000 --> 00:03:38.000]  我們撇下上帝的道去管理飯食是不合宜的
[00:03:38.000 --> 00:03:42.000]  所以弟兄們,當從你們中間選出七個
[00:03:42.000 --> 00:03:45.000]  有好明星,滿有聖靈,滿有智慧
[00:03:45.000 --> 00:03:48.000]  我們就派他們去管理這件事
[00:03:48.000 --> 00:03:52.000]  至於我們,我們要專注在祈禱和傳道的侍奉
[00:03:52.000 --> 00:03:54.000]  第五節
[00:03:54.000 --> 00:03:57.000]  這個話令到全會眾都很喜悅
[00:03:57.000 --> 00:03:58.000]  就揀選了史提反
[00:03:58.000 --> 00:04:01.000]  他是一個滿有信心和聖靈的人
[00:04:01.000 --> 00:04:03.000]  他們又揀選了
[00:04:03.000 --> 00:04:08.000]  費利、白羅哥羅、尼加拿、提門、巴米娜
[00:04:08.000 --> 00:04:12.000]  還有撥伊猶太教的安提亞人尼哥拉
[00:04:12.000 --> 00:04:15.000]  就叫他們站在使徒面前
[00:04:15.000 --> 00:04:18.000]  使徒禱告之後,就為他們按手
[00:04:18.000 --> 00:04:19.000]  第七節
[00:04:19.000 --> 00:04:21.000]  上帝的道興旺起來了
[00:04:21.000 --> 00:04:24.000]  在耶路撒冷的門徒數目又增加多了
[00:04:24.000 --> 00:04:29.000]  還有好多的祭司聽從了這個信仰
[00:04:29.000 --> 00:04:32.000]  這件事大家都很熟悉
[00:04:32.000 --> 00:04:35.000]  多數要來講什麼事件
[00:04:35.000 --> 00:04:38.000]  講執事
[00:04:38.000 --> 00:04:41.000]  因為那個字和執事有關
[00:04:41.000 --> 00:04:42.000]  所以就講執事
[00:04:42.000 --> 00:04:45.000]  但我今天不是強行想跟你講執事
[00:04:45.000 --> 00:04:46.000]  你看看開始的時候
[00:04:46.000 --> 00:04:49.000]  他說那些日子是講什麼事呢
[00:04:49.000 --> 00:04:50.000]  其實就回到第二章
[00:04:50.000 --> 00:04:52.000]  使徒行傳第二章的時候
[00:04:52.000 --> 00:04:55.000]  就說門徒領受聖靈的時候
[00:04:55.000 --> 00:04:57.000]  就在回流的猶太人裡面
[00:04:57.000 --> 00:05:00.000]  用他們自己的鄉下話講道
[00:05:00.000 --> 00:05:03.000]  好多人聽到就信著
[00:05:03.000 --> 00:05:05.000]  再後面一點的時候
[00:05:05.000 --> 00:05:07.000]  這些人就受了洗
[00:05:07.000 --> 00:05:09.000]  有三千人信著
[00:05:09.000 --> 00:05:13.000]  你可以想像這些很多人信著的日子
[00:05:13.000 --> 00:05:17.000]  裡面有什麼人當天信著
[00:05:17.000 --> 00:05:19.000]  我們看看這幅圖
[00:05:19.000 --> 00:05:21.000]  這幅地圖你大概可以看到
[00:05:21.000 --> 00:05:22.000]  我圈住的地方
[00:05:22.000 --> 00:05:26.000]  就是在使徒行傳第二章第九至十一節提到的人
[00:05:26.000 --> 00:05:29.000]  他們全部都回到那裡呢
[00:05:29.000 --> 00:05:31.000]  耶路撒冷
[00:05:31.000 --> 00:05:32.000]  是不是很多人呢
[00:05:32.000 --> 00:05:33.000]  我不讀了
[00:05:33.000 --> 00:05:36.000]  有時你想就自己去看第二章
[00:05:36.000 --> 00:05:38.000]  這裡全部人就是這樣
[00:05:38.000 --> 00:05:39.000]  不同時間
[00:05:39.000 --> 00:05:41.000]  一起回到耶路撒冷
[00:05:41.000 --> 00:05:46.000]  我們看看當日的移民情況和人口流動的情況
[00:05:46.000 --> 00:05:48.000]  我們看看這幅動畫
[00:05:48.000 --> 00:05:49.000]  在耶路撒冷
[00:05:49.000 --> 00:05:52.000]  有些人在巴勒斯坦出生
[00:05:52.000 --> 00:05:56.000]  成長就留在耶路撒冷
[00:05:56.000 --> 00:06:00.000]  有些人在巴勒斯坦這個地方出生
[00:06:00.000 --> 00:06:02.000]  但是移民去了外邦
[00:06:02.000 --> 00:06:04.000]  或者移民去了秘魯
[00:06:04.000 --> 00:06:08.000]  但是沒多久他們又有機會移民回來
[00:06:08.000 --> 00:06:11.000]  有些人在外邦的地方出生
[00:06:11.000 --> 00:06:13.000]  在這裡成長
[00:06:13.000 --> 00:06:17.000]  後來一家移民去到耶路撒冷
[00:06:17.000 --> 00:06:19.000]  有些人在外國出生
[00:06:19.000 --> 00:06:22.000]  很小就移民到耶路撒冷
[00:06:22.000 --> 00:06:24.000]  就在這裡成家立室
[00:06:24.000 --> 00:06:26.000]  留在這裡
[00:06:26.000 --> 00:06:29.000]  你覺不覺得很像我們香港
[00:06:29.000 --> 00:06:31.000]  很多人在這裡出生就移民了
[00:06:31.000 --> 00:06:32.000]  然後回來
[00:06:32.000 --> 00:06:34.000]  有些人在外國出生又回來
[00:06:34.000 --> 00:06:35.000]  然後又回去
[00:06:35.000 --> 00:06:37.000]  沒多久又會留在這裡
[00:06:37.000 --> 00:06:39.000]  其實當日的耶路撒冷就是這樣
[00:06:39.000 --> 00:06:42.000]  聖經裡面提到有兩批猶太人
[00:06:42.000 --> 00:06:45.000]  一個說是講希臘話的猶太人
[00:06:45.000 --> 00:06:46.000]  就是在外邦出生
[00:06:46.000 --> 00:06:49.000]  在外邦成長他們講希臘話
[00:06:49.000 --> 00:06:51.000]  他們接受希臘文化
[00:06:51.000 --> 00:06:54.000]  他們看的都是希臘文的聖經
[00:06:54.000 --> 00:06:56.000]  而希伯來人就在巴勒斯坦
[00:06:56.000 --> 00:07:00.000]  就是耶路撒冷這些地方出生成長
[00:07:00.000 --> 00:07:04.000]  他們仍然保留著猶太文化傳統的習俗
[00:07:04.000 --> 00:07:06.000]  用阿賴文
[00:07:06.000 --> 00:07:08.000]  用希伯來文成經
[00:07:08.000 --> 00:07:10.000]  這兩批人很不同
[00:07:10.000 --> 00:07:14.000]  那裡經文又提到
[00:07:14.000 --> 00:07:15.000]  門徒增多
[00:07:15.000 --> 00:07:16.000]  什麼事啊
[00:07:16.000 --> 00:07:17.000]  剛才說了
[00:07:17.000 --> 00:07:19.000]  他們去傳福音
[00:07:19.000 --> 00:07:20.000]  很多人信主
[00:07:20.000 --> 00:07:22.000]  還要叫那個
[00:07:22.000 --> 00:07:24.000]  卻子威那個人
[00:07:24.000 --> 00:07:25.000]  就怎樣啊
[00:07:25.000 --> 00:07:26.000]  好回來
[00:07:26.000 --> 00:07:28.000]  聖經形容他好回來之後怎樣做
[00:07:28.000 --> 00:07:30.000]  記不記得有首歌說
[00:07:30.000 --> 00:07:34.000]  下晝挑藥穿讚美神
[00:07:34.000 --> 00:07:37.000]  跳著走進聖殿讚美神
[00:07:37.000 --> 00:07:39.000]  那些平時見他跛的
[00:07:39.000 --> 00:07:42.000]  突然間會走會跳會叫
[00:07:42.000 --> 00:07:46.000]  知道這波耶穌很厲害
