
[00:00:00.000 --> 00:00:04.000]  你會不會說自己是一個有勇氣的人呢?
[00:00:04.000 --> 00:00:09.000]  你會不會說自己是一個有勇氣的人?
[00:00:09.000 --> 00:00:13.000]  你會不會稱自己是一個勇敢的人呢?
[00:00:13.000 --> 00:00:21.000]  我呢,自認是一個沒有膽子的肥女
[00:00:21.000 --> 00:00:25.000]  我很小膽,很容易被嚇到
[00:00:25.000 --> 00:00:28.000]  很容易害怕,很容易焦慮
[00:00:28.000 --> 00:00:31.000]  有些人可能會說,不要緊
[00:00:31.000 --> 00:00:35.000]  我有一段時間和阿姨和叔叔去行山
[00:00:35.000 --> 00:00:38.000]  我發覺行上山也沒有問題
[00:00:38.000 --> 00:00:40.000]  行下山是最痛苦的
[00:00:40.000 --> 00:00:44.000]  因爲行下山對我來說是很危險
[00:00:44.000 --> 00:00:48.000]  因爲人要蹲下去,然後腳又不穩
[00:00:48.000 --> 00:00:51.000]  然後腳不能平衡地走
[00:00:51.000 --> 00:00:55.000]  不安全的話,我就會很擔心
[00:00:55.000 --> 00:01:00.000]  我發覺擔心走下去,我的心理壓力很大
[00:01:00.000 --> 00:01:03.000]  所以我是一個很容易被嚇到的人
[00:01:03.000 --> 00:01:07.000]  面對困難,甚至只不過是新人士
[00:01:07.000 --> 00:01:12.000]  我都會先害怕,還會先擔心、憂慮
[00:01:12.000 --> 00:01:17.000]  所以在士工裏,大型會也好,去帶短孫也好
[00:01:17.000 --> 00:01:19.000]  每次人們問我什麼心情
[00:01:19.000 --> 00:01:22.000]  我通常都會說,我是緊張
[00:01:22.000 --> 00:01:24.000]  因爲我是傳道人
[00:01:24.000 --> 00:01:26.000]  不能只說自己緊張
[00:01:26.000 --> 00:01:29.000]  都是有興奮的,都是有期望的
[00:01:29.000 --> 00:01:33.000]  但其實全部都是緊張
[00:01:33.000 --> 00:01:38.000]  我一定不是心口掛着勇字會衝出去的人
[00:01:38.000 --> 00:01:43.000]  但我會問,我問自己,也問士工
[00:01:43.000 --> 00:01:45.000]  我可以如何勇敢一點呢?
[00:01:45.000 --> 00:01:47.000]  始終是一個傳道人,對不對?
[00:01:47.000 --> 00:01:49.000]  始終要拿着咪高峯和別人說話
[00:01:49.000 --> 00:01:52.000]  始終要做一個帶領者
[00:01:52.000 --> 00:01:55.000]  我如何可以勇敢一點呢?
[00:01:55.000 --> 00:02:01.000]  有個答案居然是來自一句心靈雞湯的說話
[00:02:01.000 --> 00:02:02.000]  他就這麼說
[00:02:02.000 --> 00:02:06.000]  他說勇敢不等於沒有恐懼
[00:02:06.000 --> 00:02:11.000]  而是不去被恐懼去克服
[00:02:11.000 --> 00:02:15.000]  原來他說,帶着恐懼去面對困難
[00:02:15.000 --> 00:02:17.000]  纔是真勇敢
[00:02:17.000 --> 00:02:20.000]  這句話就很幫到我了
[00:02:20.000 --> 00:02:22.000]  從此我面對任何困難挑戰
[00:02:22.000 --> 00:02:24.000]  我說,Florence,你是害怕
[00:02:24.000 --> 00:02:26.000]  不過不要緊
[00:02:26.000 --> 00:02:28.000]  你帶着你的害怕衝出去
[00:02:28.000 --> 00:02:30.000]  你就是最勇敢的那個了
[00:02:30.000 --> 00:02:32.000]  確實是幫了我很多次
[00:02:32.000 --> 00:02:35.000]  但是每一次我都要很正面
[00:02:35.000 --> 00:02:38.000]  很用力的去自我談話
[00:02:38.000 --> 00:02:40.000]  其實又真的很累人
[00:02:40.000 --> 00:02:42.000]  有時我真的會想
[00:02:42.000 --> 00:02:46.000]  我真的很想不再恐懼
[00:02:46.000 --> 00:02:52.000]  我真的很想不再帶着恐懼去面對困難
[00:02:52.000 --> 00:02:56.000]  我真的很想不再害怕
[00:02:56.000 --> 00:03:01.000]  丁子妹,你是一個勇敢的人嗎?
[00:03:01.000 --> 00:03:08.000]  近日你處於恐懼還是衝緊的狀態呢?
[00:03:08.000 --> 00:03:11.000]  今天的經文上帝說了三次
[00:03:11.000 --> 00:03:14.000]  說你要堅強、勇敢
[00:03:14.000 --> 00:03:18.000]  和合本其實就是你當剛強壯膽
[00:03:18.000 --> 00:03:20.000]  是一種勇敢的心態
[00:03:20.000 --> 00:03:23.000]  對於我來說也是很有用的金句
[00:03:23.000 --> 00:03:27.000]  因爲它不再是一種陳腔濫調
[00:03:27.000 --> 00:03:29.000]  它是上帝對我說的說話
[00:03:29.000 --> 00:03:33.000]  是上帝對我Florence的一個鼓勵
[00:03:33.000 --> 00:03:35.000]  所以當我面對困難的時候
[00:03:35.000 --> 00:03:36.000]  我又拿着這個
[00:03:36.000 --> 00:03:38.000]  你當剛強壯膽
[00:03:38.000 --> 00:03:40.000]  上帝對你說的
[00:03:40.000 --> 00:03:42.000]  一要堅強,一要勇敢
[00:03:42.000 --> 00:03:44.000]  我又拿着這個
[00:03:44.000 --> 00:03:46.000]  你當剛強壯膽
[00:03:46.000 --> 00:03:48.000]  上帝對你說的
[00:03:48.000 --> 00:03:49.000]  一要做新事
[00:03:49.000 --> 00:03:50.000]  我又跟他說
[00:03:50.000 --> 00:03:52.000]  你要剛強壯膽
[00:03:52.000 --> 00:03:53.000]  面對挑戰嗎?
[00:03:53.000 --> 00:03:54.000]  就跟自己說
[00:03:54.000 --> 00:03:56.000]  上帝要你剛強
[00:03:56.000 --> 00:04:00.000]  面對惡人不想面對,怕面對嗎?
[00:04:00.000 --> 00:04:01.000]  就跟上帝說
[00:04:01.000 --> 00:04:02.000]  上帝要你勇敢
[00:04:02.000 --> 00:04:05.000]  所以這句話對我來說
[00:04:05.000 --> 00:04:08.000]  也是很有幫助的
[00:04:08.000 --> 00:04:10.000]  生活甚艱難
[00:04:10.000 --> 00:04:12.000]  生命也都苦短
[00:04:12.000 --> 00:04:14.000]  我們要面對的困難
[00:04:14.000 --> 00:04:16.000]  確實是很多
[00:04:16.000 --> 00:04:18.000]  多不勝數
[00:04:18.000 --> 00:04:21.000]  上帝要我們去堅強、勇敢
[00:04:21.000 --> 00:04:23.000]  剛強壯膽
[00:04:23.000 --> 00:04:27.000]  到底要這麼勇來做什麼呢?
[00:04:27.000 --> 00:04:30.000]  到底在我們生命裏
[00:04:30.000 --> 00:04:34.000]  最重要要勇氣的是什麼呢?
[00:04:34.000 --> 00:04:36.000]  每一件事都要勇氣
[00:04:36.000 --> 00:04:38.000]  就是每一件事都不用搞
[00:04:38.000 --> 00:04:41.000]  到底生命裏有哪一件事
[00:04:41.000 --> 00:04:45.000]  最需要我們勇氣去面對呢?
[00:04:45.000 --> 00:04:46.000]  弟兄姊妹
[00:04:46.000 --> 00:04:50.000]  近日要你最需要勇氣去面對的
[00:04:50.000 --> 00:04:55.000]  又是什麼人事物呢?
[00:04:55.000 --> 00:04:56.000]  新的一年
[00:04:56.000 --> 00:04:58.000]  恩福堂有一個新的
[00:04:58.000 --> 00:05:01.000]  全教會性的年度講道系列
[00:05:01.000 --> 00:05:02.000]  就是《若書也記》
[00:05:02.000 --> 00:05:04.000]  今天是第一講
[00:05:04.000 --> 00:05:07.000]  一章一到十一節
[00:05:07.000 --> 00:05:08.000]  經文一劈頭
[00:05:08.000 --> 00:05:10.000]  一章一節就說
[00:05:10.000 --> 00:05:13.000]  耶和華的僕人摩西死了之後
[00:05:13.000 --> 00:05:15.000]  意味着一代人的過去
[00:05:15.000 --> 00:05:17.000]  新一代的興起
[00:05:17.000 --> 00:05:20.000]  摩西是以色列人一個很偉大的領袖
[00:05:20.000 --> 00:05:25.000]  上帝藉着摩西帶領以色列人離開埃及
[00:05:25.000 --> 00:05:28.000]  計劃帶他們進去英許地加南地
[00:05:28.000 --> 00:05:32.000]  不過當他們第一次在加南地的邊界裏
[00:05:32.000 --> 00:05:33.000]  正要進去
[00:05:33.000 --> 00:05:34.000]  準備進去
[00:05:34.000 --> 00:05:36.000]  以色列人就不肯進去
[00:05:36.000 --> 00:05:37.000]  因爲他們說
[00:05:37.000 --> 00:05:39.000]  哇 加南地裏的人很厲害
[00:05:39.000 --> 00:05:41.000]  他們只是看到自己很強勢
[00:05:41.000 --> 00:05:43.000]  看到別人很強勢
[00:05:43.000 --> 00:05:44.000]  看到自己很弱勢
[00:05:44.000 --> 00:05:45.000]  就不肯進去
[00:05:45.000 --> 00:05:48.000]  他們不相信自己可以勝過加南人
[00:05:48.000 --> 00:05:50.000]  其實他們不相信自己可以
[00:05:50.000 --> 00:05:52.000]  其實就是不相信上帝
[00:05:52.000 --> 00:05:53.000]  他們不肯進去
[00:05:53.000 --> 00:05:55.000]  他們違背上帝的帶領
[00:05:55.000 --> 00:05:57.000]  上帝就要懲罰他們
[00:05:57.000 --> 00:06:00.000]  就是一羣人要去曠野四十年
[00:06:00.000 --> 00:06:02.000]  等第一批的人死了
[00:06:02.000 --> 00:06:04.000]  他們就可以再進去
[00:06:04.000 --> 00:06:05.000]  四十年之後
[00:06:05.000 --> 00:06:07.000]  第一代人都死了
[00:06:07.000 --> 00:06:11.000]  第二代人又去到加南的邊界
[00:06:11.000 --> 00:06:14.000]  第二次準備進去
[00:06:14.000 --> 00:06:16.000]  爲了準備他們
[00:06:16.000 --> 00:06:19.000]  摩西就跟他們重新講一次律法
[00:06:19.000 --> 00:06:21.000]  所以叫做生命紀
[00:06:21.000 --> 00:06:22.000]  上帝又吩咐摩西
[00:06:22.000 --> 00:06:26.000]  你要去納約書亞去做他的繼承人
[00:06:26.000 --> 00:06:28.000]  帶領以色列人進入加南
[00:06:28.000 --> 00:06:29.000]  來到約書亞
[00:06:29.000 --> 00:06:31.000]  一章一節
[00:06:31.000 --> 00:06:33.000]  摩西死了
[00:06:33.000 --> 00:06:36.000]  約書亞應該如何繼承摩西呢
[00:06:36.000 --> 00:06:38.000]  在繼承的過程中
[00:06:38.000 --> 00:06:41.000]  又會遇到什麼困難呢
[00:06:41.000 --> 00:06:43.000]  摩西死了
[00:06:43.000 --> 00:06:45.000]  上帝就直接跟約書亞
[00:06:45.000 --> 00:06:48.000]  第一次直接說話
[00:06:48.000 --> 00:06:51.000]  讓我們一起來讀一到四節
[00:06:51.000 --> 00:06:52.000]  一起來看看
[00:06:52.000 --> 00:06:54.000]  上帝第一次親身
[00:06:54.000 --> 00:06:57.000]  直接跟約書亞說了什麼呢
[00:06:57.000 --> 00:06:59.000]  一章一節
[00:06:59.000 --> 00:07:03.000]  耶和華的僕人摩西死了以後
[00:07:03.000 --> 00:07:07.000]  耶和華吩咐摩西的侍從亂的兒子
[00:07:07.000 --> 00:07:09.000]  約書亞說
[00:07:09.000 --> 00:07:11.000]  我的僕人摩西死了
[00:07:11.000 --> 00:07:13.000]  現在你要起來
[00:07:13.000 --> 00:07:16.000]  和全體人民過這約旦河
[00:07:16.000 --> 00:07:21.000]  到我現在要賜給他們以色列人的地去
[00:07:21.000 --> 00:07:24.000]  你們腳掌踏過的每一處地方
[00:07:24.000 --> 00:07:29.000]  我都照着我應許摩西的賜給你們了
[00:07:29.000 --> 00:07:33.000]  從曠野或者黎巴嫩直到大河
[00:07:33.000 --> 00:07:38.000]  又是客人的泉地
[00:07:38.000 --> 00:07:41.000]  以至大海日落的地方
[00:07:41.000 --> 00:07:43.000]  就是你們的疆界
[00:07:43.000 --> 00:07:46.000]  上帝跟約書亞第一次親身
[00:07:46.000 --> 00:07:48.000]  直接說的話就是第二節
[00:07:48.000 --> 00:07:50.000]  我的僕人摩西死了
[00:07:50.000 --> 00:07:52.000]  現在你要起來
[00:07:52.000 --> 00:07:54.000]  帶全體的過約旦河
[00:07:54.000 --> 00:07:57.000]  要到我要賜給他們的地方
[00:07:57.000 --> 00:08:03.000]  不過摩西去做新一代人的領袖
[00:08:03.000 --> 00:08:06.000]  應該是很艱難
[00:08:06.000 --> 00:08:07.000]  如果不是
[00:08:07.000 --> 00:08:11.000]  上帝都不用在經文裏面三次跟他們說
[00:08:11.000 --> 00:08:13.000]  你要堅強勇敢
[00:08:13.000 --> 00:08:17.000]  你只要堅強十分勇敢
[00:08:17.000 --> 00:08:20.000]  你要堅強勇敢
[00:08:20.000 --> 00:08:25.000]  約書亞承繼摩西有多艱難呢
